siren,nic,siret,statutDiffusionEtablissement,dateCreationEtablissement,trancheEffectifsEtablissement,anneeEffectifsEtablissement,activitePrincipaleRegistreMetiersEtablissement,dateDernierTraitementEtablissement,etablissementSiege,nombrePeriodesEtablissement,complementAdresseEtablissement,numeroVoieEtablissement,indiceRepetitionEtablissement,typeVoieEtablissement,libelleVoieEtablissement,codePostalEtablissement,libelleCommuneEtablissement,libelleCommuneEtrangerEtablissement,distributionSpecialeEtablissement,codeCommuneEtablissement,codeCedexEtablissement,libelleCedexEtablissement,codePaysEtrangerEtablissement,libellePaysEtrangerEtablissement,complementAdresse2Etablissement,numeroVoie2Etablissement,indiceRepetition2Etablissement,typeVoie2Etablissement,libelleVoie2Etablissement,codePostal2Etablissement,libelleCommune2Etablissement,libelleCommuneEtranger2Etablissement,distributionSpeciale2Etablissement,codeCommune2Etablissement,codeCedex2Etablissement,libelleCedex2Etablissement,codePaysEtranger2Etablissement,libellePaysEtranger2Etablissement,dateDebut,etatAdministratifEtablissement,enseigne1Etablissement,enseigne2Etablissement,enseigne3Etablissement,denominationUsuelleEtablissement,activitePrincipaleEtablissement,nomenclatureActivitePrincipaleEtablissement,caractereEmployeurEtablissement
011341591,00011,01134159100011,O,1994-12-25,NN,,,2008-01-04T17:54:37,true,2,SARL BLOTT ARTIS,43,,RUE,DE LA RAVINELLE,54000,NANCY,,,54395,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
011341609,00011,01134160900011,O,1994-12-25,NN,,,2019-11-14T14:00:44,true,2,,,,BD,DU DOCTEUR CATTENOZ,54600,VILLERS-LES-NANCY,,,54578,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
011341617,00014,01134161700014,O,1994-12-25,NN,,,2019-11-14T14:00:44,true,2,,197,,AV,ANDRE MALRAUX,54600,VILLERS-LES-NANCY,,,54578,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
011341625,00017,01134162500017,O,1994-12-25,NN,,,2014-06-13T23:02:33,true,2,,,,AV,ALBERT 1ER,54150,VAL DE BRIEY,,,54099,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
011341633,00011,01134163300011,O,1994-12-25,01,2019,,2021-10-27T08:00:33,true,2,,,,RUE,GAL EISENHOWER,54700,MAIDIERES,,,54332,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
011341658,00018,01134165800018,O,1994-12-25,NN,,,2019-11-14T14:00:44,true,3,,64,,AV,CARNOT,54130,SAINT-MAX,,,54482,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
011341716,00014,01134171600014,O,1994-12-25,NN,,,2008-01-04T17:54:37,true,2,SA IMMOBILIER CONSEIL,14,,PL,CARNOT,54000,NANCY,,,54395,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
011341724,00018,01134172400018,O,1994-12-25,NN,,,2018-09-29T12:00:21,true,2,SYNDIC MME POMME H.,63,,AV,ANATOLE FRANCE,54000,NANCY,,,54395,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
011341823,00018,01134182300018,O,1994-12-25,NN,,,2019-11-14T14:00:44,true,3,BAT.B,,,RUE,ALLENDE,54590,HUSSIGNY-GODBRANGE,,,54270,,,,,,,,,,,,,,,,,,,2018-02-24,A,,,,,81.10Z,NAFRev2,N
011341856,00018,01134185600018,O,1994-12-25,01,2019,,2021-10-27T08:00:33,true,4,,23,,RUE,DE LONGEFOND,54220,MALZEVILLE,,,54339,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,68.32A,NAFRev2,O
011341856,00026,01134185600026,O,2005-11-01,NN,,,2007-05-19T08:02:08,false,1,,18,,LOT,LE BOURGAREL,54220,MALZEVILLE,,,54339,,,,,,,,,,,,,,,,,,,2005-11-01,F,,,,,70.3C,NAFRev1,O
011341898,00010,01134189800010,O,1994-12-25,01,2018,,2020-08-25T10:10:17,true,3,,4,,RUE,DES CLOS,54520,LAXOU,,,54304,,,,,,,,,,,,,,,,,,,2019-04-30,A,,,,,81.10Z,NAFRev2,N
011341906,00011,01134190600011,O,,,,,,true,1,,96,,RUE,GABRIEL PERI,54110,VARANGEVILLE,,,54549,,,,,,,,,,,,,,,,,,,1997-06-30,F,,,,,70.3C,NAF1993,N
011341930,00011,01134193000011,O,1994-12-25,01,2019,,2021-10-27T08:00:33,true,2,,38,,AV,DE L EUROPE,54520,LAXOU,,,54304,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
011342003,00016,01134200300016,O,1994-12-25,NN,,,2019-11-14T14:00:44,true,2,,165,,AV,ANDRE MALRAUX,54600,VILLERS-LES-NANCY,,,54578,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
011342011,00019,01134201100019,O,1994-12-25,NN,,,2016-04-26T01:03:47,true,3,,7,,PL,DE LA CARRIERE,54000,NANCY,,,54395,,,,,,,,,,,,,,,,,,,2014-04-30,A,,,,,81.10Z,NAFRev2,N
011342060,00016,01134206000016,O,1994-12-25,01,2019,,2021-10-27T08:00:33,true,2,,258,,RUE,JEANNE D ARC,54000,NANCY,,,54395,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
011342078,00018,01134207800018,O,1994-12-25,01,2019,,2021-10-27T08:00:33,true,2,,40,,RUE,GUSTAVE SIMON,54000,NANCY,,,54395,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
011342086,00011,01134208600011,O,1994-12-25,NN,,,2008-01-04T17:54:38,true,3,,280,,RUE,JEANNE D ARC,54000,NANCY,,,54395,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
011342094,00015,01134209400015,O,1994-12-25,NN,,,2019-11-21T10:50:47,true,2,,2,,ALL,DE CLERVAUX,54500,VANDOEUVRE-LES-NANCY,,,54547,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
011342102,00016,01134210200016,O,1997-12-25,NN,,,2017-05-04T01:02:40,true,3,,6,,RUE,ANATOLE FRANCE,54400,LONGWY,,,54323,,,,,,,,,,,,,,,,,,,2016-01-31,A,,,,,81.10Z,NAFRev2,N
011342110,00019,01134211000019,O,1994-12-25,NN,,,,true,1,,17,,BD,EMILE ZOLA,54520,LAXOU,,,54304,,,,,,,,,,,,,,,,,,,2000-03-31,F,,,,,70.3C,NAF1993,O
011342177,00018,01134217700018,O,1994-12-25,NN,,,2019-11-14T14:00:44,true,3,,67,,BD,DU MARECHAL LYAUTEY,54600,VILLERS-LES-NANCY,,,54578,,,,,,,,,,,,,,,,,,,2009-12-31,A,,,,,81.10Z,NAFRev2,N
011342227,00011,01134222700011,O,1994-12-25,NN,,,2009-06-27T03:06:43,true,2,,11,,RUE,DE LA REPUBLIQUE,54000,NANCY,,,54395,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
011342235,00014,01134223500014,O,1994-12-25,NN,,,2015-05-14T03:02:18,true,3,,14,,PL,CARNOT,54000,NANCY,,,54395,,,,,,,,,,,,,,,,,,,2013-05-31,A,,,,,81.10Z,NAFRev2,N
011342342,00018,01134234200018,O,1997-12-25,NN,,,2013-05-18T02:02:31,true,3,,8,,RUE,PACATTE,54300,LUNEVILLE,,,54329,,,,,,,,,,,,,,,,,,,2012-12-31,A,,,,,81.10Z,NAFRev2,N
011342359,00012,01134235900012,O,1994-12-25,NN,,,2019-11-14T14:00:44,true,4,,63,,RUE,ALEXANDRE 1ER,54130,SAINT-MAX,,,54482,,,,,,,,,,,,,,,,,,,2008-03-09,A,,,,,81.10Z,NAFRev2,O
011342375,00018,01134237500018,O,1994-12-25,NN,,,2018-10-22T19:00:09,true,3,,55,,RUE,HERMITE,54000,NANCY,,,54395,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
011342383,00012,01134238300012,O,1994-12-25,NN,,,2012-05-05T00:05:50,true,3,,23,,RUE,HERMITE,54000,NANCY,,,54395,,,,,,,,,,,,,,,,,,,2010-12-31,A,,,,,81.10Z,NAFRev2,N
011342391,00015,01134239100015,O,1994-12-25,NN,,,2008-01-04T17:54:38,true,2,,1,,RUE,MICHELET,54000,NANCY,,,54395,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
011342409,00015,01134240900015,O,1994-12-25,NN,,,,false,3,,84,,AV,DE BOUFFLERS,54000,NANCY,,,54395,,,,,,,,,,,,,,,,,,,1999-10-08,F,,,,,70.3C,NAF1993,O
011342409,00023,01134240900023,O,1999-10-08,,,,2008-01-04T17:54:38,true,3,,5,,RUE,LAFAYETTE,54000,NANCY,,,54395,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
011342458,00012,01134245800012,O,1994-12-25,NN,,,2014-06-13T23:02:34,true,3,,5,,RUE,9E BTN CHASSEURS A PIED,54400,LONGWY,,,54323,,,,,,,,,,,,,,,,,,,2012-12-31,A,,,,,81.10Z,NAFRev2,N
011342466,00015,01134246600015,O,1994-12-25,NN,,,2014-06-13T23:02:34,true,3,,7,,RUE,DU CHANOINE JACOB,54000,NANCY,,,54395,,,,,,,,,,,,,,,,,,,2012-07-31,A,,,,,81.10Z,NAFRev2,N
011342474,00019,01134247400019,O,1997-12-25,NN,,,2008-01-04T17:54:38,true,2,,5,,RUE,DU FOUR,54000,NANCY,,,54395,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
011342516,00017,01134251600017,O,1994-12-25,NN,,,2019-11-14T14:00:44,true,3,,3,,RUE,DU HAUT DE TIBLY,54210,SAINT-NICOLAS-DE-PORT,,,54483,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
011342524,00011,01134252400011,O,1994-12-25,NN,,,2008-01-04T17:54:38,true,3,,26,,RUE,CHRISTIAN PFISTER,54000,NANCY,,,54395,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
011342532,00014,01134253200014,O,1994-12-25,NN,,,2008-01-04T17:54:38,true,2,,37,,BD,ALBERT 1ER,54000,NANCY,,,54395,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
011342573,00018,01134257300018,O,1994-12-25,NN,,,2008-01-04T17:54:38,true,2,,46,,RUE,DU MARECHAL OUDINOT,54000,NANCY,,,54395,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
011342581,00011,01134258100011,O,1994-12-25,,,,2008-01-04T17:54:38,true,2,11 A 19,11,,RUE,DE BONSECOURS,54000,NANCY,,,54395,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
011342607,00014,01134260700014,O,1994-12-25,NN,,,2008-01-04T17:54:38,true,2,,23,,RUE,EMILE GALLE,54000,NANCY,,,54395,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
011342615,00017,01134261500017,O,1994-12-25,NN,,,2015-05-14T03:02:18,true,3,,,,RUE,DE LA CHARITE,54000,NANCY,,,54395,,,,,,,,,,,,,,,,,,,2013-10-11,A,,,,,81.10Z,NAFRev2,N
011342623,00011,01134262300011,O,1994-12-25,NN,,,2019-11-14T14:00:44,true,3,,10,,RUE,DU CLOS PRE,54130,SAINT-MAX,,,54482,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
011342631,00014,01134263100014,O,1994-12-25,NN,,,2008-01-04T17:54:38,true,3,,236,,AV,DE BOUFFLERS,54000,NANCY,,,54395,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
011342656,00011,01134265600011,O,1994-12-25,NN,,,2008-01-04T17:54:38,true,2,,1,,PL,CARNOT,54000,NANCY,,,54395,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
011342664,00015,01134266400015,O,1994-12-25,NN,,,2008-01-04T17:54:38,true,3,,22,,RUE,SAINTE ANNE,54000,NANCY,,,54395,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
011342672,00018,01134267200018,O,1994-12-25,NN,,,2019-11-14T14:00:44,true,2,,9,,RUE,MARECHAL FOCH,54130,SAINT-MAX,,,54482,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
011342722,00011,01134272200011,O,1994-12-25,NN,,,2008-01-04T17:54:38,true,2,,25,,RUE,DE MALZEVILLE,54000,NANCY,,,54395,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
011387982,00017,01138798200017,O,1994-12-25,NN,,,2008-01-04T17:54:38,true,2,,5,,RUE,STE CATHERINE,54000,NANCY,,,54395,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
011392875,00016,01139287500016,O,1994-12-25,NN,,,2008-01-04T17:54:38,true,2,,15,,RUE,MAURICE BARRES,54000,NANCY,,,54395,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
011400868,00011,01140086800011,O,1994-12-25,NN,,,2019-11-21T10:50:47,true,2,,7,B,AV,DU GENERAL LECLERC,54500,VANDOEUVRE-LES-NANCY,,,54547,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
011401395,00014,01140139500014,O,1994-12-25,NN,,,2008-01-04T17:54:38,true,2,,4,,RUE,DU CHANOINE JACOB,54000,NANCY,,,54395,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
011401403,00016,01140140300016,O,1994-12-25,NN,,,2014-08-04T02:48:11,true,3,,3,,RUE,EMILE BERTIN,54000,NANCY,,,54395,,,,,,,,,,,,,,,,,,,2013-12-31,A,,,,,81.10Z,NAFRev2,N
011401494,00015,01140149400015,O,1994-12-25,01,2018,,2021-03-23T08:54:19,true,3,SARL BLOTT ARTIS,43,,RUE,DE LA RAVINELLE,54000,NANCY,,,54395,,,,,,,,,,,,,,,,,,,2019-06-30,A,,,,,81.10Z,NAFRev2,N
011401502,00015,01140150200015,O,1994-12-25,NN,,,2018-09-29T12:00:21,false,3,SYNDIC SARL BLOTT ARTIS,43,,RUE,DE LA RAVINELLE,54000,NANCY,,,54395,,,,,,,,,,,,,,,,,,,2017-01-01,F,,,,,81.10Z,NAFRev2,O
011401502,00023,01140150200023,O,2017-01-01,01,2019,,2021-10-27T08:00:33,true,1,,4,,PL,DE LA DIVISION DE FER,54000,NANCY,,,54395,,,,,,,,,,,,,,,,,,,2017-01-01,A,,,,,81.10Z,NAFRev2,O
011401510,00018,01140151000018,O,1994-12-25,NN,,,2016-08-25T10:04:44,true,4,,23,,RUE,DE METZ,54000,NANCY,,,54395,,,,,,,,,,,,,,,,,,,2016-02-07,A,,,,,81.10Z,NAFRev2,O
011401544,00017,01140154400017,O,1994-12-25,NN,,,2016-04-26T01:03:47,true,3,,43,,RUE,DE LA RAVINELLE,54000,NANCY,,,54395,,,,,,,,,,,,,,,,,,,2014-06-30,A,,,,,81.10Z,NAFRev2,N
011401593,00014,01140159300014,O,1994-12-25,02,2019,,2021-10-27T08:00:33,true,2,,100,,AV,DU GENERAL LECLERC,54000,NANCY,,,54395,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
011401601,00015,01140160100015,O,1994-12-25,NN,,,2008-01-04T17:54:38,true,3,,22,,RUE,ST NICOLAS,54000,NANCY,,,54395,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
011401650,00012,01140165000012,O,1994-12-25,01,2019,,2021-10-27T08:00:33,true,2,,25,B,RUE,DU GENERAL FRERE,54500,VANDOEUVRE-LES-NANCY,,,54547,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
011401676,00017,01140167600017,O,1994-12-25,01,2019,,2021-10-27T08:00:33,true,2,,23,,RUE,DE LA REPUBLIQUE,54140,JARVILLE-LA-MALGRANGE,,,54274,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
011401684,00011,01140168400011,O,1994-12-25,01,2019,,2021-10-27T08:00:33,true,2,,12,,RUE,DE L ARMEE PATTON,54000,NANCY,,,54395,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
011401700,00015,01140170000015,O,1994-12-25,NN,,,2008-01-04T17:54:38,true,2,,149,,RUE,GAMBETTA PROLONGEE,54320,MAXEVILLE,,,54357,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
011401718,00017,01140171800017,O,1994-12-25,NN,,,2019-10-21T08:35:42,true,6,,12,,RUE,DE SARREBOURG,54300,LUNEVILLE,,,54329,,,,,,,,,,,,,,,,,,,2019-09-30,A,,,,,81.10Z,NAFRev2,N
011401726,00010,01140172600010,O,1994-12-25,NN,,,2008-01-04T17:54:38,true,3,,34,,RUE,DE LORRAINE,54320,MAXEVILLE,,,54357,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
011422631,00017,01142263100017,O,1994-12-25,NN,,,2008-01-04T17:54:38,true,2,MR LEROY GEORGES,17,,RUE,PALISSOT,54000,NANCY,,,54395,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
011422714,00011,01142271400011,O,1994-12-25,NN,,,2008-01-04T17:54:38,true,2,,49,,AV,FOCH,54000,NANCY,,,54395,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
011422912,00011,01142291200011,O,1994-12-25,NN,,,2018-09-29T12:00:21,true,3,,75,,AV,ANATOLE FRANCE,54000,NANCY,,,54395,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
011422920,00014,01142292000014,O,1994-12-25,NN,,,2019-11-14T14:00:44,true,2,,118,,AV,DU GENERAL LECLERC,54130,SAINT-MAX,,,54482,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
011422938,00016,01142293800016,O,1994-12-25,01,2019,,2021-10-27T08:00:33,true,2,,48,B,AV,ANATOLE FRANCE,54000,NANCY,,,54395,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
011422946,00019,01142294600019,O,1994-12-25,NN,,,2008-01-04T17:54:38,true,2,,12,,RUE,DU MARECHAL GALLIENI,54000,NANCY,,,54395,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
011422953,00015,01142295300015,O,1994-12-25,NN,,,2019-11-14T14:00:44,true,2,,124,,RUE,ROGER BERIN,54270,ESSEY-LES-NANCY,,,54184,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
011422961,00018,01142296100018,O,1994-12-25,NN,,,2008-01-04T17:54:38,true,2,,18,,RUE,ISABEY,54000,NANCY,,,54395,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
011422979,00010,01142297900010,O,1994-12-25,NN,,,2010-04-18T03:00:33,true,2,,227,,RUE,DU MARECHAL OUDINOT,54000,NANCY,,,54395,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
011422987,00013,01142298700013,O,1994-12-25,NN,,,2008-01-04T17:54:38,true,2,,31,,RUE,PAUL BERT,54520,LAXOU,,,54304,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
011422995,00016,01142299500016,O,1994-12-25,NN,,,2008-01-04T17:54:38,true,2,,1,,RUE,D AUXONNE,54000,NANCY,,,54395,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
011423019,00014,01142301900014,O,1994-12-25,NN,,,2016-04-26T01:03:47,true,3,,10,,PL,DE LA CARRIERE,54000,NANCY,,,54395,,,,,,,,,,,,,,,,,,,2014-12-17,A,,,,,81.10Z,NAFRev2,N
011423027,00017,01142302700017,O,1994-12-25,NN,,,2015-08-28T08:31:39,true,5,,10,,RUE,ISABEY,54000,NANCY,,,54395,,,,,,,,,,,,,,,,,,,2013-12-31,A,,,,,81.10Z,NAFRev2,N
011423043,00014,01142304300014,O,1994-12-25,NN,,,2018-09-29T12:00:21,true,3,,16,,RUE,DU GENERAL GOURAUD,54000,NANCY,,,54395,,,,,,,,,,,,,,,,,,,2015-01-31,A,,,,,81.10Z,NAFRev2,N
011423050,00019,01142305000019,O,1994-12-25,NN,,,2019-11-14T14:00:44,true,2,,14,B,RUE,GEORGES CLEMENCEAU,54600,VILLERS-LES-NANCY,,,54578,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
011423068,00011,01142306800011,O,1994-12-25,NN,,,2019-06-05T08:36:57,true,3,,44,B,RUE,PAUL BERT,54520,LAXOU,,,54304,,,,,,,,,,,,,,,,,,,2019-04-30,A,,,,,81.10Z,NAFRev2,N
011456241,00014,01145624100014,O,1994-12-25,NN,,,2016-08-19T08:26:37,true,3,TOUR SAINT ANNE,5,,RUE,GUY ROPARTZ,54000,NANCY,,,54395,,,,,,,,,,,,,,,,,,,2015-12-31,A,,,,,81.10Z,NAFRev2,N
012347936,00010,01234793600010,O,1994-12-25,NN,,,2020-01-07T13:35:36,true,4,,,,,,14670,TROARN,,,14712,,,,,,,,,,,,,,,,,,,2012-03-31,A,,,,,81.10Z,NAFRev2,N
012371399,00010,01237139900010,O,1994-12-25,NN,,,2008-01-04T17:54:38,true,3,,20,,RUE,DU 11 NOVEMBRE,14000,CAEN,,,14118,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
012372116,00017,01237211600017,O,1994-12-25,NN,,,2019-11-14T14:00:19,true,2,GARDIENNAGE,,,,,14600,GONNEVILLE-SUR-HONFLEUR,,,14304,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
012372124,00011,01237212400011,O,1994-12-25,NN,,,2008-01-04T17:54:38,true,2,,74,,RUE,DU GENERAL LECLERC,14800,DEAUVILLE,,,14220,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
012409751,00018,01240975100018,O,1994-12-25,,,,2008-01-04T17:54:38,true,3,,19,,BD,SAINTE ANNE,14100,LISIEUX,,,14366,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,68.20B,NAFRev2,N
012448452,00016,01244845200016,O,1994-12-25,NN,,,2018-09-29T12:00:21,true,2,,26,,BD,WINSTON CHURCHILL,14150,OUISTREHAM,,,14488,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
012460747,00012,01246074700012,O,1994-12-25,NN,,,2019-11-14T14:00:20,true,2,,14,,RUE,VICTOR HUGO,14360,TROUVILLE-SUR-MER,,,14715,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
012463550,00017,01246355000017,O,1994-12-25,NN,,,2008-01-04T17:54:38,true,2,,44,,BD,DES ALLIES,14000,CAEN,,,14118,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
012496634,00010,01249663400010,O,1994-12-25,NN,,,2019-11-14T14:00:20,true,2,,19,,RUE,FORIN,14640,VILLERS-SUR-MER,,,14754,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
012776084,00019,01277608400019,O,1994-12-25,NN,,,2017-01-10T00:13:03,true,2,,,,,,50460,LA HAGUE,,,50041,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
012793527,00016,01279352700016,O,1994-12-25,01,2019,,2021-10-27T08:00:33,true,2,,,,RUE,DE BIR HAKEIM,50000,SAINT-LO,,,50502,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
012796488,00018,01279648800018,O,1994-12-25,NN,,,2008-01-04T17:54:38,true,3,,11,,RUE,ERNEST LEFRANT,50400,GRANVILLE,,,50218,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
012797692,00014,01279769200014,O,1994-12-25,NN,,,2019-11-14T14:00:41,true,2,,29,,RUE,SAINT THOMAS,50000,SAINT-LO,,,50502,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
012801262,00010,01280126200010,O,1994-12-25,NN,,,2019-11-14T14:00:41,true,3,,,,RTE,DE BAYEUX,50000,SAINT-LO,,,50502,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
012846168,00016,01284616800016,O,1994-12-25,NN,,,2019-11-14T14:00:41,true,3,,9,,RUE,DAME DENISE,50880,PONT-HEBERT,,,50409,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
012862249,00013,01286224900013,O,1994-12-25,01,2019,,2021-10-27T08:00:33,true,2,,6,,PL,D ESTOUTEVILLE,50300,AVRANCHES,,,50025,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
012862322,00018,01286232200018,O,1994-12-25,,,,2008-01-04T17:54:38,true,2,,,,CHE,DU TELEGRAPHE,50770,PIROU,,,50403,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
012862330,00011,01286233000011,O,1994-12-25,NN,,,2019-11-14T14:00:41,true,3,,,,RES,LES PEUPLIERS,50230,AGON-COUTAINVILLE,,,50003,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
012862348,00013,01286234800013,O,1994-12-25,NN,,,2019-11-14T14:00:41,true,3,SIR BARASSIN,22,,RUE,AMIRAL TOURVILLE,50230,AGON-COUTAINVILLE,,,50003,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
012862355,00018,01286235500018,O,1994-12-25,NN,,,2019-11-14T14:00:41,true,3,,,,RUE,SIMEON LUCE,50230,AGON-COUTAINVILLE,,,50003,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
012862363,00012,01286236300012,O,1994-12-25,NN,,,2019-11-14T14:00:41,true,3,,,,RES,DE L ESCALE,50230,AGON-COUTAINVILLE,,,50003,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
012862371,00015,01286237100015,O,1994-12-25,NN,,,2019-11-14T14:00:41,true,2,,,,RUE,DU MARECHAL JUIN,50000,SAINT-LO,,,50502,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
012862397,00010,01286239700010,O,1994-12-25,01,2019,,2021-10-27T08:00:33,true,2,,109,,RUE,DU HUIT MAI,50000,SAINT-LO,,,50502,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
012862405,00011,01286240500011,O,1994-12-25,01,2019,,2021-10-27T08:00:33,true,2,,201,,RTE,DE BAYEUX,50000,SAINT-LO,,,50502,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
