301366498,00022,30136649800022,O,1996-11-06,NN,,,2016-04-26T01:38:42,false,5,,22,,CHE,DU CHARBONNIER,69200,VENISSIEUX,,,69259,,,,,,,,,,,,,,,,,,,2014-12-31,A,,,,,55.90Z,NAFRev2,N
301366498,00030,30136649800030,O,1996-11-06,NN,,,2016-04-26T01:38:42,false,5,,62,,RUE,DUBOIS CRANCE,69600,OULLINS,,,69149,,,,,,,,,,,,,,,,,,,2014-06-30,A,,,,,55.90Z,NAFRev2,N
301366498,00048,30136649800048,O,1998-04-01,NN,,,2019-11-14T14:00:53,false,4,CENTRE ACCUEIL DE BACHASSE,,,CHE,DES BOTTIERES,69110,SAINTE-FOY-LES-LYON,,,69202,,,,,,,,,,,,,,,,,,,2013-12-31,A,,,,,55.90Z,NAFRev2,N
301366498,00055,30136649800055,O,2000-02-01,NN,,,2019-11-14T14:00:27,false,3,,,,RUE,AUGUSTE ISAAC,26800,PORTES-LES-VALENCE,,,26252,,,,,,,,,,,,,,,,,,,2004-06-30,F,,,,,55.2F,NAFRev1,O
301366498,00063,30136649800063,O,1995-01-01,NN,,,2016-04-26T01:38:42,true,5,,10,,CRS,DE VERDUN RAMBAUD,69002,LYON 2EME,,,69382,,,,,,,,,,,,,,,,,,,2014-12-31,A,,,,,55.90Z,NAFRev2,N
301366498,00071,30136649800071,O,2000-04-01,NN,,,2006-11-25T09:13:04,false,3,,,,RUE,DU 8 MAI 1945,69320,FEYZIN,,,69276,,,,,,,,,,,,,,,,,,,2004-01-31,F,,,,,55.2F,NAFRev1,N
301366498,00089,30136649800089,O,2000-01-01,NN,,,2019-11-14T14:00:36,false,4,,,,RUE,ARISTIDE BRIAND,38670,CHASSE-SUR-RHONE,,,38087,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,55.90Z,NAFRev2,N
301366506,00014,30136650600014,O,,,,,,true,1,,,,,,49270,SAINT SAUVEUR DE LANDEMONT,,,49320,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,59.09,NAP,N
301366514,00018,30136651400018,O,,,,,2019-11-14T14:00:40,true,1,,,,LD,HAUTE PERCHE,49610,SAINT-MELAINE-SUR-AUBANCE,,,49308,,,,,,,,,,,,,,,,,,,,F,,,,,69.11,NAP,N
301366530,00014,30136653000014,O,1900-01-01,NN,,,2016-04-26T01:38:42,true,5,,11,,RUE,DE LA GARE,74100,ANNEMASSE,,,74012,,,,,,,,,,,,,,,,,,,2015-07-31,F,,,,,47.77Z,NAFRev2,O
301366530,00048,30136653000048,O,1900-01-01,NN,,,2019-11-14T14:00:57,false,6,,8,,RUE,DES ARTS,74200,THONON-LES-BAINS,,,74281,,,,,,,,,,,,,,,,,,,2015-07-31,F,,,,,47.77Z,NAFRev2,N
301366548,00016,30136654800016,O,1900-01-01,NN,,,2008-01-04T19:14:39,true,3,,3,,BD,PIERRE BENOIT,64500,CIBOURE,,,64189,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
301366555,00029,30136655500029,O,1982-10-29,NN,,,2019-11-14T14:00:40,false,6,,6,,RUE,DU BOEUF COURONNE,49170,SAINT-GEORGES-SUR-LOIRE,,,49283,,,,,,,,,,,,,,,,,,,2009-05-29,F,,,,,82.92Z,NAFRev2,O
301366555,00037,30136655500037,O,2009-05-29,,,,2019-11-14T14:00:40,true,2,,13,,RUE,SAINT AUGUSTIN,49170,SAINT-GEORGES-SUR-LOIRE,,,49283,,,,,,,,,,,,,,,,,,,2012-10-29,F,,,,,82.92Z,NAFRev2,O
301366647,00016,30136664700016,O,1965-01-01,03,2019,,2021-10-27T08:14:00,true,5,CHEDDE,899,,AV,DE L AERODROME,74190,PASSY,,,74208,,,,,,,,,,,,,,,,,,,2015-12-31,A,,,,,45.20A,NAFRev2,O
301366670,00018,30136667000018,O,,NN,,,,true,1,,5,,PL,AMPERE,69002,LYON 2EME,,,69382,,,,,,,,,,,,,,,,,,,1989-04-12,F,,,,,81.21,NAP,N
301366688,00010,30136668800010,O,,,,,,true,1,,9,,AV,DE L ETANG,49123,INGRANDES-LE FRESNE SUR LOIRE,,,49160,,,,,,,,,,,,,,,,,,,,F,,,,,32.03,NAP,N
301366696,00013,30136669600013,O,,NN,,,2019-11-14T14:00:43,true,1,,,,RTE,DE L HUISSERIE,53940,SAINT-BERTHEVIN,,,53201,,,,,,,,,,,,,,,,,,,1996-02-23,F,,,,,60.2M,NAF1993,O
301366738,00013,30136673800013,O,,,,,,true,1,,,,RUE,CHARLES PEGUY,49700,DOUE-EN-ANJOU,,,49125,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,84.13,NAP,N
301366746,00016,30136674600016,O,,,,,2019-11-14T14:00:53,true,1,,,,RUE,JEAN CARONA,69120,VAULX-EN-VELIN,,,69256,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,25.03,NAP,N
301366753,00012,30136675300012,O,,,,,2019-11-14T14:00:39,true,1,,100,,RUE,JEANNE D ARC,45800,SAINT-JEAN-DE-BRAYE,,,45284,,,,,,,,,,,,,,,,,,,1986-09-12,F,,,,,55.73,NAP,N
301366779,00017,30136677900017,O,,NN,,,,true,1,,2,,RTE,D ESCOURCE,40200,MIMIZAN,,,40184,,,,,,,,,,,,,,,,,,,1996-05-13,F,,,,,20.1B,NAF1993,O
301366787,00010,30136678700010,O,1900-01-01,,,,,false,4,,4,,RUE,EDOUARD TEUTSCH,67000,STRASBOURG,,,67482,,,,,,,,,,,,,,,,,,,1993-12-25,F,,,,,70.3A,NAF1993,N
301366787,00028,30136678700028,O,1992-09-01,NN,,,2012-01-09T10:41:04,true,5,,7,A,RUE,DU TRIBUNAL,67300,SCHILTIGHEIM,,,67447,,,,,,,,,,,,,,,,,,,2006-12-18,F,,,,,70.3A,NAFRev1,N
301366795,00013,30136679500013,O,1964-01-01,NN,,,2008-11-07T00:17:25,true,4,LES FRAICHES,,,RTE,DE SAINT LYPHARD,44350,GUERANDE,,,44069,,,,,,,,,,,,,,,,,,,1996-10-23,F,,,,,20.5A,NAF1993,O
301366803,00015,30136680300015,O,1980-11-04,NN,,,2010-04-18T03:21:38,true,6,,15,,RUE,DE LA ZORN,67270,SCHWINDRATZHEIM,,,67460,,,,,,,,,,,,,,,,,,,2009-08-06,F,,,,,47.22Z,NAFRev2,N
301366811,00018,30136681100018,O,,,,,,true,1,,14,,,Q JULES SANDEAU,44510,LE POULIGUEN,,,44135,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,81.11,NAP,N
301366845,00016,30136684500016,O,,,,,,true,1,,2,B,RUE,VALLOU,74200,MARIN,,,74166,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,79.01,NAP,N
301366878,00017,30136687800017,O,,,,,2019-11-14T14:00:38,true,1,,,,,,42000,SAINT-ETIENNE,,,42218,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,,,N
301366886,00010,30136688600010,O,1974-01-01,12,2019,,2021-10-27T08:14:00,true,5,,15,,AV,DENFERT-ROCHEREAU,42000,SAINT-ETIENNE,,,42218,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,46.69B,NAFRev2,O
301366886,00028,30136688600028,O,2015-10-01,NN,,,2018-09-29T12:09:37,false,2,,23,,RUE,NOUVELLE,92000,NANTERRE,,,92050,,,,,,,,,,,,,,,,,,,2017-03-31,F,,,,,82.99Z,NAFRev2,O
301366894,00014,30136689400014,O,1900-01-01,,,,,false,4,,45,,RUE,PIERRE SEMARD,69520,GRIGNY,,,69096,,,,,,,,,,,,,,,,,,,1992-02-01,F,,,,,28.5D,NAF1993,N
301366894,00022,30136689400022,O,1992-02-01,NN,,,,true,4,,65,,RTE,FRANCOIS MOUTON,42800,CHATEAUNEUF,,,42053,,,,,,,,,,,,,,,,,,,2002-12-31,F,,,,,29.5N,NAF1993,O
301366902,00015,30136690200015,O,,NN,,,2019-11-14T14:00:12,true,1,,25,,RUE,VICTOR BASCH,01000,BOURG-EN-BRESSE,,,01053,,,,,,,,,,,,,,,,,,,1992-02-19,F,,,,,52.4Z,NAF1993,N
301366910,00018,30136691000018,O,1900-01-01,NN,,,2019-11-14T14:00:12,true,5,,28,B,AV,DES ANCIENS COMBATTANTS,01000,BOURG-EN-BRESSE,,,01053,,,,,,,,,,,,,,,,,,,2008-01-01,F,,,,,82.19Z,NAFRev2,N
301366936,00013,30136693600013,O,,,,,,true,1,,,,,,06600,ANTIBES,,,06004,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.08,NAP,N
301366985,00010,30136698500010,O,,,,,2019-11-14T14:00:24,true,1,,,,RUE,DE LA LIBERATION,22980,PLELAN-LE-PETIT,,,22180,,,,,,,,,,,,,,,,,,,1987-01-04,F,,,,,55.60,NAP,N
301367009,00026,30136700900026,O,,,,,,true,1,,112,,BD,SADI CARNOT,06110,LE CANNET,,,06030,,,,,,,,,,,,,,,,,,,,F,,,,,77.09,NAP,N
301367017,00011,30136701700011,O,1975-01-01,01,2019,4520BC,2021-10-27T08:14:00,true,5,,,,QUAI,DU BINE,26460,BOURDEAUX,,,26056,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,45.20A,NAFRev2,O
301367025,00048,30136702500048,O,,NN,,,,true,1,,23,,RUE,JEAN DE RIOUFFE,06400,CANNES,,,06029,,,,,,,,,,,,,,,,,,,1989-11-02,F,,,,,59.13,NAP,N
301367041,00045,30136704100045,O,1990-01-02,NN,,,2019-11-14T14:01:05,true,3,11 A 17,11,,AV,MARC SANGNIER,92390,VILLENEUVE-LA-GARENNE,,,92078,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,82.99Z,NAFRev2,N
301367058,00023,30136705800023,O,,,,,,true,1,,5,,BD,DE LA BOISSONNETTE,42110,FEURS,,,42094,,,,,,,,,,,,,,,,,,,1992-07-31,F,,,,,51.6N,NAF1993,N
301367066,00018,30136706600018,O,,,,,,true,1,,21,,RUE,CENTRALE,01230,TENAY,,,01416,,,,,,,,,,,,,,,,,,,1986-12-25,F,,,,,55.72,NAP,N
301367116,00011,30136711600011,O,,,,,,true,1,,,,CHE,DES SABLES,06160,ANTIBES,,,06004,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,77.05,NAP,N
301367124,00015,30136712400015,O,,NN,,,,true,1,,10,,AV,WINSTON CHURCHILL,31100,TOULOUSE,,,31555,,,,,,,,,,,,,,,,,,,1996-03-15,F,,,,,85.1K,NAF1993,N
301367132,00018,30136713200018,O,1900-01-01,NN,,,2009-06-27T03:36:01,false,4,,407,,ALL,DES ACACIAS,38260,CHAMPIER,,,38069,,,,,,,,,,,,,,,,,,,2007-04-01,F,,,,,45.2P,NAFRev1,O
301367132,00026,30136713200026,O,1987-04-01,NN,,,2019-11-14T14:00:36,false,3,,,,LD,LE TEMPLE DE VAULX,38080,SAINT-ALBAN-DE-ROCHE,,,38352,,,,,,,,,,,,,,,,,,,2004-01-13,F,,,,,45.2P,NAFRev1,N
301367132,00034,30136713200034,O,1998-01-01,NN,,,2008-01-04T19:14:40,false,3,,,,,LE VILLAGE,38260,GILLONNAY,,,38180,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,42.11Z,NAFRev2,N
301367132,00042,30136713200042,O,2007-04-01,12,2019,,2021-10-27T08:14:00,true,4,,30,,MTE,DU CORDIER,38260,CHAMPIER,,,38069,,,,,,,,,,,,,,,,,,,2020-01-01,A,,,,,08.12Z,NAFRev2,O
301367140,00011,30136714000011,O,,NN,,,2019-11-14T14:00:27,true,1,,,,RUE,FRERES GERENTHON,26100,ROMANS-SUR-ISERE,,,26281,,,,,,,,,,,,,,,,,,,,F,,,,,64.23,NAP,N
301367173,00020,30136717300020,O,1986-02-01,,,,,false,4,,50,,RUE,BASSE DE SAINT ELOI,17000,LA ROCHELLE,,,17300,,,,,,,,,,,,,,,,,,,1993-12-25,F,,,,,45.3E,NAF1993,N
301367173,00038,30136717300038,O,1992-08-03,11,2019,4322AZ,2021-10-27T08:14:00,false,5,,19,,RUE,MAURICE RAVEL,17000,LA ROCHELLE,,,17300,,,,,,,,,,,,,,,,,,,2021-08-06,F,,,,,43.22A,NAFRev2,O
301367173,00046,30136717300046,O,2021-08-06,,,4322AZ,2021-10-02T12:49:26,true,1,ZA DE CORME NEUVE,6,,RUE,VOLTA,17139,DOMPIERRE-SUR-MER,,,17142,,,,,,,,,,,,,,,,,,,2021-08-06,A,,,,,43.22A,NAFRev2,O
301367181,00015,30136718100015,O,1964-01-01,NN,,,2019-11-14T14:00:24,true,4,,,,PL,DE LA POSTE,22750,SAINT-JACUT-DE-LA-MER,,,22302,,,,,,,,,,,,,,,,,,,2005-12-31,F,,,,,45.3E,NAFRev1,O
301367199,00017,30136719900017,O,,,,,2006-11-25T09:13:05,true,1,,37,,RUE,DE LA LIBERTE,38600,FONTAINE,,,38169,,,,,,,,,,,,,,,,,,,,F,,,,,97.23,NAP,N
301367215,00011,30136721500011,O,,,,,,true,1,,,,RUE,RAIBERTI,06000,NICE,,,06088,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.41,NAP,N
301367231,00018,30136723100018,O,1974-01-01,NN,,,2014-11-30T03:18:51,true,6,,39,,BD,CARNOT,06400,CANNES,,,06029,,,,,,,,,,,,,,,,,,,2014-11-18,F,,,,,41.10A,NAFRev2,N
301367249,00028,30136724900028,O,1988-05-01,NN,,,2006-10-26T23:51:49,false,4,,,,,AYET,47400,TONNEINS,,,47310,,,,,,,,,,,,,,,,,,,2004-12-04,F,,,,,74.1J,NAFRev1,O
301367249,00036,30136724900036,O,1990-04-01,12,2019,,2021-10-27T08:14:00,true,5,ZONE INDUSTRIELLE,4,,IMP,SURIRAY,47400,TONNEINS,,,47310,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,49.41A,NAFRev2,O
301367249,00044,30136724900044,O,1993-04-01,NN,,,,false,4,,,,,FROUMENT BIEL,47400,TONNEINS,,,47310,,,,,,,,,,,,,,,,,,,1998-12-31,F,,,,,60.2M,NAF1993,N
301367249,00051,30136724900051,O,1900-01-01,,,,2011-04-28T00:10:52,false,3,,4,,IMP,SURIRAY,47400,TONNEINS,,,47310,,,,,,,,,,,,,,,,,,,2004-12-25,F,,,,,74.1J,NAFRev1,N
301367272,00012,30136727200012,O,1900-01-01,,,,2006-10-26T23:51:49,true,3,RESIDENCE KASSANDRA III,20,,RUE,AMEDEE VII COMTE ROUGE,06300,NICE,,,06088,,,,,,,,,,,,,,,,,,,2004-06-22,F,,,,,45.2K,NAFRev1,N
301367306,00018,30136730600018,O,,NN,,,,true,1,,,,RUE,JEAN BAPTISTE CATELLA,26110,NYONS,,,26220,,,,,,,,,,,,,,,,,,,,F,,,,,79.01,NAP,N
301367322,00015,30136732200015,O,,,,,,true,1,,,,BD,F TONNER,06150,CANNES,,,06029,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,54.03,NAP,N
301367355,00015,30136735500015,O,,NN,,,,true,1,,134,,BD,DE LA MADELEINE,06000,NICE,,,06088,,,,,,,,,,,,,,,,,,,,F,,,,,77.03,NAP,N
301367363,00019,30136736300019,O,1974-01-01,NN,,,2019-11-14T14:00:19,false,4,,535,,RUE,GEORGES CLAUDE,13290,AIX-EN-PROVENCE,,BP 72000,13001,13792,AIX EN PROVENCE CEDEX 3,,,,,,,,,,,,,,,,,1999-08-31,F,,,,,51.6N,NAF1993,O
301367363,00035,30136736300035,O,1989-11-01,NN,,,,false,3,,14,,ALL,DE MORTARIEU,82000,MONTAUBAN,,,82121,,,,,,,,,,,,,,,,,,,1994-12-25,F,,,,,51.6N,NAF1993,O
301367363,00043,30136736300043,O,1999-08-31,NN,,,2019-11-14T14:00:19,false,5,ZI LES MILLES,900,,RUE,AMPERE,13290,AIX-EN-PROVENCE,,,13001,,,,,,,,,,,,,,,,,,,2016-12-15,F,,,,,46.61Z,NAFRev2,O
301367363,00050,30136736300050,O,2016-12-15,12,2019,,2021-10-27T08:14:00,true,3,ZAC PARC DE LA DURANNE,240,,RUE,RENE DESCARTES,13290,AIX-EN-PROVENCE,,,13001,,,,,,,,,,,,,,,,,,,2018-12-31,A,,,,,46.69C,NAFRev2,O
301367371,00012,30136737100012,O,,,,,2020-02-19T13:36:41,true,1,,,,,,24300,JAVERLHAC-LA-CHAPELLE-ST-ROBERT,,,24214,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,56.02,NAP,N
301367397,00017,30136739700017,O,,,,,,true,1,,,,RUE,GIOFFREDO,06000,NICE,,,06088,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,59.13,NAP,N
301367405,00018,30136740500018,O,,,,,,true,1,,8,,RUE,HENRY CHERON,14100,LISIEUX,,,14366,,,,,,,,,,,,,,,,,,,1987-09-30,F,,,,,87.03,NAP,N
301367447,00010,30136744700010,O,,NN,,,,true,1,,,,LD,BOURG,35590,CLAYES,,,35081,,,,,,,,,,,,,,,,,,,1988-03-31,F,,,,,67.04,NAP,N
301367488,00014,30136748800014,O,,,,,2019-11-14T14:00:12,true,1,,29,,,GRANDE RUE,01220,DIVONNE-LES-BAINS,,,01143,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.11,NAP,N
301367504,00042,30136750400042,O,1991-01-01,,,,,true,4,,110,,BD,DE CREAC H GWEN,29000,QUIMPER,,,29232,,,,,,,,,,,,,,,,,,,1993-12-25,F,,,,,74.2A,NAF1993,N
301367520,00014,30136752000014,O,,NN,,,,true,1,,5,,RUE,GUSTAVE DELOYE,06000,NICE,,,06088,,,,,,,,,,,,,,,,,,,1994-03-31,F,,,,,93.0D,NAF1993,O
301367546,00019,30136754600019,O,1900-01-01,NN,,,2014-06-13T23:53:11,true,5,,69,,RUE,DU PAVILLON,24000,PERIGUEUX,,,24322,,,,,,,,,,,,,,,,,,,2012-03-14,A,,,,,81.10Z,NAFRev2,N
301367553,00015,30136755300015,O,1974-01-01,01,2019,9601BQ,2021-10-27T08:14:00,true,4,,225,,AV,DE LA CALIFORNIE,06200,NICE,,,06088,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,96.01B,NAFRev2,O
301367561,00026,30136756100026,O,1989-11-04,NN,,,2011-04-23T04:25:19,false,5,,9,,RUE,LOUIS AUCOIN,32000,AUCH,,BP 75,32013,32002,AUCH CEDEX,,,,,,,,,,,,,,,,,2009-05-20,F,,,,,69.20Z,NAFRev2,O
301367561,00034,30136756100034,O,1991-10-01,NN,,,2019-11-14T14:00:30,false,4,,1,,AV,MARECHAL FOCH,31110,BAGNERES-DE-LUCHON,,,31042,,,,,,,,,,,,,,,,,,,1996-12-25,F,,,,,74.1C,NAF1993,O
301367561,00042,30136756100042,O,1993-10-01,,,,2019-11-14T14:00:30,false,3,,59,,RUE,GAMBETTA,31110,BAGNERES-DE-LUCHON,,,31042,,,,,,,,,,,,,,,,,,,1995-12-31,F,,,,,74.1C,NAF1993,N
301367561,00059,30136756100059,O,2009-05-20,11,2019,,2021-10-27T08:14:00,true,2,ZAC DU MOULIOT,3,,RUE,MARGUERITE DURAS,32000,AUCH,,,32013,,,,,,,,,,,,,,,,,,,2019-02-01,A,,,,SYGNATURES GERS,69.20Z,NAFRev2,O
301367561,00067,30136756100067,O,2013-07-26,02,2019,,2021-10-27T08:14:00,false,1,LOT 28,,,,ZA LAFOURCADE,32200,GIMONT,,,32147,,,,,,,,,,,,,,,,,,,2013-07-26,A,,,,,69.20Z,NAFRev2,O
301367579,00010,30136757900010,O,,NN,,,2019-11-14T14:00:34,true,1,,,,,,35220,SAINT-DIDIER,,,35264,,,,,,,,,,,,,,,,,,,1988-02-26,F,,,,,87.08,NAP,N
301367603,00018,30136760300018,O,,NN,,,,true,1,,54,,,HLM ST PIERRE QRT DE L ARIANE,06300,NICE,,,06088,,,,,,,,,,,,,,,,,,,2002-12-19,F,,,,,45.4F,NAF1993,N
301367637,00016,30136763700016,O,,NN,,,,true,1,,139,,AV,DE LA CALIFORNIE,06200,NICE,,,06088,,,,,,,,,,,,,,,,,,,,F,,,,,47.04,NAP,N
301367645,00043,30136764500043,O,2002-05-23,NN,,,2008-01-04T19:14:40,true,3,VIL.MONT CARMEL,,,RTE,DES CIAPPES,06500,MENTON,,,06083,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,90.03A,NAFRev2,N
301367660,00018,30136766000018,O,,,,,,true,1,,,,RUE,TRACHEL,06000,NICE,,,06088,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,87.03,NAP,N
301367678,00028,30136767800028,O,,,,,,true,1,,,,RUE,BERTOLA,06300,NICE,,,06088,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,55.71,NAP,N
301367686,00039,30136768600039,O,,NN,,,,true,1,,33,B,CHE,BEAUME MELE,06650,LE ROURET,,,06112,,,,,,,,,,,,,,,,,,,1997-11-30,F,,,,,01.4B,NAF1993,N
301367694,00025,30136769400025,O,,,,,,true,1,,,,RUE,COLONEL GUIDE,06300,NICE,,,06088,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,65.06,NAP,N
301367702,00034,30136770200034,O,1900-01-01,NN,,,2008-11-07T00:17:25,true,4,,93,,AV,DE LA CALIFORNIE,06200,NICE,,,06088,,,,,,,,,,,,,,,,,,,2003-03-27,F,,,,,45.2V,NAFRev1,N
301367710,00011,30136771000011,O,1974-01-01,,,,,true,1,,,,RTE,ST ANTOINE DE GINESTIERE,06200,NICE,,,06088,,,,,,,,,,,,,,,,,,,1998-12-31,F,,,,,45.3A,NAF1993,N
301367736,00032,30136773600032,O,1982-06-01,,,,2008-11-07T00:17:25,false,4,,222,,AV,DE GAIRAUT,06100,NICE,,,06088,,,,,,,,,,,,,,,,,,,1993-02-26,F,,,,,20.3Z,NAF1993,N
301367736,00040,30136773600040,O,1995-10-06,NN,,8121ZZ,2017-07-13T14:49:41,true,5,,,,,LES HAUTS DE ST MICHEL,06950,FALICON,,,06060,,,,,,,,,,,,,,,,,,,2017-06-30,F,,,,,81.21Z,NAFRev2,N
301367736,00057,30136773600057,O,2009-08-01,,,,2011-02-22T08:31:53,false,2,,28,,RUE,DU CHATEAU,06440,L'ESCARENE,,,06057,,,,,,,,,,,,,,,,,,,2009-09-29,F,,,,,81.21Z,NAFRev2,N
301367751,00023,30136775100023,O,1991-01-31,NN,,,2020-07-08T04:10:27,false,3,,16,,RUE,HOTEL DES POSTES,06000,NICE,,,06088,,,,,,,,,,,,,,,,,,,2006-09-30,F,,,,,36.1K,NAFRev1,N
301367751,00031,30136775100031,O,2020-07-07,,,9524ZZ,2021-02-23T10:35:56,true,1,LE GRAND PALAIS BAT 5,2,,BD,CIMIEZ,06000,NICE,,,06088,,,,,,,,,,,,,,,,,,,2020-07-07,A,,,,CHRISGENI,95.24Z,NAFRev2,N
301367785,00013,30136778500013,O,1974-01-01,NN,,,2014-07-08T00:11:12,true,4,,40,,RUE,MONSEIGNEUR ALFRED DAUMAS,06300,NICE,,,06088,,,,,,,,,,,,,,,,,,,2012-02-10,F,,,,,96.02A,NAFRev2,N
