302721782,00019,30272178200019,O,1900-01-01,,,,2008-01-04T19:22:03,true,3,,,,,,01240,MARLIEUX,,,01235,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,65.12Z,NAFRev2,N
302721816,00015,30272181600015,O,,,,,,true,1,,,,LD,LA COLLONGE,01340,MARSONNAS,,,01236,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,55.60,NAP,N
302721824,00019,30272182400019,O,,,,,,true,1,,,,LD,CHAZELLES,01340,MARSONNAS,,,01236,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,55.60,NAP,N
302721857,00019,30272185700019,O,,,,,2019-11-14T14:00:12,true,1,,,,LD,LE RUISSEAU,01580,MATAFELON-GRANGES,,,01240,,,,,,,,,,,,,,,,,,,1993-02-27,F,,,,,55.2E,NAF1993,N
302721865,00012,30272186500012,O,,,,,,true,1,,,,,,01370,MEILLONNAS,,,01241,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,55.60,NAP,N
302721873,00016,30272187300016,O,1900-01-01,,,,2019-11-14T14:00:12,true,3,,22,,RUE,HENRI GROBON,01480,MESSIMY-SUR-SAONE,,,01243,,,,,,,,,,,,,,,,,,,1993-12-25,F,,,,,85.1G,NAF1993,N
302721907,00012,30272190700012,O,1900-01-01,NN,,,2019-10-08T15:01:34,true,3,,,,,LE FAVIER,01800,MEXIMIEUX,,,01244,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,38.11Z,NAFRev2,N
302721956,00019,30272195600019,O,,,,,,true,1,,,,,LE VILLAGE,01410,MIJOUX,,,01247,,,,,,,,,,,,,,,,,,,,F,,,,,36.10,NAP,N
302721980,00019,30272198000019,O,1900-01-01,01,2019,,2021-10-27T08:14:28,true,4,LES ECHETS,2399,,CHE,DE ROSARGES,01700,MIRIBEL,,,01249,,,,,,,,,,,,,,,,,,,2008-12-31,A,,,,,01.13Z,NAFRev2,O
302722004,00017,30272200400017,O,,,,,,true,1,,,,RUE,DU BOURG,01700,MIRIBEL,,,01249,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.10,NAP,N
302722038,00015,30272203800015,O,,,,,,true,1,,,,SQ,EGO,01700,MIRIBEL,,,01249,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,84.11,NAP,N
302722061,00017,30272206100017,O,,,,,,true,1,,,,LD,AU BOURG,01600,MISERIEUX,,,01250,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,55.60,NAP,N
302722111,00010,30272211100010,O,,NN,,,,true,1,,,,,,01250,MONTAGNAT,,,01254,,,,,,,,,,,,,,,,,,,,F,,,,,00.97,NAP,N
302722152,00014,30272215200014,O,,,,,,true,1,,,,,,01310,MONTCET,,,01259,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,57.01,NAP,N
302722160,00017,30272216000017,O,,,,,,true,1,,,,RTE,DE NIEVROZ,01120,MONTLUEL,,,01262,,,,,,,,,,,,,,,,,,,1989-06-30,F,,,,,51.6N,NAF1993,N
302722236,00015,30272223600015,O,,,,,2006-11-25T09:15:07,true,1,,85,,RTE,DE JAILLEUX,01120,MONTLUEL,,,01262,,,,,,,,,,,,,,,,,,,1995-08-03,F,,,,,91.3A,NAF1993,N
302722269,00016,30272226900016,O,1900-01-01,03,2019,,2021-10-27T08:14:28,true,4,,310,,,GRANDE RUE,01120,MONTLUEL,,,01262,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,85.20Z,NAFRev2,O
302722301,00017,30272230100017,O,1900-01-01,NN,,,2021-02-23T10:36:22,true,3,,556,,RTE,DES METAIRIES,01310,MONTRACOL,,,01264,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,01.41Z,NAFRev2,N
302722319,00019,30272231900019,O,,,,,,true,1,,,,,,01310,MONTRACOL,,,01264,,,,,,,,,,,,,,,,,,,,F,,,,,55.60,NAP,N
302722350,00022,30272235000022,O,1987-12-25,NN,,,2020-10-08T03:53:16,true,3,,,,,MENS,01450,LEYSSARD,,,01214,,,,,,,,,,,,,,,,,,,2018-09-17,F,,,,,68.20B,NAFRev2,N
302722368,00016,30272236800016,O,,,,,2019-11-14T14:00:12,true,1,,,,,,01460,MONTREAL-LA-CLUSE,,,01265,,,,,,,,,,,,,,,,,,,,F,,,,,81.21,NAP,N
302722376,00019,30272237600019,O,,NN,,,2019-11-14T14:00:12,true,1,,,,,,01340,MONTREVEL-EN-BRESSE,,,01266,,,,,,,,,,,,,,,,,,,1986-12-31,F,,,,,22.02,NAP,N
302722384,00013,30272238400013,O,1964-01-01,NN,,,2019-11-14T14:00:12,true,1,,,,,GRANDE RUE,01340,MONTREVEL-EN-BRESSE,,,01266,,,,,,,,,,,,,,,,,,,2001-09-30,F,,,,,70.2C,NAF1993,N
302722392,00016,30272239200016,O,1900-01-01,NN,,,2019-11-14T14:00:12,false,4,,,,RUE,DE LA GARE,01340,MONTREVEL-EN-BRESSE,,,01266,,,,,,,,,,,,,,,,,,,1999-12-31,F,,,,,63.3Z,NAF1993,O
302722392,00024,30272239200024,O,1999-12-25,NN,,,2019-11-14T14:00:12,true,4,,,,PL,GRENETTE,01340,MONTREVEL-EN-BRESSE,,,01266,,,,,,,,,,,,,,,,,,,2010-12-23,A,,,,,79.90Z,NAFRev2,N
302722459,00013,30272245900013,O,,,,,2019-11-14T14:00:12,true,1,,,,,,01460,NURIEUX-VOLOGNAT,,,01267,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N
302722467,00016,30272246700016,O,,,,,,true,1,,,,RUE,SAINT MICHEL,01130,NANTUA,,,01269,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,57.01,NAP,N
302722509,00015,30272250900015,O,1900-01-01,NN,,,2008-01-04T19:22:03,true,3,,,,RUE,DOCTEUR LEVRAT,01130,NANTUA,,BP 47,01269,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,65.12Z,NAFRev2,N
302722509,00031,30272250900031,O,1981-04-28,NN,,,2006-11-25T09:15:07,false,4,,206,,CHE,DES QUATRE PILLES,71000,MACON,,,71270,,,,,,,,,,,,,,,,,,,1999-01-01,F,,,,,66.0E,NAF1993,O
302722590,00015,30272259000015,O,1900-01-01,11,2019,,2021-10-27T08:14:28,true,4,,4,,,MTE DE L ABBAYE,01130,NANTUA,,,01269,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,85.20Z,NAFRev2,O
302722624,00012,30272262400012,O,,NN,,,2019-11-14T14:00:12,true,1,,,,,,01160,NEUVILLE-SUR-AIN,,,01273,,,,,,,,,,,,,,,,,,,1988-01-11,F,,,,,55.60,NAP,N
302722632,00015,30272263200015,O,1967-01-01,NN,,,2019-11-14T14:00:12,true,1,,,,LD,THOL,01160,NEUVILLE-SUR-AIN,,,01273,,,,,,,,,,,,,,,,,,,2000-09-30,F,,,,,45.2V,NAF1993,O
302722640,00018,30272264000018,O,,NN,,,2019-11-14T14:00:12,true,1,,,,,,01160,NEUVILLE-SUR-AIN,,,01273,,,,,,,,,,,,,,,,,,,1990-05-31,F,,,,,81.21,NAP,N
302722657,00012,30272265700012,O,,NN,,,,true,1,,,,,,01210,ORNEX,,,01281,,,,,,,,,,,,,,,,,,,1992-07-01,F,,,,,01.2A,NAF1993,N
302722665,00015,30272266500015,O,,NN,,,,true,1,,,,,,01210,ORNEX,,,01281,,,,,,,,,,,,,,,,,,,,F,,,,,55.60,NAP,N
302722731,00015,30272273100015,O,,,,,,true,1,,5,,RUE,RABELAIS,01100,OYONNAX,,,01283,,,,,,,,,,,,,,,,,,,1986-10-24,F,,,,,34.04,NAP,N
