062706320,00017,06270632000017,O,,,,,,true,1,,,,RUE,FORTIA,13006,MARSEILLE 6,,,13206,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N
062706379,00013,06270637900013,O,1962-01-01,NN,,,,true,1,,52,,AV,DE LA MADRAGUE MONTREDON,13008,MARSEILLE 8,,,13208,,,,,,,,,,,,,,,,,,,1997-08-26,F,,,,,55.4B,NAF1993,N
062706429,00024,06270642900024,O,,NN,,,,true,1,,24,,BD,BANON,13004,MARSEILLE 4,,,13204,,,,,,,,,,,,,,,,,,,,F,,,,,62.43,NAP,N
062706478,00013,06270647800013,O,,,,,,true,1,,,,RUE,DE ROUBAIX,13013,MARSEILLE 13,,,13213,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.23,NAP,N
062706510,00013,06270651000013,O,,NN,,,,true,1,,,,BD,LAROUSSE,13014,MARSEILLE 14,,,13214,,,,,,,,,,,,,,,,,,,1990-09-30,F,,,,,62.44,NAP,N
062706551,00017,06270655100017,O,,,,,,true,1,,,,TRA,DU TONKIN,13010,MARSEILLE 10,,,13210,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,,,N
062706585,00015,06270658500015,O,,,,,,true,1,,,,RUE,DE ROME,13006,MARSEILLE 6,,,13206,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,62.43,NAP,N
062706593,00019,06270659300019,O,,,,,,true,1,,,,RUE,MERY,13002,MARSEILLE 2,,,13202,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.04,NAP,N
062706684,00016,06270668400016,O,,,,,,true,1,,,,RUE,MARECHAL JOFFRE,13600,LA CIOTAT,,,13028,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.46,NAP,N
062706742,00012,06270674200012,O,,,,,,true,1,,,,RUE,PIERRE BELLOT,13001,MARSEILLE 1,,,13201,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.01,NAP,N
062706858,00016,06270685800016,O,,,,,,true,1,,,,RTE,NATIONALE DE LA ROSE,13013,MARSEILLE 13,,,13213,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.23,NAP,N
062706908,00019,06270690800019,O,,,,,,true,1,,,,,,13600,CEYRESTE,,,13023,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N
062706932,00019,06270693200019,O,,,,,,true,1,,,,ALL,ROBERT DAUGEY,13009,MARSEILLE 9,,,13209,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,54.08,NAP,N
062706957,00016,06270695700016,O,,,,,,true,1,,,,BD,GUIGOU,13004,MARSEILLE 4,,,13204,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N
062706981,00016,06270698100016,O,,,,,2020-02-05T09:58:49,true,1,,,,RUE,SENAC DE MEILHAN,13001,MARSEILLE 1,,,13201,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N
062707013,00017,06270701300017,O,,,,,,true,1,,,,CHE,DU PICHOU,13016,MARSEILLE 16,,,13216,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.46,NAP,N
062707112,00025,06270711200025,O,,NN,,,,true,1,,32,,BD,DE LA BARASSE,13011,MARSEILLE 11,,,13211,,,,,,,,,,,,,,,,,,,1999-01-27,F,,,,,70.2A,NAF1993,N
062707120,00010,06270712000010,O,,,,,,true,1,,,,RUE,CURIOL,13001,MARSEILLE 1,,,13201,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,81.21,NAP,N
062707351,00011,06270735100011,O,,,,,,true,1,,59,,RUE,SAINTE,13001,MARSEILLE 1,,,13201,,,,,,,,,,,,,,,,,,,1990-12-31,F,,,,,38.40,NAP,N
062707401,00014,06270740100014,O,,,,,,true,1,,,,RUE,MARECHAL FAYOLLE,13004,MARSEILLE 4,,,13204,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,87.01,NAP,N
062707476,00016,06270747600016,O,,NN,,,,true,1,,126,,AV,DES CHARTREUX,13004,MARSEILLE 4,,,13204,,,,,,,,,,,,,,,,,,,,F,,,,,64.11,NAP,N
062707518,00023,06270751800023,O,,NN,,,,true,1,,11,,RUE,HALLE DELACROIX,13001,MARSEILLE 1,,,13201,,,,,,,,,,,,,,,,,,,1998-04-17,F,,,,,62.44,NAP,N
062707559,00019,06270755900019,O,,NN,,,,true,1,,79,,RUE,CLOVIS HUGUES,13003,MARSEILLE 3,,,13203,,,,,,,,,,,,,,,,,,,1993-06-30,F,,,,,52.2A,NAF1993,N
062707666,00012,06270766600012,O,,NN,,,,true,1,,8,,RUE,DE LA GRANDE ARMEE,13001,MARSEILLE 1,,,13201,,,,,,,,,,,,,,,,,,,,F,,,,,62.11,NAP,N
062707674,00016,06270767400016,O,1900-01-01,,,,2008-03-25T15:46:11,false,3,,20,,AV,DE LA ROSE,13013,MARSEILLE 13,,,13213,,,,,,,,,,,,,,,,,,,1980-06-30,F,,,,,51.3T,NAF1993,N
062707674,00024,06270767400024,O,1994-07-01,NN,,,2019-11-14T14:00:19,true,4,,9,,RUE,DES TANNEURS,13100,AIX-EN-PROVENCE,,,13001,,,,,,,,,,,,,,,,,,,2008-01-01,F,,,,,70.10Z,NAFRev2,N
062707674,00032,06270767400032,O,1980-05-22,NN,,,2008-03-25T15:46:11,false,4,,73,,,LA CANEBIERE,13001,MARSEILLE 1,,,13201,,,,,,,,,,,,,,,,,,,2008-01-01,F,,,,,68.20B,NAFRev2,N
062707716,00015,06270771600015,O,,,,,,true,1,,,,,LA CANEBIERE,13001,MARSEILLE 1,,,13201,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N
062707773,00016,06270777300016,O,,,,,,true,1,,,,LOT,LES ROSIERS,13014,MARSEILLE 14,,,13214,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N
062707781,00019,06270778100019,O,,NN,,,,true,1,,37,,RUE,PAVILLON,13001,MARSEILLE 1,,,13201,,,,,,,,,,,,,,,,,,,,F,,,,,64.49,NAP,N
062707799,00011,06270779900011,O,,,,,,true,1,,,,,C 4 SEPTEMBRE,13390,AURIOL,,,13007,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.04,NAP,N
062707807,00012,06270780700012,O,1900-01-01,,,,2014-04-28T11:30:02,false,2,,,,RUE,DRAGON,13006,MARSEILLE 6,,,13206,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N
062707807,00020,06270780700020,O,2014-03-01,,,,2021-02-23T10:28:00,true,3,LES LOGIS DE MONTESORO 1 BAT B20,,,AV,PAUL GIACOBBI,20600,BASTIA,,,2B033,,,,,,,,,,,,,,,,,,,2016-06-15,A,,,,,47.82Z,NAFRev2,N
062707831,00012,06270783100012,O,,,,,,true,1,,,,AV,DE MAZARGUES,13008,MARSEILLE 8,,,13208,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.45,NAP,N
062707880,00019,06270788000019,O,,NN,,,2019-04-03T08:05:52,true,1,,372,,RUE,D'ENDOUME,13007,MARSEILLE 7,,,13207,,,,,,,,,,,,,,,,,,,1990-12-31,F,,,,,67.05,NAP,N
062707906,00012,06270790600012,O,,NN,,,,true,1,,199,,BD,DE LA LIBERATION,13004,MARSEILLE 4,,,13204,,,,,,,,,,,,,,,,,,,1996-12-31,F,,,,,52.4C,NAF1993,N
062707922,00019,06270792200019,O,,,,,,true,1,,,,RUE,DE L ARC,13001,MARSEILLE 1,,,13201,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.10,NAP,N
062707930,00012,06270793000012,O,,,,,,true,1,,,,RUE,DE L ARC,13001,MARSEILLE 1,,,13201,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.10,NAP,N
062708037,00015,06270803700015,O,,NN,,,,true,1,,39,,RUE,COUTELLERIE,13002,MARSEILLE 2,,,13202,,,,,,,,,,,,,,,,,,,,F,,,,,62.46,NAP,N
062708052,00014,06270805200014,O,,,,,,true,1,,,,AV,CLOT BEY,13008,MARSEILLE 8,,,13208,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N
062708094,00016,06270809400016,O,,NN,,,,true,1,,123,,RUE,CONSOLAT,13001,MARSEILLE 1,,,13201,,,,,,,,,,,,,,,,,,,1987-01-02,F,,,,,81.21,NAP,N
062708144,00035,06270814400035,O,,,,,,true,1,,,,BD,BLANCARDE,13004,MARSEILLE 4,,,13204,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.04,NAP,N
062708185,00020,06270818500020,O,1921-01-01,NN,,,2019-11-14T14:00:14,true,3,LA ROCHAILLE III,,,,PRA LOUP,04400,UVERNET-FOURS,,,04226,,,,,,,,,,,,,,,,,,,2001-12-31,F,,,,,70.2A,NAF1993,N
062708193,00016,06270819300016,O,,,,,,true,1,,23,,RUE,HAXO,13002,MARSEILLE 2,,,13202,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N
062708219,00019,06270821900019,O,,,,,,true,1,,2,,BD,DE SAINTE MARGUERITE,13009,MARSEILLE 9,,,13209,,,,,,,,,,,,,,,,,,,,F,,,,,84.08,NAP,N
062708227,00012,06270822700012,O,,NN,,,,true,1,,143,,RUE,DE ROME,13006,MARSEILLE 6,,,13206,,,,,,,,,,,,,,,,,,,1993-12-28,F,,,,,52.4N,NAF1993,N
062708284,00021,06270828400021,O,,NN,,,,true,1,,20,,RUE,3 FRERES BARTHELEMY,13006,MARSEILLE 6,,,13206,,,,,,,,,,,,,,,,,,,1987-12-31,F,,,,,64.25,NAP,N
062708292,00016,06270829200016,O,,,,,2019-11-14T14:00:19,true,1,,70,,RUE,NATIONALE,13780,CUGES-LES-PINS,,,13030,,,,,,,,,,,,,,,,,,,1988-11-14,F,,,,,62.43,NAP,N
062708383,00021,06270838300021,O,,NN,,,,true,1,,103,,RUE,ALPHONSE DAUDET,13013,MARSEILLE 13,,,13213,,,,,,,,,,,,,,,,,,,1993-03-31,F,,,,,52.4C,NAF1993,N
062708607,00015,06270860700015,O,,NN,,,,true,1,,7,,AV,DE LA ROSIERE,13012,MARSEILLE 12,,,13212,,,,,,,,,,,,,,,,,,,1992-09-30,F,,,,,52.4C,NAF1993,N
062708631,00015,06270863100015,O,,NN,,,,true,1,,38,,RUE,SYLVABELLE,13006,MARSEILLE 6,,,13206,,,,,,,,,,,,,,,,,,,,F,,,,,81.11,NAP,N
062708722,00053,06270872200053,O,2001-08-17,NN,,,2006-11-25T09:05:36,true,3,,3,,RUE,DE L ESPERANCE,56170,QUIBERON,,,56186,,,,,,,,,,,,,,,,,,,2003-12-31,F,,,,,52.6E,NAFRev1,N
