038701371,00015,03870137100015,O,1995-12-25,NN,,,2011-04-23T04:01:46,true,2,RIS REP PAR,6,,RUE,EMILE DUBOIS,75014,PARIS 14,,,75114,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038701405,00011,03870140500011,O,1995-12-25,01,2019,,2021-10-27T08:01:00,true,2,,6,,RUE,DU FG POISSONNIERE,75009,PARIS 9,,,75109,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038701421,00018,03870142100018,O,1972-01-01,NN,,,2020-07-03T14:56:00,true,6,,4,,RUE,DE BERNE,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2017-01-25,F,,,,,68.20B,NAFRev2,O
038701439,00010,03870143900010,O,1995-12-25,NN,,,2009-06-27T03:07:45,true,3,,6,,RUE,BERRYER,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
038701454,00019,03870145400019,O,1995-12-25,01,2019,,2021-10-27T08:01:00,true,2,,28,,AV,MONTAIGNE,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038701462,00012,03870146200012,O,1995-12-25,02,2019,,2021-10-27T08:01:00,true,2,,80,,RUE,DE MONCEAU,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038701488,00017,03870148800017,O,1997-12-25,NN,,,2010-04-18T03:01:31,true,3,PAR MR HERMANN J J,21,,RUE,DE NAPLES,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
038701496,00010,03870149600010,O,1995-12-25,01,2019,,2021-10-27T08:01:00,true,2,,25,,RUE,DU FAUBOURG SAINT HONORE,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038701504,00011,03870150400011,O,1995-12-25,NN,,,2014-06-13T23:04:22,true,2,,4,,AV,PERCIER,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038701512,00014,03870151200014,O,1997-12-25,01,2019,,2021-10-27T08:01:00,true,2,,187,,RUE,DU FAUBOURG SAINT HONORE,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038701520,00017,03870152000017,O,1995-12-25,NN,,,2018-09-29T12:00:38,true,3,7 ET 9,7,,RUE,DE BERNE,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2017-03-31,A,,,,,81.10Z,NAFRev2,N
038701538,00019,03870153800019,O,1995-12-25,01,2019,,2021-10-27T08:01:00,true,2,,84,,RUE,DE MONCEAU,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038701546,00012,03870154600012,O,1995-12-25,NN,,,2016-08-11T16:25:50,true,2,,12,B,PL,HENRI BERGSON,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038701579,00013,03870157900013,O,1995-12-25,01,2019,,2021-10-27T08:01:00,true,2,,13,,BD,DES BATIGNOLLES,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038701595,00019,03870159500019,O,1995-12-25,01,2019,,2021-10-27T08:01:00,true,2,,20,,AV,MONTAIGNE,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038701603,00011,03870160300011,O,1995-12-25,NN,,,2008-01-04T17:56:22,true,2,RIS REP SA LOGEPARGN,242,,RUE,DE RIVOLI,75001,PARIS 1,,,75101,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
038701629,00016,03870162900016,O,1995-12-25,01,2019,,2021-10-27T08:01:00,true,2,,139,,RUE,DU FAUBOURG SAINT HONORE,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038701645,00012,03870164500012,O,1995-12-25,NN,,,2011-04-23T04:01:46,true,5,,20,,RUE,DE L ELYSEE,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2011-01-30,A,,,,,81.10Z,NAFRev2,O
038701660,00011,03870166000011,O,1995-12-25,02,2019,,2021-10-27T08:01:00,true,2,PARIS 8 REP PAR,76,,AV,DES CHAMPS ELYSEES,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038701678,00013,03870167800013,O,1995-12-25,01,2019,,2021-10-27T08:01:01,true,2,,43,,RUE,DE LISBONNE,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038701686,00016,03870168600016,O,1995-12-25,01,2019,,2021-10-27T08:01:01,true,2,RIS REP MR FISCHER G,5,,RUE,D EDIMBOURG,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038701694,00010,03870169400010,O,1995-12-25,01,2019,,2021-10-27T08:01:01,true,2,REP PAR SARL ARTOIS,9,,RUE,D'ARTOIS,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038701702,00011,03870170200011,O,,,,,,true,1,,3,,RUE,DE TEHERAN,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,1997-12-25,F,,,,,70.3C,NAF1993,N
038701710,00014,03870171000014,O,1900-01-01,,,,2006-12-15T00:14:45,false,2,,8,,RUE,MURILLO,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,1997-12-25,F,,,,,70.3C,NAF1993,N
038701710,00022,03870171000022,O,1999-06-15,NN,,,2008-04-26T08:05:37,true,4,,,,,DOMAINE DE BALINCOURT,95810,ARRONVILLE,,,95023,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
038701728,00016,03870172800016,O,1995-12-25,NN,,,2008-01-04T17:56:22,true,2,,21,,RUE,DU PEINTRE LEBRUN,78000,VERSAILLES,,,78646,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
038701736,00019,03870173600019,O,1997-12-25,NN,,,2012-05-05T00:07:45,true,3,,,,,FERME DE ROMPHAYE,28250,SENONCHES,,,28373,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038701744,00013,03870174400013,O,,,,,,true,1,,89,,RUE,TAITBOUT,75009,PARIS 9,,,75109,,,,,,,,,,,,,,,,,,,1997-12-25,F,,,,,70.3C,NAF1993,N
038701751,00018,03870175100018,O,1995-12-25,01,2019,,2021-10-27T08:01:01,true,2,,4,,RUE,DE L ARCADE,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038701769,00010,03870176900010,O,,,,,,true,1,,45,,ALL,DU LAC INFERIEUR,78110,LE VESINET,,,78650,,,,,,,,,,,,,,,,,,,1997-12-25,F,,,,,70.3C,NAF1993,N
038701777,00013,03870177700013,O,1995-12-25,01,2019,,2021-10-27T08:01:01,true,2,,52,,RUE,SEBASTIEN MERCIER,75015,PARIS 15,,,75115,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038701785,00016,03870178500016,O,1995-12-25,NN,,,2019-11-14T14:01:05,true,3,SA SCIC GESTION,14,,RUE,VOLTAIRE,94270,LE KREMLIN-BICETRE,,,94043,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,68.32A,NAFRev2,O
038701793,00010,03870179300010,O,1997-12-25,01,2019,,2021-10-27T08:01:01,true,2,,62,,RUE,DE MIROMESNIL,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038701801,00011,03870180100011,O,,NN,,,,true,1,,79,,AV,DENFERT ROCHEREAU,75014,PARIS 14,,,75114,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,70.3C,NAF1993,O
038701835,00019,03870183500019,O,1995-12-25,01,2019,,2021-10-27T08:01:01,true,2,RIS REP PAR SA ETUDE,127,,RUE,LA FAYETTE,75010,PARIS 10,,,75110,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038701843,00013,03870184300013,O,1995-12-25,NN,,,2019-11-14T14:01:05,true,2,,11,,RUE,DE MONTLIGNON,95390,SAINT-PRIX,,,95574,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038701876,00013,03870187600013,O,1995-12-25,,,,2008-01-04T17:56:22,true,2,,7,B,RUE,DU LOUVRE,75001,PARIS 1,,,75101,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
038701884,00017,03870188400017,O,1995-12-25,01,2019,,2021-10-27T08:01:01,true,2,,13,,RUE,DARU,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038701892,00010,03870189200010,O,1995-12-25,NN,,,2008-04-26T08:05:37,true,3,,5,,RUE,PAUL BARRUEL,75015,PARIS 15,,,75115,,,,,,,,,,,,,,,,,,,2005-01-01,F,,,,,70.3C,NAFRev1,O
038701918,00013,03870191800013,O,1995-12-25,01,2019,,2021-10-27T08:01:01,true,2,RIS REP PAR,34,,RUE,GODOT DE MAUROY,75009,PARIS 9,,,75109,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038701942,00013,03870194200013,O,1995-12-25,01,2019,,2021-10-27T08:01:01,true,2,RIS REP PAR,173,,RUE,DE COURCELLES,75017,PARIS 17,,,75117,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038701959,00017,03870195900017,O,1995-12-25,00,2019,,2021-10-27T08:01:01,true,2,,11,,RUE,TRONCHET,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038701975,00013,03870197500013,O,1995-12-25,01,2019,,2021-10-27T08:01:01,true,2,,7,,RUE,MURILLO,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038701991,00010,03870199100010,O,1995-12-25,NN,,,2017-05-04T01:03:32,true,3,,193,,RUE,DE BERCY,75012,PARIS 12,,,75112,,,,,,,,,,,,,,,,,,,2015-11-30,A,,,,,81.10Z,NAFRev2,N
038702023,00011,03870202300011,O,1995-12-25,01,2019,,2021-10-27T08:01:01,true,2,,1,,RUE,QUENTIN BAUCHART,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038702049,00016,03870204900016,O,1995-12-25,01,2019,,2021-10-27T08:01:01,true,2,SA JEAN LEFORT ET C,19,,RUE,D EDIMBOURG,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038702056,00011,03870205600011,O,1995-12-25,01,2019,,2021-10-27T08:01:01,true,2,,81,,BD,MALESHERBES,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038702064,00015,03870206400015,O,1997-12-25,NN,,,2018-09-29T12:00:38,true,3,,10,,RUE,DE BERNE,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2017-03-31,A,,,,,81.10Z,NAFRev2,N
038702072,00018,03870207200018,O,1995-12-25,01,2019,,2021-10-27T08:01:01,true,2,ELLEET AGRICOLE,32,,AV,DE WAGRAM,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038702080,00011,03870208000011,O,1995-12-25,01,2018,,2020-08-25T10:10:40,true,2,UE,8,,RUE,DE COPENHAGUE,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038702098,00013,03870209800013,O,1995-12-25,01,2019,,2021-10-27T08:01:01,true,2,EP PAR SA C.G.G.I.,38,,RUE,NOTRE DAME DE NAZARETH,75003,PARIS 3,,,75103,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038702106,00014,03870210600014,O,1995-12-25,01,2019,,2021-10-27T08:01:01,true,2,,22,,AV,GENERAL CLAVERY,75016,PARIS 16,,,75116,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038702148,00016,03870214800016,O,1995-12-25,NN,,,2008-01-04T17:56:22,true,2,RIS REP PAR,67,,RUE,D'AMSTERDAM,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
038702163,00015,03870216300015,O,1995-12-25,01,2019,,2021-10-27T08:01:01,true,2,,63,,RUE,PIERRE CHARRON,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038702189,00010,03870218900010,O,1997-12-25,01,2019,,2021-10-27T08:01:01,true,2,,3,,AV,HOCHE,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038702197,00013,03870219700013,O,1995-12-25,,,,2019-11-14T14:01:05,true,2,REP PAR MR MADIE MAR,43,,RUE,RASPAIL,92270,BOIS-COLOMBES,,,92009,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
038702213,00018,03870221300018,O,1995-12-25,NN,,,2008-01-04T17:56:22,true,2,EP PAR,44,,RUE,ALEXANDRE DUMAS,75011,PARIS 11,,,75111,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
038702221,00011,03870222100011,O,1995-12-25,01,2019,,2021-10-27T08:01:01,true,2,,,,,TERRASSE BOIELDIEU,92800,PUTEAUX,,,92062,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038702247,00016,03870224700016,O,1995-12-25,01,2019,,2021-10-27T08:01:01,true,2,,6,,RUE,DE LA NEVA,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038702254,00012,03870225400012,O,1995-12-25,NN,,,2015-05-14T03:03:54,true,2,P SARL MEDIA,4,,RUE,THEODORE DE BANVILLE,75017,PARIS 17,,,75117,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038702262,00015,03870226200015,O,1995-12-25,01,2019,,2021-10-27T08:01:01,true,2,,14,,RUE,DE VIENNE,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038702270,00018,03870227000018,O,,NN,,,,true,1,,38,,RUE,DE PROVENCE,75009,PARIS 9,,,75109,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,70.3C,NAF1993,N
038702288,00010,03870228800010,O,1995-12-25,01,2019,,2021-10-27T08:01:01,true,2,PAR MR HAMON JEAN PI,,,DOM,DOMAINE DE BEAUREGARD,78470,MILON-LA-CHAPELLE,,,78406,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038702312,00018,03870231200018,O,1995-12-25,NN,,,2019-11-14T14:01:05,true,2,RIS REP PAR,11,,RUE,DU GRAND VENEUR,91450,SOISY-SUR-SEINE,,,91600,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038702320,00011,03870232000011,O,1995-12-25,01,2019,,2021-10-27T08:01:01,true,2,,9,,RUE,DE PENTHIEVRE,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038702338,00013,03870233800013,O,1995-12-25,01,2019,,2021-10-27T08:01:01,true,2,,9,,RUE,BAYARD,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038702353,00012,03870235300012,O,1995-12-25,01,2019,,2021-10-27T08:01:01,true,2,,18,,RUE,MURILLO,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038702387,00010,03870238700010,O,1995-12-25,NN,,,2018-09-29T12:00:38,true,3,UCAULD D ESTISSAC,7,,RUE,DE MARIGNAN,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2016-06-30,A,,,,,81.10Z,NAFRev2,N
038702403,00015,03870240300015,O,1995-12-25,01,2019,,2021-10-27T08:01:01,true,2,,72,,RUE,LA BOETIE,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038702411,00018,03870241100018,O,1995-12-25,01,2019,,2021-10-27T08:01:01,true,2,,86,,RUE,LA BOETIE,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038702437,00013,03870243700013,O,1995-12-25,01,2019,,2021-10-27T08:01:01,true,2,,20,,RUE,DE CONSTANTINOPLE,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038702445,00016,03870244500016,O,1997-12-25,,,,2008-01-04T17:56:23,true,2,,7,,RUE,DE HANOVRE,75002,PARIS 2,,,75102,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
038702452,00012,03870245200012,O,1995-12-25,01,2019,,2021-10-27T08:01:01,true,2,,29,,RUE,LA BOETIE,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038702460,00015,03870246000015,O,1997-12-25,01,2019,,2021-10-27T08:01:01,true,2,,19,,AV,HOCHE,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038702478,00017,03870247800017,O,1995-12-25,01,2019,,2021-10-27T08:01:01,true,2,,1,,RUE,MAGELLAN,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038702486,00010,03870248600010,O,1995-12-25,01,2019,,2021-10-27T08:01:01,true,2,,53,,RUE,DE ROME,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038702494,00014,03870249400014,O,,NN,,,,true,1,,140,,RUE,DU FAUBOURG SAINT HONORE,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,70.3C,NAF1993,N
038702528,00019,03870252800019,O,1995-12-25,01,2019,,2021-10-27T08:01:01,true,2,,5,,RUE,DE TILSITT,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038702551,00011,03870255100011,O,1995-12-25,NN,,,2009-06-27T03:07:46,true,3,75008 PARIS REP PAR,50,,AV,DES CHAMPS ELYSEES,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
038702569,00013,03870256900013,O,1995-12-25,01,2019,,2021-10-27T08:01:01,true,2,,45,,AV,HOCHE,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038702577,00016,03870257700016,O,1995-12-25,01,2018,,2021-04-16T14:08:01,true,2,,15,,RUE,DE MIROMESNIL,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038702585,00019,03870258500019,O,1995-12-25,,,,2008-01-04T17:56:23,true,2,ER,57,,RUE,TAITBOUT,75009,PARIS 9,,,75109,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
038702593,00013,03870259300013,O,,,,,,true,1,,52,,RUE,DE MIROMESNIL,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,1997-12-25,F,,,,,70.3C,NAF1993,N
038702619,00016,03870261900016,O,1995-12-25,01,2019,,2021-10-27T08:01:01,true,2,,152,,BD,HAUSSMANN,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038702627,00019,03870262700019,O,1995-12-25,00,2019,,2021-10-27T08:01:01,true,3,,19,,PL,DE LA MADELEINE,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2019-08-30,A,,,,,81.10Z,NAFRev2,N
038702635,00012,03870263500012,O,1995-12-25,01,2019,,2021-10-27T08:01:01,true,2,RIS,48,,RUE,DE ROME,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038702668,00013,03870266800013,O,1997-12-25,,,,2008-01-04T17:56:23,true,2,,16,,AV,CARNOT,25000,BESANCON,,,25056,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
038702676,00016,03870267600016,O,1995-12-25,01,2019,,2021-10-27T08:01:01,true,2,,60,,RUE,PIERRE CHARRON,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038702684,00010,03870268400010,O,1995-12-25,01,2019,,2021-10-27T08:01:01,true,3,14-16 LES DEMENURES DE COURCELLES,14,,RUE,DE COURCELLES,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038702700,00014,03870270000014,O,1995-12-25,01,2019,,2021-10-27T08:01:01,true,2,RIS REP PAR SARL SOC,34,B,RUE,DE PICPUS,75012,PARIS 12,,,75112,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038702718,00016,03870271800016,O,1995-12-25,NN,,,2012-05-05T00:07:45,true,3,,17,,RUE,DE BERRI,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2010-08-15,A,,,,,81.10Z,NAFRev2,N
038702742,00016,03870274200016,O,1995-12-25,01,2019,,2021-10-27T08:01:01,true,2,,75,,RUE,DU FAUBOURG SAINT HONORE,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038702759,00010,03870275900010,O,1997-12-25,NN,,,2008-01-04T17:56:23,true,4,,10,,RUE,D EDIMBOURG,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038702767,00013,03870276700013,O,1995-12-25,01,2019,,2021-10-27T08:01:01,true,2,,5,,RUE,DE LA RENAISSANCE,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038702775,00016,03870277500016,O,1995-12-25,01,2019,,2021-10-27T08:01:01,true,2,,17,,RUE,LA BOETIE,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038702783,00010,03870278300010,O,1995-12-25,01,2019,,2021-10-27T08:01:01,true,2,,5,,AV,VAN DYCK,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038702817,00016,03870281700016,O,1995-12-25,01,2019,,2021-10-27T08:01:01,true,3,RIS REP PAR,18,,RUE,DE LISBONNE,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038702825,00019,03870282500019,O,1997-12-25,NN,,,2009-06-27T03:07:46,true,2,,18,,RUE,JEAN GOUJON,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038702833,00013,03870283300013,O,,,,,,true,1,,5,,RUE,DE RIGNY,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,1997-12-25,F,,,,,70.3C,NAF1993,N
038702841,00016,03870284100016,O,1995-12-25,01,2019,,2021-10-27T08:01:01,true,2,,,,SQ,BEAUJON,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038702858,00010,03870285800010,O,1930-02-12,NN,,,2018-09-29T12:00:38,false,5,,125,,RUE,DU FAUBOURG SAINT HONORE,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2010-03-30,A,,,,,81.10Z,NAFRev2,O
038702858,00028,03870285800028,O,2010-03-30,00,2019,,2021-10-27T08:01:01,true,3,,28,,RUE,VINEUSE,75116,PARIS 16,,,75116,,,,,,,,,,,,,,,,,,,2019-02-28,A,,,,,68.20B,NAFRev2,N
