303905582,00027,30390558200027,O,,NN,,,,true,1,,1120,,RTE,PORTUAIRE DU DOC THIEBAUX,84000,AVIGNON,,,84007,,,,,,,,,,,,,,,,,,,1997-03-24,F,,,,,60.2L,NAF1993,O
303905590,00012,30390559000012,O,1975-01-01,NN,,,2010-11-28T04:58:58,true,5,,39,,RUE,MARBEUF,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2010-07-01,F,,,,,56.30Z,NAFRev2,N
303905608,00012,30390560800012,O,,,,,,true,1,,,,RUE,DE MIROMESNIL,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,77.02,NAP,N
303905616,00015,30390561600015,O,,,,,2006-11-25T09:16:41,true,1,,12,,RUE,JEAN MOULIN,74100,AMBILLY,,,74008,,,,,,,,,,,,,,,,,,,1987-10-02,F,,,,,79.04,NAP,N
303905632,00046,30390563200046,O,1983-05-31,NN,,,,true,4,,16,,PL,DE LA MADELEINE,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,1992-12-25,F,,,,,74.4B,NAF1993,N
303905640,00031,30390564000031,O,,NN,,,,true,1,,43,,RUE,MAURICE RIPOCHE,75014,PARIS 14,,,75114,,,,,,,,,,,,,,,,,,,,F,,,,,55.73,NAP,N
303905657,00027,30390565700027,O,1984-02-01,NN,,,,true,4,,53,,RUE,DE RIVOLI,75001,PARIS 1,,,75101,,,,,,,,,,,,,,,,,,,1994-12-25,F,,,,,52.4C,NAF1993,O
303905715,00015,30390571500015,O,,NN,,,,true,1,,19,,BD,DES ITALIENS,75002,PARIS 2,,,75102,,,,,,,,,,,,,,,,,,,1988-11-22,F,,,,,80.08,NAP,N
303905723,00019,30390572300019,O,1900-01-01,NN,,,2010-06-04T11:50:16,true,4,,111,,RUE,REAUMUR,75002,PARIS 2,,,75102,,,,,,,,,,,,,,,,,,,2009-12-25,F,,,,,82.19Z,NAFRev2,N
303905749,00022,30390574900022,O,,NN,,,,true,1,,60,,RUE,DE PROVENCE,75009,PARIS 9,,,75109,,,,,,,,,,,,,,,,,,,1988-12-25,F,,,,,77.01,NAP,N
303905780,00019,30390578000019,O,,NN,,,2019-11-14T14:00:56,true,1,,,,,,74350,ALLONZIER-LA-CAILLE,,,74006,,,,,,,,,,,,,,,,,,,2002-07-31,F,,,,,70.2C,NAF1993,N
303905806,00046,30390580600046,O,1992-03-14,NN,,,,true,1,,,,,BANNEIX,87800,JOURGNAC,,,87081,,,,,,,,,,,,,,,,,,,1998-12-31,F,,,,,60.2M,NAF1993,O
303905814,00032,30390581400032,O,1996-03-12,NN,,,2019-11-14T14:01:02,true,4,LOT EUCALYPTUS,,,AV,DU BRUSC,83140,SIX-FOURS-LES-PLAGES,,,83129,,,,,,,,,,,,,,,,,,,2003-10-31,F,,,,,45.4F,NAFRev1,N
303905822,00019,30390582200019,O,1900-01-01,NN,,,,false,3,,,,RUE,DES TROIS FERMES,91400,ORSAY,,,91471,,,,,,,,,,,,,,,,,,,1992-06-10,F,,,,,74.1J,NAF1993,N
303905822,00035,30390582200035,O,1980-08-01,,,,2019-11-14T14:01:05,false,4,,13,,RUE,MAURICE HARTMANN,92130,ISSY-LES-MOULINEAUX,,,92040,,,,,,,,,,,,,,,,,,,2006-07-01,F,,,,,45.3F,NAFRev1,O
303905822,00043,30390582200043,O,2006-07-01,NN,,,2010-04-18T03:25:25,false,3,DOMAINE TECHNOLOGIQUE DE SACLAY,4,,RUE,RENE RAZEL BATIMENT ARIANE,91400,SACLAY,,,91534,,,,,,,,,,,,,,,,,,,2009-06-15,F,,,,,43.22B,NAFRev2,O
303905822,00050,30390582200050,O,2009-06-15,11,2019,,2021-10-27T08:14:57,true,1,,7,,RUE,DES CLOTAIS,91160,CHAMPLAN,,,91136,,,,,,,,,,,,,,,,,,,2009-06-15,A,,,,,43.22B,NAFRev2,O
303905830,00012,30390583000012,O,1900-01-01,,,,2015-12-18T03:28:46,true,7,CENTRALE THERMIQUE DES ULIS,,,AV,DE PROVENCE,91940,LES ULIS,,,91692,,,,,,,,,,,,,,,,,,,2015-10-28,F,,,,,35.30Z,NAFRev2,N
303905855,00043,30390585500043,O,1900-01-01,,,,,false,3,,2,,RUE,DU HUIT MAI,74100,ANNEMASSE,,,74012,,,,,,,,,,,,,,,,,,,1992-11-17,F,,,,,71.2A,NAF1993,N
303905855,00076,30390585500076,O,1990-11-15,NN,,,,false,4,TOUR AURORE,18,,PL,DES REFLETS,92400,COURBEVOIE,,,92026,,,,,,,,,,,,,,,,,,,2001-07-01,F,,,,,71.2A,NAF1993,O
