304456585,00021,30445658500021,O,1983-07-01,NN,,,2008-11-07T00:20:07,true,3,RTE DE BOURG ST ANDEOL,,,,HAUT SERIGNAN,26700,PIERRELATTE,,,26235,,,,,,,,,,,,,,,,,,,2003-12-31,F,,,,,28.3C,NAFRev1,O
304456619,00010,30445661900010,O,1969-01-01,NN,,,2012-05-05T00:50:09,true,7,,1,,RUE,ADHEMAR,26200,MONTELIMAR,,,26198,,,,,,,,,,,,,,,,,,,2010-03-20,F,,,,,96.02A,NAFRev2,O
304456627,00013,30445662700013,O,1900-01-01,NN,,,2006-11-25T09:17:27,true,3,,8,,RUE,DU 9EME ARR DE PARIS,14700,FALAISE,,,14258,,,,,,,,,,,,,,,,,,,2006-03-01,F,,,,,55.3A,NAFRev1,N
304456643,00010,30445664300010,O,,,,,,true,1,,71,,BD,KELLERMANN,28200,CHATEAUDUN,,,28088,,,,,,,,,,,,,,,,,,,1990-06-30,F,,,,,38.40,NAP,N
304456650,00015,30445665000015,O,,NN,,,,true,1,,,,ALL,DE LA FONTAINE,26200,MONTELIMAR,,,26198,,,,,,,,,,,,,,,,,,,,F,,,,,55.60,NAP,N
304456668,00033,30445666800033,O,,NN,,,,true,1,,,,,CIDEX 10,25250,MANCENANS,,,25365,,,,,,,,,,,,,,,,,,,1987-12-11,F,,,,,62.41,NAP,N
304456676,00010,30445667600010,O,,NN,,,,true,1,,,,CITE,BASSENS,13015,MARSEILLE 15,,,13215,,,,,,,,,,,,,,,,,,,,F,,,,,56.01,NAP,N
304456692,00025,30445669200025,O,,NN,,,,true,1,,16,,RUE,DE LABENNE,22500,PAIMPOL,,,22162,,,,,,,,,,,,,,,,,,,1992-10-04,F,,,,,79.01,NAP,N
304456700,00018,30445670000018,O,1976-01-01,NN,,,2009-12-24T05:22:03,true,4,,28,,RUE,MAURICE LUCAS,18600,SANCOINS,,,18242,,,,,,,,,,,,,,,,,,,2009-12-31,F,,,,,47.75Z,NAFRev2,N
304456726,00013,30445672600013,O,,NN,,,,true,1,,341,,RUE,DE BASSEAU,16000,ANGOULEME,,,16015,,,,,,,,,,,,,,,,,,,1988-12-31,F,,,,,64.11,NAP,N
304456767,00017,30445676700017,O,,NN,,,,true,1,,,,LD,LES SAULES,18200,ORVAL,,,18172,,,,,,,,,,,,,,,,,,,1991-12-31,F,,,,,57.02,NAP,N
304456775,00010,30445677500010,O,1975-01-01,NN,,,,true,1,,,,,,15270,CHAMPS-SUR-TARENTAINE-MARCHAL,,,15038,,,,,,,,,,,,,,,,,,,1999-03-31,F,,,,,52.6E,NAF1993,N
