303140404,00011,30314040400011,O,1973-01-01,NN,,,,true,3,,,,RUE,SCHOELCHER BOURG,97217,ANSES D'ARLET,,,97202,,,,,,,,,,,,,,,,,,,2003-12-05,F,,,,,74.1J,NAFRev1,N
303140404,00029,30314040400029,O,1997-10-14,NN,,,2006-11-25T09:15:34,false,3,,17,,,ALLEE DES ALLESIENS,97217,ANSES D'ARLET,,,97202,,,,,,,,,,,,,,,,,,,2003-12-05,F,,,,,52.1B,NAFRev1,N
303140412,00014,30314041200014,O,,,,,,true,1,,,,QUAI,ANSE DUFOUR,97217,ANSES D'ARLET,,,97202,,,,,,,,,,,,,,,,,,,1989-09-30,F,,,,,62.11,NAP,N
303140420,00025,30314042000025,O,1974-01-01,NN,,,2019-11-14T14:01:06,true,4,,,,LD,ANSE A L ANE,97229,LES TROIS-ILETS,,,97231,,,,,,,,,,,,,,,,,,,2003-01-31,F,,,,,60.2E,NAFRev1,N
303140420,00033,30314042000033,O,1992-01-01,NN,,,,false,4,BOURG,,,RUE,NOUVELLE,97223,DIAMANT,,,97206,,,,,,,,,,,,,,,,,,,2003-01-31,F,,,,,60.2E,NAFRev1,N
303140438,00019,30314043800019,O,,,,,,true,1,,,,,BOURG,97217,ANSES D'ARLET,,,97202,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.04,NAP,N
303140446,00012,30314044600012,O,,,,,,true,1,,,,,RUE FELIX EBOUE,97217,ANSES D'ARLET,,,97202,,,,,,,,,,,,,,,,,,,1997-06-18,F,,,,,52.4C,NAF1993,N
303140453,00018,30314045300018,O,1973-01-01,NN,,,,true,1,,,,,PETITE ANSE,97217,ANSES D'ARLET,,,97202,,,,,,,,,,,,,,,,,,,2002-08-31,F,,,,,55.4B,NAF1993,N
303140461,00011,30314046100011,O,,NN,,,,true,1,,,,,BOURG,97217,ANSES D'ARLET,,,97202,,,,,,,,,,,,,,,,,,,1996-06-07,F,,,,,69.22,NAP,N
303140487,00016,30314048700016,O,,,,,,true,1,,,,,BOURG,97217,ANSES D'ARLET,,,97202,,,,,,,,,,,,,,,,,,,1988-07-01,F,,,,,62.11,NAP,N
303140495,00019,30314049500019,O,,,,,,true,1,,,,QUAI,GALLOCHAT,97217,ANSES D'ARLET,,,97202,,,,,,,,,,,,,,,,,,,,F,,,,,62.11,NAP,N
303140503,00010,30314050300010,O,,,,,,true,1,,,,,QU GALLOCHAT,97217,ANSES D'ARLET,,,97202,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,69.22,NAP,N
303140511,00013,30314051100013,O,,NN,,,,true,1,,,,LD,GRAND ANSE,97217,ANSES D'ARLET,,,97202,,,,,,,,,,,,,,,,,,,1992-12-06,F,,,,,62.11,NAP,N
303140529,00015,30314052900015,O,,,,,,true,1,,,,,BOURG,97217,ANSES D'ARLET,,,97202,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.11,NAP,N
303140537,00018,30314053700018,O,,,,,,true,1,,,,QUAI,PETITE ANSE,97217,ANSES D'ARLET,,,97202,,,,,,,,,,,,,,,,,,,,F,,,,,62.11,NAP,N
303140545,00011,30314054500011,O,,NN,,,,true,1,,,,RUE,L ABBE GREGOIRE,97217,ANSES D'ARLET,,,97202,,,,,,,,,,,,,,,,,,,,F,,,,,62.11,NAP,N
303140552,00017,30314055200017,O,,NN,,,,true,1,,,,RUE,DE LA LIBERTE,97217,ANSES D'ARLET,,,97202,,,,,,,,,,,,,,,,,,,,F,,,,,62.43,NAP,N
303140560,00010,30314056000010,O,,,,,,true,1,,,,,BOURG,97217,ANSES D'ARLET,,,97202,,,,,,,,,,,,,,,,,,,1993-11-01,F,,,,,60.2B,NAF1993,N
303140578,00012,30314057800012,O,1972-01-01,NN,,,,true,1,,,,QUAI,PETITE ANSE,97217,ANSES D'ARLET,,,97202,,,,,,,,,,,,,,,,,,,1999-06-28,F,,,,,52.1B,NAF1993,N
303140586,00015,30314058600015,O,,NN,,,,true,1,,,,QUAI,PETITE ANSE,97217,ANSES D'ARLET,,,97202,,,,,,,,,,,,,,,,,,,,F,,,,,67.04,NAP,N
303140594,00027,30314059400027,O,1900-01-01,NN,,,2019-11-14T14:01:06,true,4,,68,,RUE,LAZARE CARNOT,97200,FORT-DE-FRANCE,,,97209,,,,,,,,,,,,,,,,,,,2010-07-03,F,,,,,68.20B,NAFRev2,N
303140602,00010,30314060200010,O,1972-01-01,NN,,,2008-01-04T19:23:24,true,3,,,,LD,ANSE DUFOUR,97217,ANSES D'ARLET,,,97202,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,56.10A,NAFRev2,N
303140610,00013,30314061000013,O,1972-01-01,02,2019,4399CZ,2021-10-27T08:14:34,true,5,,,,,QUARTIER GALLOCHAT,97217,ANSES D'ARLET,,,97202,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,43.99C,NAFRev2,O
303140628,00015,30314062800015,O,1972-01-01,NN,,,2018-09-20T08:37:03,true,4,,,,RUE,PRINCIPALE,97217,ANSES D'ARLET,,,97202,,,,,,,,,,,,,,,,,,,2015-12-01,F,,,,,47.11B,NAFRev2,N
303140636,00018,30314063600018,O,,NN,,,,true,1,,,,RUE,PRINCIPALE,97217,ANSES D'ARLET,,,97202,,,,,,,,,,,,,,,,,,,,F,,,,,69.12,NAP,N
303140651,00017,30314065100017,O,,,,,2019-11-14T14:01:06,true,1,,,,LD,HACKAERT,97218,BASSE-POINTE,,,97203,,,,,,,,,,,,,,,,,,,,F,,,,,69.12,NAP,N
303140669,00019,30314066900019,O,1972-01-01,NN,,,2020-12-11T13:25:53,true,1,,,,,PLANTATIONS LEYRITZ,97218,BASSE-POINTE,,,97203,,,,,,,,,,,,,,,,,,,1999-01-15,F,,,,,70.2C,NAF1993,N
303140677,00012,30314067700012,O,,NN,,,2019-11-14T14:01:06,true,1,,,,,BOURG,97218,BASSE-POINTE,,,97203,,,,,,,,,,,,,,,,,,,1988-12-06,F,,,,,62.11,NAP,N
303140685,00015,30314068500015,O,,,,,2019-11-14T14:01:06,true,1,,,,,,97218,BASSE-POINTE,,,97203,,,,,,,,,,,,,,,,,,,1992-05-30,F,,,,,60.2L,NAF1993,N
303140701,00010,30314070100010,O,,,,,2019-11-14T14:01:06,true,1,,,,,BOURG,97218,BASSE-POINTE,,,97203,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.46,NAP,N
303140727,00015,30314072700015,O,1973-01-01,NN,,1071DZ,2019-11-14T14:01:06,true,4,,,,,BOURG,97218,BASSE-POINTE,,,97203,,,,,,,,,,,,,,,,,,,2016-09-01,F,,,,,56.30Z,NAFRev2,N
303140735,00018,30314073500018,O,,NN,,,2019-11-14T14:01:06,true,1,,,,,BOURG,97218,BASSE-POINTE,,,97203,,,,,,,,,,,,,,,,,,,,F,,,,,55.71,NAP,N
303140743,00053,30314074300053,O,1992-01-02,NN,,,2019-11-14T14:01:06,false,4,QUA. A.K.R,23,,RUE,MORESTIN,97218,BASSE-POINTE,,,97203,,,,,,,,,,,,,,,,,,,2015-07-28,F,BOULANGERIE PATISSERIE DU NORD,,,,68.20B,NAFRev2,N
303140743,00061,30314074300061,O,1993-12-01,NN,,,2017-10-01T04:38:24,true,4,,,,RUE,LUCY DE FOSSARIEUX,97218,GRAND'RIVIERE,,,97211,,,,,,,,,,,,,,,,,,,2015-07-28,F,,,,,68.20B,NAFRev2,N
303140750,00017,30314075000017,O,,NN,,,2019-11-14T14:01:06,true,1,,,,,BOURG,97218,BASSE-POINTE,,,97203,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.11,NAP,N
303140768,00035,30314076800035,O,1988-09-19,NN,,,2011-04-23T04:27:53,true,5,FACE AU STADE,,,LD,FONDS BRULE,97214,LORRAIN,,,97214,,,,,,,,,,,,,,,,,,,2009-01-31,F,,,,,47.30Z,NAFRev2,O
303140784,00016,30314078400016,O,1900-01-01,NN,,,2019-11-14T14:01:06,false,3,,,,LD,DEMARE,97218,BASSE-POINTE,,,97203,,,,,,,,,,,,,,,,,,,1994-12-25,F,,,,,60.2L,NAF1993,N
303140784,00024,30314078400024,O,1987-12-31,NN,,,2019-11-14T14:01:06,true,4,,,,,DEMARE,97218,BASSE-POINTE,,,97203,,,,,,,,,,,,,,,,,,,2010-12-25,F,,,,,01.22Z,NAFRev2,N
303140792,00019,30314079200019,O,1974-01-01,,,,2019-11-14T14:01:06,true,4,,,,,HABITATION GRADIS,97218,BASSE-POINTE,,,97203,,,,,,,,,,,,,,,,,,,2002-11-15,F,,,,,01.1F,NAF1993,N
303140800,00010,30314080000010,O,,,,,2019-11-14T14:01:06,true,1,,,,,BOURG,97218,BASSE-POINTE,,,97203,,,,,,,,,,,,,,,,,,,,F,,,,,55.60,NAP,N
303140818,00012,30314081800012,O,1974-01-01,NN,,,2019-11-14T14:01:06,true,1,,,,,BOURG,97218,BASSE-POINTE,,,97203,,,,,,,,,,,,,,,,,,,1998-04-30,F,,,,,52.1B,NAF1993,N
303140826,00015,30314082600015,O,1974-01-01,NN,,,2019-11-14T14:01:06,true,3,,,,QUAI,DEMARE,97218,BASSE-POINTE,,,97203,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,47.11B,NAFRev2,N
303140834,00019,30314083400019,O,,NN,,,2019-11-14T14:01:06,true,1,,,,,BOURG,97218,BASSE-POINTE,,,97203,,,,,,,,,,,,,,,,,,,,F,,,,,62.46,NAP,N
303140842,00012,30314084200012,O,,,,,2019-11-14T14:01:06,true,1,,,,LD,TAPIS VERT,97218,BASSE-POINTE,,,97203,,,,,,,,,,,,,,,,,,,1990-01-09,F,,,,,69.12,NAP,N
303140883,00016,30314088300016,O,1973-01-01,NN,,,2019-11-14T14:01:06,true,3,,,,QUAI,ACKAERT,97218,BASSE-POINTE,,,97203,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,47.11B,NAFRev2,N
303140891,00035,30314089100035,O,1987-12-31,NN,,,2012-07-28T11:20:36,true,4,,,,QUAI,BON REPOS,97214,LORRAIN,,,97214,,,,,,,,,,,,,,,,,,,2008-12-25,F,,,,,01.22Z,NAFRev2,N
303140909,00019,30314090900019,O,,NN,,,2019-11-14T14:01:06,true,1,,,,,BOURG,97218,BASSE-POINTE,,,97203,,,,,,,,,,,,,,,,,,,1987-12-27,F,,,,,69.12,NAP,N
303140917,00012,30314091700012,O,1973-01-01,NN,,,2019-11-14T14:01:06,true,4,,,,LD,TAPIS VERT,97218,BASSE-POINTE,,,97203,,,,,,,,,,,,,,,,,,,2005-12-01,F,,,,,50.2Z,NAFRev1,O
303140925,00015,30314092500015,O,,NN,,,2019-11-14T14:01:06,true,1,,,,,BOURG,97218,BASSE-POINTE,,,97203,,,,,,,,,,,,,,,,,,,1987-10-29,F,,,,,62.11,NAP,N
303140933,00019,30314093300019,O,,NN,,,2019-11-14T14:01:06,true,1,,,,,BOURG,97218,BASSE-POINTE,,,97203,,,,,,,,,,,,,,,,,,,1999-05-22,F,,,,,67.04,NAP,N
303140941,00012,30314094100012,O,,,,,2019-11-14T14:01:06,true,1,,,,,BOURG,97218,BASSE-POINTE,,,97203,,,,,,,,,,,,,,,,,,,1987-06-30,F,,,,,69.12,NAP,N
303140958,00016,30314095800016,O,,NN,,,2019-11-14T14:01:06,true,1,,,,QUAI,HACKAERT,97218,BASSE-POINTE,,,97203,,,,,,,,,,,,,,,,,,,1989-09-30,F,,,,,69.22,NAP,N
303140974,00013,30314097400013,O,,NN,,,2019-11-14T14:01:06,true,1,,,,,QUARTIER DUMAS,97218,BASSE-POINTE,,,97203,,,,,,,,,,,,,,,,,,,1993-05-05,F,,,,,52.1B,NAF1993,N
303140982,00016,30314098200016,O,,,,,2019-11-14T14:01:06,true,1,,,,LD,HAUT MORNE,97218,BASSE-POINTE,,,97203,,,,,,,,,,,,,,,,,,,1987-09-22,F,,,,,64.49,NAP,N
303140990,00019,30314099000019,O,,,,,2019-11-14T14:01:06,true,1,,,,,BOURG,97218,BASSE-POINTE,,,97203,,,,,,,,,,,,,,,,,,,1991-03-05,F,,,,,64.22,NAP,N
303141006,00013,30314100600013,O,,NN,,,2019-11-14T14:01:06,true,1,,,,,BOURG,97218,BASSE-POINTE,,,97203,,,,,,,,,,,,,,,,,,,,F,,,,,67.04,NAP,N
303141014,00017,30314101400017,O,1971-01-01,NN,,,2019-11-14T14:01:06,true,1,,,,QUAI,HACKAERT,97218,BASSE-POINTE,,,97203,,,,,,,,,,,,,,,,,,,2000-09-02,F,,,,,60.2B,NAF1993,N
303141022,00010,30314102200010,O,1973-01-01,NN,,,2019-11-14T14:01:06,true,4,,,,QUAI,ACKAERT,97218,BASSE-POINTE,,,97203,,,,,,,,,,,,,,,,,,,2013-11-01,F,,,,,47.73Z,NAFRev2,O
303141030,00013,30314103000013,O,1900-01-01,NN,,,2019-11-14T14:01:06,false,4,,,,,QUARTIER MAGDELONNETTE,97218,BASSE-POINTE,,,97203,,,,,,,,,,,,,,,,,,,1998-06-01,F,,,,,60.2B,NAF1993,N
303141030,00021,30314103000021,O,1900-01-01,NN,,,2019-11-14T14:01:06,false,4,,,,QUAI,MADELONETTE,97218,BASSE-POINTE,,,97203,,,,,,,,,,,,,,,,,,,1998-12-25,F,,,,,52.4X,NAF1993,N
303141030,00039,30314103000039,O,1987-12-31,NN,,,2019-11-14T14:01:06,true,3,,,,,HACKAERT,97218,BASSE-POINTE,,,97203,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,01.22Z,NAFRev2,N
303141055,00010,30314105500010,O,1973-01-01,NN,,,2019-11-14T14:01:06,true,1,,,,,BOURG,97218,BASSE-POINTE,,,97203,,,,,,,,,,,,,,,,,,,1998-03-01,F,,,,,55.4B,NAF1993,N
303141063,00014,30314106300014,O,,NN,,,2019-11-14T14:01:06,true,1,,,,,BOURG,97218,BASSE-POINTE,,,97203,,,,,,,,,,,,,,,,,,,1997-10-08,F,,,,,52.4N,NAF1993,O
303141071,00017,30314107100017,O,,NN,,,2019-11-14T14:01:06,true,1,,,,QUAI,TAPIS VERT,97218,BASSE-POINTE,,,97203,,,,,,,,,,,,,,,,,,,,F,,,,,69.12,NAP,N
303141089,00019,30314108900019,O,1972-01-01,NN,,,2019-11-14T14:01:06,true,1,,,,LD,HAUTEURS BOURDON,97218,BASSE-POINTE,,,97203,,,,,,,,,,,,,,,,,,,1998-12-31,F,,,,,52.1B,NAF1993,N
303141097,00020,30314109700020,O,1985-02-01,NN,,,2019-11-14T14:01:06,true,3,,,,LD,EYMA,97218,BASSE-POINTE,,,97203,,,,,,,,,,,,,,,,,,,2005-12-25,F,,,,,52.2J,NAFRev1,N
303141105,00021,30314110500021,O,1987-12-31,NN,,,2019-11-14T14:01:06,true,3,,,,,MADELONETTE,97218,BASSE-POINTE,,,97203,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,01.22Z,NAFRev2,N
303141113,00025,30314111300025,O,,NN,,,2019-11-14T14:01:06,true,1,,,,RTE,DU LAMENTIN,97200,FORT-DE-FRANCE,,,97209,,,,,,,,,,,,,,,,,,,1991-01-01,F,,,,,67.12,NAP,N
303141121,00028,30314112100028,O,1986-03-01,NN,,,2019-11-14T14:01:06,true,4,CITE DES ABEILLES,,,,POINTE DES CARRIERES,97200,FORT-DE-FRANCE,,,97209,,,,,,,,,,,,,,,,,,,2011-12-25,F,,,,,49.41B,NAFRev2,N
303141139,00012,30314113900012,O,1972-01-01,NN,,,2019-11-14T14:01:06,true,5,,,,QUAI,HACKAERT,97218,BASSE-POINTE,,,97203,,,,,,,,,,,,,,,,,,,2011-11-28,F,,,,,49.39A,NAFRev2,O
303141147,00015,30314114700015,O,1972-01-01,NN,,,2019-11-14T14:01:06,true,4,,,,,BOURG,97218,BASSE-POINTE,,,97203,,,,,,,,,,,,,,,,,,,2006-06-19,F,,,,,93.0D,NAFRev1,O
303141154,00011,30314115400011,O,,NN,,,2019-11-14T14:01:06,true,1,,,,,QUARTIER HACKAERT,97218,BASSE-POINTE,,,97203,,,,,,,,,,,,,,,,,,,1990-07-10,F,,,,,69.22,NAP,N
303141162,00014,30314116200014,O,1973-01-01,NN,,,2019-11-14T14:01:06,true,1,,,,,BOURG,97218,BASSE-POINTE,,,97203,,,,,,,,,,,,,,,,,,,1999-12-31,F,,,,,52.4A,NAF1993,O
303141170,00017,30314117000017,O,,NN,,,2019-11-14T14:01:06,true,1,,,,,,97218,BASSE-POINTE,,,97203,,,,,,,,,,,,,,,,,,,1988-12-28,F,,,,,69.22,NAP,N
303141196,00012,30314119600012,O,,,,,2019-11-14T14:01:06,true,1,,,,,BOURG,97218,BASSE-POINTE,,,97203,,,,,,,,,,,,,,,,,,,1992-01-01,F,,,,,60.2L,NAF1993,N
303141204,00014,30314120400014,O,1973-01-01,NN,,,2019-11-14T14:01:06,true,4,MAISON N°1,,,,MORNE BALAI VOIE N°7,97218,BASSE-POINTE,,,97203,,,,,,,,,,,,,,,,,,,2005-08-01,F,,,,,60.2B,NAFRev1,N
303141220,00010,30314122000010,O,,NN,,,2019-11-14T14:01:06,true,1,,,,,HABITATION EYMA,97218,BASSE-POINTE,,,97203,,,,,,,,,,,,,,,,,,,,F,,,,,62.11,NAP,N
303141238,00020,30314123800020,O,1992-01-20,NN,,,2019-11-14T14:01:06,true,4,,14,,AV,DES VERSANTS MONTGERALDE,97200,FORT-DE-FRANCE,,,97209,,,,,,,,,,,,,,,,,,,2010-09-07,F,,,,,49.32Z,NAFRev2,N
303141253,00011,30314125300011,O,,NN,,,2019-11-14T14:01:06,true,1,,,,,BOURG,97218,BASSE-POINTE,,,97203,,,,,,,,,,,,,,,,,,,1988-01-01,F,,,,,62.41,NAP,N
303141261,00014,30314126100014,O,,NN,,,2019-11-14T14:01:06,true,1,,,,LD,HAUTEUR BOURDON,97218,BASSE-POINTE,,,97203,,,,,,,,,,,,,,,,,,,1996-12-30,F,,,,,60.2B,NAF1993,O
303141279,00016,30314127900016,O,,NN,,,2019-11-14T14:01:06,true,1,,,,LD,HAUTEUR BOURDON,97218,BASSE-POINTE,,,97203,,,,,,,,,,,,,,,,,,,,F,,,,,69.12,NAP,N
303141295,00020,30314129500020,O,1991-01-01,,,,2019-11-14T14:01:06,true,1,,,,,HAUT DU MORNE,97218,BASSE-POINTE,,,97203,,,,,,,,,,,,,,,,,,,2000-11-24,F,,,,,52.4J,NAF1993,N
303141303,00014,30314130300014,O,1973-01-01,00,2019,1071DZ,2021-10-27T08:14:34,true,4,,,,LD,HAUTEUR BOURDON,97218,BASSE-POINTE,,,97203,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,49.32Z,NAFRev2,O
303141311,00017,30314131100017,O,1900-01-01,,,,2019-11-14T14:01:06,true,3,,,,,BOURG,97218,BASSE-POINTE,,,97203,,,,,,,,,,,,,,,,,,,1994-06-07,F,,,,,45.2V,NAF1993,N
303141329,00019,30314132900019,O,,,,,2019-11-14T14:01:06,true,1,,,,,BOURG,97218,BASSE-POINTE,,,97203,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,69.22,NAP,N
303141337,00012,30314133700012,O,1900-01-01,,,,2019-11-14T14:01:06,true,3,,,,LD,HACKAERT,97218,BASSE-POINTE,,,97203,,,,,,,,,,,,,,,,,,,1991-12-25,F,,,,,62.11,NAP,N
303141345,00015,30314134500015,O,,NN,,,2019-11-14T14:01:06,true,1,,,,,BOURG,97218,BASSE-POINTE,,,97203,,,,,,,,,,,,,,,,,,,1981-05-11,F,,,,,81.21,NAP,N
303141352,00029,30314135200029,O,,NN,,,2019-11-14T14:01:06,true,1,,,,LD,EYMA,97218,BASSE-POINTE,,,97203,,,,,,,,,,,,,,,,,,,1995-06-15,F,,,,,60.2L,NAF1993,N
303141378,00016,30314137800016,O,,NN,,,2019-11-14T14:01:06,true,1,,,,QUAI,HACKAERT,97218,BASSE-POINTE,,,97203,,,,,,,,,,,,,,,,,,,1987-01-15,F,,,,,52.1B,NAF1993,N
303141386,00019,30314138600019,O,1900-01-01,,,,2019-11-14T14:01:06,true,3,,,,LD,HAUTEUR BOURDON,97218,BASSE-POINTE,,,97203,,,,,,,,,,,,,,,,,,,1991-12-25,F,,,,,62.43,NAP,N
303141402,00014,30314140200014,O,,,,,2019-11-14T14:01:06,true,1,,,,LD,HACKAERT,97218,BASSE-POINTE,,,97203,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,69.12,NAP,N
303141410,00017,30314141000017,O,1973-01-01,,,,2019-11-14T14:01:06,true,1,,,,,BOURG,97218,BASSE-POINTE,,,97203,,,,,,,,,,,,,,,,,,,1999-12-01,F,,,,,55.4B,NAF1993,N
303141428,00019,30314142800019,O,1973-01-01,NN,,4932ZA,2019-11-14T14:01:06,true,5,,,,,CITE AKR,97218,BASSE-POINTE,,,97203,,,,,,,,,,,,,,,,,,,2011-10-11,F,,,,,49.39A,NAFRev2,O
303141444,00016,30314144400016,O,1900-01-01,NN,,,2019-11-14T14:01:06,true,3,,,,QUAI,HACKAERT,97218,BASSE-POINTE,,,97203,,,,,,,,,,,,,,,,,,,1982-02-08,F,,,,,60.2L,NAF1993,N
303141444,00024,30314144400024,O,1900-01-01,NN,,,2007-01-18T09:11:03,false,3,,,,LD,HABITATION BON REPOS,97214,LORRAIN,,,97214,,,,,,,,,,,,,,,,,,,1982-02-08,F,,,,,01.1F,NAF1993,N
303141444,00032,30314144400032,O,1900-01-01,NN,,,2007-01-18T09:11:03,false,3,,,,LD,HABITATION RIVIERE CLAIRE,97214,LORRAIN,,,97214,,,,,,,,,,,,,,,,,,,1982-02-08,F,,,,,01.1F,NAF1993,N
303141451,00029,30314145100029,O,1985-01-01,NN,,,2019-11-14T14:01:06,true,4,,,,LD,DEMARE,97218,BASSE-POINTE,,,97203,,,,,,,,,,,,,,,,,,,2012-01-01,F,,,,,49.39A,NAFRev2,N
303141469,00021,30314146900021,O,1984-06-11,NN,,,2008-10-28T17:27:10,true,3,,,,LD,CERON HTION CAPOTE,97214,LORRAIN,,,97214,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,01.13Z,NAFRev2,N
303141477,00016,30314147700016,O,,,,,2019-11-14T14:01:06,true,1,,,,LD,FONDS BOURG,97218,BASSE-POINTE,,,97203,,,,,,,,,,,,,,,,,,,1992-03-23,F,,,,,62.11,NAP,N
303141485,00019,30314148500019,O,,NN,,,2019-11-14T14:01:06,true,1,,,,,QU HAUTEUR BOURDON,97218,BASSE-POINTE,,,97203,,,,,,,,,,,,,,,,,,,1991-12-31,F,,,,,69.22,NAP,N
303141493,00013,30314149300013,O,,NN,,,2019-11-14T14:01:06,true,1,,,,LD,MORNE BALAI,97218,BASSE-POINTE,,,97203,,,,,,,,,,,,,,,,,,,1986-02-28,F,,,,,62.11,NAP,N
303141501,00013,30314150100013,O,,,,,2019-11-14T14:01:06,true,1,,,,,BOURG,97218,BASSE-POINTE,,,97203,,,,,,,,,,,,,,,,,,,1999-06-22,F,,,,,64.11,NAP,N
303141519,00015,30314151900015,O,1973-01-01,,,,2019-11-14T14:01:06,true,5,,,,LD,HACKAERT,97218,BASSE-POINTE,,,97203,,,,,,,,,,,,,,,,,,,2011-10-07,F,,,,,49.41B,NAFRev2,N
303141527,00018,30314152700018,O,,,,,2019-11-14T14:01:06,true,1,,,,,MARCHE,97218,BASSE-POINTE,,,97203,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.41,NAP,N
303141535,00011,30314153500011,O,1973-01-01,NN,,,2019-11-14T14:01:06,true,4,,,,LD,MORNE BALAI,97218,BASSE-POINTE,,,97203,,,,,,,,,,,,,,,,,,,2009-03-31,F,,,,,47.11B,NAFRev2,N
303141543,00015,30314154300015,O,1973-01-01,NN,,,2019-11-14T14:01:06,true,1,,,,,BOURG,97218,BASSE-POINTE,,,97203,,,,,,,,,,,,,,,,,,,2000-06-21,F,,,,,55.3A,NAF1993,O
303141550,00010,30314155000010,O,,NN,,,2019-11-14T14:01:06,true,1,,,,,BOURG,97218,BASSE-POINTE,,,97203,,,,,,,,,,,,,,,,,,,1979-03-21,F,,,,,64.11,NAP,N
303141568,00012,30314156800012,O,1900-01-01,01,2019,,2021-10-27T08:14:34,true,6,,13,,RUE,DOCTEUR MORESTIN,97218,BASSE-POINTE,,,97203,,,,,,,,,,,,,,,,,,,2020-01-30,F,,,,,56.10B,NAFRev2,O
303141568,00038,30314156800038,O,1979-01-01,NN,,,2019-11-14T14:01:06,false,4,,,,,QUARTIER ACKAERT,97218,BASSE-POINTE,,,97203,,,,,,,,,,,,,,,,,,,2006-01-01,F,ESSO SERVICE,,,,50.5Z,NAFRev1,O
303141592,00012,30314159200012,O,,NN,,,2019-11-14T14:01:06,true,1,,,,LD,TAPIS VERT,97218,BASSE-POINTE,,,97203,,,,,,,,,,,,,,,,,,,1991-02-15,F,,,,,62.11,NAP,N
303141600,00013,30314160000013,O,,,,,2019-11-14T14:01:06,true,1,,,,LD,TAPIS-VERT,97218,BASSE-POINTE,,,97203,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.11,NAP,N
303141618,00015,30314161800015,O,,,,,2019-11-14T14:01:06,true,1,,,,QUAI,DEMARE,97218,BASSE-POINTE,,,97203,,,,,,,,,,,,,,,,,,,,F,,,,,62.11,NAP,N
303141626,00018,30314162600018,O,,,,,2019-11-14T14:01:06,true,1,,,,,BOURG,97218,BASSE-POINTE,,,97203,,,,,,,,,,,,,,,,,,,1991-09-30,F,,,,,67.01,NAP,N
