045970530,00015,04597053000015,O,,,,,2019-11-14T14:00:51,true,1,,,,,,64440,EAUX-BONNES,,,64204,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N
045970548,00017,04597054800017,O,,,,,,true,1,,30,,RUE,DU COMMERCE,64360,MONEIN,,,64393,,,,,,,,,,,,,,,,,,,1991-03-18,F,,,,,38.50,NAP,N
045970563,00016,04597056300016,O,,NN,,,,true,1,,,,RUE,DE LA CASERNE,64490,BEDOUS,,,64104,,,,,,,,,,,,,,,,,,,,F,,,,,62.11,NAP,N
045970621,00012,04597062100012,O,,,,,2019-11-14T14:00:52,true,1,,,,BD,ALSACE LORRAINE,64130,MAULEON-LICHARRE,,,64371,,,,,,,,,,,,,,,,,,,,F,,,,,64.11,NAP,N
045970662,00016,04597066200016,O,,NN,,,,true,1,,,,,,64130,ROQUIAGUE,,,64468,,,,,,,,,,,,,,,,,,,,F,,,,,55.4A,NAFRev1,N
045970670,00019,04597067000019,O,,NN,,,2019-11-14T14:00:52,true,1,,1,,RUE,JUSTICE,64400,OLORON-SAINTE-MARIE,,,64422,,,,,,,,,,,,,,,,,,,1989-05-30,F,,,,,64.47,NAP,N
045970696,00014,04597069600014,O,,,,,2019-11-14T14:00:52,true,1,,45,,RUE,VICTOR HUGO,64130,MAULEON-LICHARRE,,,64371,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.25,NAP,N
045970738,00014,04597073800014,O,,,,,2019-11-14T14:00:52,true,1,,,,,,64680,OGEU-LES-BAINS,,,64421,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,,,N
045970761,00016,04597076100016,O,,NN,,,,true,1,,,,,,64360,MONEIN,,,64393,,,,,,,,,,,,,,,,,,,1987-12-31,F,,,,,67.04,NAP,N
045970852,00013,04597085200013,O,1959-01-01,NN,,,2019-11-14T14:00:52,true,1,,32,,RUE,LOUIS BARTHOU,64400,OLORON-SAINTE-MARIE,,,64422,,,,,,,,,,,,,,,,,,,1998-03-25,F,,,,,52.4E,NAF1993,O
045970860,00016,04597086000016,O,,,,,2019-11-14T14:00:52,true,1,,,,,,64360,LUCQ-DE-BEARN,,,64359,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N
045970878,00018,04597087800018,O,,,,,2019-11-14T14:00:52,true,1,,,,,,64360,LUCQ-DE-BEARN,,,64359,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N
045970886,00011,04597088600011,O,,,,,2019-11-14T14:00:52,true,1,,,,,,64360,LUCQ-DE-BEARN,,,64359,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N
045970894,00015,04597089400015,O,,NN,,,2010-03-11T08:45:52,true,1,,6,,,PLACE DE LA MAIRIE,64260,REBENACQ,,,64463,,,,,,,,,,,,,,,,,,,1979-11-29,F,,,,,70.2C,NAF1993,N
045970910,00019,04597091000019,O,,,,,2019-11-14T14:00:51,true,1,,,,,,64570,LANNE-EN-BARETOUS,,,64310,,,,,,,,,,,,,,,,,,,1987-12-31,F,,,,,62.11,NAP,N
045970969,00015,04597096900015,O,,,,,2019-11-14T14:00:52,true,1,,,,RUE,CARREROT,64400,OLORON-SAINTE-MARIE,,,64422,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,64.11,NAP,N
045970985,00011,04597098500011,O,,NN,,,2019-11-14T14:00:52,true,1,,13,,RUE,LOUIS BARTHOU,64400,OLORON-SAINTE-MARIE,,,64422,,,,,,,,,,,,,,,,,,,1987-12-31,F,,,,,64.11,NAP,N
045971017,00012,04597101700012,O,,NN,,,,true,1,,,,,,64130,CHERAUTE,,,64188,,,,,,,,,,,,,,,,,,,1991-12-30,F,,,,,81.21,NAP,N
045971041,00012,04597104100012,O,,NN,,,2019-11-14T14:00:51,true,1,,,,,,64260,LOUVIE-JUZON,,,64353,,,,,,,,,,,,,,,,,,,1989-06-30,F,,,,,55.71,NAP,N
045971090,00019,04597109000019,O,,NN,,,2019-11-14T14:00:51,true,1,,,,RUE,LOUIS BARTHOU,64440,EAUX-BONNES,,,64204,,,,,,,,,,,,,,,,,,,1987-09-29,F,,,,,67.08,NAP,N
045971231,00019,04597123100019,O,,,,,,true,1,,3,,RUE,D'ARROS,64260,ARUDY,,,64062,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.41,NAP,N
045971249,00011,04597124900011,O,,,,,,true,1,,,,,,64260,ARUDY,,,64062,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.98,NAP,N
045971306,00019,04597130600019,O,,,,,,true,1,,,,,,64290,ESTIALESCQ,,,64219,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,69.12,NAP,N
045971405,00027,04597140500027,O,,,,,2019-11-14T14:00:52,true,1,,,,RUE,SAINT GRAT,64400,OLORON-SAINTE-MARIE,,,64422,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.43,NAP,N
045971553,00016,04597155300016,O,,,,,2019-11-14T14:00:52,true,1,,,,PL,LEON MENDIONDOU,64400,OLORON-SAINTE-MARIE,,,64422,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.49,NAP,N
045971579,00011,04597157900011,O,,,,,2010-02-26T05:49:18,true,1,,,,,,64560,LARRAU,,,64316,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,00.97,NAP,N
045971587,00014,04597158700014,O,,,,,2019-11-14T14:00:52,true,1,,,,RUE,ADOUE,64400,OLORON-SAINTE-MARIE,,,64422,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,81.21,NAP,N
045971686,00014,04597168600014,O,,,,,2019-11-14T14:00:51,true,1,,,,,,64440,EAUX-BONNES,,,64204,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N
045971728,00014,04597172800014,O,,,,,,true,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,81.21,NAP,N
045971777,00011,04597177700011,O,,NN,,,,true,1,,,,,,64260,BUZY,,,64157,,,,,,,,,,,,,,,,,,,1990-10-09,F,,,,,67.04,NAP,N
045971801,00019,04597180100019,O,,,,,2019-11-14T14:00:52,true,1,,,,RUE,CAMOU,64400,OLORON-SAINTE-MARIE,,,64422,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.43,NAP,N
045971835,00017,04597183500017,O,,NN,,,,true,1,,,,,,64150,PARDIES,,,64443,,,,,,,,,,,,,,,,,,,,F,,,,,55.71,NAP,N
045971876,00011,04597187600011,O,1959-01-01,NN,,,2010-06-07T14:10:48,true,5,,,,LD,GABAS,64440,LARUNS,,,64320,,,,,,,,,,,,,,,,,,,2009-06-19,F,,,,,68.20B,NAFRev2,N
045971934,00018,04597193400018,O,,NN,,,2019-11-14T14:00:52,true,1,,48,,RUE,DE REVOL,64400,OLORON-SAINTE-MARIE,,,64422,,,,,,,,,,,,,,,,,,,1991-02-09,F,,,,,15.1A,NAF1993,N
045972122,00019,04597212200019,O,,,,,2019-11-14T14:00:52,true,1,,34,,RUE,VICTOR HUGO,64130,MAULEON-LICHARRE,,,64371,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.11,NAP,N
045972130,00012,04597213000012,O,,NN,,,2019-11-14T14:00:52,true,1,,,,AV,SADI CARNOT,64400,OLORON-SAINTE-MARIE,,,64422,,,,,,,,,,,,,,,,,,,,F,,,,,67.08,NAP,N
045972148,00014,04597214800014,O,,NN,,,2019-11-14T14:00:52,true,1,,,,AV,SADI CARNOT,64400,OLORON-SAINTE-MARIE,,,64422,,,,,,,,,,,,,,,,,,,,F,,,,,67.08,NAP,N
045972163,00013,04597216300013,O,,,,,2019-11-14T14:00:52,true,1,,,,,,64360,LUCQ-DE-BEARN,,,64359,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,62.11,NAP,N
045972171,00016,04597217100016,O,,,,,,true,1,,,,,,64290,LASSEUBETAT,,,64325,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.08,NAP,N
045972312,00016,04597231200016,O,,,,,2019-11-14T14:00:52,true,1,,,,,,64360,LUCQ-DE-BEARN,,,64359,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N
045972320,00019,04597232000019,O,,,,,2019-11-14T14:00:52,true,1,,56,,RUE,VICTOR HUGO,64130,MAULEON-LICHARRE,,,64371,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.30,NAP,N
045972338,00011,04597233800011,O,,NN,,,2019-11-14T14:00:51,true,1,,,,LD,PEDEHOURAT,64260,LOUVIE-JUZON,,,64353,,,,,,,,,,,,,,,,,,,1988-12-31,F,,,,,67.07,NAP,N
045972353,00010,04597235300010,O,,,,,2019-11-14T14:00:52,true,1,,27,,BD,GAMBETTA,64130,MAULEON-LICHARRE,,,64371,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N
045972544,00022,04597254400022,O,,NN,,,2019-11-14T14:00:51,true,1,,,,,,64570,LANNE-EN-BARETOUS,,,64310,,,,,,,,,,,,,,,,,,,1994-12-31,F,,,,,55.4B,NAF1993,N
045972569,00011,04597256900011,O,,NN,,,2019-11-14T14:00:52,true,1,,4,,AV,DE LASSEUBE,64400,OLORON-SAINTE-MARIE,,,64422,,,,,,,,,,,,,,,,,,,1992-12-31,F,,,,,28.4A,NAF1993,N
045972585,00017,04597258500017,O,,,,,,true,1,,,,,,64150,PARDIES,,,64443,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N
045972643,00014,04597264300014,O,,,,,2019-11-14T14:00:52,true,1,,,,RUE,PALASSOU,64400,OLORON-SAINTE-MARIE,,,64422,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,87.03,NAP,N
045972858,00018,04597285800018,O,,,,,2019-11-14T14:00:52,true,1,,,,RUE,CARREROT,64400,OLORON-SAINTE-MARIE,,,64422,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N
045972940,00014,04597294000014,O,,NN,,,2019-11-14T14:00:51,true,1,,,,,,64260,LOUVIE-JUZON,,,64353,,,,,,,,,,,,,,,,,,,1992-01-05,F,,,,,55.4B,NAF1993,N
045972973,00015,04597297300015,O,,NN,,,,true,1,,,,,,64360,PARBAYSE,,,64442,,,,,,,,,,,,,,,,,,,1996-12-22,F,,,,,55.4B,NAF1993,N
045973161,00016,04597316100016,O,1959-01-01,NN,,,2019-11-14T14:00:52,true,1,,13,,PL,GEORGES CLEMENCEAU,64400,OLORON-SAINTE-MARIE,,,64422,,,,,,,,,,,,,,,,,,,1993-04-30,F,,,,,70.2C,NAF1993,N
045973229,00011,04597322900011,O,,,,,,true,1,,,,,,64400,GERONCE,,,64241,,,,,,,,,,,,,,,,,,,1987-06-01,F,,,,,62.43,NAP,N
045973278,00018,04597327800018,O,,,,,,true,1,,,,LD,BEL AIR,64680,BUZIET,,,64156,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.01,NAP,N
045973302,00016,04597330200016,O,,NN,,,2010-02-28T05:32:00,true,1,,,,,,64400,BIDOS,,,64126,,,,,,,,,,,,,,,,,,,,F,,,,,81.21,NAP,N
045973310,00019,04597331000019,O,,NN,,,2019-11-14T14:00:52,true,1,,,,,,64560,SAINTE-ENGRACE,,,64475,,,,,,,,,,,,,,,,,,,,F,,,,,81.21,NAP,N
045973443,00026,04597344300026,O,,NN,,,,true,1,,,,,VILLE NOUVELLE,64150,MOURENX,,,64410,,,,,,,,,,,,,,,,,,,1988-09-19,F,,,,,38.40,NAP,N
045973468,00015,04597346800015,O,,,,,,true,1,,14,,RUE,HENRI 4,64150,PARDIES,,,64443,,,,,,,,,,,,,,,,,,,1989-05-31,F,,,,,38.40,NAP,N
045973518,00017,04597351800017,O,,,,,,true,1,,,,,,64470,MONTORY,,,64404,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.04,NAP,N
045973740,00017,04597374000017,O,,NN,,,2010-02-28T05:32:01,true,1,,,,,,64130,MONCAYOLLE-LARRORY-MENDIBIEU,,,64391,,,,,,,,,,,,,,,,,,,1984-05-25,F,,,,,56.01,NAP,N
045973781,00011,04597378100011,O,,,,,2019-11-14T14:00:52,true,1,,,,RUE,DE REVOL,64400,OLORON-SAINTE-MARIE,,,64422,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.11,NAP,N
045973864,00015,04597386400015,O,1959-01-01,NN,,,2019-11-14T14:00:52,true,5,,185,,AV,D'OSSAU,64680,OGEU-LES-BAINS,,,64421,,,,,,,,,,,,,,,,,,,2008-01-01,F,,,,,68.20B,NAFRev2,N
045973898,00013,04597389800013,O,,NN,,,2019-11-14T14:00:52,true,1,,8,,RUE,SAINT GRAT,64400,OLORON-SAINTE-MARIE,,,64422,,,,,,,,,,,,,,,,,,,1991-12-31,F,,,,,64.41,NAP,N
045980042,00019,04598004200019,O,,,,,2019-11-14T14:00:51,true,1,,,,,,64440,EAUX-BONNES,,,64204,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N
045980091,00016,04598009100016,O,1959-01-01,01,2019,,2021-10-27T08:03:02,true,5,,,,,,64400,SAUCEDE,,,64508,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,35.11Z,NAFRev2,O
045980091,00024,04598009100024,O,2012-01-01,,,,2012-06-28T05:57:12,false,1,,,,RUE,DU MOULIN,64400,POEY D'OLORON,,,64449,,,,,,,,,,,,,,,,,,,2012-01-01,A,,,,,35.11Z,NAFRev2,N
045980117,00019,04598011700019,O,,,,,,true,1,,,,,,64260,BIELLE,,,64127,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N
045980133,00016,04598013300016,O,,,,,2019-11-14T14:00:52,true,1,,,,RUE,CARREROT,64400,OLORON-SAINTE-MARIE,,,64422,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N
046010054,00016,04601005400016,O,,NN,,,,true,1,,31,,RUE,CARDINAL FESCH,20000,AJACCIO,,,2A004,,,,,,,,,,,,,,,,,,,,F,,,,,64.22,NAP,N
046010088,00014,04601008800014,O,,,,,,true,1,,,,,,20160,MURZO,,,2A174,,,,,,,,,,,,,,,,,,,1997-01-05,F,,,,,55.4B,NAF1993,N
046010138,00025,04601013800025,O,,NN,,,,true,1,,,,RES,LES NARCISSES,20090,AJACCIO,,,2A004,,,,,,,,,,,,,,,,,,,,F,,,,,64.11,NAP,N
046010179,00011,04601017900011,O,,,,,,true,1,,,,,,20140,SOLLACARO,,,2A284,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N
046010195,00017,04601019500017,O,,,,,2019-11-14T14:00:29,true,1,,,,,,20167,SARROLA-CARCOPINO,,,2A271,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N
046010203,00019,04601020300019,O,1960-01-01,NN,,,2015-07-24T08:32:23,true,3,,35,,CRS,NAPOLEON,20000,AJACCIO,,,2A004,,,,,,,,,,,,,,,,,,,2005-12-25,F,,,,,70.2C,NAFRev1,N
046010229,00014,04601022900014,O,,,,,2015-07-29T03:20:16,true,1,,,,CRS,JEAN NICOLI,20090,AJACCIO,,,2A004,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N
046010237,00017,04601023700017,O,,,,,,true,1,,,,,,20118,COGGIA,,,2A090,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N
046010245,00010,04601024500010,O,,,,,,true,1,,6,,RUE,HYACINTHE CAMPIGLIA,20000,AJACCIO,,,2A004,,,,,,,,,,,,,,,,,,,1993-02-24,F,,,,,15.8C,NAF1993,N
046010252,00016,04601025200016,O,,NN,,,,true,1,,,,,,20136,BOCOGNANO,,,2A040,,,,,,,,,,,,,,,,,,,,F,,,,,62.43,NAP,N
046010294,00018,04601029400018,O,,,,,,true,1,,,,AV,PASCAL PAOLI,20000,AJACCIO,,,2A004,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.01,NAP,N
046010419,00011,04601041900011,O,,,,,,true,1,,8,,CRS,SOEUR AMELIE,20100,SARTENE,,,2A272,,,,,,,,,,,,,,,,,,,,F,,,,,64.11,NAP,N
046010427,00022,04601042700022,O,1974-08-17,NN,,,2006-11-25T09:05:19,true,1,,29,,RUE,BORGO,20100,SARTENE,,,2A272,,,,,,,,,,,,,,,,,,,2001-06-09,F,,,,,55.4B,NAF1993,N
046010435,00017,04601043500017,O,,,,,,true,1,,,,RUE,GENERAL FIORELLA,20000,AJACCIO,,,2A004,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N
046010443,00011,04601044300011,O,,NN,,,,true,1,,,,,TIUCCIA,20111,CASAGLIONE,,,2A070,,,,,,,,,,,,,,,,,,,1989-11-17,F,,,,,67.01,NAP,N
046010492,00018,04601049200018,O,,,,,,true,1,,,,,,20160,GUAGNO,,,2A131,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N
046010518,00010,04601051800010,O,,,,,,true,1,,,,BD,ROI JEROME,20000,AJACCIO,,,2A004,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,38.50,NAP,N
046010559,00014,04601055900014,O,,NN,,,2019-11-14T14:00:29,true,1,,,,,,20123,PILA-CANALE,,,2A232,,,,,,,,,,,,,,,,,,,1995-06-30,F,,,,,52.1B,NAF1993,N
046010567,00017,04601056700017,O,,NN,,,,true,1,,,,,,20171,MONACIA D'AULLENE,,,2A163,,,,,,,,,,,,,,,,,,,,F,,,,,62.11,NAP,N
