057406787,00010,05740678700010,O,,,,,,true,1,,,,,,38570,GONCELIN,,,38181,,,,,,,,,,,,,,,,,,,1997-06-30,F,,,,,52.2L,NAF1993,N
057406829,00036,05740682900036,O,,NN,,,,true,1,,4,,RUE,ETIENNE MARCEL,38000,GRENOBLE,,,38185,,,,,,,,,,,,,,,,,,,1988-10-23,F,,,,,64.11,NAP,N
057406944,00017,05740694400017,O,1957-01-01,NN,,,2008-07-18T09:32:51,true,1,,22,,RUE,ST JACQUES,38000,GRENOBLE,,,38185,,,,,,,,,,,,,,,,,,,2001-10-13,F,,,,,70.2C,NAF1993,N
057407009,00018,05740700900018,O,,,,,,true,1,,,,CRS,BERRIAT,38000,GRENOBLE,,,38185,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,38.40,NAP,N
057407074,00012,05740707400012,O,,,,,,true,1,,76,,RTE,DE LYON,38000,GRENOBLE,,,38185,,,,,,,,,,,,,,,,,,,1989-06-01,F,,,,,64.41,NAP,N
057407348,00010,05740734800010,O,,,,,,true,1,,,,CRS,BERRIAT,38000,GRENOBLE,,,38185,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N
057407462,00019,05740746200019,O,,,,,2019-11-14T14:00:36,true,1,,,,,,38250,LANS-EN-VERCORS,,,38205,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,84.05,NAP,N
057407751,00015,05740775100015,O,,NN,,,2019-11-14T14:00:36,true,1,,103,,AV,DE LA REPUBLIQUE,38170,SEYSSINET-PARISET,,,38485,,,,,,,,,,,,,,,,,,,1987-06-02,F,,,,,81.21,NAP,N
057407769,00017,05740776900017,O,,NN,,,,true,1,,32,,RUE,ARISTIDE BRIAND,38500,VOIRON,,,38563,,,,,,,,,,,,,,,,,,,,F,,,,,81.21,NAP,N
057407785,00021,05740778500021,O,1997-12-01,NN,,,2012-07-28T11:06:43,true,4,,64,,BD,MAL FOCH,38000,GRENOBLE,,,38185,,,,,,,,,,,,,,,,,,,2008-12-25,F,,,,,68.20B,NAFRev2,N
057407884,00014,05740788400014,O,,,,,,true,1,,,,AV,JEAN JAURES,38500,VOIRON,,,38563,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N
057407934,00017,05740793400017,O,,,,,,true,1,,,,QUAI,DE LA GRAILLE,38000,GRENOBLE,,,38185,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,50.07,NAP,N
057408056,00018,05740805600018,O,,NN,,,,true,1,,,,,,38520,LE BOURG D'OISANS,,,38052,,,,,,,,,,,,,,,,,,,1983-11-22,F,,,,,81.11,NAP,N
057408213,00015,05740821300015,O,,,,,,true,1,,,,RTE,DE LYON,38000,GRENOBLE,,,38185,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.48,NAP,N
057408247,00013,05740824700013,O,,,,,,true,1,,4,,RUE,THIERS,38190,FROGES,,,38175,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N
057408270,00015,05740827000015,O,,,,,,true,1,,,,,,38770,LA MOTTE-D'AVEILLANS,,,38265,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.43,NAP,N
