303335590,00061,30333559000061,O,1981-08-01,NN,,,2019-11-14T14:00:42,false,4,,,,RUE,DU FAUBOURG,51150,TOURS-SUR-MARNE,,,51576,,,,,,,,,,,,,,,,,,,2011-06-30,F,,,,,46.21Z,NAFRev2,N
303335590,00079,30333559000079,O,1981-08-01,NN,,,2019-11-14T14:00:42,false,4,,,,RTE,DE CHALONS,51510,VILLERS-LE-CHATEAU,,,51634,,,,,,,,,,,,,,,,,,,2011-06-30,F,,,,,46.21Z,NAFRev2,N
303335590,00087,30333559000087,O,2008-09-01,NN,,,2019-11-14T14:00:41,true,2,TECHNOLOGIQUE DU MONT BERNARD,,,RUE,DE LA RESIDENCE DU PARC,51000,CHALONS-EN-CHAMPAGNE,,,51108,,,,,,,,,,,,,,,,,,,2011-06-30,F,,,,,46.21Z,NAFRev2,O
303335608,00012,30333560800012,O,1900-01-01,NN,,,2019-02-20T11:42:47,true,3,,18,,RUE,INKERMANN,59000,LILLE,,,59350,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,94.99Z,NAFRev2,N
303335616,00031,30333561600031,O,1980-11-02,01,2019,,2021-10-27T08:14:38,true,4,,4,,RUE,DE LA MALADIERE,52120,CHATEAUVILLAIN,,,52114,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,86.21Z,NAFRev2,O
303335640,00023,30333564000023,O,2001-04-09,NN,,,2008-04-26T08:39:04,true,3,,25,,AV,MARECHAL FOCH,48000,MENDE,,,48095,,,,,,,,,,,,,,,,,,,2005-09-28,F,,,,,70.1C,NAFRev1,O
303335673,00024,30333567300024,O,,NN,,,,true,1,,,,,,63270,PARENT,,,63269,,,,,,,,,,,,,,,,,,,1990-06-06,F,,,,,74.1J,NAF1993,N
303335681,00027,30333568100027,O,1900-01-01,NN,,,2006-11-25T09:15:49,true,4,,14,,QUAI,TILSITT,69002,LYON 2EME,,,69382,,,,,,,,,,,,,,,,,,,1993-12-25,F,,,,,91.1A,NAF1993,N
303335707,00038,30333570700038,O,1984-04-15,NN,,,2019-11-14T14:00:59,false,7,ZA DU PRE FUSE,9,,RUE,JEAN MOULIN,77340,PONTAULT-COMBAULT,,BP 64,77373,77348,PONTAULT COMBAULT CEDEX,,,,,,,,,,,,,,,,,2013-01-01,F,,,,,46.69B,NAFRev2,O
303335707,00053,30333570700053,O,2013-01-01,NN,,,2019-11-14T14:00:58,false,2,,1,,RUE,CHARLES CORDIER,77164,FERRIERES-EN-BRIE,,,77181,,,,,,,,,,,,,,,,,,,2017-01-01,F,,,,,46.69B,NAFRev2,O
303335707,00061,30333570700061,O,2017-01-01,03,2019,,2021-10-27T08:14:38,true,1,IMMEUBLE GRAND PLACE,3,B,,GRAND PLACE,77600,BUSSY-SAINT-GEORGES,,,77058,,,,,,,,,,,,,,,,,,,2017-01-01,A,,,,,46.69B,NAFRev2,N
303335715,00015,30333571500015,O,,NN,,,2019-11-14T14:00:53,true,1,,45,,RUE,DE LA REPUBLIQUE,69250,NEUVILLE-SUR-SAONE,,,69143,,,,,,,,,,,,,,,,,,,1992-07-01,F,,,,,60.2E,NAF1993,N
303335731,00012,30333573100012,O,1900-01-01,NN,,,,true,4,,,,,CTRE CCIAL LA CHAUSSEE,45200,MONTARGIS,,,45208,,,,,,,,,,,,,,,,,,,1991-12-25,F,,,,,81.21,NAP,N
303335749,00014,30333574900014,O,,,,,,true,1,,,,RUE,SAINT GILLES,64300,ORTHEZ,,,64430,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.12,NAP,N
303335756,00019,30333575600019,O,1900-01-01,NN,,,2009-10-03T18:47:25,true,6,,48,,BD,RECTEUR JEAN SARRAILH,64000,PAU,,,64445,,,,,,,,,,,,,,,,,,,2009-07-28,F,,,,,71.12B,NAFRev2,O
303335756,00035,30333575600035,O,1988-12-01,NN,,,2019-11-14T14:00:37,false,6,RES PAUL LACOMME,22,,IMP,CESAIRE DAUGE,40000,MONT-DE-MARSAN,,,40192,,,,,,,,,,,,,,,,,,,2006-11-01,F,,,,,74.2C,NAFRev1,N
303335756,00043,30333575600043,O,1994-09-01,NN,,,2021-02-02T08:06:23,false,3,ATL PARK BT B PYRAMIDES 3,4,,RTE,DE PITOYS,64600,ANGLET,,,64024,,,,,,,,,,,,,,,,,,,1999-12-11,F,,,,,74.2C,NAF1993,N
303335764,00021,30333576400021,O,1991-04-01,NN,,,2015-05-14T04:06:39,false,5,,32,,RUE,SAMONZET,64000,PAU,,,64445,,,,,,,,,,,,,,,,,,,2013-02-05,F,,,,,94.99Z,NAFRev2,O
303335764,00039,30333576400039,O,2013-02-05,01,2019,,2021-10-27T08:14:38,true,1,,29,B,RUE,BERLIOZ,64000,PAU,,,64445,,,,,,,,,,,,,,,,,,,2013-02-05,A,,,,,93.19Z,NAFRev2,O
303335798,00011,30333579800011,O,1900-01-01,NN,,,2006-11-25T09:15:50,true,4,,,,,BOURG ANCIEN PRESBYTERE,42130,TRELINS,,,42313,,,,,,,,,,,,,,,,,,,1991-12-25,F,,,,,97.23,NAP,N
303335814,00016,30333581400016,O,1900-01-01,NN,,,,true,4,,16,,RUE,SAINT NICOLAS,68340,RIQUEWIHR,,,68277,,,,,,,,,,,,,,,,,,,1991-12-25,F,,,,,01.1G,NAF1993,N
303335848,00022,30333584800022,O,1978-01-01,NN,,,,true,3,,41,B,RUE,HAMEAU DE LA PLANQUE,59710,ENNEVELIN,,,59197,,,,,,,,,,,,,,,,,,,2002-11-30,F,,,,,70.2C,NAF1993,N
303335855,00035,30333585500035,O,1984-01-01,NN,,,2019-11-14T14:00:38,true,3,,31,,BD,ST LOUIS,43000,LE PUY-EN-VELAY,,,43157,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,87.20B,NAFRev2,N
303335863,00021,30333586300021,O,1980-09-11,NN,,,2019-11-14T14:00:38,true,3,,24,,RUE,DE LA RESISTANCE,42000,SAINT-ETIENNE,,,42218,,,,,,,,,,,,,,,,,,,1991-12-25,F,,,,,49.05,NAP,N
303335889,00018,30333588900018,O,,,,,,true,1,,,,,AU BOURG,64250,AINHOA,,,64014,,,,,,,,,,,,,,,,,,,1987-03-03,F,,,,,55.1A,NAF1993,N
303335897,00011,30333589700011,O,1975-01-01,02,2019,2841ZZ,2021-10-27T08:14:38,true,4,RN 106,27,,RTE,DE CLERMONT,63120,COURPIERE,,,63125,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,25.62B,NAFRev2,O
303335905,00012,30333590500012,O,,NN,,,,true,1,,47,,RUE,DE LA REPUBLIQUE,42700,FIRMINY,,,42095,,,,,,,,,,,,,,,,,,,1988-12-25,F,,,,,64.41,NAP,N
303335921,00027,30333592100027,O,,NN,,,,true,1,,,,,,64300,ARGAGNON,,,64042,,,,,,,,,,,,,,,,,,,1987-05-27,F,,,,,57.01,NAP,N
303335939,00011,30333593900011,O,,,,,,true,1,,34,,RUE,DU HUIT MAI,42110,FEURS,,,42094,,,,,,,,,,,,,,,,,,,1983-12-31,F,,,,,84.12,NAP,N
303336002,00017,30333600200017,O,,NN,,,,true,1,,2,,RUE,ALPHONSE DUPEUX,33000,BORDEAUX,,,33063,,,,,,,,,,,,,,,,,,,,F,,,,,64.42,NAP,N
303336010,00036,30333601000036,O,,NN,,,2019-11-14T14:00:29,true,1,,,,,GORREQUER,29470,PLOUGASTEL-DAOULAS,,,29189,,,,,,,,,,,,,,,,,,,,F,,,,,64.47,NAP,N
303336028,00012,30333602800012,O,1900-01-01,NN,,,2008-01-04T19:24:27,true,3,,,,,,40180,SAUBUSSE,,,40293,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,94.99Z,NAFRev2,N
303336077,00019,30333607700019,O,,,,,,true,1,,342,,BD,DE LA PLAGE,33120,ARCACHON,,,33009,,,,,,,,,,,,,,,,,,,1988-02-13,F,,,,,84.10,NAP,N
303336101,00017,30333610100017,O,1900-01-01,11,2019,,2021-10-27T08:14:38,true,4,,,,RUE,PRINCIPALE,37800,SAINT-EPAIN,,,37216,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,94.99Z,NAFRev2,O
303336119,00027,30333611900027,O,1900-01-01,NN,,,2019-11-14T14:00:36,false,5,,54,,RUE,DU COMMERCE,39000,LONS-LE-SAUNIER,,,39300,,,,,,,,,,,,,,,,,,,2011-01-10,F,,,,,68.32A,NAFRev2,O
303336119,00035,30333611900035,O,1900-01-01,,,,,false,4,,38,,CRS,EMILE ZOLA,69100,VILLEURBANNE,,,69266,,,,,,,,,,,,,,,,,,,1992-12-25,F,,,,,70.3C,NAF1993,N
303336119,00068,30333611900068,O,1900-01-01,NN,,,2012-05-05T00:47:49,false,4,,15,,PL,DE LA REPUBLIQUE,87000,LIMOGES,,,87085,,,,,,,,,,,,,,,,,,,2011-01-10,F,GESTRIM,,,,68.32A,NAFRev2,O
303336119,00084,30333611900084,O,1900-01-01,NN,,,2012-05-05T00:47:49,false,5,,13,,RUE,DU CHATEAU,21000,DIJON,,,21231,,,,,,,,,,,,,,,,,,,2011-01-10,F,,,,,68.32A,NAFRev2,O
303336119,00100,30333611900100,O,1900-01-01,NN,,,2012-05-05T00:47:49,false,5,,35,B,RUE,PAUL MOREL,70000,VESOUL,,BP 11,70550,70001,VESOUL CEDEX,,,,,,,,,,,,,,,,,2011-01-10,F,,,,,68.32A,NAFRev2,O
303336119,00142,30333611900142,O,1900-01-01,NN,,,2019-11-14T14:00:54,false,3,,24,,BD,DE LA REPUBLIQUE,71100,CHALON-SUR-SAONE,,,71076,,,,,,,,,,,,,,,,,,,1998-12-31,F,,,,,70.3C,NAF1993,O
303336119,00167,30333611900167,O,1900-01-01,NN,,,2012-05-05T00:47:49,false,6,,13,,RUE,DE SAINT HIPPOLYTE,25200,MONTBELIARD,,,25388,,,,,,,,,,,,,,,,,,,2011-01-10,F,,,,,68.31Z,NAFRev2,O
