271800120,00013,27180012000013,O,,,,,,true,1,,,,,MAIRIE,18410,BLANCAFORT,,,18030,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
271800138,00015,27180013800015,O,,,,,2019-11-14T14:00:21,true,1,,,,PL,DE LA RESISTANCE,18700,AUBIGNY-SUR-NERE,,,18015,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
271800146,00018,27180014600018,O,,,,,,true,1,,,,,MAIRIE,18800,BAUGY,,,18023,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
271800153,00014,27180015300014,O,,,,,,true,1,,,,RUE,DESIRE DESCHAMPS,18520,AVORD,,,18018,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
271800161,00017,27180016100017,O,,,,,,true,1,,,,RUE,DESIRE DESCHAMPS,18520,AVORD,,,18018,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
271800179,00019,27180017900019,O,,,,,,true,1,,,,,MAIRIE,18800,BAUGY,,,18023,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
271800187,00012,27180018700012,O,,,,,2019-11-14T14:00:21,true,1,,,,,MAIRIE,18130,JUSSY-CHAMPAGNE,,,18119,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
271800195,00015,27180019500015,O,,,,,2019-11-14T14:00:22,true,1,,,,,MAIRIE,18390,MOULINS-SUR-YEVRE,,,18158,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
271800203,00017,27180020300017,O,,,,,2019-11-14T14:00:22,true,1,,,,,MAIRIE,18390,NOHANT-EN-GOUT,,,18166,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
271800211,00010,27180021100010,O,,,,,,true,1,,,,,MAIRIE,18130,VORNAY,,,18289,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
271800229,00012,27180022900012,O,,,,,,true,1,,,,,MAIRIE,18130,VORNAY,,,18289,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
271800237,00015,27180023700015,O,,,,,,true,1,,,,,MAIRIE,18380,LA CHAPELLE D'ANGILLON,,,18047,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
271800245,00018,27180024500018,O,,,,,2019-11-14T14:00:22,true,1,,,,,MAIRIE,18380,MERY-ES-BOIS,,,18149,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
271800252,00014,27180025200014,O,,,,,,true,1,,,,,MAIRIE,18290,CHAROST,,,18055,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
271800260,00017,27180026000017,O,,,,,2019-11-14T14:00:21,true,1,,,,,MAIRIE,18290,MAREUIL-SUR-ARNON,,,18137,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
271800278,00019,27180027800019,O,,,,,2019-11-14T14:00:21,true,1,,,,,MAIRIE,18290,MAREUIL-SUR-ARNON,,,18137,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
271800286,00012,27180028600012,O,,,,,,true,1,,,,,MAIRIE,18290,CHAROST,,,18055,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
271800294,00016,27180029400016,O,,,,,,true,1,,,,,MAIRIE,18190,VALLENAY,,,18270,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
271800302,00017,27180030200017,O,,,,,,true,1,,,,,MAIRIE,18190,VENESMES,,,18273,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
271800310,00010,27180031000010,O,,,,,2019-11-14T14:00:21,true,1,,,,,MAIRIE,18130,DUN-SUR-AURON,,,18087,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
271800328,00012,27180032800012,O,,,,,,true,1,,,,,MAIRIE,18150,LA GUERCHE SUR L'AUBOIS,,,18108,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
271800336,00015,27180033600015,O,,,,,,true,1,,,,,MAIRIE,18320,JOUET SUR L'AUBOIS,,,18118,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
271800344,00019,27180034400019,O,,,,,,true,1,,,,,MAIRIE,18150,LA GUERCHE SUR L'AUBOIS,,,18108,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
271800351,00014,27180035100014,O,,,,,,true,1,,,,,MAIRIE,18320,TORTERON,,,18265,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
271800369,00016,27180036900016,O,,,,,,true,1,,,,,MAIRIE,18250,HENRICHEMONT,,,18109,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
271800377,00019,27180037700019,O,,,,,,true,1,,,,,MAIRIE,18250,HENRICHEMONT,,,18109,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
271800385,00012,27180038500012,O,,,,,,true,1,,,,,MAIRIE,18240,LERE,,,18125,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
271800393,00016,27180039300016,O,,,,,2019-11-14T14:00:22,true,1,,,,,MAIRIE,18240,SAVIGNY-EN-SANCERRE,,,18246,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
271800401,00017,27180040100017,O,,,,,,true,1,,,,,MAIRIE,18570,TROUY,,,18267,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
271800419,00019,27180041900019,O,,,,,2019-11-14T14:00:21,true,1,,,,,MAIRIE,18500,BERRY-BOUY,,,18028,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
271800427,00012,27180042700012,O,,,,,2019-11-14T14:00:21,true,1,,,,,MAIRIE,18570,LA CHAPELLE-SAINT-URSIN,,,18050,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
271800435,00015,27180043500015,O,,,,,2019-11-14T14:00:21,true,1,,,,,MAIRIE,18570,LA CHAPELLE-SAINT-URSIN,,,18050,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
271800443,00019,27180044300019,O,,,,,2019-11-14T14:00:22,true,1,,,,AV,DU GEN DE GAULLE,18230,SAINT-DOULCHARD,,,18205,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
271800450,00014,27180045000014,O,,,,,2019-11-14T14:00:22,true,1,,,,AV,DU GEN DE GAULLE,18230,SAINT-DOULCHARD,,,18205,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
271800468,00016,27180046800016,O,,,,,2019-11-14T14:00:21,true,1,,,,,MAIRIE,18160,CHEZAL-BENOIT,,,18065,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
271800476,00019,27180047600019,O,,,,,,true,1,,,,,MAIRIE,18120,LAZENAY,,,18124,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
271800484,00013,27180048400013,O,,,,,2019-11-14T14:00:21,true,1,,,,PL,DE L'HOTEL DE VILLE,18500,MEHUN-SUR-YEVRE,,,18141,,,,,,,,,,,,,,,,,,,1996-02-21,F,,,,,41.0Z,NAF1993,N
271800492,00016,27180049200016,O,,,,,,true,1,,,,,MAIRIE,18500,FOECY,,,18096,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
271800518,00018,27180051800018,O,,,,,,true,1,,,,PL,MAIRIE,18500,FOECY,,,18096,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
271800526,00011,27180052600011,O,,,,,2019-11-14T14:00:21,true,1,,,,,MAIRIE,18520,BENGY-SUR-CRAON,,,18027,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
271800534,00015,27180053400015,O,,NN,,,2008-04-26T08:32:04,true,1,,,,,MAIRIE,18350,NERONDES,,,18160,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
271800542,00018,27180054200018,O,,,,,2019-11-14T14:00:22,true,1,,,,,MAIRIE,18350,OUROUER-LES-BOURDELINS,,,18175,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
271800559,00012,27180055900012,O,,,,,2019-11-14T14:00:22,true,1,,,,,MAIRIE,18330,NEUVY-SUR-BARANGEON,,,18165,,,,,,,,,,,,,,,,,,,1995-04-07,F,,,,,41.0Z,NAF1993,N
271800567,00015,27180056700015,O,,,,,,true,1,,,,,MAIRIE,18200,ORVAL,,,18172,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
271800575,00018,27180057500018,O,,,,,,true,1,,,,,MAIRIE,18200,ORVAL,,,18172,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
271800583,00012,27180058300012,O,,,,,2019-11-14T14:00:22,true,1,,,,PL,DE LA REPUBLIQUE,18400,SAINT-FLORENT-SUR-CHER,,,18207,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
271800591,00015,27180059100015,O,,,,,2019-11-14T14:00:22,true,1,,,,PL,DE LA REPUBLIQUE,18400,SAINT-FLORENT-SUR-CHER,,,18207,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
271800609,00015,27180060900015,O,,,,,,true,1,,,,,MAIRIE,18400,LUNERY,,,18133,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
271800617,00018,27180061700018,O,,,,,,true,1,,,,,MAIRIE,18570,MORTHOMIERS,,,18157,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
271800625,00011,27180062500011,O,,,,,2019-11-14T14:00:22,true,1,,,,,MAIRIE,18400,VILLENEUVE-SUR-CHER,,,18285,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
271800633,00015,27180063300015,O,,,,,,true,1,,,,,MAIRIE,18570,MORTHOMIERS,,,18157,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
271800641,00018,27180064100018,O,,,,,,true,1,,,,,MAIRIE,18400,LUNERY,,,18133,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
271800658,00012,27180065800012,O,,,,,,true,1,,,,,MAIRIE,18110,FUSSY,,,18097,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
271800674,00019,27180067400019,O,,,,,,true,1,,,,,MAIRIE,18110,PIGNY,,,18179,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
271800682,00012,27180068200012,O,,,,,2019-11-14T14:00:22,true,1,,,,,MAIRIE,18110,VIGNOUX-SOUS-LES-AIX,,,18280,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
271800690,00015,27180069000015,O,,,,,2019-11-14T14:00:21,true,1,,,,,MAIRIE,18510,MENETOU-SALON,,,18145,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
271800708,00015,27180070800015,O,,,,,2019-11-14T14:00:21,true,1,,,,,MAIRIE,18300,MENETOU-RATEL,,,18144,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
271800716,00018,27180071600018,O,,,,,2019-11-14T14:00:22,true,1,,,,,MAIRIE,18300,SURY-EN-VAUX,,,18258,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
271800724,00012,27180072400012,O,,,,,,true,1,,,,,MAIRIE,18320,MARSEILLES-LES-AUBIGNY,,,18139,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
