271700056,00010,27170005600010,O,,,,,,true,1,,,,CITE,ADMINISTRATIVE,17800,PONS,,,17283,,,,,,,,,,,,,,,,,,,1987-07-24,F,,,,,81.11,NAP,N
271700064,00014,27170006400014,O,1985-03-19,NN,,,,true,1,,,,RUE,DE L'ORMEAU DE PIED,17100,SAINTES,,,17415,,,,,,,,,,,,,,,,,,,1996-12-25,F,,,,,41.0Z,NAF1993,O
271700072,00017,27170007200017,O,,,,,,true,1,,16,,AV,GAMBETTA,17800,PONS,,,17283,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,92.1J,NAF1993,N
271700080,00010,27170008000010,O,,NN,,,,true,1,,3,,RUE,GEORGES CLEMENCEAU,17100,SAINTES,,,17415,,,,,,,,,,,,,,,,,,,1997-01-01,F,,,,,93.0H,NAF1993,N
271700098,00012,27170009800012,O,,,,,,true,1,,2,,AV,DE FETILLY,17000,LA ROCHELLE,,,17300,,,,,,,,,,,,,,,,,,,1989-08-29,F,,,,,90.11,NAP,N
271700114,00017,27170011400017,O,,,,,,true,1,,20,,AV,DES MARRONNIERS,17290,AIGREFEUILLE D'AUNIS,,,17003,,,,,,,,,,,,,,,,,,,1992-11-16,F,,,,,85.3J,NAF1993,N
271700122,00010,27170012200010,O,,NN,,,,true,1,,4,,PL,CHARLES DE GAULLE,17470,AULNAY,,,17024,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,70.1C,NAF1993,N
271700130,00013,27170013000013,O,,NN,,,,true,1,,,,,LES MINIMES,17000,LA ROCHELLE,,,17300,,,,,,,,,,,,,,,,,,,,F,,,,,86.10,NAP,N
271700148,00015,27170014800015,O,1989-07-01,,,,,true,4,,,,,MAIRIE,17230,MARANS,,,17218,,,,,,,,,,,,,,,,,,,1995-12-25,F,PORT DE MARANS,,,,75.1E,NAF1993,N
271700155,00010,27170015500010,O,,NN,,,2019-11-14T14:00:21,true,1,,,,,MAIRIE,17400,SAINT-PIERRE-DE-JUILLERS,,,17383,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,60.2B,NAF1993,N
271700171,00017,27170017100017,O,,,,,,true,1,,,,,MAIRIE,17190,SAINT GEORGES D'OLERON,,,17337,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,75.1E,NAF1993,N
271700189,00019,27170018900019,O,,,,,,true,1,,,,RUE,DU CHATEAU,17500,JONZAC,,,17197,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,15.1A,NAF1993,N
271800013,00010,27180001300010,O,1983-03-01,NN,,,,false,4,,30,,RUE,JEAN BAFFIER,18000,BOURGES,,BP 00022,18033,18001,BOURGES CEDEX,,,,,,,,,,,,,,,,,1994-12-25,F,,,,,70.2A,NAF1993,N
271800013,00028,27180001300028,O,1993-12-15,22,2019,,2021-10-27T08:13:28,true,5,,14,,RUE,JEAN JACQUES ROUSSEAU,18000,BOURGES,,,18033,,,,,,,,,,,,,,,,,,,2019-01-01,A,,,,VAL DE BERRY,68.20A,NAFRev2,O
271800013,00036,27180001300036,O,2000-01-01,NN,,,2008-01-04T19:05:22,false,3,,14,,RUE,JEAN JACQUES ROUSSEAU,18000,BOURGES,,BP 227,18033,18006,BOURGES CEDEX,,,,,,,,,,,,,,,,,2008-01-01,A,GESTION IMMEUBLES ARPHEUILLES,,,,68.20A,NAFRev2,N
271800013,00044,27180001300044,O,2000-01-01,NN,,,2008-01-04T19:05:22,false,3,,14,,RUE,JEAN JACQUES ROUSSEAU,18000,BOURGES,,,18033,,,,,,,,,,,,,,,,,,,2008-01-01,A,GESTION IMMEUBLES LA CHAPELLE,,,,68.20A,NAFRev2,N
271800013,00051,27180001300051,O,2000-01-01,NN,,,2008-01-04T19:05:22,false,3,,14,,RUE,JEAN JACQUES ROUSSEAU,18000,BOURGES,,BP 277,18033,18006,BOURGES CEDEX,,,,,,,,,,,,,,,,,2008-01-01,A,GESTION IMMEUBLES BLANCAFORT,,,,68.20A,NAFRev2,N
271800013,00069,27180001300069,O,2002-09-26,NN,,,2010-02-05T16:23:52,false,4,,14,,RUE,JEAN JACQUES ROUSSEAU,18000,BOURGES,,,18033,,,,,,,,,,,,,,,,,,,2008-06-18,F,VOIRIE RESEAU DIVERS VEAUGES,,,,81.29B,NAFRev2,N
271800013,00077,27180001300077,O,2002-09-26,NN,,,2008-01-04T19:05:22,false,3,,14,,RUE,JEAN JACQUES ROUSSEAU,18000,BOURGES,,,18033,,,,,,,,,,,,,,,,,,,2007-12-20,F,VOIRIE RESEAU DIVERS SAULZAIS LE POTIER,,,,90.0G,NAFRev1,N
271800013,00085,27180001300085,O,2002-09-26,NN,,,2008-01-04T19:05:22,false,3,,14,,RUE,JEAN JACQUES ROUSSEAU,18000,BOURGES,,,18033,,,,,,,,,,,,,,,,,,,2007-12-20,F,VOIRIE RESEAU DIVERS NEUVY LE BARROIS,,,,90.0G,NAFRev1,N
271800013,00093,27180001300093,O,2002-09-26,NN,,,2008-01-04T19:05:22,false,3,,14,,RUE,JEAN JACQUES ROUSSEAU,18000,BOURGES,,,18033,,,,,,,,,,,,,,,,,,,2007-12-20,F,VOIRIE RESEAU DIVERS COLOMBIER,,,,90.0G,NAFRev1,N
271800013,00101,27180001300101,O,2002-09-26,NN,,,2008-01-04T19:05:22,false,3,,14,,RUE,JEAN JACQUES ROUSSEAU,18000,BOURGES,,,18033,,,,,,,,,,,,,,,,,,,2007-12-20,F,VOIRIE RESEAU DIVERS BLANCAFORT,,,,90.0G,NAFRev1,N
271800013,00119,27180001300119,O,2002-09-26,NN,,,2014-09-11T16:15:44,false,4,,14,,RUE,JEAN JACQUES ROUSSEAU,18000,BOURGES,,,18033,,,,,,,,,,,,,,,,,,,2012-12-31,F,VOIRIE RESEAU DIVERS BEFFES,,,,81.29B,NAFRev2,N
271800013,00127,27180001300127,O,2002-09-26,NN,,,2008-01-04T19:05:22,false,3,,14,,RUE,JEAN JACQUES ROUSSEAU,18000,BOURGES,,,18033,,,,,,,,,,,,,,,,,,,2007-12-20,F,VOIRIE RESEAU DIVERS RIANS,,,,90.0G,NAFRev1,N
271800013,00135,27180001300135,O,2004-04-01,03,2019,,2021-10-27T08:13:28,false,4,,8,,RUE,DU CDT PIERRE RAUSCHER,18200,SAINT-AMAND-MONTROND,,,18197,,,,,,,,,,,,,,,,,,,2008-12-31,A,OFFICE PUBLIQUE HABITATIONS,,,,68.20A,NAFRev2,O
271800013,00143,27180001300143,O,2004-12-25,12,2019,,2021-10-27T08:13:28,false,3,,1,,RUE,DE STALINGRAD,18100,VIERZON,,,18279,,,,,,,,,,,,,,,,,,,2008-01-01,A,ANTENNE DE VIERZON,,,,68.20A,NAFRev2,O
271800013,00150,27180001300150,O,2004-10-01,NN,,,2008-01-04T19:05:22,false,3,,14,,RUE,JEAN JACQUES ROUSSEAU,18000,BOURGES,,,18033,,,,,,,,,,,,,,,,,,,2008-01-01,A,GESTION IMMEUBLE SAINTE THORETTE,,,,68.20A,NAFRev2,N
271800013,00168,27180001300168,O,2005-01-01,NN,,,2008-01-04T19:05:22,false,2,,14,,RUE,JEAN JACQUES ROUSSEAU,18000,BOURGES,,,18033,,,,,,,,,,,,,,,,,,,2008-01-01,A,GESTION IMMEUBLE BLET,,,,68.20A,NAFRev2,N
271800013,00176,27180001300176,O,2005-01-01,NN,,,2008-01-04T19:05:22,false,2,,14,,RUE,JEAN JACQUES ROUSSEAU,18000,BOURGES,,,18033,,,,,,,,,,,,,,,,,,,2008-01-01,A,GESTION IMMEUBLE BANNAY,,,,68.20A,NAFRev2,N
271800013,00184,27180001300184,O,2005-01-01,NN,,,2012-02-07T15:58:29,false,3,,14,,RUE,JEAN JACQUES ROUSSEAU,18000,BOURGES,,,18033,,,,,,,,,,,,,,,,,,,2009-12-31,F,VOIRIES ET RESEAUX DIVERS ORCENAIS,,,,81.29B,NAFRev2,N
271800013,00192,27180001300192,O,2005-01-01,NN,,,2011-09-28T10:32:23,false,3,,14,,RUE,JEAN JACQUES ROUSSEAU,18000,BOURGES,,,18033,,,,,,,,,,,,,,,,,,,2009-12-31,F,VOIRIES ET RESEAUX DIVERS GRACAY,,,,81.29B,NAFRev2,N
271800013,00200,27180001300200,O,2005-01-01,NN,,,2011-09-28T10:34:50,false,3,,14,,RUE,JEAN JACQUES ROUSSEAU,18000,BOURGES,,,18033,,,,,,,,,,,,,,,,,,,2009-12-31,F,VOIRIES ET RESEAUX DIVERS LE CHATELET,,,,81.29B,NAFRev2,N
271800013,00218,27180001300218,O,2005-01-01,,,,2012-01-17T14:32:20,false,3,,14,,RUE,JEAN JACQUES ROUSSEAU,18000,BOURGES,,,18033,,,,,,,,,,,,,,,,,,,2011-06-24,F,GEST STRUCTURE ACCUEIL CTRE VIE BEFFES,,,,68.32A,NAFRev2,N
271800013,00226,27180001300226,O,2005-01-01,NN,,,2014-09-11T16:12:56,false,3,,14,,RUE,JEAN JACQUES ROUSSEAU,18000,BOURGES,,,18033,,,,,,,,,,,,,,,,,,,2012-12-31,F,TRAVAUX POUR SYNDICAT ADDUCTION EAU,,,,42.21Z,NAFRev2,N
271800013,00275,27180001300275,O,2007-12-17,,,,2016-01-29T16:49:11,false,2,,14,,RUE,JEAN JACQUES ROUSSEAU,18000,BOURGES,,,18033,,,,,,,,,,,,,,,,,,,2015-06-24,F,MAITRISE OUVRAGE GRIMIERS  GUERCHE,,,,42.99Z,NAFRev2,N
271800013,00283,27180001300283,O,2007-12-17,,,,2021-02-23T10:35:30,false,1,,14,,RUE,JEAN JACQUES ROUSSEAU,18000,BOURGES,,,18033,,,,,,,,,,,,,,,,,,,2007-12-17,A,GESTION LOGEMENTS DE JARS,,,,68.20A,NAFRev2,N
271800013,00291,27180001300291,O,2007-12-17,,,,2021-02-23T10:35:30,false,1,,14,,RUE,JEAN JACQUES ROUSSEAU,18000,BOURGES,,,18033,,,,,,,,,,,,,,,,,,,2007-12-17,A,GESTION LOGEMENTS GROSSOUVRE,,,,68.20A,NAFRev2,N
271800013,00309,27180001300309,O,2007-12-17,,,,2010-01-21T17:16:21,false,1,,14,,RUE,JEAN JACQUES ROUSSEAU,18000,BOURGES,,,18033,,,,,,,,,,,,,,,,,,,2007-12-17,F,VOIRIE ORCENAIS,,,,81.29B,NAFRev2,N
271800013,00317,27180001300317,O,2007-12-17,,,,2011-09-28T10:38:39,false,2,,14,,RUE,JEAN JACQUES ROUSSEAU,18000,BOURGES,,,18033,,,,,,,,,,,,,,,,,,,2009-12-31,F,VOIRIE BRUERE ALLICHAMPS,,,,81.29B,NAFRev2,N
271800013,00325,27180001300325,O,2008-10-23,,,,2021-02-23T10:35:30,false,1,,14,,RUE,JEAN JACQUES ROUSSEAU,18000,BOURGES,,,18033,,,,,,,,,,,,,,,,,,,2008-10-23,A,CHARLY MANDAT DE GESTION,,,,68.32A,NAFRev2,N
271800013,00333,27180001300333,O,2007-12-13,,,,2012-02-07T15:56:51,false,2,,14,,RUE,JEAN JACQUES ROUSSEAU,18000,BOURGES,,BP 277,18033,,,,,,,,,,,,,,,,,,,2009-12-31,F,LA GUERCHE VOIRIE EMILE ZOLA,,,,81.29B,NAFRev2,N
271800013,00341,27180001300341,O,2010-09-17,,,,2018-01-26T14:22:50,false,2,,14,,RUE,JEAN JACQUES ROUSSEAU,18000,BOURGES,,,18033,,,,,,,,,,,,,,,,,,,2016-06-24,F,CRECHE DU VAL D'AURON,,,,41.10C,NAFRev2,N
271800013,00358,27180001300358,O,2010-09-17,,,,2018-01-26T14:25:29,false,2,,14,,RUE,JEAN JACQUES ROUSSEAU,18000,BOURGES,,,18033,,,,,,,,,,,,,,,,,,,2017-06-23,F,PLAIMPIED VRD,,,,42.99Z,NAFRev2,N
271800013,00366,27180001300366,O,2009-12-11,,,,2021-02-23T10:35:30,false,1,,14,,RUE,JEAN JACQUES ROUSSEAU,18000,BOURGES,,,18033,,,,,,,,,,,,,,,,,,,2009-12-11,A,MASSAY MANDAT DE GESTION,,,,68.32A,NAFRev2,N
271800013,00374,27180001300374,O,2011-04-15,,,,2014-09-11T16:10:59,false,2,,14,,RUE,JEAN JACQUES ROUSSEAU,18000,BOURGES,,,18033,,,,,,,,,,,,,,,,,,,2012-12-31,F,VRD SAINT GEORGES SUR MOULON,,,,42.99Z,NAFRev2,N
271800013,00382,27180001300382,O,2011-04-15,,,,2021-02-23T10:35:30,false,1,,14,,RUE,JEAN JACQUES ROUSSEAU,18000,BOURGES,,,18033,,,,,,,,,,,,,,,,,,,2011-04-15,A,MANDAT DE GESTION CROISY,,,,68.32A,NAFRev2,N
271800013,00390,27180001300390,O,2011-12-09,,,,2021-02-23T10:35:30,false,1,,14,,RUE,JEAN JACQUES ROUSSEAU,18000,BOURGES,,,18033,,,,,,,,,,,,,,,,,,,2011-12-09,A,MANDAT DE GESTION LEVET,,,,68.32A,NAFRev2,N
271800013,00408,27180001300408,O,2011-06-24,,,,2016-01-29T16:51:53,false,2,,14,,RUE,JEAN JACQUES ROUSSEAU,18000,BOURGES,,,18033,,,,,,,,,,,,,,,,,,,2015-06-24,F,MAITRISE D'OUVRAGE VOIRIE ARGENT SUR SAULDRE,,,,42.11Z,NAFRev2,N
271800013,00416,27180001300416,O,2016-10-16,,,,2016-11-21T15:14:53,false,1,OPH,14,,RUE,JEAN JACQUES ROUSSEAU,18000,BOURGES,,BP 277,18033,18006,BOURGES CEDEX,,,,,,,,,,,,,,,,,2016-10-16,A,MANDAT DE GESTION LA PERCHE,,,,68.20A,NAFRev2,N
271800021,00021,27180002100021,O,1984-11-12,NN,,,2008-04-26T08:32:04,true,4,,207,,RTE,DE SAINT MICHEL,18000,BOURGES,,BP 4036,18033,18028,BOURGES CEDEX,,,,,,,,,,,,,,,,,2005-10-28,F,,,,,70.2A,NAFRev1,O
271800021,00039,27180002100039,O,2003-02-13,NN,,,2006-10-26T23:46:06,false,3,,207,,RTE,DE SAINT MICHEL,18000,BOURGES,,,18033,,,,,,,,,,,,,,,,,,,2005-10-28,F,REHABILITATION DE CHAMBRES DU CROUS,,,,70.2A,NAFRev1,N
271800062,00017,27180006200017,O,,,,,,true,1,,,,,MAIRIE,18220,BRECY,,,18035,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
271800070,00010,27180007000010,O,,,,,,true,1,,,,,MAIRIE,18220,LES AIX D'ANGILLON,,,18003,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
271800088,00012,27180008800012,O,,,,,,true,1,,,,,MAIRIE,18220,PARASSY,,,18176,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
271800096,00015,27180009600015,O,,,,,2019-11-14T14:00:22,true,1,,,,,MAIRIE,18390,SAINT-MICHEL-DE-VOLANGIS,,,18226,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
271800104,00017,27180010400017,O,,,,,2019-11-14T14:00:21,true,1,,,,,MAIRIE,18410,ARGENT-SUR-SAULDRE,,,18011,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
271800112,00010,27180011200010,O,,,,,2019-11-14T14:00:21,true,1,,,,,MAIRIE,18410,ARGENT-SUR-SAULDRE,,,18011,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
