038864955,00018,03886495500018,O,,,,,,true,1,,32,,RUE,DU MARCHE,78110,LE VESINET,,,78650,,,,,,,,,,,,,,,,,,,1997-12-25,F,,,,,70.3C,NAF1993,N
038864963,00012,03886496300012,O,1995-12-25,00,2018,,2020-08-25T10:10:58,true,2,,70,,AV,PIERRE GRENIER,92100,BOULOGNE-BILLANCOURT,,,92012,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038864971,00015,03886497100015,O,1995-12-25,NN,,,,false,3,ULOGNE REP PAR,11,,RUE,DE MONTREUIL,78000,VERSAILLES,,,78646,,,,,,,,,,,,,,,,,,,2002-03-20,F,,,,,70.3C,NAF1993,O
038864971,00023,03886497100023,O,2002-03-20,01,2019,,2021-10-27T08:01:20,true,3,,66,,AV,PIERRE GRENIER,92100,BOULOGNE-BILLANCOURT,,,92012,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038864989,00017,03886498900017,O,1995-12-25,01,2019,,2021-10-27T08:01:20,true,2,,9,,RUE,BERTEAUX DUMAS,92200,NEUILLY-SUR-SEINE,,,92051,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038864997,00010,03886499700010,O,1995-12-25,01,2019,,2021-10-27T08:01:20,true,2,,1,,RPT,SAINT JAMES,92200,NEUILLY-SUR-SEINE,,,92051,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038865002,00018,03886500200018,O,1995-12-25,01,2019,,2021-10-27T08:01:20,true,2,ER 92 NEUILLY REP PA,32,,RUE,DE L ARCADE,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038865010,00011,03886501000011,O,1991-01-01,03,2019,,2021-10-27T08:01:20,true,3,,92,,AV,MAURICE THOREZ,94200,IVRY-SUR-SEINE,,,94041,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038865036,00016,03886503600016,O,1991-01-01,00,2018,,2020-08-25T10:10:59,true,4,,125,,AV,MAURICE THOREZ,94200,IVRY-SUR-SEINE,,,94041,,,,,,,,,,,,,,,,,,,2017-08-31,A,,,,,81.10Z,NAFRev2,N
038865044,00010,03886504400010,O,1991-01-01,NN,,,2019-11-14T14:01:05,true,3,,3,B,RUE,PIERRE GUIGNOIS,94200,IVRY-SUR-SEINE,,,94041,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
038865051,00015,03886505100015,O,1991-01-01,NN,,,2019-11-14T14:01:05,true,4,193-195,193,,AV,MAURICE THOREZ,94200,IVRY-SUR-SEINE,,,94041,,,,,,,,,,,,,,,,,,,2018-02-28,A,,,,,81.10Z,NAFRev2,N
038865069,00017,03886506900017,O,1991-01-01,01,2019,,2021-10-27T08:01:20,true,3,,5,,RUE,ELISEE RECLUS,94270,LE KREMLIN-BICETRE,,,94043,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038865077,00010,03886507700010,O,1991-01-01,NN,,,2019-11-14T14:01:05,true,4,12 AU 14,12,,AV,PASTEUR,94100,SAINT-MAUR-DES-FOSSES,,,94068,,,,,,,,,,,,,,,,,,,2013-12-31,A,,,,,81.10Z,NAFRev2,N
038865085,00013,03886508500013,O,1995-12-25,01,2019,,2021-10-27T08:01:20,true,2,,172,,AV,DE CHOISY,75013,PARIS 13,,,75113,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038865093,00017,03886509300017,O,1991-01-01,01,2019,,2021-10-27T08:01:20,true,3,,13,,RUE,EMILE ZOLA,94800,VILLEJUIF,,,94076,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038865101,00018,03886510100018,O,1995-12-25,NN,,,2019-06-24T13:05:01,true,3,,40,,RUE,SAINTE COLOMBE,94800,VILLEJUIF,,,94076,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038865119,00010,03886511900010,O,1997-01-01,NN,,,2018-09-29T12:00:46,true,4,15-17,15,,RUE,EDOUARD TREMBLAY,94800,VILLEJUIF,,,94076,,,,,,,,,,,,,,,,,,,2016-12-31,A,,,,,81.10Z,NAFRev2,N
038865127,00013,03886512700013,O,1991-01-01,01,2019,,2021-10-27T08:01:20,true,4,,172,,RUE,JULIAN GRIMAU,94400,VITRY-SUR-SEINE,,,94081,,,,,,,,,,,,,,,,,,,2020-06-10,A,,,,,81.10Z,NAFRev2,O
038865143,00010,03886514300010,O,1995-12-25,NN,,,2008-01-04T17:57:12,true,2,UR MARNE REP PAR,35,,RUE,HOUDAN,92330,SCEAUX,,,92071,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
038865150,00015,03886515000015,O,1997-12-25,NN,,,2008-01-04T17:57:12,true,3,,21,,RUE,CREBILLON,94300,VINCENNES,,,94080,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
038865168,00017,03886516800017,O,1995-12-25,NN,,,2017-05-04T01:03:43,true,3,,3,,RUE,GABRIEL PERI,92120,MONTROUGE,,,92049,,,,,,,,,,,,,,,,,,,2015-03-26,A,,,,,81.10Z,NAFRev2,N
038865176,00010,03886517600010,O,1995-12-25,NN,,,2017-05-04T01:03:43,true,2,,62,,AV,ARISTIDE BRIAND,92120,MONTROUGE,,,92049,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038865192,00017,03886519200017,O,1997-12-25,NN,,,2019-11-14T14:01:00,true,2,,14,,,PARTERRE DU CHATEAU,78100,SAINT-GERMAIN-EN-LAYE,,,78551,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038865200,00018,03886520000018,O,1995-12-25,NN,,,2008-01-04T17:57:12,true,2,92 COURBEVOIE REP P,37,,RUE,DE LA CHAUSSEE D ANTIN,75009,PARIS 9,,,75109,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
038865218,00010,03886521800010,O,1995-12-25,01,2019,,2021-10-27T08:01:20,true,2,LLIERS 92 REP PAR,43,,RUE,PIERRE TIMBAUD,92230,GENNEVILLIERS,,,92036,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038865234,00017,03886523400017,O,1995-12-25,NN,,,2019-01-08T10:19:43,true,2,,24,,RUE,VOLTAIRE,93400,SAINT-OUEN-SUR-SEINE,,,93070,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038865242,00010,03886524200010,O,1997-12-25,NN,,,2008-01-04T17:57:12,true,2,,241,,RUE,PAUL VAILLANT COUTURIER,94140,ALFORTVILLE,,,94002,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
038865267,00017,03886526700017,O,1995-12-25,01,2019,,2021-10-27T08:01:20,true,2,,5,,RUE,HENRI SAY,92600,ASNIERES-SUR-SEINE,,,92004,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038865283,00014,03886528300014,O,1995-12-25,NN,,,2019-11-14T14:01:05,true,2,RES SUR SEINE REP PA,5,,RUE,DE LA CONCORDE,92600,ASNIERES-SUR-SEINE,,,92004,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038865309,00017,03886530900017,O,1995-12-25,NN,,,2019-11-14T14:01:05,true,3,,10,,RUE,DENIS PAPIN,92600,ASNIERES-SUR-SEINE,,,92004,,,,,,,,,,,,,,,,,,,2009-02-28,A,,,,,81.10Z,NAFRev2,N
038865317,00010,03886531700010,O,1995-12-25,01,2019,,2021-10-27T08:01:20,true,2,,3,,RUE,AUGUSTE MAYET,92600,ASNIERES-SUR-SEINE,,,92004,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038865358,00014,03886535800014,O,,,,,,true,1,,1,,RUE,JEAN PIERRE TIMBAUD,92320,CHATILLON,,,92020,,,,,,,,,,,,,,,,,,,1997-12-25,F,,,,,70.3C,NAF1993,N
038865366,00017,03886536600017,O,1997-12-25,NN,,,2008-01-04T17:57:13,true,2,,18,,AV,CLEMENT PERRIERE,92320,CHATILLON,,,92020,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038865374,00011,03886537400011,O,1997-12-25,NN,,,2008-01-04T17:57:13,true,2,,8,,AV,DE PARIS,92320,CHATILLON,,,92020,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
038865416,00010,03886541600010,O,1997-12-25,NN,,,2008-01-04T17:57:13,true,3,,15,,RUE,PIERRE BROSSOLETTE,92140,CLAMART,,,92023,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038865432,00017,03886543200017,O,1995-12-25,NN,,,2008-01-04T17:57:13,true,2,,3,,RUE,DU COLONEL FABIEN,92220,BAGNEUX,,,92007,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
038865473,00011,03886547300011,O,1995-12-25,01,2019,,2021-10-27T08:01:20,true,2,,40,,AV,J B CLEMENT,92100,BOULOGNE-BILLANCOURT,,,92012,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038865515,00019,03886551500019,O,1995-12-25,NN,,,2019-11-14T14:01:05,true,2,S REP PAR,37,,RUE,DU GENERAL LECLERC,92270,BOIS-COLOMBES,,,92009,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
038865523,00013,03886552300013,O,1995-12-25,01,2019,,2021-10-27T08:01:20,true,2,,6,,RUE,BOUTARD,92200,NEUILLY-SUR-SEINE,,,92051,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038865531,00016,03886553100016,O,1995-12-25,NN,,,2019-11-14T14:01:05,true,2,,57,B,RUE,CHARLES LAFFITTE,92200,NEUILLY-SUR-SEINE,,,92051,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038865549,00018,03886554900018,O,1995-12-25,01,2019,,2021-10-27T08:01:20,true,2,,21,,RUE,DE CHARTRES,92200,NEUILLY-SUR-SEINE,,,92051,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038865556,00013,03886555600013,O,1995-12-25,01,2019,,2021-10-27T08:01:20,true,2,,65,,BD,COMMANDANT CHARCOT,92200,NEUILLY-SUR-SEINE,,,92051,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038865564,00017,03886556400017,O,1995-12-25,01,2019,,2021-10-27T08:01:20,true,2,,71,,RUE,CHARCOT,92200,NEUILLY-SUR-SEINE,,,92051,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038865630,00016,03886563000016,O,1995-12-25,01,2019,,2021-10-27T08:01:20,true,2,,75,B,BD,RICHARD WALLACE,92800,PUTEAUX,,,92062,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038865648,00018,03886564800018,O,,,,,,true,1,,12,,RUE,AUGUSTE BLANCHE,92800,PUTEAUX,,,92062,,,,,,,,,,,,,,,,,,,1997-12-25,F,,,,,70.3C,NAF1993,N
038865663,00017,03886566300017,O,1997-12-25,NN,,,2008-01-04T17:57:13,true,3,,17,,RUE,ROUSSELLE,92800,PUTEAUX,,,92062,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
