300184199,00010,30018419900010,O,,NN,,,,true,1,,52,,RUE,DE MAILLANE,57890,PORCELETTE,,,57550,,,,,,,,,,,,,,,,,,,1991-12-31,F,,,,,69.23,NAP,N
300184207,00011,30018420700011,O,1974-01-01,NN,,,2019-11-14T14:00:46,true,1,,,,LD,HIMELING,57570,PUTTELANGE-LES-THIONVILLE,,,57557,,,,,,,,,,,,,,,,,,,1999-09-30,F,,,,,36.1G,NAF1993,N
300184223,00026,30018422300026,O,,,,,,true,1,,,,,LE BOURG,50620,LE DEZERT,,,50161,,,,,,,,,,,,,,,,,,,1997-03-31,F,,,,,55.4B,NAF1993,N
300184231,00029,30018423100029,O,2004-03-01,NN,,,2019-11-14T14:01:06,true,6,BUREAU 302,31,,AV,EUDOXIE NONGE,97490,SAINT-DENIS,,,97411,,,,,,,,,,,,,,,,,,,2009-12-31,F,,,,,71.12B,NAFRev2,N
300184249,00013,30018424900013,O,,,,,2019-11-14T14:00:46,true,1,,52,,GR,,57810,RECHICOURT-LE-CHATEAU,,,57564,,,,,,,,,,,,,,,,,,,,F,,,,,,,N
300184272,00023,30018427200023,O,,NN,,,,true,1,,13,,RUE,DU CHATEAU,57070,VANY,,,57694,,,,,,,,,,,,,,,,,,,2000-03-14,F,,,,,70.2C,NAF1993,N
300184306,00029,30018430600029,O,,,,,,true,1,,,,RUE,DU PAVILLON,50700,VALOGNES,,,50615,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,78.02,NAP,N
300184363,00012,30018436300012,O,,,,,,true,1,,,,AV,GEN DE GAULLE,32100,CONDOM,,,32107,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,77.08,NAP,N
300184371,00023,30018437100023,O,,NN,,,2019-11-14T14:00:39,true,1,,,,RUE,DU PRINCE,46270,BAGNAC-SUR-CELE,,,46015,,,,,,,,,,,,,,,,,,,,F,,,,,67.01,NAP,N
300184389,00025,30018438900025,O,,,,,,true,1,,,,RUE,DES VIGNES,72610,CHAMPFLEUR,,,72056,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,55.60,NAP,N
300184454,00019,30018445400019,O,,,,,,true,1,,,,BD,DE STRASBOURG,59100,ROUBAIX,,,59512,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,67.05,NAP,N
300184462,00012,30018446200012,O,1973-01-01,NN,,,2006-12-21T14:37:52,true,3,,34,B,RUE,ARMAND MEESCHAERT,59100,ROUBAIX,,,59512,,,,,,,,,,,,,,,,,,,2006-04-30,F,,,,,67.2Z,NAFRev1,N
300184488,00033,30018448800033,O,,,,,,true,1,,,,QUAI,DE CALIGNY,50100,CHERBOURG-EN-COTENTIN,,,50129,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.04,NAP,N
300184496,00010,30018449600010,O,,NN,,,,true,1,,106,,RUE,MARCHAND SAILLANT,61000,ALENCON,,,61001,,,,,,,,,,,,,,,,,,,1987-12-01,F,,,,,67.01,NAP,N
300184538,00019,30018453800019,O,,NN,,,,true,1,,,,,,60510,REMERANGLES,,,60530,,,,,,,,,,,,,,,,,,,1994-03-31,F,,,,,45.2V,NAF1993,O
300184579,00021,30018457900021,O,1981-01-02,,,,,false,4,,10,,RUE,D ORGEMONT,60500,CHANTILLY,,,60141,,,,,,,,,,,,,,,,,,,1993-09-13,F,,,,,85.1E,NAF1993,N
300184579,00039,30018457900039,O,1993-09-13,NN,,,2010-11-19T05:36:53,true,4,,40,,RUE,D ORGEMONT,60500,CHANTILLY,,,60141,,,,,,,,,,,,,,,,,,,2010-09-30,F,,,,,86.23Z,NAFRev2,N
300184587,00032,30018458700032,O,,NN,,,2019-11-14T14:00:50,true,1,,22,,RUE,DES POSTES,62147,GRAINCOURT-LES-HAVRINCOURT,,,62384,,,,,,,,,,,,,,,,,,,1995-08-01,F,,,,,52.6E,NAF1993,N
300184611,00022,30018461100022,O,1900-01-01,,,,,false,4,,10,,RUE,D ORGEMONT,60500,CHANTILLY,,,60141,,,,,,,,,,,,,,,,,,,1993-12-25,F,,,,,85.1E,NAF1993,N
300184611,00030,30018461100030,O,1993-09-13,,,,2007-04-17T08:15:30,true,4,,40,,RUE,D ORGEMONT,60500,CHANTILLY,,,60141,,,,,,,,,,,,,,,,,,,2007-03-31,F,,,,,85.1E,NAFRev1,N
300184629,00016,30018462900016,O,,,,,,true,1,,,,RUE,P VAILLANT COUTURIER,59770,MARLY,,,59383,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,81.21,NAP,N
300184678,00039,30018467800039,O,1981-02-01,NN,,,2019-11-14T14:00:49,true,4,,,,,CENTRE COMMERCIAL LECLERC,61300,SAINT-SULPICE-SUR-RISLE,,,61456,,,,,,,,,,,,,,,,,,,2005-02-01,F,,,,,93.0B,NAFRev1,O
300184694,00044,30018469400044,O,1991-01-01,NN,,,2006-11-25T09:11:27,false,4,,135,,RUE,JEAN MOULIN,59100,ROUBAIX,,,59512,,,,,,,,,,,,,,,,,,,1996-12-25,F,,,,,80.4D,NAF1993,N
300184694,00051,30018469400051,O,2006-07-01,,,,2009-12-04T09:33:50,false,3,RES DE L AMEDEE  APT 14,28,,RUE,DE L AMIRAL COURBET,59100,ROUBAIX,,,59512,,,,,,,,,,,,,,,,,,,2008-02-10,F,,,,,85.52Z,NAFRev2,N
300184694,00069,30018469400069,O,2009-12-01,,,,2021-07-23T19:55:12,true,2,LE TRIADOUR LA TOURNERIE,,,,,19190,LANTEUIL,,,19105,,,,,,,,,,,,,,,,,,,2020-12-31,F,,,,,90.03A,NAFRev2,N
300184702,00029,30018470200029,O,,,,,2019-11-14T14:00:49,true,1,,,,,LA FERRONNERIE,61440,SAINT-ANDRE-DE-MESSEI,,,61362,,,,,,,,,,,,,,,,,,,1993-06-30,F,,,,,50.2Z,NAF1993,N
300184710,00014,30018471000014,O,,,,,,true,1,,,,,MERIDIEN L,65420,IBOS,,,65226,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.30,NAP,N
300184728,00016,30018472800016,O,,NN,,,,true,1,,31,,RUE,MARECHAL FOCH,65290,JUILLAN,,,65235,,,,,,,,,,,,,,,,,,,1997-12-31,F,,,,,52.2C,NAF1993,N
300184744,00021,30018474400021,O,1900-01-01,,,,2011-04-28T00:10:41,false,2,,,,RUE,DU DRAGON,59200,TOURCOING,,,59599,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,,,N
300184744,00062,30018474400062,O,2008-06-01,,,,2009-07-27T09:53:55,true,1,,,,LD,LE VILLAGE,08800,TOURNAVAUX,,,08456,,,,,,,,,,,,,,,,,,,2008-06-01,A,,,,,55.20Z,NAFRev2,N
300184751,00018,30018475100018,O,1974-01-01,NN,,,,true,1,,,,,,46190,COMIAC,,,46071,,,,,,,,,,,,,,,,,,,2000-12-31,F,,,,,55.3A,NAF1993,N
300184793,00010,30018479300010,O,,NN,,,,true,1,,,,,,65350,MARSEILLAN,,,65301,,,,,,,,,,,,,,,,,,,1992-12-31,F,,,,,45.2V,NAF1993,N
300184801,00011,30018480100011,O,1900-01-01,NN,,,2009-08-20T04:41:31,false,4,,446,,RUE,GEORGES CLEMENCEAU,65700,MAUBOURGUET,,,65304,,,,,,,,,,,,,,,,,,,2009-04-30,F,,,,,75.00Z,NAFRev2,N
300184801,00029,30018480100029,O,1996-01-01,NN,,,2019-11-14T14:00:52,false,4,,8,,RTE,DE MIRANDE,65140,RABASTENS-DE-BIGORRE,,,65375,,,,,,,,,,,,,,,,,,,2009-04-30,F,,,,,75.00Z,NAFRev2,N
300184801,00037,30018480100037,O,2002-12-11,NN,,,2019-11-14T14:00:52,true,4,,13,,PL,DE LA REPUBLIQUE,65500,VIC-EN-BIGORRE,,,65460,,,,,,,,,,,,,,,,,,,2009-04-30,F,,,,,75.00Z,NAFRev2,N
300184819,00013,30018481900013,O,,,,,,true,1,,26,,RUE,DE L'HOTEL DE VILLE,65700,MAUBOURGUET,,,65304,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,84.14,NAP,N
300184827,00016,30018482700016,O,,NN,,,,true,1,,58,,RUE,DES SAINFOINS,61000,ALENCON,,,61001,,,,,,,,,,,,,,,,,,,1988-07-31,F,,,,,55.40,NAP,N
300184835,00050,30018483500050,O,1992-02-15,NN,,,,true,1,,65,,RUE,FOCKLOCH,57600,OETING,,,57521,,,,,,,,,,,,,,,,,,,2000-09-30,F,,,,,60.2E,NAF1993,N
300184843,00013,30018484300013,O,,,,,2019-11-14T14:00:52,true,1,,,,,,65670,MONLEON-MAGNOAC,,,65315,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.14,NAP,N
300184876,00013,30018487600013,O,,,,,2019-11-14T14:00:47,true,1,,,,RUE,PASTEUR,59210,COUDEKERQUE-BRANCHE,,,59155,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.42,NAP,N
300184884,00041,30018488400041,O,2002-10-02,NN,,,2006-11-25T09:11:27,true,3,,,,,AU BOURG,65350,CABANAC,,,65115,,,,,,,,,,,,,,,,,,,2003-12-31,F,,,,,50.1Z,NAFRev1,N
300184900,00011,30018490000011,O,,,,,,true,1,,,,,,65320,SERON,,,65422,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.04,NAP,N
300184918,00013,30018491800013,O,,,,,,true,1,,23,,,A FOURCADE,65430,SOUES,,,65433,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,38.40,NAP,N
300184967,00036,30018496700036,O,1987-10-01,NN,,,2008-11-07T00:16:35,true,4,ETAL N 44,44,,,HALLE BRAUHAUBAN,65000,TARBES,,,65440,,,,,,,,,,,,,,,,,,,2008-01-01,F,,,,,47.22Z,NAFRev2,N
300184983,00017,30018498300017,O,,NN,,,,true,1,,35,,AV,DE LA MARNE,65000,TARBES,,,65440,,,,,,,,,,,,,,,,,,,1995-03-31,F,,,,,45.3H,NAF1993,N
300184991,00010,30018499100010,O,,NN,,,2019-02-20T11:42:47,true,1,,5,,RUE,ARISTOTE,59800,LILLE,,,59350,,,,,,,,,,,,,,,,,,,1987-07-31,F,,,,,47.04,NAP,N
300185006,00016,30018500600016,O,1974-01-01,NN,,,2008-01-04T19:09:07,true,5,,198,,RUE,DU BOURG,59130,LAMBERSART,,,59328,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,68.20B,NAFRev2,N
300185014,00028,30018501400028,O,2004-01-01,NN,,,2008-01-04T19:09:07,true,3,,19,,RUE,DE LIEU SAINT AMAND,59141,IWUY,,,59322,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,01.11Z,NAFRev2,N
300185022,00013,30018502200013,O,,NN,,,2019-11-14T14:00:47,true,1,,141,,RUE,JEAN JAURES,59263,HOUPLIN-ANCOISNE,,,59316,,,,,,,,,,,,,,,,,,,,F,,,,,55.73,NAP,N
300185048,00026,30018504800026,O,,NN,,,,true,1,,7,,RUE,MARIE CURIE,57970,YUTZ,,,57757,,,,,,,,,,,,,,,,,,,,F,,,,,81.21,NAP,N
300185055,00039,30018505500039,O,1997-11-01,NN,,,,true,4,,157,,RUE,DU GENERAL DE GAULLE,59110,LA MADELEINE,,,59368,,,,,,,,,,,,,,,,,,,2003-03-15,F,,,,,52.4C,NAFRev1,O
300185089,00012,30018508900012,O,1973-01-01,NN,,,2008-04-26T08:33:06,true,4,,38,,RUE,DE LA PAROISSE,62140,HESDIN,,,62447,,,,,,,,,,,,,,,,,,,2006-12-31,F,,,,,52.4C,NAFRev1,O
300185105,00024,30018510500024,O,1992-11-01,NN,,,2019-11-14T14:00:49,true,4,,73,,RUE,DES QUINZE FUSILLES,61400,MORTAGNE-AU-PERCHE,,,61293,,,,,,,,,,,,,,,,,,,2003-01-09,F,,,,,85.1C,NAFRev1,O
300185113,00044,30018511300044,O,1988-11-01,NN,,,,true,1,,5,B,RTE,DE CHAUMES,77610,CHATRES,,,77104,,,,,,,,,,,,,,,,,,,1999-12-31,F,,,,,93.0D,NAF1993,N
300185121,00013,30018512100013,O,,NN,,,,true,1,,11,,PL,POULET MALASSIS,61000,ALENCON,,,61001,,,,,,,,,,,,,,,,,,,1995-07-02,F,,,,,84.11,NAP,N
300185147,00026,30018514700026,O,1985-04-13,NN,,,2019-11-14T14:00:52,false,4,,50,,RUE,MARECHAL FOCH,65500,VIC-EN-BIGORRE,,,65460,,,,,,,,,,,,,,,,,,,2011-07-31,F,RESIDENCE LALASSERRE,,,,68.20B,NAFRev2,O
300185147,00034,30018514700034,O,1985-04-13,,,,2014-03-10T02:32:37,true,5,,,,QUAI,ARRIAGOSSE,65700,VIDOUZE,,,65462,,,,,,,,,,,,,,,,,,,2013-12-31,F,,,,,01.50Z,NAFRev2,N
300185147,00042,30018514700042,O,1993-10-01,NN,,,2019-11-14T14:00:52,false,4,,16,,RUE,DU FOIRAIL,65500,VIC-EN-BIGORRE,,,65460,,,,,,,,,,,,,,,,,,,2011-07-26,F,GRANDE DEBALLAGE,,,,01.45Z,NAFRev2,N
300185196,00015,30018519600015,O,,NN,,,,true,1,,10,,RUE,CHANTEPIE,60129,GLAIGNES,,,60274,,,,,,,,,,,,,,,,,,,1989-02-28,F,,,,,64.11,NAP,N
300185220,00013,30018522000013,O,,NN,,,2019-11-14T14:00:47,true,1,,1,,RUE,D'ALBRET,59440,AVESNES-SUR-HELPE,,,59036,,,,,,,,,,,,,,,,,,,1996-03-30,F,,,,,52.4X,NAF1993,O
300185238,00015,30018523800015,O,,NN,,,,true,1,,1,,PL,SAINT VIGOR,61100,ATHIS-VAL DE ROUVRE,,,61007,,,,,,,,,,,,,,,,,,,1991-12-31,F,,,,,64.12,NAP,N
300185253,00014,30018525300014,O,,,,,2019-11-14T14:00:47,true,1,,6,,RUE,CARNOT,59450,SIN-LE-NOBLE,,,59569,,,,,,,,,,,,,,,,,,,1992-03-31,F,,,,,93.0D,NAF1993,N
300185279,00027,30018527900027,O,1988-12-25,NN,,,2019-11-14T14:00:15,true,4,,123,,PL,DES PINS,06740,CHATEAUNEUF-GRASSE,,,06038,,,,,,,,,,,,,,,,,,,2017-12-31,F,,,,,86.90E,NAFRev2,N
300185303,00017,30018530300017,O,,NN,,,2019-11-14T14:00:47,true,1,,53,,RUE,DU GENERAL LECLERC,59184,SAINGHIN-EN-WEPPES,,,59524,,,,,,,,,,,,,,,,,,,1989-09-30,F,,,,,87.03,NAP,N
300185311,00010,30018531100010,O,,NN,,,2019-11-14T14:00:49,true,1,,,,RTE,D'ALENCON,61400,SAINT-LANGIS-LES-MORTAGNE,,,61414,,,,,,,,,,,,,,,,,,,1989-04-30,F,,,,,55.71,NAP,N
300185329,00012,30018532900012,O,,NN,,,,true,1,,,,,,46190,CALVIAC,,,46048,,,,,,,,,,,,,,,,,,,1995-03-04,F,,,,,45.2V,NAF1993,O
300185337,00031,30018533700031,O,1986-01-01,NN,,,2011-04-28T00:10:41,false,4,,48,,RUE,DE L ANGUILLE,66000,PERPIGNAN,,,66136,,,,,,,,,,,,,,,,,,,1999-12-31,F,,,,,74.1J,NAF1993,N
300185337,00049,30018533700049,O,2003-04-15,NN,,4399CZ,2015-11-17T20:20:00,true,8,,65,,CHE,DE L ETANG LONG,66380,PIA,,,66141,,,,,,,,,,,,,,,,,,,2015-05-31,F,,,,,46.90Z,NAFRev2,N
300185360,00017,30018536000017,O,,NN,,,,true,1,,1635,,RUE,DE QUESNOY,59118,WAMBRECHIES,,,59636,,,,,,,,,,,,,,,,,,,2002-10-19,F,,,,,01.1A,NAF1993,N
300185410,00010,30018541000010,O,,,,,2019-11-14T14:00:39,true,1,,,,RTE,DE GAGNAC,46130,BIARS-SUR-CERE,,,46029,,,,,,,,,,,,,,,,,,,1993-12-31,F,,,,,45.3A,NAF1993,N
300185436,00015,30018543600015,O,,NN,,,,true,1,,,,,LE HAMEL,50740,CAROLLES,,,50102,,,,,,,,,,,,,,,,,,,1989-09-03,F,,,,,67.13,NAP,N
300185451,00022,30018545100022,O,,NN,,,,true,1,,37,,RUE,FONDARY,75015,PARIS 15,,,75115,,,,,,,,,,,,,,,,,,,1988-12-25,F,,,,,55.73,NAP,N
300185469,00016,30018546900016,O,1974-01-01,NN,,,,true,1,,,,RUE,DU DR PROD'HOMME,61210,PUTANGES-LE-LAC,,,61339,,,,,,,,,,,,,,,,,,,2000-06-30,F,,,,,45.4A,NAF1993,N
300185519,00026,30018551900026,O,,NN,,,2019-11-14T14:00:58,true,1,,,,,LE DONJON,76700,SAINT-LAURENT-DE-BREVEDENT,,,76596,,,,,,,,,,,,,,,,,,,1987-09-30,F,,,,,84.12,NAP,N
300185576,00018,30018557600018,O,,,,,,true,1,,,,RUE,PIERRE LOTI,76610,LE HAVRE,,,76351,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.11,NAP,N
300185592,00015,30018559200015,O,,,,,,true,1,,53,,RUE,RAOUL ANCEL,76610,LE HAVRE,,,76351,,,,,,,,,,,,,,,,,,,1989-12-31,F,,,,,62.11,NAP,N
300185618,00026,30018561800026,O,,NN,,,2019-11-14T14:00:58,true,1,,10,,RUE,RAVINE,76460,SAINT-VALERY-EN-CAUX,,,76655,,,,,,,,,,,,,,,,,,,1991-03-22,F,,,,,81.21,NAP,N
300185626,00029,30018562600029,O,1900-01-01,NN,,,,false,4,,49,,RUE,PAUL DOUMER,76600,LE HAVRE,,,76351,,,,,,,,,,,,,,,,,,,1998-12-25,F,,,,,85.1G,NAF1993,N
300185626,00037,30018562600037,O,1998-03-01,NN,,,2015-05-14T03:54:26,true,5,,78,,RUE,ANATOLE FRANCE,76600,LE HAVRE,,,76351,,,,,,,,,,,,,,,,,,,2014-06-30,F,,,,,86.90E,NAFRev2,O
300185634,00023,30018563400023,O,1981-10-01,NN,,,,true,1,,196,,BD,ALBERT 1ER,76600,LE HAVRE,,,76351,,,,,,,,,,,,,,,,,,,1990-04-02,F,,,,,70.2C,NAF1993,N
300185667,00031,30018566700031,O,1900-01-01,NN,,,2019-11-14T14:00:49,true,5,,,,,LE COTENTIN,61170,SAINTE-SCOLASSE-SUR-SARTHE,,,61454,,,,,,,,,,,,,,,,,,,2005-06-30,F,,,,,45.3C,NAFRev1,O
300185683,00012,30018568300012,O,,NN,,,,true,1,,24,,RUE,FERDINAND BUISSON,61200,ARGENTAN,,,61006,,,,,,,,,,,,,,,,,,,1988-10-07,F,,,,,67.05,NAP,N
300185691,00015,30018569100015,O,,NN,,,2019-11-14T14:00:50,true,1,,26,,RUE,T ET FLORENT CAUDRON,62700,BRUAY-LA-BUISSIERE,,,62178,,,,,,,,,,,,,,,,,,,1987-04-17,F,,,,,67.01,NAP,N
300185709,00015,30018570900015,O,,NN,,,,true,1,,1300,,RUE,HERBEUSE,76230,BOIS-GUILLAUME,,,76108,,,,,,,,,,,,,,,,,,,1989-01-09,F,,,,,84.12,NAP,N
300185717,00018,30018571700018,O,,NN,,,2019-11-14T14:00:50,true,1,,9,,RUE,ARTHUR LAMENDIN,62530,HERSIN-COUPIGNY,,,62443,,,,,,,,,,,,,,,,,,,1997-12-15,F,,,,,45.4J,NAF1993,O
300185725,00060,30018572500060,O,1995-07-01,NN,,,2019-11-14T14:00:20,false,5,SARL PSCI,4,,RUE,GUYNEMER,14640,VILLERS-SUR-MER,,,14754,,,,,,,,,,,,,,,,,,,2003-01-01,F,,,,,74.1J,NAF1993,N
300185725,00078,30018572500078,O,1999-01-01,NN,,,2019-11-14T14:00:19,false,4,,12,,BD,DE LA PLAGE,14910,BLONVILLE-SUR-MER,,,14079,,,,,,,,,,,,,,,,,,,2000-01-25,F,,,,,52.1B,NAF1993,O
300185725,00086,30018572500086,O,2003-01-01,NN,,,2019-11-14T14:00:20,true,4,CTRE COMMERC VILLERS 2000,,,RUE,DU DOCTEUR SICARD,14640,VILLERS-SUR-MER,,,14754,,,,,,,,,,,,,,,,,,,2006-07-01,F,,,,,52.1B,NAFRev1,N
300185725,00094,30018572500094,O,2006-02-14,,,,2019-11-14T14:00:19,false,2,,,,,LEPIEUGE,14910,BLONVILLE-SUR-MER,,,14079,,,,,,,,,,,,,,,,,,,2006-07-01,F,ELEVAGE DE LEXLOR,,,,01.2C,NAFRev1,N
300185733,00015,30018573300015,O,1977-01-01,NN,,,2008-01-04T19:09:07,true,3,,,,,,46100,CAMBES,,,46051,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,68.20B,NAFRev2,N
300185741,00018,30018574100018,O,,NN,,,,true,1,,,,,SAINT HIPPOLYTE,61570,ALMENECHES,,,61002,,,,,,,,,,,,,,,,,,,1981-12-31,F,,,,,77.01,NAP,N
300185758,00020,30018575800020,O,1985-07-01,NN,,,2013-02-02T12:12:47,true,4,,8,,RUE,DE LA STATION,62910,MORINGHEM,,,62592,,,,,,,,,,,,,,,,,,,2012-12-25,F,,,,,01.50Z,NAFRev2,N
300185766,00015,30018576600015,O,,NN,,,,true,1,,25,,AV,DE LA 2EME DB,61200,ARGENTAN,,,61006,,,,,,,,,,,,,,,,,,,1995-09-09,F,,,,,74.2C,NAF1993,N
300185782,00012,30018578200012,O,,,,,,true,1,,,,LD,FOUGY,61310,LE BOURG SAINT LEONARD,,,61057,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,01.80,NAP,N
300185816,00026,30018581600026,O,1988-11-01,NN,,,2019-11-14T14:00:50,true,7,,99,,RTE,DE LENS,62223,SAINTE-CATHERINE,,,62744,,,,,,,,,,,,,,,,,,,2010-09-17,F,,,,,45.20A,NAFRev2,N
300185865,00015,30018586500015,O,,NN,,,,true,1,,4,,RUE,DES LOMBARDS,76290,MONTIVILLIERS,,,76447,,,,,,,,,,,,,,,,,,,1990-05-31,F,,,,,81.21,NAP,N
300185915,00018,30018591500018,O,,NN,,,,true,1,,,,RUE,DE L'HERMITAGE,61100,SAINT-GEORGES-DES-GROSEILLERS,,,61391,,,,,,,,,,,,,,,,,,,,F,,,,,55.70,NAP,N
300185931,00015,30018593100015,O,,,,,,true,1,,,,,,76730,AVREMESNIL,,,76050,,,,,,,,,,,,,,,,,,,1987-12-25,F,,,,,62.43,NAP,N
300185956,00012,30018595600012,O,,,,,,true,1,,,,,,82700,MONTBARTIER,,,82123,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.48,NAP,N
