038778387,00019,03877838700019,O,1995-12-25,,,,2008-01-04T17:56:47,true,2,Y REP PAR SA MASSY V,5,,RUE,DU DAUPHINE,91300,MASSY,,,91377,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
038778403,00014,03877840300014,O,1995-12-25,01,2019,,2021-10-27T08:01:12,true,2,MASSY REP PAR SARL S,,,RES,LES ARCADES,91160,LONGJUMEAU,,,91345,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038778411,00017,03877841100017,O,1995-12-25,NN,,,2021-09-24T15:17:24,true,2,,,,SQ,DE SUEDE,91300,MASSY,,,91377,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038778429,00019,03877842900019,O,1997-12-25,,,,2008-01-04T17:56:47,true,2,,8,,RUE,DE LA SAUSSAYE,91300,MASSY,,,91377,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
038778445,00015,03877844500015,O,1995-12-25,NN,,,2008-04-26T08:05:59,true,3,,2,,AV,DU PDT SALVADOR ALLENDE,91300,MASSY,,,91377,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
038778452,00011,03877845200011,O,1995-12-25,01,2019,,2021-10-27T08:01:12,true,4,,8,,RUE,DU LANGUEDOC,91300,MASSY,,,91377,,,,,,,,,,,,,,,,,,,2013-11-04,A,,,,,81.10Z,NAFRev2,O
038778494,00013,03877849400013,O,1995-12-25,NN,,,2015-05-14T03:04:06,true,3,,6,,AV,DU PDT SALVADOR ALLENDE,91300,MASSY,,,91377,,,,,,,,,,,,,,,,,,,2013-12-31,A,,,,,81.10Z,NAFRev2,N
038778502,00013,03877850200013,O,1995-12-25,NN,,,2019-06-24T13:04:54,true,3,1 MASSY,29,,BD,JULES SANDEAU,75116,PARIS 16,,,75116,,,,,,,,,,,,,,,,,,,2017-12-31,A,,,,,81.10Z,NAFRev2,N
038778510,00016,03877851000016,O,1995-12-25,01,2019,,2021-10-27T08:01:12,true,2,,33,,BD,DU 1ER MAI,91300,MASSY,,,91377,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038778528,00018,03877852800018,O,1995-12-25,01,2019,,2021-10-27T08:01:12,true,2,BERT THOMAS 91 MASSY,29,,BD,JULES SANDEAU,75116,PARIS 16,,,75116,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038778536,00011,03877853600011,O,1995-12-25,NN,,,2016-04-26T01:05:07,true,3,P PAR MR ALAIN PETIT,29,,BD,JULES SANDEAU,75116,PARIS 16,,,75116,,,,,,,,,,,,,,,,,,,2014-12-31,A,,,,,81.10Z,NAFRev2,N
038778544,00015,03877854400015,O,1997-12-25,,,,2008-01-04T17:56:47,true,2,,,,,LES AUVERGNATS,41130,MEUSNES,,,41139,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
038778551,00010,03877855100010,O,1995-12-25,,,,2008-01-04T17:56:47,true,2,1 MASSY,29,,BD,JULES SANDEAU,75116,PARIS 16,,,75116,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
038778569,00012,03877856900012,O,1995-12-25,NN,,,2015-05-14T03:04:06,true,2,91 MASSY REP PAR,29,,BD,JULES SANDEAU,75116,PARIS 16,,,75116,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038778601,00013,03877860100013,O,1995-12-25,01,2019,,2021-10-27T08:01:12,true,2,,8,,RUE,JEAN ROSTAND,91300,MASSY,,,91377,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038778635,00011,03877863500011,O,1995-12-25,01,2019,,2021-10-27T08:01:12,true,2,RES MASSY VALLEE 2,,,RUE,JEAN ROSTAND,91300,MASSY,,,91377,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
038778650,00010,03877865000010,O,1995-12-25,NN,,,2018-09-29T12:00:42,true,4,,1,,ALL,DU PARC,91540,MENNECY,,,91386,,,,,,,,,,,,,,,,,,,2017-01-22,A,,,,,81.10Z,NAFRev2,O
