180043010,01592,18004301001592,O,2015-05-13,21,2019,,2021-10-27T08:04:27,false,3,,55,,RUE,NOTRE DAME DE RECOUVRANCE,45000,ORLEANS,,BP 2219,45234,45012,ORLEANS CEDEX 1,,,,,,,,,,,,,,,,,2019-05-20,A,DIRECTION TERRITORIALE CENTRE VAL-DE-LOIRE,,,,85.60Z,NAFRev2,N
180043010,01600,18004301001600,O,2015-05-13,NN,,,2019-06-24T13:07:37,false,3,,92,,RUE,D ANTRAIN,35700,RENNES,,CS 20620,35238,35706,RENNES CEDEX 7,,,,,,,,,,,,,,,,,2017-12-18,F,DIRECTION TERRITORIALE BRETAGNE PAYS-DE LA LOIRE,,,,85.60Z,NAFRev2,N
180043010,01618,18004301001618,O,2015-05-13,12,2019,,2021-10-27T08:04:27,false,2,LOTISSEMENT PETIT ACAJOU,,,RUE,DE LA DOCUMENTATION,97139,LES ABYMES,,,97101,,,,,,,,,,,,,,,,,,,2017-09-08,A,DIRECTION ACADEMIQUE DE GUADELOUPE,,,,85.60Z,NAFRev2,N
180043010,01626,18004301001626,O,2015-05-13,12,2019,,2021-10-27T08:04:27,false,2,ESPE BATIMENT 1,,,BD,DE LA POINTE DES NEGRES,97200,FORT-DE-FRANCE,,,97209,,,,,,,,,,,,,,,,,,,2017-09-08,A,DIRECTION ACADEMIQUE DE MARTINIQUE,,,,85.60Z,NAFRev2,N
180043010,01634,18004301001634,O,2015-05-13,11,2019,,2021-10-27T08:04:27,false,2,,16,,BD,DE LA REPUBLIQUE,97300,CAYENNE,,BP 5010,97302,97305,CAYENNE CEDEX,,,,,,,,,,,,,,,,,2017-09-08,A,DIRECTION ACADEMIQUE DE GUYANE,,,,85.60Z,NAFRev2,N
180043010,01642,18004301001642,O,2015-05-13,11,2019,,2021-10-27T08:04:27,false,2,,16,,RUE,JEAN CHATEL,97400,SAINT-DENIS,,,97411,,,,,,,,,,,,,,,,,,,2017-09-08,A,DIRECTION ACADEMIQUE DE LA REUNION,,,,85.60Z,NAFRev2,N
180043010,01659,18004301001659,O,2015-05-13,12,2019,,2021-10-27T08:04:27,false,2,,,,AV,DU MONT THABOR,20090,AJACCIO,,BP 70961,2A004,20700,AJACCIO CEDEX 9,,,,,,,,,,,,,,,,,2017-09-08,A,DIRECTION ACADEMIQUE DE CORSE,,,,85.60Z,NAFRev2,N
180043010,01667,18004301001667,O,2016-09-01,22,2019,,2021-10-27T08:04:27,false,2,,60,,BD,DU LYCEE,92170,VANVES,,,92075,,,,,,,,,,,,,,,,,,,2017-09-08,A,DIRECTION TERRITORIALE ILE DE FRANCE,,,,85.60Z,NAFRev2,N
180043010,01675,18004301001675,O,2017-12-18,,,,2019-05-24T08:47:34,false,1,,8,,RUE,DU GENERAL MARGUERITTE,44000,NANTES,,,44109,,,,,,,,,,,,,,,,,,,2017-12-18,A,DIRECTION TERRITORIALE BRETAGNE PAYS DE LA LOIRE,,,,85.60Z,NAFRev2,N
180043010,01683,18004301001683,O,2019-05-20,,,,2019-05-22T14:29:17,false,1,,47,,RUE,PHILIPPE DE LASSALLE,69004,LYON 4EME,,,69384,69316,LYON CEDEX 04,,,,,,,,,,,,,,,,,2019-05-20,A,DIRECTION TERRITORIALE AUVERGNE RHONE-ALPES,,,,85.60Z,NAFRev2,O
