302019484,00013,30201948400013,O,1975-01-01,,,,2008-11-07T00:18:05,true,4,,22,,AV,DE LA LIBERATION,86000,POITIERS,,,86194,,,,,,,,,,,,,,,,,,,2004-09-30,F,,,,,52.4X,NAFRev1,O
302019492,00016,30201949200016,O,,NN,,,2019-11-14T14:01:05,true,1,,1,,PL,JEAN JAURES,94380,BONNEUIL-SUR-MARNE,,,94011,,,,,,,,,,,,,,,,,,,,F,,,,,64.49,NAP,N
302019518,00026,30201951800026,O,,NN,,,,true,1,,,,AV,DU LAC,84130,LE PONTET,,,84092,,,,,,,,,,,,,,,,,,,,F,,,,,64.12,NAP,N
302019526,00029,30201952600029,O,,NN,,,,true,1,,21,,RUE,AUXERROISE,89800,CHABLIS,,,89068,,,,,,,,,,,,,,,,,,,1996-12-15,F,,,,,45.4J,NAF1993,N
302019534,00015,30201953400015,O,,,,,,true,1,,,,RUE,SAURIN,84350,COURTHEZON,,,84039,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,55.73,NAP,N
302019559,00020,30201955900020,O,1900-01-01,NN,,,,true,4,,15,,RUE,DE L HOTEL DIEU,86000,POITIERS,,,86194,,,,,,,,,,,,,,,,,,,1993-12-25,F,,,,,85.1C,NAF1993,N
302019583,00012,30201958300012,O,1994-02-28,NN,,,2019-11-14T14:01:02,true,5,,14,,RUE,DE LA REPUBLIQUE,84110,VAISON-LA-ROMAINE,,,84137,,,,,,,,,,,,,,,,,,,2013-03-20,F,,,,,47.78C,NAFRev2,O
302019583,00020,30201958300020,O,1984-11-25,NN,,,2019-11-14T14:01:02,false,3,,,,PL,MONTFORT,84110,VAISON-LA-ROMAINE,,,84137,,,,,,,,,,,,,,,,,,,1994-02-28,F,BAR CENTRAL,,,,70.2C,NAF1993,N
302019609,00049,30201960900049,O,,NN,,,,true,1,,12,,RUE,DE VERSAILLES,92410,VILLE D'AVRAY,,,92077,,,,,,,,,,,,,,,,,,,1996-11-30,F,,,,,15.1F,NAF1993,N
302019658,00012,30201965800012,O,,,,,2019-11-14T14:01:03,true,1,,,,,CLOS GAULTIER *T9,86280,SAINT-BENOIT,,,86214,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.46,NAP,N
302019682,00012,30201968200012,O,,,,,,true,1,,,,AV,FREDERIC MISTRAL,84200,CARPENTRAS,,,84031,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,51.11,NAP,N
302019690,00023,30201969000023,O,1996-04-01,NN,,,,true,4,,3,,RUE,DE LORRAINE,88450,VINCEY,,,88513,,,,,,,,,,,,,,,,,,,2003-03-31,F,,,,,52.4R,NAFRev1,N
302019708,00023,30201970800023,O,,NN,,,,true,1,,32,,RUE,JEAN MOULIN,80000,AMIENS,,,80021,,,,,,,,,,,,,,,,,,,1990-09-01,F,,,,,18.2G,NAF1993,N
302019757,00053,30201975700053,O,1996-11-25,,,,,true,1,,3,,RUE,ST GEORGES,75009,PARIS 9,,,75109,,,,,,,,,,,,,,,,,,,1999-12-28,F,,,,,70.2C,NAF1993,N
302019765,00015,30201976500015,O,1974-01-01,NN,,,2008-11-07T00:18:05,false,4,,212,,RUE,SAINT MAUR,75010,PARIS 10,,,75110,,,,,,,,,,,,,,,,,,,1997-01-30,F,,,,,22.2C,NAF1993,O
302019765,00023,30201976500023,O,1997-01-30,NN,,,,true,4,,160,,RUE,DE ROMAINVILLE,93100,MONTREUIL,,,93048,,,,,,,,,,,,,,,,,,,1999-10-12,F,,,,,22.2C,NAF1993,O
302019799,00014,30201979900014,O,1900-01-01,NN,,,,false,3,,26,,RUE,DE LA BIENFAISANCE,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,1993-12-25,F,,,,,70.1F,NAF1993,N
302019799,00022,30201979900022,O,1993-02-18,NN,,,,false,4,019 A 021,19,,RUE,DE LA BIENFAISANCE,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,1999-10-01,F,,,,,70.1F,NAF1993,N
302019799,00030,30201979900030,O,1999-10-01,NN,,,2017-06-15T04:40:17,true,3,TOUR EUROPLAZA DEFENSE 4,20,,AV,ANDRE PROTHIN,92400,COURBEVOIE,,,92026,92063,PARIS LA DEFENSE CEDEX,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,68.10Z,NAFRev2,N
302019807,00015,30201980700015,O,1900-01-01,NN,,,2006-10-26T23:54:54,false,4,,3,,RUE,DE GRAMONT,75002,PARIS 2,,,75102,,,,,,,,,,,,,,,,,,,2004-05-08,F,,,,,67.1A,NAFRev1,O
302019807,00023,30201980700023,O,2004-05-08,NN,,,2006-10-26T23:54:54,true,3,,12,,BD,DE LA MADELEINE,75009,PARIS 9,,,75109,,,,,,,,,,,,,,,,,,,2004-12-25,F,,,,,67.1A,NAFRev1,O
302019831,00015,30201983100015,O,1900-01-01,NN,,,2019-04-23T16:00:01,true,3,,4,,RUE,DU GENERAL COLIN,78400,CHATOU,,,78146,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,91.01Z,NAFRev2,N
302019849,00017,30201984900017,O,,NN,,,2019-11-14T14:00:59,true,1,,27,,AV,DU MARECHAL FOCH,78700,CONFLANS-SAINTE-HONORINE,,,78172,,,,,,,,,,,,,,,,,,,1987-05-20,F,,,,,38.40,NAP,N
302019898,00022,30201989800022,O,1990-01-06,NN,,,,true,1,,63,,BD,DES ALLOBROGES,74130,BONNEVILLE,,,74042,,,,,,,,,,,,,,,,,,,1998-02-02,F,,,,,52.4E,NAF1993,O
302019906,00015,30201990600015,O,1900-01-01,NN,,,,true,4,,40,,RUE,ROUELLE,75015,PARIS 15,,,75115,,,,,,,,,,,,,,,,,,,1993-12-25,F,,,,,91.3E,NAF1993,N
302019914,00019,30201991400019,O,,,,,,true,1,,,,RUE,NOTRE DAME DE NAZARETH,75003,PARIS 3,,,75103,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,58.06,NAP,N
302019922,00012,30201992200012,O,,,,,,true,1,,,,RUE,RICHARD LENOIR,75011,PARIS 11,,,75111,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,55.73,NAP,N
302019930,00049,30201993000049,O,,NN,,,,true,1,,1,,RUE,DES ITALIENS,75009,PARIS 9,,,75109,,,,,,,,,,,,,,,,,,,1996-12-31,F,,,,,70.2C,NAF1993,N
302019963,00016,30201996300016,O,,NN,,,,true,1,,31,,RUE,DE CHARONNE,75011,PARIS 11,,,75111,,,,,,,,,,,,,,,,,,,,F,,,,,65.01,NAP,N
302019989,00011,30201998900011,O,1900-01-01,NN,,,,false,4,ZI DE BEAUVAL,47,,ALL,DES PLATANES,77100,MEAUX,,,77284,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,90.0A,NAF1993,O
302019989,00037,30201998900037,O,1995-06-30,NN,,,2009-06-27T03:37:15,true,4,7-9 ZI NORD,7,,IMP,DES ARTISANS,77100,MEAUX,,,77284,,,,,,,,,,,,,,,,,,,2007-06-29,F,,,,,90.0A,NAFRev1,O
302020003,00018,30202000300018,O,,,,,,true,1,,,,,,73210,LA PLAGNE TARENTAISE,,,73150,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.40,NAP,N
302020029,00021,30202002900021,O,1983-10-01,NN,,,,true,4,,19,,RUE,DE MONTMACHOUX,77940,VOULX,,,77531,,,,,,,,,,,,,,,,,,,2003-04-30,F,,,,,45.2V,NAFRev1,N
302020037,00024,30202003700024,O,1900-01-01,NN,,,,false,4,,69,,RUE,DE ROME,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,1996-05-21,F,,,,,74.4B,NAF1993,O
302020037,00032,30202003700032,O,1996-05-21,NN,,,,true,3,,74,,RUE,BLANCHE,75009,PARIS 9,,,75109,,,,,,,,,,,,,,,,,,,1997-02-06,F,,,,,74.4B,NAF1993,O
302020052,00015,30202005200015,O,,,,,,true,1,,4,,QUAI,DES MARANS,71000,MACON,,,71270,,,,,,,,,,,,,,,,,,,1988-10-28,F,,,,,65.01,NAP,N
302020078,00028,30202007800028,O,1986-05-28,NN,,,2008-11-07T00:18:05,false,4,,90,,AV,ALBERT THOMAS,81000,ALBI,,,81004,,,,,,,,,,,,,,,,,,,1996-12-25,F,,,,,52.4W,NAF1993,O
302020078,00036,30202007800036,O,1995-10-01,NN,,,2019-04-18T03:37:38,true,4,BROUILLAC- RN 88,,,RTE,DE TOULOUSE,81150,TERSSAC,,,81297,,,,,,,,,,,,,,,,,,,2005-05-17,F,,,,,52.4W,NAFRev1,O
302020094,00041,30202009400041,O,1981-07-01,NN,,,2012-05-10T15:11:00,true,4,,56,B,RUE,DU LOUVRE,75002,PARIS 2,,,75102,,,,,,,,,,,,,,,,,,,1998-09-10,F,,,,,74.1G,NAF1993,N
302020102,00026,30202010200026,O,,NN,,,2012-05-10T13:03:56,true,1,,42,,RUE,RENE BOULANGER,75010,PARIS 10,,,75110,,,,,,,,,,,,,,,,,,,1988-12-25,F,,,,,63.04,NAP,N
302020128,00013,30202012800013,O,1975-01-01,NN,,,2019-11-14T14:00:52,true,1,,3,,RUE,DE LA REPUBLIQUE,65200,BAGNERES-DE-BIGORRE,,,65059,,,,,,,,,,,,,,,,,,,2000-12-31,F,,,,,15.1F,NAF1993,O
302020136,00016,30202013600016,O,,,,,2012-05-10T14:03:09,true,1,,,,RUE,DE LA PLACE,80240,NURLU,,,80601,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,60.04,NAP,N
302020144,00028,30202014400028,O,1996-04-16,,,,2013-01-21T09:43:35,false,5,,,,,,65150,MONTEGUT,,,65319,,,,,,,,,,,,,,,,,,,2012-12-20,F,,,,,08.12Z,NAFRev2,N
302020144,00036,30202014400036,O,1993-06-30,NN,,,,false,5,,,,,,65150,MONTEGUT,,,65319,,,,,,,,,,,,,,,,,,,2001-03-26,F,SABLIERES DE LA NESTE,,,,70.2C,NAF1993,N
302020144,00044,30202014400044,O,1993-06-30,NN,,,,false,5,,,,,LE LOUDA,65250,HECHES,,,65218,,,,,,,,,,,,,,,,,,,2001-03-26,F,,,,,70.2C,NAF1993,N
302020144,00051,30202014400051,O,1993-06-30,NN,,,2019-11-14T14:00:31,false,4,,,,CHE,DU STADE,31260,SALIES-DU-SALAT,,,31523,,,,,,,,,,,,,,,,,,,1998-07-15,F,,,,,14.2A,NAF1993,O
302020144,00069,30202014400069,O,1993-06-30,NN,,,,false,6,,,,LD,JUANDAGUE,31220,CAZERES,,,31135,,,,,,,,,,,,,,,,,,,2001-01-22,F,DRAGAGES DE CAZERES,,,,70.2C,NAF1993,N
302020144,00077,30202014400077,O,1993-06-30,,,,,false,4,,,,LD,LAMBEGE,09200,MOULIS,,,09214,,,,,,,,,,,,,,,,,,,1998-07-15,F,DRAGAGES PYRENEENS,,,,14.2A,NAF1993,N
302020144,00085,30202014400085,O,1993-07-01,NN,,,2019-11-14T14:01:01,false,4,,,,LD,LE SIALA,81110,SAINT-AMANCET,,,81237,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,26.6E,NAF1993,O
302020144,00093,30202014400093,O,1993-06-30,NN,,,,false,4,ZI DE PEYREHITTE,,,,LAHITOLE,65300,LANNEMEZAN,,,65258,,,,,,,,,,,,,,,,,,,1998-09-22,F,PYRENEES BETON,,,,26.6E,NAF1993,O
302020144,00101,30202014400101,O,1993-06-30,NN,,,,false,4,ANGLE RTE DE JUILLAN,,,AV,DE LA PENE,65310,ODOS,,,65331,,,,,,,,,,,,,,,,,,,1998-09-22,F,PYRENEES BETON,,,,26.6E,NAF1993,O
302020144,00119,30202014400119,O,1994-08-01,NN,,,,false,4,,16,,RUE,JEAN FRANCOIS ROMIEU,31600,MURET,,,31395,,,,,,,,,,,,,,,,,,,2000-12-31,F,,,,,74.1J,NAF1993,O
302020144,00127,30202014400127,O,1995-01-01,NN,,,2019-11-14T14:00:16,false,4,,,,RTE,DE FOIX,09200,SAINT-GIRONS,,,09261,,,,,,,,,,,,,,,,,,,1998-09-22,F,PYRENEES BETON,,,,26.6E,NAF1993,O
302020144,00135,30202014400135,O,1995-01-01,NN,,,,false,4,,,,,ENVIEU NEUF,81290,LABRUGUIERE,,,81120,,,,,,,,,,,,,,,,,,,1996-12-25,F,,,,,26.6E,NAF1993,N
302020144,00143,30202014400143,O,1995-04-01,NN,,,,false,4,,297,,RTE,D ESPAGNE,31100,TOULOUSE,,,31555,,,,,,,,,,,,,,,,,,,1997-12-25,F,,,,,51.7Z,NAF1993,O
302020144,00150,30202014400150,O,1997-04-02,NN,,,2019-11-14T14:00:30,false,4,,20,,AV,DE TOULOUSE,31110,BAGNERES-DE-LUCHON,,,31042,,,,,,,,,,,,,,,,,,,1998-09-22,F,,,,,26.6E,NAF1993,O
302020144,00168,30202014400168,O,1997-09-30,NN,,,2006-11-25T09:14:03,false,3,,,,LD,LES QUATRE PIQUETS,36140,AIGURANDE,,,36001,,,,,,,,,,,,,,,,,,,2004-11-02,F,,,,,74.1J,NAFRev1,N
302020144,00176,30202014400176,O,1997-09-30,NN,,,2019-10-31T04:05:19,false,5,,,,,LES BEJAUDES,36340,MOUHERS,,,36133,,,,,,,,,,,,,,,,,,,2019-10-15,F,,,,,08.12Z,NAFRev2,N
302020144,00184,30202014400184,O,1997-09-30,,,,2019-11-14T14:00:24,false,4,,,,LD,LIGNAUD,23360,LOURDOUEIX-SAINT-PIERRE,,,23112,,,,,,,,,,,,,,,,,,,2012-11-01,F,,,,,08.12Z,NAFRev2,N
302020144,00192,30202014400192,O,1997-09-30,NN,,,2019-11-14T14:00:25,false,4,,,,,CHANSAUD,23300,SAINT-AGNANT-DE-VERSILLAT,,,23177,,,,,,,,,,,,,,,,,,,2012-11-01,F,,,,,08.12Z,NAFRev2,O
302020144,00200,30202014400200,O,1997-09-30,NN,,,2013-01-10T19:42:49,false,4,,,,,MAZEIRAT,87250,FOLLES,,,87067,,,,,,,,,,,,,,,,,,,2012-11-01,F,,,,,08.12Z,NAFRev2,O
302020144,00218,30202014400218,O,1997-09-30,NN,,,2019-11-14T14:01:03,false,4,,,,,MONTLARRON,87460,SAINT-JULIEN-LE-PETIT,,,87153,,,,,,,,,,,,,,,,,,,2012-01-01,F,,,,,08.12Z,NAFRev2,O
302020144,00226,30202014400226,O,1997-09-30,,,,2019-11-14T14:01:03,false,3,,,,,CARRIERES DE CAUX,87380,MAGNAC-BOURG,,,87088,,,,,,,,,,,,,,,,,,,2004-11-02,F,,,,,14.2A,NAFRev1,O
302020144,00234,30202014400234,O,1997-09-30,NN,,,2009-12-07T19:55:56,false,4,,,,,LE MARTINEIX,87460,BUJALEUF,,,87024,,,,,,,,,,,,,,,,,,,2008-01-16,F,,,,,08.12Z,NAFRev2,N
302020144,00242,30202014400242,O,1997-09-30,NN,,,2019-11-14T14:00:53,false,4,,,,,CREUZEVAL,69430,SAINT-DIDIER-SUR-BEAUJEU,,,69196,,,,,,,,,,,,,,,,,,,2013-01-01,F,,,,,08.12Z,NAFRev2,O
302020144,00259,30202014400259,O,1997-09-30,,,,2006-10-26T23:54:55,false,4,,,,,,82700,BOURRET,,,82023,,,,,,,,,,,,,,,,,,,2004-11-02,F,,,,,14.2A,NAFRev1,N
302020144,00267,30202014400267,O,1997-09-30,NN,,,2006-02-14T10:03:31,false,4,,,,LD,LES GAROUILLATS,82800,MONTRICOUX,,,82132,,,,,,,,,,,,,,,,,,,2000-03-01,F,,,,,14.2A,NAF1993,O
302020144,00275,30202014400275,O,1997-09-30,NN,,,2006-11-25T09:14:03,false,3,CIDEX 1087,,,,,71640,GIVRY,,,71221,,,,,,,,,,,,,,,,,,,2003-06-01,F,CARRIERE DE GIVRY,,,,14.2A,NAFRev1,O
302020144,00283,30202014400283,O,1997-09-30,11,2019,,2021-10-27T08:14:13,false,3,,,,,,71960,IGE,,,71236,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,08.12Z,NAFRev2,O
302020144,00291,30202014400291,O,1997-09-30,NN,,,2006-11-25T09:14:03,false,3,,,,,,71960,VERZE,,,71574,,,,,,,,,,,,,,,,,,,2004-11-02,F,,,,,14.2A,NAFRev1,N
302020144,00309,30202014400309,O,1997-09-30,NN,,,2006-11-25T09:14:03,false,3,,,,,,71570,PRUZILLY,,,71362,,,,,,,,,,,,,,,,,,,2004-11-02,F,,,,,14.2A,NAFRev1,N
302020144,00317,30202014400317,O,1997-09-30,03,2019,,2021-10-27T08:14:13,false,3,,,,,,71118,SAINT-MARTIN-BELLE-ROCHE,,,71448,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,08.12Z,NAFRev2,O
302020144,00325,30202014400325,O,1997-09-30,02,2019,,2021-10-27T08:14:13,false,3,,,,LD,LES BELOUZARDS,71250,SAINTE-CECILE,,,71397,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,08.12Z,NAFRev2,O
302020144,00333,30202014400333,O,1997-09-30,NN,,,2019-11-14T14:00:55,false,4,,,,,,71260,SAINT-ALBAIN,,,71383,,,,,,,,,,,,,,,,,,,2003-06-01,F,,,,,14.2A,NAFRev1,O
302020144,00341,30202014400341,O,1997-09-30,NN,,,2006-11-25T09:14:03,false,3,,,,,ZA DU PRE ST GERMAIN,71250,CLUNY,,,71137,,,,,,,,,,,,,,,,,,,2003-06-01,F,,,,,74.1J,NAFRev1,O
302020144,00358,30202014400358,O,1997-09-30,NN,,,2006-11-25T09:14:03,false,3,,,,LD,LA BOULOISE,18190,VENESMES,,,18273,,,,,,,,,,,,,,,,,,,2004-11-02,F,,,,,14.2A,NAFRev1,N
302020144,00366,30202014400366,O,1997-09-30,NN,,,2019-11-14T14:01:01,false,4,,,,,LE SIALA,81110,SAINT-AMANCET,,,81237,,,,,,,,,,,,,,,,,,,2000-06-01,F,,,,,14.2A,NAF1993,O
302020144,00374,30202014400374,O,1997-09-30,,,,,false,3,,,,CHE,DU MOULIN DE NAUDIN,31700,BLAGNAC,,,31069,,,,,,,,,,,,,,,,,,,1998-02-11,F,,,,,26.6E,NAF1993,N
302020144,00382,30202014400382,O,1997-10-01,NN,,,2019-11-14T14:00:35,false,4,,,,LD,LES FORGES,36160,POULIGNY-SAINT-MARTIN,,,36164,,,,,,,,,,,,,,,,,,,2019-10-15,F,,,,,08.12Z,NAFRev2,O
302020144,00390,30202014400390,O,1992-09-01,,,,,false,3,CENTRALE DE GUCHAN,,,,,65170,GUCHAN,,,65211,,,,,,,,,,,,,,,,,,,1998-09-22,F,,,,,14.2A,NAF1993,N
302020144,00408,30202014400408,O,1997-09-30,NN,,,2019-11-14T14:00:24,false,3,,,,,RIBBES,23240,LE GRAND-BOURG,,,23095,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,08.12Z,NAFRev2,N
302020144,00416,30202014400416,O,1997-09-30,NN,,,2018-09-29T12:09:51,false,4,,,,,LE BOURG,71640,MELLECEY,,,71292,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,08.12Z,NAFRev2,O
302020144,00424,30202014400424,O,1997-06-30,NN,,,2019-11-14T14:00:55,false,3,,,,,,71570,SAINT-VERAND,,,71487,,,,,,,,,,,,,,,,,,,2004-01-01,F,,,,,14.2A,NAFRev1,N
302020144,00432,30202014400432,O,1997-01-01,NN,,,2013-01-08T10:10:34,false,5,,,,,LA PISSERETTE,36340,CLUIS,,,36056,,,,,,,,,,,,,,,,,,,2012-11-02,F,,,,,08.12Z,NAFRev2,O
302020144,00440,30202014400440,O,1997-01-01,NN,,,2019-11-14T14:00:35,false,4,,,,,BOMBARRAUD,36230,SAINT-DENIS-DE-JOUHET,,,36189,,,,,,,,,,,,,,,,,,,2019-10-15,F,,,,,08.12Z,NAFRev2,N
302020144,00457,30202014400457,O,1997-09-30,NN,,,,false,3,,,,,,87270,CHAPTELAT,,,87038,,,,,,,,,,,,,,,,,,,2003-12-31,F,,,,,14.2A,NAFRev1,N
302020144,00465,30202014400465,O,2000-05-26,NN,,,2014-06-13T23:55:18,false,5,,,,RUE,DU COMMANDANT CHARCOT,87220,FEYTIAT,,,87065,,,,,,,,,,,,,,,,,,,2013-03-25,F,,,,,70.10Z,NAFRev2,O
302020144,00473,30202014400473,O,2003-06-01,NN,,,2019-10-24T03:51:24,false,4,CARRIERE DE LA SALLE,,,LD,LA MONTAGNE,71260,LA SALLE,,,71494,,,,,,,,,,,,,,,,,,,2019-10-15,F,,,,,08.12Z,NAFRev2,O
302020144,00481,30202014400481,O,2003-06-01,03,2019,,2021-10-27T08:14:13,true,3,,629,,RTE,DES CARRIERES,71118,SAINT-MARTIN-BELLE-ROCHE,,,71448,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,08.12Z,NAFRev2,O
302020144,00499,30202014400499,O,2008-01-01,NN,,,2014-06-13T23:55:18,false,2,,,,,LE FAUCOU,19140,UZERCHE,,,19276,,,,,,,,,,,,,,,,,,,2012-11-01,F,,,,,08.11Z,NAFRev2,O
302020144,00507,30202014400507,O,2010-01-01,NN,,,2019-11-14T14:00:55,false,2,,,,,LES CHAUMES,71390,MONTAGNY-LES-BUXY,,,71302,,,,,,,,,,,,,,,,,,,2019-10-15,F,,,,,08.12Z,NAFRev2,O
302020144,00515,30202014400515,O,2017-11-07,,,,2017-12-01T04:20:07,false,1,,,,,LIEUDIT LE PETIT ETANG,89250,GURGY,,,89198,,,,,,,,,,,,,,,,,,,2017-11-07,A,,,,,08.12Z,NAFRev2,N
302020144,00523,30202014400523,O,2018-01-02,,,,2019-01-14T16:36:20,false,1,,,,,MONTAGNE DE VERRE,89420,GUILLON-TERRE-PLAINE,,,89197,,,,,,,,,,,,,,,,,,,2018-01-02,A,,,,,42.11Z,NAFRev2,N
302020144,00531,30202014400531,O,2018-01-02,,,,2018-02-28T09:39:21,false,1,,,,,PIERRES LIEES,89480,CRAIN,,,89129,,,,,,,,,,,,,,,,,,,2018-01-02,A,,,,,08.12Z,NAFRev2,O
302020151,00015,30202015100015,O,1975-01-01,NN,,,2011-06-04T16:28:14,false,5,,,,,,80170,MEHARICOURT,,,80524,,,,,,,,,,,,,,,,,,,2011-03-25,F,,,,,10.11Z,NAFRev2,O
302020151,00023,30202015100023,O,1993-01-01,NN,,,2013-05-18T02:26:16,true,5,,,,AV,DE LA PETITE VITESSE,80500,MONTDIDIER,,,80561,,,,,,,,,,,,,,,,,,,2011-03-25,F,,,,,10.11Z,NAFRev2,O
302020169,00017,30202016900017,O,1964-01-01,NN,,,2008-11-07T00:18:05,false,4,,,,RUE,DE GROSNE,90130,BRETAGNE,,,90019,,,,,,,,,,,,,,,,,,,2004-02-16,F,,,,,45.4C,NAFRev1,O
302020169,00025,30202016900025,O,2004-02-16,12,2019,4332AA,2021-10-27T08:14:13,true,5,,41,,,GRANDE RUE,90130,BRETAGNE,,,90019,,,,,,,,,,,,,,,,,,,2008-02-21,A,,,,,43.91A,NAFRev2,O
302020177,00028,30202017700028,O,1981-11-19,NN,,,2019-11-14T14:01:02,false,4,,,,,,85120,SAINT-MAURICE-DES-NOUES,,,85251,,,,,,,,,,,,,,,,,,,2015-03-30,F,,,,,47.11B,NAFRev2,N
302020177,00036,30202017700036,O,1990-12-27,NN,,,2019-11-22T03:42:51,true,6,,52,,AV,DU GENERAL DE GAULLE,85120,LA CHATAIGNERAIE,,BP 28,85059,,,,,,,,,,,,,,,,,,,2013-04-01,A,SUPER U,,,,68.20B,NAFRev2,N
302020185,00013,30202018500013,O,,,,,,true,1,,,,RUE,ANATOLE FRANCE,69100,VILLEURBANNE,,,69266,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,54.02,NAP,N
302020235,00016,30202023500016,O,,,,,2020-08-24T14:52:19,true,1,,,,RUE,DU GENERAL DE GAULLE,85140,ESSARTS EN BOCAGE,,,85084,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,01.63,NAP,N
302020250,00015,30202025000015,O,,NN,,,,true,1,,144,,AV,MARECHAL FOCH,86100,CHATELLERAULT,,,86066,,,,,,,,,,,,,,,,,,,1997-09-29,F,,,,,70.2C,NAF1993,N
302020284,00014,30202028400014,O,,,,,2019-11-14T14:00:51,true,1,,23,,RUE,SAINT GENES,63000,CLERMONT-FERRAND,,,63113,,,,,,,,,,,,,,,,,,,2005-01-13,F,,,,,70.2C,NAFRev1,N
302020292,00017,30202029200017,O,,NN,,,,true,1,,8,,RUE,LOUIS BLERIOT,86100,CHATELLERAULT,,,86066,,,,,,,,,,,,,,,,,,,2002-11-30,F,,,,,51.8P,NAF1993,O
302020300,00018,30202030000018,O,1975-01-01,NN,,,2010-01-08T19:50:28,true,6,,2,,RUE,DES DOUTARDES,86530,NAINTRE,,,86174,,,,,,,,,,,,,,,,,,,2008-01-01,F,,,,,45.11Z,NAFRev2,N
302020318,00010,30202031800010,O,,,,,,true,1,,,,,FORDRES,62170,MONTCAVREL,,,62585,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,15.07,NAP,N
302020409,00025,30202040900025,O,1900-01-01,NN,,,2019-11-14T14:00:48,true,4,,,,,,60530,LE MESNIL-EN-THELLE,,,60398,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,28.5D,NAF1993,O
