303262463,00019,30326246300019,O,,NN,,,2019-11-14T14:01:05,true,1,,26,,RUE,BLAZY,91260,JUVISY-SUR-ORGE,,,91326,,,,,,,,,,,,,,,,,,,1991-12-31,F,,,,,64.25,NAP,N
303262471,00012,30326247100012,O,1974-01-01,NN,,,2008-11-07T00:18:50,true,4,,,,LD,BOUE,82150,ROQUECOR,,,82151,,,,,,,,,,,,,,,,,,,2003-12-08,F,,,,,36.1K,NAFRev1,N
303262513,00011,30326251300011,O,,NN,,,,true,1,,1,,AV,DES ILES D OR,83400,HYERES,,,83069,,,,,,,,,,,,,,,,,,,1992-09-09,F,,,,,52.4C,NAF1993,N
303262521,00014,30326252100014,O,1900-01-01,NN,,,,true,4,RES DU MAIL,2,,AV,ROBERT SCHUMAN,86000,POITIERS,,,86194,,,,,,,,,,,,,,,,,,,1993-12-25,F,,,,,85.1C,NAF1993,N
303262539,00016,30326253900016,O,1900-01-01,NN,,,,true,4,,2,,AV,ROBERT SCHUMAN,86000,POITIERS,,,86194,,,,,,,,,,,,,,,,,,,1993-12-25,F,,,,,85.1C,NAF1993,N
303262547,00027,30326254700027,O,,NN,,,,true,1,,12,,AV,CHARLES DE GAULLE,77450,ESBLY,,,77171,,,,,,,,,,,,,,,,,,,1996-12-31,F,,,,,52.4X,NAF1993,O
303262570,00011,30326257000011,O,,NN,,,,true,1,,20,,RUE,DU GENERAL GALLIENI,93100,MONTREUIL,,,93048,,,,,,,,,,,,,,,,,,,1989-10-01,F,,,,,67.01,NAP,N
303262588,00013,30326258800013,O,,,,,,true,1,,,,RUE,DE L'EGLISE,85220,L'AIGUILLON-SUR-VIE,,,85002,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.23,NAP,N
303262596,00016,30326259600016,O,,,,4722ZA,2015-03-18T01:41:27,true,1,,,,RUE,DU GENERAL ROUSSEL,90000,BELFORT,,,90010,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.43,NAP,N
303262620,00030,30326262000030,O,1982-08-07,NN,,,,true,1,,,,RES,LES MARINES 2,11430,GRUISSAN,,,11170,,,,,,,,,,,,,,,,,,,1989-01-20,F,,,,,70.2A,NAF1993,N
303262638,00016,30326263800016,O,,NN,,,,true,1,,,,RTE,NATIONALE *QU DE ST PONS,83310,GRIMAUD,,,83068,,,,,,,,,,,,,,,,,,,1988-07-29,F,,,,,67.01,NAP,N
303262653,00023,30326265300023,O,,,,,2019-11-14T14:00:40,true,1,,,,,ROUMIGUIERES BAS,47270,SAINT-MAURIN,,,47260,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,55.73,NAP,N
303262661,00018,30326266100018,O,,,,,2019-11-14T14:01:02,true,1,,16,,PAS,DU COMMERCE,85200,FONTENAY-LE-COMTE,,,85092,,,,,,,,,,,,,,,,,,,,F,,,,,86.06,NAP,N
303262679,00010,30326267900010,O,,NN,,,2019-02-21T14:52:05,true,1,,,,,,85240,RIVES-D'AUTISE,,,85162,,,,,,,,,,,,,,,,,,,1989-03-31,F,,,,,65.02,NAP,N
303262703,00026,30326270300026,O,,NN,,,,true,1,,4,,CHE,AUX CHEVRES,91540,MENNECY,,,91386,,,,,,,,,,,,,,,,,,,1996-12-31,F,,,,,45.4C,NAF1993,N
303262711,00011,30326271100011,O,,NN,,,,true,1,,,,,CAMPING DE LA PLAGE,83310,GRIMAUD,,,83068,,,,,,,,,,,,,,,,,,,,F,,,,,62.11,NAP,N
303262729,00013,30326272900013,O,1900-01-01,NN,,,,true,4,,230,,RUE,DES CHAMPS BALAIS,86000,POITIERS,,,86194,,,,,,,,,,,,,,,,,,,1993-12-25,F,,,,,85.1C,NAF1993,N
303262745,00019,30326274500019,O,,NN,,,2007-12-07T13:16:09,true,1,,5,,AV,DE PARIS,82000,MONTAUBAN,,,82121,,,,,,,,,,,,,,,,,,,1989-02-16,F,,,,,52.7H,NAF1993,N
303262752,00015,30326275200015,O,,,,,2019-11-14T14:01:05,true,1,,,,RUE,DEZOBRY,93200,SAINT-DENIS,,,93066,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,63.05,NAP,N
303262802,00034,30326280200034,O,1900-01-01,NN,,,2016-09-07T08:29:20,false,4,,78,,BD,NAPOLEON III,06200,NICE,,,06088,,,,,,,,,,,,,,,,,,,1994-12-31,F,,,,,52.2A,NAF1993,N
303262802,00042,30326280200042,O,2016-09-01,,,,2016-09-07T08:29:20,true,1,,21,,AV,ALAIN SAVARY,45100,ORLEANS,,,45234,,,,,,,,,,,,,,,,,,,2016-09-01,A,,,,,68.20A,NAFRev2,N
303262810,00011,30326281000011,O,1975-01-01,NN,,,,true,1,,78,,RUE,DU GENERAL LECLERC,94000,CRETEIL,,,94028,,,,,,,,,,,,,,,,,,,2001-11-30,F,,,,,92.3H,NAF1993,N
303262828,00013,30326282800013,O,1975-01-01,NN,,,,true,1,,78,,RUE,DU GENERAL LECLERC,94000,CRETEIL,,,94028,,,,,,,,,,,,,,,,,,,2001-11-30,F,,,,,92.3H,NAF1993,N
303262836,00016,30326283600016,O,,NN,,,2019-11-14T14:01:05,true,1,,19,,AV,DE LA REPUBLIQUE,94120,FONTENAY-SOUS-BOIS,,,94033,,,,,,,,,,,,,,,,,,,1997-09-30,F,,,,,85.1E,NAF1993,O
303262869,00025,30326286900025,O,,NN,,,,true,1,,31,,AV,LAMARTINE,86100,CHATELLERAULT,,,86066,,,,,,,,,,,,,,,,,,,,F,,,,,49.01,NAP,N
303262885,00047,30326288500047,O,1900-01-01,,,,2014-06-02T08:40:03,false,2,,,,AV,MARCEAU HAMECHER,82000,MONTAUBAN,,,82121,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,55.60,NAP,N
303262885,00054,30326288500054,O,2014-06-01,,,,2021-02-23T10:36:27,true,1,,76,,AV,11 EME REG INFANTERIE,82000,MONTAUBAN,,,82121,,,,,,,,,,,,,,,,,,,2014-06-01,A,,,,,81.21Z,NAFRev2,N
303262919,00028,30326291900028,O,,NN,,,2019-11-14T14:01:02,true,1,,8,,RUE,MICHELON,83500,LA SEYNE-SUR-MER,,,83126,,,,,,,,,,,,,,,,,,,1987-12-16,F,,,,,67.01,NAP,N
303262976,00010,30326297600010,O,,,,,,true,1,,9,B,AV,LOUIS BORDES,93240,STAINS,,,93072,,,,,,,,,,,,,,,,,,,1989-08-29,F,,,,,67.01,NAP,N
303262984,00014,30326298400014,O,1974-01-01,01,2019,4520AC,2021-10-27T08:14:36,true,4,,35,,CHE,DE SAINT MARTIAL,82000,MONTAUBAN,,,82121,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,45.11Z,NAFRev2,O
303263016,00014,30326301600014,O,1900-01-01,NN,,,,true,3,,21,,ALL,DES PEUPLIERS,93270,SEVRAN,,,93071,,,,,,,,,,,,,,,,,,,1992-12-25,F,,,,,52.6E,NAF1993,N
303263065,00011,30326306500011,O,1975-01-01,NN,,,2011-12-01T13:43:46,true,4,SAINT LEGER,,,,LE FOURNAS,83300,DRAGUIGNAN,,,83050,,,,,,,,,,,,,,,,,,,2008-01-01,F,,,,,47.89Z,NAFRev2,N
303263099,00010,30326309900010,O,,NN,,,,true,1,,,,PL,D ARMES,90000,BELFORT,,,90010,,,,,,,,,,,,,,,,,,,1988-12-22,F,,,,,64.49,NAP,N
303263115,00048,30326311500048,O,,NN,,,,true,1,,,,,LAPEYRIERE,82170,BESSENS,,,82017,,,,,,,,,,,,,,,,,,,1991-03-31,F,,,,,55.72,NAP,N
303263149,00013,30326314900013,O,,,,,,true,1,,,,GR,,90160,BESSONCOURT,,,90012,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.46,NAP,N
303263164,00012,30326316400012,O,1975-01-01,NN,,,,false,4,,73,,RUE,DU CHEMIN DE FER,93140,BONDY,,,93010,,,,,,,,,,,,,,,,,,,1998-12-31,F,,,,,45.4C,NAF1993,O
303263164,00020,30326316400020,O,1998-06-29,NN,,,2019-11-14T14:01:05,false,5,35 A 37,35,,RUE,BAUDIN,93310,LE PRE-SAINT-GERVAIS,,,93061,,,,,,,,,,,,,,,,,,,2014-07-01,F,,,,,43.32A,NAFRev2,O
303263164,00038,30326316400038,O,2014-07-01,03,2019,,2021-10-27T08:14:36,true,2,ZI LES MARDELLES,34,,RUE,MAURICE DE BROGLIE,93600,AULNAY-SOUS-BOIS,,,93005,,,,,,,,,,,,,,,,,,,2015-02-01,A,,,,,43.32A,NAFRev2,O
303263172,00023,30326317200023,O,,NN,,,2019-11-14T14:01:05,true,1,,55,B,AV,CARNOT,93360,NEUILLY-PLAISANCE,,,93049,,,,,,,,,,,,,,,,,,,,F,,,,,81.21,NAP,N
303263180,00018,30326318000018,O,1975-01-01,NN,,,2019-11-14T14:01:05,true,1,,98,,RUE,DE MITRY,93600,AULNAY-SOUS-BOIS,,,93005,,,,,,,,,,,,,,,,,,,2001-04-03,F,,,,,26.7Z,NAF1993,O
303263198,00028,30326319800028,O,,NN,,,2019-01-08T10:19:43,true,1,,18,,RUE,DE L HERMET,93400,SAINT-OUEN-SUR-SEINE,,,93070,,,,,,,,,,,,,,,,,,,,F,,,,,38.50,NAP,N
303263206,00011,30326320600011,O,,NN,,,2019-11-14T14:01:05,true,1,,201,,,BUREAUX DE LA COLLINE,92210,SAINT-CLOUD,,,92064,,,,,,,,,,,,,,,,,,,1988-09-30,F,,,,,59.10,NAP,N
303263248,00013,30326324800013,O,1900-01-01,NN,,9601BQ,2016-04-26T01:43:16,true,5,C.C. LE FRANCE N°1097,31,,RUE,JEAN JAURES,92800,PUTEAUX,,,92062,,,,,,,,,,,,,,,,,,,2014-12-08,F,,,,,96.01B,NAFRev2,O
303263263,00012,30326326300012,O,,,,,2019-11-14T14:01:02,true,1,,51,,RUE,DE BEAUSEJOUR,85000,MOUILLERON-LE-CAPTIF,,,85155,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.42,NAP,N
303263289,00017,30326328900017,O,1981-10-10,NN,,,,false,4,,37,,RUE,DU BAS DES GLAISES,91320,WISSOUS,,,91689,,,,,,,,,,,,,,,,,,,1998-03-25,F,,,,,74.1J,NAF1993,N
303263289,00025,30326328900025,O,1992-03-02,03,2019,,2021-10-27T08:14:36,true,6,ZA DU CLOU A CROCHET,20,,BD,DE L EUROPE,91320,WISSOUS,,,91689,,,,,,,,,,,,,,,,,,,2010-11-05,A,,,,,49.41B,NAFRev2,O
303263297,00010,30326329700010,O,,NN,,,2021-10-05T08:51:22,true,1,,95,,AV,DE LA DIVISION LECLERC,91620,LA VILLE-DU-BOIS,,,91665,,,,,,,,,,,,,,,,,,,1987-12-31,F,,,,,77.14,NAP,N
303263313,00015,30326331300015,O,,,,,2019-01-08T10:19:43,true,1,,,,BD,VICTOR HUGO,93400,SAINT-OUEN-SUR-SEINE,,,93070,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,58.12,NAP,N
303263321,00026,30326332100026,O,1900-01-01,03,2019,2511ZZ,2021-10-27T08:14:36,true,4,,54,,RUE,GALLIENI,93000,BOBIGNY,,,93008,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,25.11Z,NAFRev2,O
303263339,00036,30326333900036,O,1900-01-01,03,2019,,2021-10-27T08:14:36,true,4,RD 26,2001,,AV,JEAN MOULIN,84500,BOLLENE,,,84019,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,47.59A,NAFRev2,O
303263339,00051,30326333900051,O,1980-06-01,NN,,,2008-01-04T19:24:08,false,3,,,,AV,RENE COTY,84300,CAVAILLON,,,84035,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,68.20B,NAFRev2,N
303263339,00069,30326333900069,O,1983-07-01,,,,,false,4,,39,,AV,D AVIGNON,84700,SORGUES,,,84129,,,,,,,,,,,,,,,,,,,1998-12-31,F,,,,,52.4H,NAF1993,N
303263339,00077,30326333900077,O,1998-12-31,NN,,,2008-01-04T19:24:08,false,3,QUA PERIGORD SUD,,,RTE,NATIONALE 7,84130,LE PONTET,,,84092,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,47.59A,NAFRev2,N
303263347,00013,30326334700013,O,1990-05-11,01,2019,,2021-10-27T08:14:36,true,4,,25,,AV,DU CHATEAU,94300,VINCENNES,,,94080,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,47.71Z,NAFRev2,O
303263362,00012,30326336200012,O,,,,,,true,1,,,,RUE,NATIONALE,85280,LA FERRIERE,,,85089,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,81.21,NAP,N
303263370,00015,30326337000015,O,,,,,2019-11-14T14:01:05,true,1,,67,,RUE,MEDICIS,91380,CHILLY-MAZARIN,,,91161,,,,,,,,,,,,,,,,,,,1988-02-28,F,,,,,67.03,NAP,N
303263388,00058,30326338800058,O,,,,,2019-11-14T14:01:05,true,1,,,,RUE,DU MOULIN BATEAU,94380,BONNEUIL-SUR-MARNE,,,94011,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.24,NAP,N
303263396,00028,30326339600028,O,1985-06-14,NN,,,2019-11-14T14:00:12,true,6,,48,B,RUE,PIERRE TERRASSON,01000,BOURG-EN-BRESSE,,,01053,,,,,,,,,,,,,,,,,,,2009-03-13,F,,,,,46.69C,NAFRev2,O
303263412,00015,30326341200015,O,1974-01-01,11,2019,,2021-10-27T08:14:36,true,4,,301,,RUE,DE BRUNOVE,88000,DOGNEVILLE,,,88136,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,14.12Z,NAFRev2,O
303263438,00010,30326343800010,O,,NN,,,2019-11-14T14:00:57,true,1,,,,LD,POUILLY,74130,CONTAMINE-SUR-ARVE,,,74087,,,,,,,,,,,,,,,,,,,1992-12-31,F,,,,,28.5C,NAF1993,N
303263479,00030,30326347900030,O,,,,,,true,1,,68,,RUE,DE LA FOLIE MERICOURT,75011,PARIS 11,,,75111,,,,,,,,,,,,,,,,,,,1989-09-05,F,,,,,55.73,NAP,N
303263487,00017,30326348700017,O,,NN,,,,true,1,,55,,AV,DE LA TABLE DE PIERRE,69340,FRANCHEVILLE,,,69089,,,,,,,,,,,,,,,,,,,,F,,,,,55.73,NAP,N
303263511,00014,30326351100014,O,,,,,,true,1,,25,,RUE,TONY GARNIER,69007,LYON 7EME,,,69387,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,87.08,NAP,N
303263545,00012,30326354500012,O,1964-01-01,NN,,,2019-11-14T14:00:53,true,4,,,,RUE,DU TRESONCLE,69210,SAIN-BEL,,,69171,,,,,,,,,,,,,,,,,,,2009-08-25,F,,,,,43.22A,NAFRev2,O
303263560,00011,30326356000011,O,1900-01-01,NN,,,,true,3,,11,,RUE,DE TEHERAN,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,1994-12-25,F,,,,,22.1E,NAF1993,O
303263586,00016,30326358600016,O,,,,,2019-11-14T14:00:53,true,1,,,,AV,ROGER SALENGRO,69120,VAULX-EN-VELIN,,,69256,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,74.03,NAP,N
303263594,00028,30326359400028,O,,NN,,,,true,1,,121,,BD,LA BATAILLE DE STALINGRAD,69100,VILLEURBANNE,,,69266,,,,,,,,,,,,,,,,,,,1987-12-25,F,,,,,65.06,NAP,N
303263610,00014,30326361000014,O,1900-01-01,NN,,,2008-01-04T19:24:08,true,3,,27,,RUE,ST GUILLAUME,75007,PARIS 7,,,75107,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,73.20Z,NAFRev2,N
303263610,00048,30326361000048,O,1990-01-12,NN,,,2008-04-26T08:38:53,false,4,,1,,PL,VALHUBERT,75013,PARIS 13,,,75113,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,73.20Z,NAFRev2,O
303263610,00055,30326361000055,O,2000-09-05,NN,,,2013-05-18T02:28:11,false,6,,8,,RUE,JEAN SEBASTIEN BACH,75013,PARIS 13,,,75113,,,,,,,,,,,,,,,,,,,2011-10-01,A,,,,,73.20Z,NAFRev2,N
303263628,00024,30326362800024,O,1991-01-01,NN,,,2016-01-11T12:54:42,true,7,,305,,RTE,DES CREUSES,74150,SALES,,,74255,,,,,,,,,,,,,,,,,,,2015-09-02,F,MACONNERIE MAILLET JACQUES,,,,43.99C,NAFRev2,N
303263651,00018,30326365100018,O,,,,,,true,1,,7,B,RUE,PIERRE BROSSOLETTE,80110,MOREUIL,,,80570,,,,,,,,,,,,,,,,,,,,F,,,,,64.11,NAP,N
303263677,00062,30326367700062,O,,NN,,,,true,1,,,,RUE,DE L'ABBAYE,69400,ARNAS,,,69013,,,,,,,,,,,,,,,,,,,1993-09-01,F,,,,,51.6K,NAF1993,O
303263685,00024,30326368500024,O,1991-01-01,01,2018,,2020-08-25T10:22:31,true,6,,5,,RUE,JULES FERRY,72100,LE MANS,,,72181,,,,,,,,,,,,,,,,,,,2016-10-03,A,,,,,94.99Z,NAFRev2,O
303263685,00032,30326368500032,O,1992-06-01,NN,,,2008-01-04T19:24:08,false,3,,6,,CRS,FRANCOIS VILLON,70000,VESOUL,,,70550,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,94.99Z,NAFRev2,N
303263693,00010,30326369300010,O,,NN,,,,true,1,,,,,,74310,SERVOZ,,,74266,,,,,,,,,,,,,,,,,,,1988-12-25,F,,,,,62.11,NAP,N
303263701,00029,30326370100029,O,1900-01-01,NN,,,,false,3,,46,,RUE,MALLIFAUD,38100,GRENOBLE,,,38185,,,,,,,,,,,,,,,,,,,1992-12-25,F,,,,,70.2C,NAF1993,N
303263701,00037,30326370100037,O,1981-04-03,NN,,,,true,2,,51,R,RUE,MALLIFAUD,38100,GRENOBLE,,,38185,,,,,,,,,,,,,,,,,,,1992-12-25,F,,,,,70.2C,NAF1993,N
303263719,00088,30326371900088,O,1988-11-01,NN,,,,true,1,,3,,RUE,SAINT GEORGES,87000,LIMOGES,,,87085,,,,,,,,,,,,,,,,,,,1994-08-31,F,,,,,52.4V,NAF1993,N
303263735,00019,30326373500019,O,1900-01-01,NN,,,,false,4,,3,,RUE,DE MIROMESNIL,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,1998-01-05,F,,,,,51.1R,NAF1993,O
303263735,00027,30326373500027,O,1990-11-15,,,,2019-11-14T14:01:05,false,6,,2,,BD,DE LA LIBERATION,93200,SAINT-DENIS,,,93066,,,,,,,,,,,,,,,,,,,2016-06-30,F,,,,,47.79Z,NAFRev2,N
303263735,00035,30326373500035,O,1998-01-05,22,2019,,2021-10-27T08:14:36,true,7,,76,,RUE,DU FAUBOURG SAINT HONORE,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2011-12-20,A,,,,,68.31Z,NAFRev2,O
303263735,00043,30326373500043,O,1988-01-01,,,,,false,3,,10,,RUE,DES SAUSSAIES,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,1998-01-05,F,,,,,51.1R,NAF1993,N
303263735,00050,30326373500050,O,2008-10-15,,,,2020-01-08T03:45:07,false,2,,27,,RUE,DE SURENE,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2019-12-31,F,,,,,68.31Z,NAFRev2,N
303263735,00068,30326373500068,O,2015-05-01,,,,2015-09-13T04:23:34,false,1,99-101,99,,AV,LOUIS ROCHE,92230,GENNEVILLIERS,,,92036,,,,,,,,,,,,,,,,,,,2015-05-01,A,SOTHEBY'S,,,SOTHEBY'S,49.42Z,NAFRev2,N
303263735,00076,30326373500076,O,2019-05-01,,,,2020-12-11T12:53:25,false,1,,27,,RUE,DE LA VILLE L EVEQUE,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2019-05-01,A,,,,,47.79Z,NAFRev2,N
303263768,00010,30326376800010,O,,,,,,true,1,,,,MTE,SAINT SEBASTIEN,69001,LYON 1ER,,,69381,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.21,NAP,N
303263776,00021,30326377600021,O,1900-01-01,NN,,,2011-04-23T04:28:04,false,5,,4,,RUE,DE LA MARTINIERE,69001,LYON 1ER,,,69381,,,,,,,,,,,,,,,,,,,2009-10-01,F,,,,,78.20Z,NAFRev2,O
303263776,00039,30326377600039,O,2004-02-01,,,,2009-06-27T03:39:09,false,3,,13,,RUE,LEON BLUM,69100,VILLEURBANNE,,,69266,,,,,,,,,,,,,,,,,,,2006-10-01,F,,,,,74.5B,NAFRev1,O
303263776,00047,30326377600047,O,2004-05-11,NN,,,2017-05-04T01:52:00,false,5,,36,,CRS,GAMBETTA,69007,LYON 7EME,,,69387,,,,,,,,,,,,,,,,,,,2016-04-05,F,,,,,78.20Z,NAFRev2,O
303263776,00054,30326377600054,O,2007-05-02,,,,2012-05-05T00:47:38,false,3,,5,,PL,XAVIER TAILLADE,26700,PIERRELATTE,,,26235,,,,,,,,,,,,,,,,,,,2010-07-31,F,,,,,78.20Z,NAFRev2,N
303263776,00062,30326377600062,O,2011-12-01,NN,,,2019-11-14T14:00:36,false,2,,106,,RUE,DE LA REPUBLIQUE,38550,LE PEAGE-DE-ROUSSILLON,,,38298,,,,,,,,,,,,,,,,,,,2013-01-01,F,L.T.I.,,,,78.20Z,NAFRev2,O
303263776,00070,30326377600070,O,2012-10-01,NN,,,2018-11-29T15:39:18,false,2,,2,,AV,DU DOCTEUR CHARLES JAUME,26700,PIERRELATTE,,,26235,,,,,,,,,,,,,,,,,,,2016-04-05,F,,,,,78.20Z,NAFRev2,O
303263776,00088,30326377600088,O,2013-01-01,NN,,,2018-09-29T12:10:20,false,2,,,,RUE,ELSA TRIOLET,38150,ROUSSILLON,,,38344,,,,,,,,,,,,,,,,,,,2016-04-05,F,L.T.I.,,,,78.20Z,NAFRev2,O
303263776,00096,30326377600096,O,2014-02-17,NN,,,2019-11-14T14:00:19,true,3,ACTIMART 1B,1140,,RUE,AMPERE,13290,AIX-EN-PROVENCE,,,13001,13851,AIX EN PROVENCE CEDEX 3,,,,,,,,,,,,,,,,,2016-04-05,F,,,,,78.20Z,NAFRev2,O
303263792,00028,30326379200028,O,1900-01-01,NN,,,2012-05-05T00:47:38,true,5,C 130,17,,,CTRE COMMERCIAL PART DIEU,69003,LYON 3EME,,,69383,,,,,,,,,,,,,,,,,,,2010-11-01,F,,,,,47.73Z,NAFRev2,O
303263818,00039,30326381800039,O,1984-04-01,,,,,true,4,,57,,RUE,PIERRE DELORE,69008,LYON 8EME,,,69388,,,,,,,,,,,,,,,,,,,1991-12-25,F,,,,,55.73,NAP,N
303263826,00040,30326382600040,O,1991-06-20,NN,,,2019-11-14T14:01:00,false,5,,1,,RUE,SALOMON REINACH,78100,SAINT-GERMAIN-EN-LAYE,,,78551,,,,,,,,,,,,,,,,,,,2009-07-01,F,,,,,52.29B,NAFRev2,O
303263826,00057,30326382600057,O,1995-08-01,NN,,,2019-11-14T14:00:38,false,4,TERMINAL AGRO ALIMENTAIRE,,,RUE,DE LA CARAVELLE,44550,MONTOIR-DE-BRETAGNE,,,44103,,,,,,,,,,,,,,,,,,,2009-06-21,A,,,,,52.29B,NAFRev2,O
303263826,00065,30326382600065,O,2009-07-01,02,2019,,2021-10-27T08:14:36,true,2,,83,,AV,LA GRANDE ARMEE,75116,PARIS 16,,,75116,,,,,,,,,,,,,,,,,,,2017-06-30,A,,,,,52.29B,NAFRev2,N
303263826,00073,30326382600073,O,2017-04-01,,,,2018-01-30T11:03:26,false,2,TOUR CARPE DIEM ESPLANADE NORD,31,,PL,DES COROLLES,92400,COURBEVOIE,,,92026,,,,,,,,,,,,,,,,,,,2018-01-30,A,,,,,52.29B,NAFRev2,O
303263834,00010,30326383400010,O,1975-01-01,NN,,,2017-06-13T10:22:27,false,6,,34,,RUE,SAINT LAZARE,75009,PARIS 9,,,75109,,,,,,,,,,,,,,,,,,,2015-12-31,F,BOOQI,,,,46.18Z,NAFRev2,O
303263834,00028,30326383400028,O,2015-12-31,NN,,,2019-06-24T13:15:25,false,3,,30,,RUE,SAINT LAZARE,75009,PARIS 9,,,75109,,,,,,,,,,,,,,,,,,,2018-10-15,F,EFFICADEAUX,,,,46.18Z,NAFRev2,N
303263834,00036,30326383400036,O,2018-10-15,,,,2021-02-23T10:36:27,true,1,,1,,BD,VICTOR,75015,PARIS 15,,,75115,,,,,,,,,,,,,,,,,,,2018-10-15,A,,,,,46.18Z,NAFRev2,N
303263842,00062,30326384200062,O,,NN,,,,true,1,,8,,RUE,BOUCRY,75018,PARIS 18,,,75118,,,,,,,,,,,,,,,,,,,,F,,,,,77.13,NAP,N
303263867,00044,30326386700044,O,1982-07-19,,,,,true,3,,8,,PL,DU 25 AOUT 1944,75014,PARIS 14,,,75114,,,,,,,,,,,,,,,,,,,1991-12-25,F,,,,,74.09,NAP,N
303263875,00054,30326387500054,O,,,,,,true,1,,6,,AV,DU COQ,75009,PARIS 9,,,75109,,,,,,,,,,,,,,,,,,,1996-05-15,F,,,,,51.6L,NAF1993,N
303263883,00017,30326388300017,O,1965-01-01,NN,,,2019-11-14T14:01:00,true,3,,,,RTE,DE LEZAY,79800,LA MOTHE-SAINT-HERAY,,,79184,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,43.32A,NAFRev2,N
303263909,00010,30326390900010,O,,,,,,true,1,,2,,RUE,RAOUL DURAND,69100,VILLEURBANNE,,,69266,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,77.13,NAP,N
