304068273,00024,30406827300024,O,1983-04-01,NN,,,2021-03-08T11:00:09,true,4,,317,,AV,DE DUNKERQUE,59160,LILLE,,,59350,,,,,,,,,,,,,,,,,,,2003-02-17,F,,,,,52.4C,NAFRev1,N
304068281,00019,30406828100019,O,1964-01-01,NN,,,2011-04-23T04:29:19,true,5,,1,,RUE,DE L'ANCIENNE GARE,49400,SAUMUR,,,49328,,,,,,,,,,,,,,,,,,,2009-12-29,F,,,,,45.20A,NAFRev2,O
304068315,00023,30406831500023,O,,,,,,true,1,,,,RUE,D ARMOR,56430,MAURON,,,56127,,,,,,,,,,,,,,,,,,,1989-06-30,F,,,,,65.06,NAP,N
304068323,00027,30406832300027,O,,NN,,,,true,1,,26,,RUE,ANTOINE LEFEBVRE,59650,VILLENEUVE D'ASCQ,,,59009,,,,,,,,,,,,,,,,,,,1996-05-31,F,,,,,60.2M,NAF1993,O
304068331,00038,30406833100038,O,,,,,2019-02-20T11:42:47,true,1,,14,,RUE,DU MOLINEL,59800,LILLE,,,59350,,,,,,,,,,,,,,,,,,,1988-07-31,F,,,,,67.09,NAP,N
304068349,00014,30406834900014,O,1900-01-01,NN,,,2013-02-18T08:20:08,false,4,,79,,RUE,DU BOURG,59130,LAMBERSART,,,59328,,,,,,,,,,,,,,,,,,,1987-12-25,F,,,,,62.11,NAP,N
304068349,00022,30406834900022,O,2013-03-01,,,,2013-11-21T03:33:09,true,2,,,,RUE,ROGER VERGIN,59130,LAMBERSART,,,59328,,,,,,,,,,,,,,,,,,,2013-10-24,F,,,,,85.59A,NAFRev2,N
304068372,00016,30406837200016,O,,NN,,,2019-11-14T14:00:50,true,1,,24,,QUAI,DU COMMERCE,62500,SAINT-OMER,,,62765,,,,,,,,,,,,,,,,,,,,F,,,,,67.04,NAP,N
304068380,00019,30406838000019,O,1975-01-01,NN,,,2009-06-27T03:40:35,true,4,,,,,,64110,UZOS,,,64550,,,,,,,,,,,,,,,,,,,2007-01-29,F,,,,,45.3E,NAFRev1,N
304068414,00032,30406841400032,O,1995-08-01,NN,,,,true,1,,13,,IMP,DE LA FLAMBERE,31300,TOULOUSE,,,31555,,,,,,,,,,,,,,,,,,,2001-12-01,F,,,,,28.6D,NAF1993,O
304068430,00020,30406843000020,O,,,,,,true,1,,,,RUE,DE POUILLY,71160,DIGOIN,,,71176,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,55.40,NAP,N
304068455,00019,30406845500019,O,1967-01-01,NN,,,2019-11-14T14:00:55,true,1,,,,LD,LES PETITES VESVRES,71460,CULLES-LES-ROCHES,,,71159,,,,,,,,,,,,,,,,,,,2002-01-21,F,,,,,55.4B,NAF1993,N
304068463,00062,30406846300062,O,2004-09-15,NN,,,2008-11-07T00:19:43,true,3,,4,,SQ,NOVI BEOGRAD,94000,CRETEIL,,,94028,,,,,,,,,,,,,,,,,,,2005-03-15,F,,,,,74.8K,NAFRev1,N
304068471,00016,30406847100016,O,1966-01-01,NN,,,2008-11-07T00:19:43,true,4,,19,,RUE,PRESIDENT WILSON,71200,LE CREUSOT,,,71153,,,,,,,,,,,,,,,,,,,2005-09-30,F,,,,,45.2U,NAFRev1,O
304068489,00026,30406848900026,O,1980-09-01,NN,,,2008-11-07T00:19:43,true,4,,,,,,71130,CLESSY,,,71136,,,,,,,,,,,,,,,,,,,2006-06-30,F,,,,,45.3E,NAFRev1,N
304068505,00011,30406850500011,O,1900-01-01,NN,,,,true,3,,,,RUE,DE LA VALLEE,71270,NAVILLY,,,71329,,,,,,,,,,,,,,,,,,,2003-01-11,F,,,,,45.4J,NAFRev1,N
304068521,00026,30406852100026,O,1998-04-29,NN,,,2008-01-04T19:28:25,true,3,,1060,,RUE,PERTUISET,74130,BONNEVILLE,,,74042,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,68.20B,NAFRev2,N
304068539,00028,30406853900028,O,,NN,,,2019-11-14T14:00:55,true,1,,,,LD,LES GARNIERS,71570,ROMANECHE-THORINS,,,71372,,,,,,,,,,,,,,,,,,,2002-09-30,F,,,,,45.4F,NAF1993,O
