302372677,00021,30237267700021,O,,NN,,,,true,1,,67,B,RUE,RENE COTY,91330,YERRES,,,91691,,,,,,,,,,,,,,,,,,,1989-12-31,F,,,,,77.01,NAP,N
302372685,00032,30237268500032,O,,,,,,true,1,,62,,RUE,SAINT DENIS,92700,COLOMBES,,,92025,,,,,,,,,,,,,,,,,,,1989-03-31,F,,,,,38.50,NAP,N
302372693,00028,30237269300028,O,1994-07-29,NN,,,,true,4,,37,,RUE,DES ARCHIVES,75004,PARIS 4,,,75104,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,52.1J,NAF1993,O
302372719,00039,30237271900039,O,1996-11-02,NN,,,2019-11-14T14:01:02,true,3,,,,AV,VALENTIN,85160,SAINT-JEAN-DE-MONTS,,,85234,,,,,,,,,,,,,,,,,,,2005-11-30,F,,,,,70.2A,NAFRev1,N
302372743,00013,30237274300013,O,,NN,,,,true,1,,1,,RUE,DU CHEMIN DES DAMES,93700,DRANCY,,,93029,,,,,,,,,,,,,,,,,,,1987-05-11,F,,,,,81.21,NAP,N
302372750,00018,30237275000018,O,,NN,,,2019-11-14T14:01:05,true,1,,9,,SQ,ROUSSILLON,94550,CHEVILLY-LARUE,,,94021,,,,,,,,,,,,,,,,,,,1997-09-30,F,,,,,52.2C,NAF1993,O
302372768,00010,30237276800010,O,,,,,2019-11-14T14:01:05,true,1,,,,RUE,YBRY,92200,NEUILLY-SUR-SEINE,,,92051,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,77.12,NAP,N
302372776,00013,30237277600013,O,,,,,,true,1,,,,RUE,DU DOC EMILE ROUX,92110,CLICHY,,,92024,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,64.13,NAP,N
302372784,00025,30237278400025,O,,NN,,,,true,1,,94,,RUE,DU MOULIN DE PIERRE,92140,CLAMART,,,92023,,,,,,,,,,,,,,,,,,,,F,,,,,47.09,NAP,N
302372818,00013,30237281800013,O,,,,,2019-11-14T14:01:05,true,1,,,,RUE,D'ESTIENNE D'ORVES,94220,CHARENTON-LE-PONT,,,94018,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,66.02,NAP,N
302372834,00010,30237283400010,O,1975-01-01,NN,,,2010-04-18T03:23:15,true,5,,42,,RUE,MARY LAFON,82130,LAFRANCAISE,,,82087,,,,,,,,,,,,,,,,,,,2008-06-30,F,,,,,96.02A,NAFRev2,O
302372842,00013,30237284200013,O,1987-11-04,NN,,,2019-11-14T14:01:05,true,3,,4,,RUE,ANATOLE FRANCE,94270,LE KREMLIN-BICETRE,,,94043,,,,,,,,,,,,,,,,,,,1993-11-10,F,,,,,52.1B,NAF1993,N
302372867,00036,30237286700036,O,2002-01-15,NN,,,2019-11-14T14:00:17,true,4,,36,,RUE,DE LA NATION,10250,GYE-SUR-SEINE,,,10170,,,,,,,,,,,,,,,,,,,2008-03-15,F,,,,,74.10Z,NAFRev2,N
302372883,00033,30237288300033,O,1997-05-01,,,,,true,1,,,,RTE,DE VEAUGUES,18250,MONTIGNY,,,18151,,,,,,,,,,,,,,,,,,,1999-12-31,F,,,,,52.6E,NAF1993,N
302372891,00010,30237289100010,O,,,,,2019-11-14T14:01:05,true,1,,,,CHS,DE L ETANG,94160,SAINT-MANDE,,,94067,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,64.49,NAP,N
302372966,00010,30237296600010,O,,NN,,,,true,1,,11,,AV,HENRI BARBUSSE,93120,LA COURNEUVE,,,93027,,,,,,,,,,,,,,,,,,,,F,,,,,65.02,NAP,N
302372974,00014,30237297400014,O,,NN,,,,true,1,,14,,RUE,JULES LELONG,93140,BONDY,,,93010,,,,,,,,,,,,,,,,,,,1995-11-30,F,,,,,74.1C,NAF1993,N
302372982,00017,30237298200017,O,,,,,,true,1,,,,RUE,JEAN JAURES,92000,NANTERRE,,,92050,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,64.11,NAP,N
302372990,00036,30237299000036,O,,,,,2019-11-14T14:00:19,true,1,,,,RUE,DU GENERAL DE GAULLE,14160,DIVES-SUR-MER,,,14225,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.14,NAP,N
302373006,00022,30237300600022,O,,NN,,,2019-11-14T14:00:59,true,1,,17,,AV,PAUL BRARD,78700,CONFLANS-SAINTE-HONORINE,,,78172,,,,,,,,,,,,,,,,,,,1990-02-19,F,,,,,47.01,NAP,N
302373030,00014,30237303000014,O,1963-01-01,,,,2019-11-14T14:01:05,true,1,,171,,AV,DE LA REPUBLIQUE,93800,EPINAY-SUR-SEINE,,,93031,,,,,,,,,,,,,,,,,,,1999-06-30,F,,,,,52.2C,NAF1993,N
302373048,00024,30237304800024,O,1986-03-01,NN,,,2019-11-14T14:01:05,true,3,,65,,AV,DE LA MARNE,93800,EPINAY-SUR-SEINE,,,93031,,,,,,,,,,,,,,,,,,,2003-01-01,F,,,,,52.4X,NAF1993,N
302373063,00015,30237306300015,O,,NN,,,2019-11-14T14:01:05,true,1,,133,,RUE,GABRIEL PERI,95240,CORMEILLES-EN-PARISIS,,,95176,,,,,,,,,,,,,,,,,,,1988-08-01,F,,,,,62.11,NAP,N
302373071,00018,30237307100018,O,,,,,,true,1,,25,,BD,HENRI SELLIER,92150,SURESNES,,,92073,,,,,,,,,,,,,,,,,,,1993-04-30,F,,,,,93.0D,NAF1993,N
302373105,00014,30237310500014,O,,NN,,,,true,1,,14,,RUE,DES ECOLES,93300,AUBERVILLIERS,,,93001,,,,,,,,,,,,,,,,,,,,F,,,,,67.01,NAP,N
302373113,00018,30237311300018,O,,NN,,,2019-11-14T14:01:05,true,1,,2,,RUE,DU FORT,94400,VITRY-SUR-SEINE,,,94081,,,,,,,,,,,,,,,,,,,,F,,,,,62.11,NAP,N
302373121,00037,30237312100037,O,,,,,2019-11-14T14:01:05,true,1,,142,,RUE,GABRIEL PERI,94400,VITRY-SUR-SEINE,,,94081,,,,,,,,,,,,,,,,,,,1993-06-30,F,,,,,45.4J,NAF1993,N
302373154,00020,30237315400020,O,,NN,,,,true,1,,,,CHE,DES CHARBONNIERS,78660,ABLIS,,,78003,,,,,,,,,,,,,,,,,,,1994-06-30,F,,,,,60.2E,NAF1993,N
302373170,00026,30237317000026,O,,,,,,true,1,,10,,RUE,VITRUVE,75020,PARIS 20,,,75120,,,,,,,,,,,,,,,,,,,1997-07-15,F,,,,,52.4C,NAF1993,N
302373204,00015,30237320400015,O,,NN,,,2019-01-08T10:18:26,true,1,,6,,AV,DES CAILLOUX GRIS,95220,HERBLAY-SUR-SEINE,,,95306,,,,,,,,,,,,,,,,,,,1988-07-26,F,,,,,64.12,NAP,N
302373212,00018,30237321200018,O,,NN,,,,true,1,,89,,RUE,DE SAINT MANDE,93100,MONTREUIL,,,93048,,,,,,,,,,,,,,,,,,,,F,,,,,62.41,NAP,N
302373238,00013,30237323800013,O,,NN,,,,true,1,,62,,AV,PIERRE BROSSOLETTE,92240,MALAKOFF,,,92046,,,,,,,,,,,,,,,,,,,,F,,,,,67.07,NAP,N
302373295,00013,30237329500013,O,,,,,,true,1,,,,ALL,HENRI SELLIER,92800,PUTEAUX,,,92062,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,64.11,NAP,N
302373303,00049,30237330300049,O,,,,,,true,1,,249,,AV,LOUIS ARAGON,93000,BOBIGNY,,,93008,,,,,,,,,,,,,,,,,,,1987-06-30,F,,,,,55.71,NAP,N
302373337,00013,30237333700013,O,,NN,,,2019-01-08T10:19:43,true,1,,36,,RUE,DE L HERMET,93400,SAINT-OUEN-SUR-SEINE,,,93070,,,,,,,,,,,,,,,,,,,1987-06-30,F,,,,,67.01,NAP,N
302373345,00016,30237334500016,O,,NN,,,2019-01-08T10:19:43,true,1,,152,B,RUE,DES ROSIERS,93400,SAINT-OUEN-SUR-SEINE,,,93070,,,,,,,,,,,,,,,,,,,,F,,,,,64.21,NAP,N
302373352,00012,30237335200012,O,1991-04-02,NN,,,2019-11-14T14:01:05,true,5,,3,,RUE,DE LA FONTAINE,94470,BOISSY-SAINT-LEGER,,,94004,,,,,,,,,,,,,,,,,,,2012-12-31,F,,,,,32.50A,NAFRev2,O
302373360,00031,30237336000031,O,,NN,,,2019-11-14T14:00:47,true,1,,13,,RUE,PAUL VAILLANT COUTURIER,59620,AULNOYE-AYMERIES,,,59033,,,,,,,,,,,,,,,,,,,1992-02-08,F,,,,,52.4C,NAF1993,N
302373394,00022,30237339400022,O,,NN,,,2019-11-14T14:01:05,true,1,,21,,RUE,DE TROYES,93150,LE BLANC-MESNIL,,,93007,,,,,,,,,,,,,,,,,,,1996-07-31,F,,,,,50.1Z,NAF1993,N
302373410,00018,30237341000018,O,,,,,,true,1,,1,,PL,HENRI 4,92150,SURESNES,,,92073,,,,,,,,,,,,,,,,,,,1991-12-31,F,,,,,64.11,NAP,N
302373444,00017,30237344400017,O,,NN,,,,true,1,,124,,AV,HENRI BARBUSSE,93700,DRANCY,,,93029,,,,,,,,,,,,,,,,,,,1994-12-27,F,,,,,52.4F,NAF1993,N
302373451,00012,30237345100012,O,1900-01-01,NN,,,2008-01-04T19:19:58,true,3,,27,,AV,HENRI BARBUSSE,93140,BONDY,,,93010,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,68.20B,NAFRev2,N
302373451,00020,30237345100020,O,1900-01-01,NN,,,,false,4,,2,,RUE,FENELON,33140,VILLENAVE D'ORNON,,,33550,,,,,,,,,,,,,,,,,,,1996-12-25,F,,,,,52.4R,NAF1993,O
302373477,00017,30237347700017,O,1975-01-01,,,,2008-11-07T00:18:25,false,4,,1,,RUE,DE LA SOURCE,92000,NANTERRE,,,92050,,,,,,,,,,,,,,,,,,,1996-09-01,F,,,,,52.4R,NAF1993,N
302373477,00033,30237347700033,O,1997-07-03,NN,,,2019-11-14T14:00:22,true,3,SAINT THOMAS,201,,CHE,DE LA SABLIERE,19110,BORT-LES-ORGUES,,,19028,,,,,,,,,,,,,,,,,,,2005-11-30,F,,,,,55.3B,NAFRev1,N
302373485,00010,30237348500010,O,,NN,,,,true,1,,144,,RUE,DE LA SOURCE,92000,NANTERRE,,,92050,,,,,,,,,,,,,,,,,,,1992-11-29,F,,,,,52.2C,NAF1993,N
302373493,00014,30237349300014,O,,,,,,true,1,,17,,AV,PIERRE LAROUSSE,92240,MALAKOFF,,,92046,,,,,,,,,,,,,,,,,,,1987-12-25,F,,,,,38.40,NAP,N
302373501,00022,30237350100022,O,1988-04-01,NN,,,2015-06-02T04:28:50,true,4,,11,,BD,DIDIER REY,82300,CAUSSADE,,,82037,,,,,,,,,,,,,,,,,,,2015-05-21,F,,,,,86.23Z,NAFRev2,N
302373527,00019,30237352700019,O,,NN,,,,true,1,,74,,RUE,DE LA REPUBLIQUE,93230,ROMAINVILLE,,,93063,,,,,,,,,,,,,,,,,,,,F,,,,,65.06,NAP,N
302373543,00016,30237354300016,O,,NN,,,,true,1,,32,,RUE,DOCTEUR MARC BOMBIGER,92150,SURESNES,,,92073,,,,,,,,,,,,,,,,,,,,F,,,,,64.46,NAP,N
302373550,00045,30237355000045,O,1984-05-03,,,,,false,3,,584,,RUE,FOURNY,78530,BUC,,,78117,,,,,,,,,,,,,,,,,,,1996-07-30,F,,,,,24.4C,NAF1993,N
302373550,00052,30237355000052,O,1993-06-01,NN,,,2019-11-14T14:00:59,false,5,IMM STRASBOURG,,,AV,DE L EUROPE,78114,MAGNY-LES-HAMEAUX,,,78356,78771,MAGNY LES HAMEAUX CEDEX,,,,,,,,,,,,,,,,,2008-06-01,F,,,,,21.20Z,NAFRev2,O
302373550,00060,30237355000060,O,1995-10-02,NN,,,,false,4,,4,,BD,MONTMARTRE,75009,PARIS 9,,,75109,,,,,,,,,,,,,,,,,,,1999-12-31,F,,,,,24.4C,NAF1993,N
302373550,00078,30237355000078,O,2007-10-01,NN,,,2019-11-14T14:01:00,false,5,,10,,RUE,PAUL DAUTIER,78140,VELIZY-VILLACOUBLAY,,,78640,78141,VELIZY VILLACOUBLAY CEDEX,,,,,,,,,,,,,,,,,2014-06-23,F,,,,,21.20Z,NAFRev2,O
302373550,00086,30237355000086,O,2014-06-23,,,,2021-02-23T10:36:16,true,3,ZAC DE LA CLEF ST PIERRE BUROPLUS 3,1,B,AV,JEAN D ALEMBERT,78990,ELANCOURT,,,78208,,,,,,,,,,,,,,,,,,,2016-12-31,A,,,,,46.46Z,NAFRev2,N
302373576,00016,30237357600016,O,,NN,,,,true,1,,89,,BD,GABRIEL PERI,92240,MALAKOFF,,,92046,,,,,,,,,,,,,,,,,,,,F,,,,,77.10,NAP,N
302373584,00010,30237358400010,O,1900-01-01,,,,2019-11-14T14:01:05,false,4,,15,B,RUE,L INSURRECTION PARISIENNE,94600,CHOISY-LE-ROI,,,94022,,,,,,,,,,,,,,,,,,,1994-09-15,F,,,,,45.4L,NAF1993,N
302373584,00036,30237358400036,O,1982-05-03,NN,,,2019-11-14T14:01:05,true,4,ZI DE LA MOINERIE,12,,RUE,DU ROUSSILLON,91220,BRETIGNY-SUR-ORGE,,BP N°72,91103,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,74.8J,NAF1993,O
302373592,00039,30237359200039,O,1988-01-01,NN,,,2008-04-26T08:37:31,false,4,,10,,RUE,SAINT FLORENTIN,75001,PARIS 1,,,75101,,,,,,,,,,,,,,,,,,,2007-07-01,F,,,,,22.1G,NAFRev1,O
302373592,00047,30237359200047,O,2007-07-01,NN,,,2021-03-15T03:38:39,true,6,,4,,AV,ALBERT DE MUN,75116,PARIS 16,,,75116,,,,,,,,,,,,,,,,,,,2019-03-30,A,,,,,59.20Z,NAFRev2,O
302373600,00014,30237360000014,O,1900-01-01,NN,,,,true,3,,35,,AV,HENRI BARBUSSE,94240,L'HAY-LES-ROSES,,,94038,,,,,,,,,,,,,,,,,,,1991-12-25,F,,,,,86.06,NAP,N
302373618,00040,30237361800040,O,,,,,,true,1,,72,,RUE,DES BAUDEMONS,94320,THIAIS,,,94073,,,,,,,,,,,,,,,,,,,1990-12-25,F,,,,,56.01,NAP,N
302373626,00027,30237362600027,O,,NN,,,,true,1,,13,,RUE,DU NOYER,35000,RENNES,,,35238,,,,,,,,,,,,,,,,,,,1993-06-24,F,,,,,24.4D,NAF1993,O
302373634,00013,30237363400013,O,1900-01-01,NN,,,2019-11-14T14:01:05,true,4,,104,,BD,DU GENERAL GIRAUD,94100,SAINT-MAUR-DES-FOSSES,,,94068,,,,,,,,,,,,,,,,,,,1991-12-25,F,,,,,64.40,NAP,N
302373642,00024,30237364200024,O,,,,,2019-11-14T14:01:05,true,1,,6,,RUE,LEON GEFFROY,94400,VITRY-SUR-SEINE,,,94081,,,,,,,,,,,,,,,,,,,,F,,,,,28.5A,NAFRev1,N
302373659,00028,30237365900028,O,1900-01-01,NN,,,2011-04-23T04:26:58,true,5,,8,,RUE,CHARLES PATHE,94300,VINCENNES,,,94080,,,,,,,,,,,,,,,,,,,2009-12-17,F,,,,,69.20Z,NAFRev2,O
302373675,00016,30237367500016,O,,NN,,,,true,1,,106,,RUE,DE LA JARRY,94300,VINCENNES,,,94080,,,,,,,,,,,,,,,,,,,,F,,,,,19.02,NAP,N
302373683,00010,30237368300010,O,,NN,,,2019-11-14T14:01:05,true,1,,47,,AV,VICTOR CRESSON,92130,ISSY-LES-MOULINEAUX,,,92040,,,,,,,,,,,,,,,,,,,1997-04-30,F,,,,,45.4D,NAF1993,O
302373691,00013,30237369100013,O,,NN,,,2019-11-14T14:01:05,true,1,,41,,RUE,YBRY,92200,NEUILLY-SUR-SEINE,,,92051,,,,,,,,,,,,,,,,,,,,F,,,,,59.08,NAP,N
302373717,00016,30237371700016,O,,NN,,,,true,1,,53,,RUE,DECAMPS,75116,PARIS 16,,,75116,,,,,,,,,,,,,,,,,,,,F,,,,,77.01,NAP,N
302373725,00035,30237372500035,O,1986-05-13,NN,,,2007-03-06T10:40:35,true,4,,3,,RUE,DU COLONEL MOLL,75017,PARIS 17,,,75117,,,,,,,,,,,,,,,,,,,2006-11-20,F,,,,,51.8M,NAFRev1,N
302373733,00013,30237373300013,O,,,,,2019-11-14T14:01:02,true,1,,23,,,Q DE SUFFREN,83990,SAINT-TROPEZ,,,83119,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.11,NAP,N
302373741,00024,30237374100024,O,,NN,,,,true,1,,,,RUE,BENJAMIN FRANKLIN,82000,MONTAUBAN,,,82121,,,,,,,,,,,,,,,,,,,1992-10-01,F,,,,,70.2C,NAF1993,N
302373758,00010,30237375800010,O,,NN,,,,true,1,,57,,RUE,DE RENNES,75006,PARIS 6,,,75106,,,,,,,,,,,,,,,,,,,,F,,,,,81.21,NAP,N
302373782,00010,30237378200010,O,1975-01-01,NN,,,,true,4,,25,,RUE,DE BOURGOGNE,75007,PARIS 7,,,75107,,,,,,,,,,,,,,,,,,,2003-10-08,F,,,,,72.3Z,NAFRev1,N
302373790,00013,30237379000013,O,1900-01-01,NN,,,2008-01-04T19:19:58,true,3,6 ET 8,6,,RUE,LOUVEAU,92320,CHATILLON,,,92020,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,47.78B,NAFRev2,N
302373816,00016,30237381600016,O,1900-01-01,NN,,,,true,4,,1,,RUE,LAVOISIER,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,1994-06-03,F,,,,,74.1A,NAF1993,N
302373816,00024,30237381600024,O,1980-10-01,,,,,false,3,,49,,RUE,AU MAIRE,75003,PARIS 3,,,75103,,,,,,,,,,,,,,,,,,,1993-12-25,F,,,,,74.1A,NAF1993,N
302373832,00013,30237383200013,O,,NN,,,,true,1,,1,,RUE,SIVEL,75014,PARIS 14,,,75114,,,,,,,,,,,,,,,,,,,1989-08-09,F,,,,,58.12,NAP,N
302373840,00016,30237384000016,O,1900-01-01,NN,,,2008-01-04T19:19:58,true,3,,21,,RUE,DE LA VILLE L EVEQUE,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,41.10D,NAFRev2,N
302373840,00032,30237384000032,O,1981-02-24,NN,,,2008-01-04T19:19:58,false,3,NUM VOIE 14 A 16,14,,RUE,MONTALIVET,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,41.10D,NAFRev2,N
302373857,00010,30237385700010,O,1975-01-01,NN,,,2016-12-13T04:53:36,true,4,,37,,RUE,DE ROME,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2016-12-12,F,,,,,68.31Z,NAFRev2,N
302373865,00013,30237386500013,O,1900-01-01,NN,,,2008-01-04T19:19:58,true,3,,29,,RUE,FRIANT,75014,PARIS 14,,,75114,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,47.11B,NAFRev2,N
302373881,00010,30237388100010,O,,NN,,,,true,1,,12,,RUE,BLANCHE,75009,PARIS 9,,,75109,,,,,,,,,,,,,,,,,,,,F,,,,,79.04,NAP,N
302373899,00012,30237389900012,O,1900-01-01,,,,,false,4,,56,,RUE,LA FAYETTE,75009,PARIS 9,,,75109,,,,,,,,,,,,,,,,,,,1992-07-21,F,,,,,74.2C,NAF1993,N
302373899,00020,30237389900020,O,1975-01-01,NN,,,2019-11-14T14:01:05,true,4,,10,,RUE,DU SEMINAIRE,94550,CHEVILLY-LARUE,,,94021,,,,,,,,,,,,,,,,,,,1992-07-21,F,,,,,74.2C,NAF1993,N
302373923,00036,30237392300036,O,,,,,,true,1,,91,,RUE,DU FAUBOURG SAINT HONORE,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,1989-02-27,F,,,,,82.02,NAP,N
302373956,00036,30237395600036,O,1900-01-01,NN,,,,true,4,,16,,RUE,RODIER,75009,PARIS 9,,,75109,,,,,,,,,,,,,,,,,,,1994-12-25,F,,,,,22.2C,NAF1993,O
302373972,00033,30237397200033,O,1980-08-16,NN,,,2019-11-14T14:01:05,true,4,,128,,AV,DU GENERAL LECLERC,94100,SAINT-MAUR-DES-FOSSES,,,94068,,,,,,,,,,,,,,,,,,,1998-01-22,F,,,,,74.2C,NAF1993,O
302373980,00028,30237398000028,O,,NN,,,,true,1,,47,,AV,PAUL VAILLANT COUTURIER,94250,GENTILLY,,,94037,,,,,,,,,,,,,,,,,,,1986-05-21,F,,,,,59.11,NAP,N
302374004,00018,30237400400018,O,,,,,,true,1,,,,RUE,NATIONALE,59143,LEDERZEELE,,,59337,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.13,NAP,N
302374012,00094,30237401200094,O,1996-04-29,NN,,,,true,1,,2,,RTE,DE PARIS,67202,WOLFISHEIM,,,67551,,,,,,,,,,,,,,,,,,,2000-04-28,F,,,,,45.2B,NAF1993,O
302374020,00030,30237402000030,O,1900-01-01,,,,,true,4,,16,,RUE,SAINT FIACRE,75002,PARIS 2,,,75102,,,,,,,,,,,,,,,,,,,1999-01-26,F,,,,,51.4C,NAF1993,N
302374038,00040,30237403800040,O,1982-06-21,NN,,,2019-11-14T14:01:05,false,4,,95,,RUE,CHARLES MICHELS,93200,SAINT-DENIS,,,93066,,,,,,,,,,,,,,,,,,,1996-12-25,F,,,,,51.4F,NAF1993,N
302374038,00057,30237403800057,O,1982-09-01,,,,,false,4,,9,,RUE,ALEXANDRE DUMAS,67200,STRASBOURG,,,67482,,,,,,,,,,,,,,,,,,,1993-12-25,F,,,,,51.4F,NAF1993,N
302374038,00065,30237403800065,O,1991-04-01,NN,,,,true,4,,4,,ALL,DES SORBIERS,69500,BRON,,BP 45,69029,69671,BRON CEDEX,,,,,,,,,,,,,,,,,2003-09-13,F,,,,,51.4F,NAFRev1,O
302374038,00073,30237403800073,O,1993-01-15,NN,,,,false,3,,21,,AV,DE FONDEYRE,31200,TOULOUSE,,,31555,,,,,,,,,,,,,,,,,,,1996-06-12,F,,,,,51.4F,NAF1993,N
302374038,00081,30237403800081,O,1992-04-01,NN,,,2019-11-14T14:00:53,false,4,PARC INNOVATION PYTHAGORE,,,RUE,JEAN SAPIDUS,67400,ILLKIRCH-GRAFFENSTADEN,,,67218,,,,,,,,,,,,,,,,,,,1994-12-25,F,,,,,51.4F,NAF1993,O
302374061,00034,30237406100034,O,1900-01-01,NN,,,2008-11-07T00:18:25,false,4,CLOS JACQUIN,30,,AV,DE MANDALLAZ,74000,ANNECY,,,74010,,,,,,,,,,,,,,,,,,,2001-02-01,F,,,,,52.4L,NAF1993,O
302374061,00042,30237406100042,O,2001-02-01,NN,,,2017-01-11T21:05:21,true,5,,28,B,AV,DE LA REPUBLIQUE,74960,ANNECY,,,74010,,,,,,,,,,,,,,,,,,,2015-02-28,F,,,,,47.54Z,NAFRev2,N
302374079,00010,30237407900010,O,1900-01-01,,,,2008-01-04T19:19:58,true,4,,63,,BD,BALZAC,67200,STRASBOURG,,,67482,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
302374087,00039,30237408700039,O,1900-01-01,03,2019,,2021-10-27T08:14:20,true,5,,,,PL,DE LA LEVRIERE,94000,CRETEIL,,,94028,,,,,,,,,,,,,,,,,,,2020-05-27,A,,,,,47.21Z,NAFRev2,N
302374095,00016,30237409500016,O,,,,,2019-11-14T14:00:56,true,1,,,,,,74330,LA BALME-DE-SILLINGY,,,74026,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,81.21,NAP,N
302374111,00011,30237411100011,O,,,,,,true,1,,,,RUE,PIAT,75020,PARIS 20,,,75120,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.11,NAP,N
302374129,00021,30237412900021,O,,NN,,,,true,1,,16,,PL,JACQUES BONSERGENT,75010,PARIS 10,,,75110,,,,,,,,,,,,,,,,,,,,F,,,,,58.12,NAP,N
302374137,00057,30237413700057,O,1988-06-01,NN,,,,false,4,ZI DE L'EGLANTIER,12,,RUE,DES CERISIERS,91090,LISSES,,,91340,,,,,,,,,,,,,,,,,,,1997-06-06,F,,,,,51.1G,NAF1993,O
