042297747,00018,04229774700018,O,1995-12-25,NN,,,2019-11-14T14:00:57,true,2,,45,,AV,DU GEN DE GAULLE,74200,THONON-LES-BAINS,,,74281,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
042297754,00014,04229775400014,O,1995-12-25,NN,,,2019-11-14T14:00:57,true,2,,2,,AV,JULES FERRY,74200,THONON-LES-BAINS,,,74281,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
042297770,00010,04229777000010,O,1995-12-25,,,,2019-11-14T14:00:57,true,2,,,,CHE,DES ROSES,74500,EVIAN-LES-BAINS,,,74119,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
042297788,00012,04229778800012,O,1995-12-25,NN,,,2008-01-04T18:04:48,true,3,,,,ALL,DU PARC,74300,CLUSES,,,74081,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
042297804,00017,04229780400017,O,1995-12-25,NN,,,2008-04-26T08:09:22,true,3,,,,RUE,AMPERE,74300,CLUSES,,,74081,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
042297812,00010,04229781200010,O,1985-01-01,NN,,,2009-06-27T03:10:54,true,5,,,,,,74970,MARIGNIER,,,74164,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
042297820,00013,04229782000013,O,1995-12-25,NN,,,2008-01-04T18:04:48,true,3,,9,,RUE,CARNOT,74300,CLUSES,,,74081,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
042297838,00015,04229783800015,O,1995-12-25,NN,,,2015-05-14T03:05:41,true,4,,,,BD,DE LA TETE DE MUSSEL,74300,CLUSES,,,74081,,,,,,,,,,,,,,,,,,,2013-12-31,A,,,,,81.10Z,NAFRev2,N
042297846,00018,04229784600018,O,1995-12-25,NN,,,2008-01-04T18:04:48,true,2,,,,RUE,AMPERE,74300,CLUSES,,,74081,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
042297853,00014,04229785300014,O,1995-12-25,NN,,,2008-01-04T18:04:48,true,2,,,,,GRANDE RUE,74300,CLUSES,,,74081,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
042297861,00017,04229786100017,O,1995-12-25,NN,,,2019-11-14T14:00:56,true,3,,,,LD,LES CARROZ,74300,ARACHES-LA-FRASSE,,,74014,,,,,,,,,,,,,,,,,,,2016-05-31,A,,,,,81.10Z,NAFRev2,N
042297887,00012,04229788700012,O,1985-01-01,NN,,,2012-05-05T00:13:32,true,4,,,,,,74340,SAMOENS,,,74258,,,,,,,,,,,,,,,,,,,2011-12-31,A,,,,,81.10Z,NAFRev2,N
042297895,00015,04229789500015,O,1995-12-25,NN,,,2010-04-18T03:04:23,true,3,,,,RUE,MAL DE LATTRE DE TASSIGNY,74300,CLUSES,,,74081,,,,,,,,,,,,,,,,,,,2008-02-29,A,,,,,81.10Z,NAFRev2,N
042297903,00017,04229790300017,O,1985-01-01,NN,,,2008-01-04T18:04:48,true,3,,,,,,74970,MARIGNIER,,,74164,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
042297929,00012,04229792900012,O,1995-12-25,NN,,,2008-01-04T18:04:48,true,2,,,,AV,GEORGES CLEMENCEAU,74300,CLUSES,,,74081,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
042297937,00015,04229793700015,O,1995-12-25,NN,,,2008-01-04T18:04:48,true,3,,,,LD,LA COUR,74340,SAMOENS,,,74258,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
042297945,00018,04229794500018,O,1995-12-25,01,2019,,2021-10-27T08:02:52,true,2,,,,RUE,NICOLAS GIROD,74300,CLUSES,,,74081,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
042297960,00017,04229796000017,O,1995-12-25,NN,,,2011-04-23T04:05:03,true,3,,,,AV,GEORGES CLEMENCEAU,74300,CLUSES,,,74081,,,,,,,,,,,,,,,,,,,2009-05-05,A,,,,,81.10Z,NAFRev2,N
042297978,00019,04229797800019,O,1995-12-25,NN,,,2008-01-04T18:04:48,true,2,,,,AV,DES GLIERES,74300,CLUSES,,,74081,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
042297986,00012,04229798600012,O,1995-12-25,NN,,,2008-04-26T08:09:22,true,3,,,,RUE,DES FLEURS,74300,CLUSES,,,74081,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
042298000,00011,04229800000011,O,1995-12-25,NN,,,2008-04-26T08:09:22,true,4,,,,AV,GEORGES CLEMENCEAU,74300,CLUSES,,,74081,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
042298026,00016,04229802600016,O,1995-12-25,NN,,,2008-01-04T18:04:48,true,2,,,,RUE,DE MESSY,74300,CLUSES,,,74081,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
042298059,00017,04229805900017,O,1995-12-25,NN,,,2008-01-04T18:04:48,true,2,,2,,RUE,DE TROSSINGEN,74300,CLUSES,,,74081,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
042298133,00010,04229813300010,O,1995-12-25,01,2019,,2021-10-27T08:02:52,true,2,,,,BD,DU CHEVRAN,74300,CLUSES,,,74081,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
042298141,00013,04229814100013,O,1995-12-25,NN,,,2008-04-26T08:09:22,true,3,,,,,LE CROZET,74950,SCIONZIER,,,74264,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
042298158,00017,04229815800017,O,1995-12-25,NN,,,2008-04-26T08:09:22,true,3,,,,,LE CROZET,74950,SCIONZIER,,,74264,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
042298174,00014,04229817400014,O,1995-12-25,NN,,,2008-04-26T08:09:22,true,3,,,,,LE CROZET,74950,SCIONZIER,,,74264,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
042298182,00017,04229818200017,O,1995-12-25,NN,,,2008-01-04T18:04:48,true,2,,8,,RUE,DE TROSSINGEN,74300,CLUSES,,,74081,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
042298216,00013,04229821600013,O,1995-12-25,00,2018,,2020-08-25T10:12:21,true,2,,,,RUE,EDOUARD HERRIOT,74300,CLUSES,,,74081,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
042298232,00010,04229823200010,O,1995-12-25,NN,,,2008-01-04T18:04:48,true,2,,,,RUE,EDOUARD HERRIOT,74300,CLUSES,,,74081,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
042298265,00010,04229826500010,O,1995-12-25,NN,,,2010-04-18T03:04:23,true,3,,,,RUE,DU MARECHAL LECLERC,74300,CLUSES,,,74081,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
042298281,00017,04229828100017,O,1995-12-25,NN,,,2008-01-04T18:04:48,true,3,,,,RUE,DU FAUBOURG ST NICOLAS,74300,CLUSES,,,74081,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
042298307,00010,04229830700010,O,1995-12-25,NN,,,2008-01-04T18:04:48,true,2,,3,,RUE,NICOLAS GIROD,74300,CLUSES,,,74081,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
042298364,00011,04229836400011,O,1995-12-25,,,,2008-01-04T18:04:48,true,2,,2,,RUE,DE TROSSINGEN,74300,CLUSES,,,74081,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
042298372,00014,04229837200014,O,1985-01-01,01,2019,,2021-10-27T08:02:52,true,5,,,,,,74340,SAMOENS,,,74258,,,,,,,,,,,,,,,,,,,2016-01-31,A,,,,,81.10Z,NAFRev2,O
042298398,00019,04229839800019,O,1995-12-25,NN,,,2008-01-04T18:04:48,true,2,,,,RUE,DES FLEURS,74300,CLUSES,,,74081,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
042298414,00014,04229841400014,O,1995-12-25,NN,,,2008-01-04T18:04:48,true,3,,,,AV,DES LACS,74950,SCIONZIER,,,74264,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
042298430,00010,04229843000010,O,1995-12-25,NN,,,2008-01-04T18:04:48,true,2,,,,RUE,DES ARTISANS,74300,CLUSES,,,74081,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
042298448,00012,04229844800012,O,1995-12-25,NN,,,2008-01-04T18:04:48,true,3,,,,AV,LOUIS COPPEL,74300,THYEZ,,,74278,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
042298455,00017,04229845500017,O,1995-12-25,01,2019,,2021-10-27T08:02:52,true,4,,,,,AU JOURDIL,74960,ANNECY,,,74010,,,,,,,,,,,,,,,,,,,2014-07-01,A,,,,,81.10Z,NAFRev2,O
042298463,00011,04229846300011,O,1995-12-25,00,2019,,2021-10-27T08:02:52,true,3,,,,RUE,DES PELOUSES,74960,ANNECY,,,74010,,,,,,,,,,,,,,,,,,,2019-11-30,A,,,,,81.10Z,NAFRev2,N
042298489,00016,04229848900016,O,1995-12-25,01,2019,,2021-10-27T08:02:52,true,2,,,,AV,DE LA REPUBLIQUE,74960,ANNECY,,,74010,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
042298497,00019,04229849700019,O,1995-12-25,01,2019,,2021-10-27T08:02:52,true,3,,,,RUE,LOUIS PASTEUR,74160,SAINT-JULIEN-EN-GENEVOIS,,,74243,,,,,,,,,,,,,,,,,,,2021-06-30,A,,,,,81.10Z,NAFRev2,N
042298513,00013,04229851300013,O,1995-12-25,NN,,,2017-01-02T21:58:24,true,3,,,,RUE,DES CARILLONS,74940,ANNECY,,,74010,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
042298521,00016,04229852100016,O,1995-12-25,NN,,,2008-01-04T18:04:48,true,2,,,,RUE,ANDRE THEURIET,74000,ANNECY,,,74010,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
042298539,00018,04229853900018,O,1995-12-25,01,2019,,2021-10-27T08:02:52,true,2,,3,,RUE,DES ANEMONES,74000,ANNECY,,,74010,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
042298547,00011,04229854700011,O,1995-12-25,01,2019,,2021-10-27T08:02:52,true,3,,80,,AV,DE FRANCE,74000,ANNECY,,,74010,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
042298554,00017,04229855400017,O,1995-12-25,00,2018,,2020-08-25T10:12:21,true,2,,,,RUE,DE MORETTE,74000,ANNECY,,,74010,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
042298562,00010,04229856200010,O,1995-12-25,NN,,,2008-04-26T08:09:23,true,3,,52,,AV,DE NOVEL,74000,ANNECY,,,74010,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
042298570,00013,04229857000013,O,1995-12-25,NN,,,2017-01-11T20:58:26,true,3,,37,,AV,DE CHAMP FLEURI,74600,ANNECY,,,74010,,,,,,,,,,,,,,,,,,,2013-12-31,A,,,,,81.10Z,NAFRev2,N
042298588,00015,04229858800015,O,1995-12-25,01,2019,,2021-10-27T08:02:52,true,2,,,,AV,DE CHAMP FLEURI,74600,ANNECY,,,74010,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
042298596,00018,04229859600018,O,1995-12-25,01,2019,,2021-10-27T08:02:52,true,2,,,,RUE,DES GRILLONS,74960,ANNECY,,,74010,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
042298604,00010,04229860400010,O,1995-12-25,NN,,,2017-01-30T20:03:16,true,2,8-10-12 ET 14,6,,ALL,DES AUBEPINES,74600,ANNECY,,,74010,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
042298612,00013,04229861200013,O,1995-12-25,NN,,,2008-01-04T18:04:49,true,2,,17,,RUE,DU GENERAL FERRIE,74000,ANNECY,,,74010,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
042298620,00016,04229862000016,O,1995-12-25,NN,,,2012-05-05T00:13:32,true,3,,5,,RUE,LOUIS ARMAND,74000,ANNECY,,,74010,,,,,,,,,,,,,,,,,,,2010-12-31,A,,,,,81.10Z,NAFRev2,N
042298646,00011,04229864600011,O,1995-12-25,NN,,,2008-01-04T18:04:49,true,2,,,,RUE,DE LA POINTE PERCEE,74000,ANNECY,,,74010,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
042298661,00010,04229866100010,O,1995-12-25,NN,,,2017-01-02T21:19:50,true,3,,,,PL,ST JEAN,74600,ANNECY,,,74010,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
042298679,00012,04229867900012,O,1985-01-01,NN,,,2017-01-11T20:23:40,true,4,,6,,IMP,DES CRETS,74960,ANNECY,,,74010,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
042298687,00015,04229868700015,O,1995-12-25,NN,,,2017-01-03T09:57:22,true,3,,,,RUE,DES ASTERS,74960,ANNECY,,,74010,,,,,,,,,,,,,,,,,,,2012-12-31,A,,,,,81.10Z,NAFRev2,N
042298695,00018,04229869500018,O,1985-01-01,NN,,,2008-01-04T18:04:49,true,4,,,,,,74210,DOUSSARD,,,74104,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
042298703,00010,04229870300010,O,1995-12-25,NN,,,2008-01-04T18:04:49,true,2,,,,RTE,DE BESSINE,74150,RUMILLY,,,74225,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
042298711,00013,04229871100013,O,1995-12-25,NN,,,2017-01-03T08:00:10,true,2,,,,RUE,DE NEMOURS,74960,ANNECY,,,74010,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
042298729,00015,04229872900015,O,1995-12-25,01,2019,,2021-10-27T08:02:52,true,2,,,,AV,DE SARDAIGNE,74160,SAINT-JULIEN-EN-GENEVOIS,,,74243,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
042298737,00018,04229873700018,O,1995-12-25,NN,,,2017-01-11T20:52:49,true,2,,10,,RUE,DES GRILLONS,74960,ANNECY,,,74010,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
042298760,00010,04229876000010,O,1995-12-25,NN,,,2019-11-14T14:00:57,true,3,,4,,RUE,DES MESANGES,74160,SAINT-JULIEN-EN-GENEVOIS,,,74243,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
042298778,00012,04229877800012,O,1995-12-25,NN,,,2019-11-14T14:00:57,true,3,,,,CHE,DU LOUP,74160,SAINT-JULIEN-EN-GENEVOIS,,,74243,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
042298786,00015,04229878600015,O,1995-12-25,NN,,,2019-11-14T14:00:57,true,3,,,,AV,LOUIS ARMAND,74160,SAINT-JULIEN-EN-GENEVOIS,,,74243,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
042298794,00019,04229879400019,O,1995-12-25,NN,,,2019-11-14T14:00:57,true,3,,,,RUE,FERNAND DAVID,74160,SAINT-JULIEN-EN-GENEVOIS,,,74243,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
042298802,00010,04229880200010,O,1995-12-25,NN,,,2019-11-14T14:00:57,true,5,,,,RUE,FERNAND DAVID,74160,SAINT-JULIEN-EN-GENEVOIS,,,74243,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
042298828,00015,04229882800015,O,1985-01-01,NN,,,2019-11-14T14:00:56,true,3,,,,,,74160,COLLONGES-SOUS-SALEVE,,,74082,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
042298836,00018,04229883600018,O,1995-12-25,NN,,,2019-11-14T14:00:57,true,3,,,,RUE,AMEDEE VIII DE SAVOIE,74160,SAINT-JULIEN-EN-GENEVOIS,,,74243,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
042298844,00012,04229884400012,O,1995-12-25,NN,,,2019-11-14T14:00:57,true,3,,,,AV,LOUIS ARMAND,74160,SAINT-JULIEN-EN-GENEVOIS,,,74243,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
042298869,00019,04229886900019,O,1995-12-25,NN,,,2019-11-14T14:00:57,true,3,,,,CHE,DU LOUP,74160,SAINT-JULIEN-EN-GENEVOIS,,,74243,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
042298893,00019,04229889300019,O,1985-01-01,NN,,,2012-05-05T00:13:32,true,4,,,,RTE,DE ROCHEBRUNE,74120,MEGEVE,,,74173,,,,,,,,,,,,,,,,,,,2010-06-30,A,,,,,81.10Z,NAFRev2,N
042298901,00010,04229890100010,O,1995-12-25,01,2019,,2021-10-27T08:02:52,true,4,,,,IMP,DU BOIS DES CHIENS,74120,MEGEVE,,,74173,,,,,,,,,,,,,,,,,,,2018-05-01,A,,,,,81.10Z,NAFRev2,O
042298927,00015,04229892700015,O,1985-01-01,01,2019,,2021-10-27T08:02:52,true,3,63 A 117,63,,RTE,DES PETTOREAUX,74120,MEGEVE,,,74173,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
042298943,00012,04229894300012,O,1985-01-01,01,2019,,2021-10-27T08:02:52,true,3,ROCHEBRUNE,,,RTE,DU BOUCHET,74120,MEGEVE,,,74173,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
042298968,00019,04229896800019,O,1985-01-01,,,,2008-01-04T18:04:49,true,3,,1531,,RTE,NATIONALE,74120,MEGEVE,,,74173,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
042298976,00012,04229897600012,O,1985-01-01,NN,,,2019-06-24T13:06:18,true,3,,,,RTE,DE MEGEVE,74920,COMBLOUX,,,74083,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
042299040,00016,04229904000016,O,1995-12-25,NN,,,2019-11-14T14:00:57,true,2,,,,BD,BEL AIR,74200,THONON-LES-BAINS,,,74281,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
042299065,00013,04229906500013,O,1995-12-25,01,2019,,2021-10-27T08:02:52,true,3,,,,AV,DES GROTTES,74500,EVIAN-LES-BAINS,,,74119,,,,,,,,,,,,,,,,,,,2021-06-30,A,,,,,81.10Z,NAFRev2,N
042299073,00017,04229907300017,O,1995-12-25,NN,,,2019-11-14T14:00:57,true,2,,,,CHE,DU MARTINET,74200,THONON-LES-BAINS,,,74281,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
042299131,00013,04229913100013,O,1995-12-25,NN,,,2019-11-14T14:00:57,true,2,,,,RUE,ALEXANDRE GANDER,74200,THONON-LES-BAINS,,,74281,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
042299156,00010,04229915600010,O,1995-12-25,NN,,,2019-11-14T14:00:57,true,3,,,,BD,DE LA CORNICHE,74200,THONON-LES-BAINS,,,74281,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
042299255,00010,04229925500010,O,1995-12-25,NN,,,2019-11-14T14:00:57,true,3,27,25,,RUE,SAINT SEBASTIEN,74200,THONON-LES-BAINS,,,74281,,,,,,,,,,,,,,,,,,,2016-12-10,A,,,,,81.10Z,NAFRev2,N
042299305,00013,04229930500013,O,1995-12-25,NN,,,2019-11-14T14:00:57,true,2,,11,,AV,DES VALLEES,74200,THONON-LES-BAINS,,,74281,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
042299313,00017,04229931300017,O,1985-01-01,NN,,,2019-11-14T14:00:57,true,4,,,,CHE,DES CROZ,74200,THONON-LES-BAINS,,,74281,,,,,,,,,,,,,,,,,,,2015-12-31,A,,,,,81.10Z,NAFRev2,N
042299362,00014,04229936200014,O,,NN,,,2019-11-14T14:00:57,true,1,,,,AV,DU GENERAL DUPAS,74500,EVIAN-LES-BAINS,,,74119,,,,,,,,,,,,,,,,,,,1996-10-29,F,,,,,70.3C,NAF1993,O
042299537,00011,04229953700011,O,1984-11-01,NN,,,2012-05-05T00:13:32,true,4,,,,,,74320,SEVRIER,,,74267,,,,,,,,,,,,,,,,,,,2010-12-31,A,,,,,81.10Z,NAFRev2,N
042299545,00014,04229954500014,O,1995-12-25,01,2019,,2021-10-27T08:02:52,true,2,,,,QUAI,PAUL LEGER,74500,EVIAN-LES-BAINS,,,74119,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
042299552,00010,04229955200010,O,1995-12-25,NN,,,2019-11-14T14:00:57,true,3,,10,,AV,DU PARC,74200,THONON-LES-BAINS,,,74281,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
042299560,00013,04229956000013,O,1995-12-25,01,2019,,2021-10-27T08:02:52,true,4,,,,PL,JEAN MOULIN,74200,THONON-LES-BAINS,,,74281,,,,,,,,,,,,,,,,,,,2009-11-09,A,,,,,81.10Z,NAFRev2,O
042299594,00012,04229959400012,O,1995-12-25,NN,,,2019-11-14T14:00:57,true,3,,17,,RUE,DE L HOTEL DIEU,74200,THONON-LES-BAINS,,,74281,,,,,,,,,,,,,,,,,,,2008-05-31,A,,,,,81.10Z,NAFRev2,N
