060420494,00019,06042049400019,O,,,,,,true,1,,,,,,38740,VALJOUFFREY,,,38522,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.09,NAP,N
060420528,00014,06042052800014,O,,,,,,true,1,,,,AV,MAL RANDON,38000,GRENOBLE,,,38185,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N
060420544,00011,06042054400011,O,,,,,,true,1,,42,,AV,M COTTIER,38700,CORENC,,,38126,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,87.03,NAP,N
060420569,00018,06042056900018,O,,,,,,true,1,,,,LD,LE TONKIN,38880,AUTRANS,,,38021,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.22,NAP,N
060420619,00029,06042061900029,O,,NN,,,,true,1,,,,RTE,NATIONALE 523,38570,LA PIERRE,,,38303,,,,,,,,,,,,,,,,,,,1990-10-08,F,,,,,55.4B,NAF1993,N
060420742,00011,06042074200011,O,1974-01-01,02,2019,4321AB,2021-10-27T08:03:12,true,4,,13,,AV,DOCTEUR TAGNARD,38350,LA MURE,,,38269,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,42.22Z,NAFRev2,O
060420767,00018,06042076700018,O,,,,,,true,1,,,,RUE,L ALPE,38750,HUEZ,,,38191,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,81.21,NAP,N
060420825,00014,06042082500014,O,,NN,,,,true,1,,16,,RUE,DE STRASBOURG,38000,GRENOBLE,,,38185,,,,,,,,,,,,,,,,,,,1989-05-06,F,,,,,52.2C,NAF1993,N
060420858,00015,06042085800015,O,,,,,,true,1,,38,,RUE,DES ALPES,38350,LA MURE,,,38269,,,,,,,,,,,,,,,,,,,,F,,,,,62.11,NAP,N
060420866,00018,06042086600018,O,1960-01-01,NN,,,,true,1,,,,,LES CHARMILLES,38590,BREZINS,,,38058,,,,,,,,,,,,,,,,,,,2000-12-31,F,,,,,01.1A,NAF1993,N
060420890,00018,06042089000018,O,,,,,,true,1,,,,,,38590,SILLANS,,,38490,,,,,,,,,,,,,,,,,,,1990-11-30,F,,,,,34.3Z,NAF1993,N
060420916,00011,06042091600011,O,1960-01-01,NN,,,2017-01-02T21:37:32,true,5,HOTEL LE GENEPI.PCE DE VEN,,,,L ALPE DE VENOSC,38860,LES DEUX ALPES,,,38253,,,,,,,,,,,,,,,,,,,2008-01-01,F,,,,,68.20B,NAFRev2,N
060420940,00011,06042094000011,O,,,,,,true,1,,,,RUE,DE STRASBOURG,38000,GRENOBLE,,,38185,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.24,NAP,N
060420957,00015,06042095700015,O,,NN,,,,true,1,,26,,PL,DU 24 AVRIL 1915,38400,SAINT MARTIN D'HERES,,,38421,,,,,,,,,,,,,,,,,,,,F,,,,,62.11,NAP,N
060420973,00012,06042097300012,O,,,,,,true,1,,,,PL,METZ,38000,GRENOBLE,,,38185,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.04,NAP,N
060421120,00019,06042112000019,O,,NN,,,,true,1,,,,,,38470,ROVON,,,38345,,,,,,,,,,,,,,,,,,,1996-08-04,F,,,,,64.48,NAP,N
060421161,00021,06042116100021,O,1993-01-01,NN,,,,true,1,,175,,CHE,DE CRAPONOZ,38190,BERNIN,,,38039,,,,,,,,,,,,,,,,,,,1998-09-30,F,,,,,70.2C,NAF1993,N
060421260,00013,06042126000013,O,,NN,,,2019-11-14T14:00:36,true,1,,,,,,38770,LA MOTTE-SAINT-MARTIN,,,38266,,,,,,,,,,,,,,,,,,,1993-04-15,F,,,,,15.8C,NAF1993,N
060421278,00015,06042127800015,O,,,,,,true,1,,,,RUE,GRANDE,38500,VOIRON,,,38563,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,87.01,NAP,N
060421294,00012,06042129400012,O,,NN,,,,true,1,,4,,CRS,LIBERATION - GEN DE GAULLE,38100,GRENOBLE,,,38185,,,,,,,,,,,,,,,,,,,1989-06-30,F,,,,,87.03,NAP,N
060421302,00013,06042130200013,O,,,,,2019-11-14T14:00:36,true,1,,,,,,38220,SAINT-BARTHELEMY-DE-SECHILIENNE,,,38364,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.01,NAP,N
060421336,00011,06042133600011,O,,,,,,true,1,,,,CRS,BERRIAT,38000,GRENOBLE,,,38185,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.44,NAP,N
060421351,00010,06042135100010,O,,,,,,true,1,,,,,,38770,LA MOTTE-D'AVEILLANS,,,38265,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,55.72,NAP,N
060421377,00015,06042137700015,O,,,,,,true,1,,,,,,38560,JARRIE,,,38200,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N
060421427,00018,06042142700018,O,,NN,,,,true,1,,,,LD,CHAMROUSSE,38410,CHAMROUSSE,,,38567,,,,,,,,,,,,,,,,,,,,F,,,,,67.04,NAP,N
060421476,00015,06042147600015,O,,,,,2019-11-14T14:00:36,true,1,,,,AV,CARNOT,38250,VILLARD-DE-LANS,,,38548,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N
060421492,00012,06042149200012,O,,,,,,true,1,,,,,,38520,LE BOURG D'OISANS,,,38052,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.01,NAP,N
060421500,00012,06042150000012,O,,,,,2019-11-14T14:00:36,true,1,,,,,,38380,ENTRE-DEUX-GUIERS,,,38155,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,64.12,NAP,N
060421526,00017,06042152600017,O,,,,,2019-11-14T14:00:36,true,1,,,,,PRAIRIES DE BRIGNOUD,38190,VILLARD-BONNOT,,,38547,,,,,,,,,,,,,,,,,,,1987-06-02,F,,,,,48.01,NAP,N
060421542,00014,06042154200014,O,,,,,2019-11-14T14:00:36,true,1,,,,,,38870,SAINT-SIMEON-DE-BRESSIEUX,,,38457,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.01,NAP,N
060421583,00018,06042158300018,O,,NN,,,,true,1,,10,,RUE,DE BELGRADE,38000,GRENOBLE,,,38185,,,,,,,,,,,,,,,,,,,1988-01-31,F,,,,,52.4X,NAF1993,N
060421666,00037,06042166600037,O,,NN,,,,true,1,,5,,RUE,MARCEL PERETTO,38100,GRENOBLE,,,38185,,,,,,,,,,,,,,,,,,,1991-09-27,F,,,,,69.12,NAP,N
060421690,00011,06042169000011,O,,,,,,true,1,,,,,,38980,VIRIVILLE,,,38561,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.11,NAP,N
060421716,00022,06042171600022,O,1984-04-01,NN,,,,true,4,,21,,AV,DOCTEUR TAGNARD,38350,LA MURE,,,38269,,,,,,,,,,,,,,,,,,,2003-03-31,F,,,,,70.2C,NAFRev1,N
060421732,00011,06042173200011,O,,,,,2019-08-27T12:16:17,true,1,,,,AV,DE LA GARE,38420,DOMENE,,,38150,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N
060421799,00010,06042179900010,O,1960-01-01,,,,,true,1,,,,,,38980,VIRIVILLE,,,38561,,,,,,,,,,,,,,,,,,,1999-02-16,F,,,,,01.1A,NAF1993,N
060421823,00018,06042182300018,O,,,,,,true,1,,,,RUE,GAY LUSSAC,38100,GRENOBLE,,,38185,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.42,NAP,N
060421930,00011,06042193000011,O,,,,,,true,1,,,,PL,TANNON BONNET,38710,MENS,,,38226,,,,,,,,,,,,,,,,,,,1987-12-31,F,,,,,64.30,NAP,N
060421955,00018,06042195500018,O,,,,,,true,1,,,,,,38470,VARACIEUX,,,38523,,,,,,,,,,,,,,,,,,,,F,,,,,64.41,NAP,N
060421963,00020,06042196300020,O,,,,,,true,1,,,,CHE,DE LA REVIREE,38240,MEYLAN,,,38229,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.11,NAP,N
060422102,00016,06042210200016,O,1960-01-01,NN,,,2008-01-04T18:08:02,true,5,,11,,RTE,DE GRENOBLE,38210,TULLINS,,,38517,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,68.20B,NAFRev2,N
060422136,00014,06042213600014,O,1960-01-01,NN,,,2006-12-27T08:15:17,true,1,,13,,RUE,JEAN JACQUES ROUSSEAU,38000,GRENOBLE,,,38185,,,,,,,,,,,,,,,,,,,1994-10-18,F,,,,,70.2C,NAF1993,N
060422151,00013,06042215100013,O,1960-01-01,NN,,,2012-07-28T11:19:53,true,4,,,,PL,DE LA LIBERATION,38430,MOIRANS,,,38239,,,,,,,,,,,,,,,,,,,2010-12-25,F,,,,,68.20B,NAFRev2,N
060422169,00023,06042216900023,O,,,,,,true,1,,,,CRS,JEAN JAURES,38000,GRENOBLE,,,38185,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,55.40,NAP,N
060422268,00015,06042226800015,O,,,,,2019-11-14T14:00:36,true,1,,,,,,38960,SAINT-ETIENNE-DE-CROSSEY,,,38383,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,60.07,NAP,N
060422342,00018,06042234200018,O,,,,,,true,1,,,,,,38520,LE BOURG D'OISANS,,,38052,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,81.21,NAP,N
060422359,00012,06042235900012,O,,,,,,true,1,,,,CRS,JEAN JAURES,38000,GRENOBLE,,,38185,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.41,NAP,N
060422367,00015,06042236700015,O,1960-01-01,NN,,,2019-11-14T14:00:36,true,4,,,,,,38930,SAINT-MAURICE-EN-TRIEVES,,,38424,,,,,,,,,,,,,,,,,,,2008-01-01,F,,,,,56.30Z,NAFRev2,N
060422409,00015,06042240900015,O,,,,,2019-11-14T14:00:36,true,1,,,,,,38380,SAINT-LAURENT-DU-PONT,,,38412,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N
060422466,00015,06042246600015,O,,NN,,,2019-11-14T14:00:35,true,1,,,,LD,LE PAVILLON,38560,CHAMP-SUR-DRAC,,,38071,,,,,,,,,,,,,,,,,,,1991-01-16,F,,,,,55.60,NAP,N
060422482,00012,06042248200012,O,1960-01-01,NN,,,2011-01-05T03:54:34,true,4,,6,,PL,DE LA LIBERATION,38360,SASSENAGE,,,38474,,,,,,,,,,,,,,,,,,,2008-01-01,F,,,,,68.20B,NAFRev2,N
060422573,00018,06042257300018,O,,,,,,true,1,,,,,,38260,MARCILLOLES,,,38218,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,65.06,NAP,N
060422755,00011,06042275500011,O,,NN,,,,true,1,,,,,,38590,SILLANS,,,38490,,,,,,,,,,,,,,,,,,,,F,,,,,64.22,NAP,N
060422789,00010,06042278900010,O,,,,,,true,1,,,,RUE,CHARCOT,38100,GRENOBLE,,,38185,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,77.10,NAP,N
060422896,00013,06042289600013,O,,NN,,,2009-08-05T15:18:34,true,1,,,,,,38710,MENS,,,38226,,,,,,,,,,,,,,,,,,,1994-06-01,F,,,,,70.2C,NAF1993,N
060422904,00015,06042290400015,O,,NN,,,2019-11-14T14:00:36,true,1,,,,AV,DE PROVENCE,38760,VARCES-ALLIERES-ET-RISSET,,,38524,,,,,,,,,,,,,,,,,,,1995-11-15,F,,,,,70.2C,NAF1993,N
060422920,00011,06042292000011,O,,,,,,true,1,,,,CRS,JEAN JAURES,38000,GRENOBLE,,,38185,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.11,NAP,N
060422938,00013,06042293800013,O,,,,,,true,1,,,,RUE,SAINT LAURENT,38000,GRENOBLE,,,38185,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N
060422979,00017,06042297900017,O,,,,,2019-11-14T14:00:36,true,1,,,,,,38350,MAYRES-SAVEL,,,38224,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N
060422995,00013,06042299500013,O,,,,,,true,1,,26,,,GRANDE RUE,38700,LA TRONCHE,,,38516,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N
060423035,00017,06042303500017,O,,,,,,true,1,,,,,,38880,AUTRANS,,,38021,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N
060423043,00011,06042304300011,O,,,,,2020-02-20T14:08:27,true,1,,,,,GRANDE RUE,38700,LA TRONCHE,,,38516,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,81.21,NAP,N
060423068,00018,06042306800018,O,1960-01-01,NN,,,,true,4,,,,,,38260,THODURE,,,38505,,,,,,,,,,,,,,,,,,,1991-12-25,F,,,,,70.2C,NAF1993,N
060423084,00015,06042308400015,O,,NN,,,,true,1,,,,,,38140,CHARNECLES,,,38084,,,,,,,,,,,,,,,,,,,,F,,,,,81.21,NAP,N
060423092,00018,06042309200018,O,,,,,,true,1,,,,AV,DE LA REPUBLIQUE,38130,ECHIROLLES,,,38151,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N
060423100,00019,06042310000019,O,,,,,2019-11-14T14:00:36,true,1,,,,RUE,JEAN BAILLET,38160,SAINT-MARCELLIN,,,38416,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.21,NAP,N
