035213305,00010,03521330500010,O,1995-12-25,NN,,,2008-01-04T17:55:55,true,3,,3,,RUE,ROMIGUIERES,31000,TOULOUSE,,,31555,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
035213339,00019,03521333900019,O,1995-12-25,01,2019,,2021-10-27T08:00:53,true,2,,15,,PL,PDT THOMAS WOODROW WILSON,31000,TOULOUSE,,,31555,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
035213347,00012,03521334700012,O,1995-12-25,NN,,,2008-01-04T17:55:55,true,2,,10,,ALL,FORAIN FRANCOIS VERDIER,31000,TOULOUSE,,,31555,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
035213362,00011,03521336200011,O,1995-12-25,NN,,,2014-06-13T23:04:03,true,3,,,,BD,BONREPOS,31000,TOULOUSE,,,31555,,,,,,,,,,,,,,,,,,,2012-10-24,A,,,,,81.10Z,NAFRev2,N
035213370,00014,03521337000014,O,1995-12-25,NN,,,2015-08-24T02:35:20,true,3,,1,,RUE,PAUL MERIEL,31000,TOULOUSE,,,31555,,,,,,,,,,,,,,,,,,,2013-12-31,A,,,,,81.10Z,NAFRev2,N
035213404,00011,03521340400011,O,1995-12-25,NN,,,2010-04-18T03:01:14,true,2,,46,B,BD,DES MINIMES,31200,TOULOUSE,,,31555,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
035213412,00014,03521341200014,O,1995-12-25,,,,2008-01-04T17:55:56,true,2,,16,,RUE,DE LA DALBADE,31000,TOULOUSE,,,31555,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
035213446,00012,03521344600012,O,1995-12-25,01,2019,,2021-10-27T08:00:53,true,2,,9,,RUE,TRIPIERE,31000,TOULOUSE,,,31555,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
035213487,00016,03521348700016,O,,NN,,,,true,1,,28,,RUE,BERNARD MULE,31400,TOULOUSE,,,31555,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,70.3C,NAF1993,N
035213495,00019,03521349500019,O,1995-12-25,NN,,,2013-05-18T02:02:55,true,4,,75,,RUE,DU FAUBOURG BONNEFOY,31500,TOULOUSE,,,31555,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
035213503,00010,03521350300010,O,1995-12-25,NN,,,2018-10-22T19:00:11,true,3,,8,,AV,FRIZAC,31400,TOULOUSE,,,31555,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
035213511,00013,03521351100013,O,1995-12-25,01,2019,,2021-10-27T08:00:53,true,3,,3,,RUE,ESPINASSE,31000,TOULOUSE,,,31555,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
035213529,00015,03521352900015,O,1995-12-25,NN,,,2018-12-11T14:21:03,true,3,,11,,GR,SAINT MICHEL,31400,TOULOUSE,,,31555,,,,,,,,,,,,,,,,,,,2012-11-28,A,,,,,81.10Z,NAFRev2,N
035213545,00011,03521354500011,O,1995-12-25,NN,,,2008-01-04T17:55:56,true,2,,50,,ALL,CHARLES DE FITTE,31300,TOULOUSE,,,31555,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
035213560,00010,03521356000010,O,1995-12-25,01,2019,,2021-10-27T08:00:53,true,2,,7,,PL,COMMERCIALE JOLIMONT,31500,TOULOUSE,,,31555,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
035213578,00012,03521357800012,O,1997-01-01,01,2018,,2020-08-25T10:10:34,true,5,,5,,IMP,DES BOSQUETS,31100,TOULOUSE,,,31555,,,,,,,,,,,,,,,,,,,2018-12-31,A,,,,,81.10Z,NAFRev2,N
035213586,00015,03521358600015,O,1995-12-25,NN,,,,true,1,,46,,RUE,DU CAGIRE,31600,MURET,,,31395,,,,,,,,,,,,,,,,,,,2001-12-31,F,,,,,70.3C,NAF1993,O
035213677,00012,03521367700012,O,1995-12-25,NN,,,2019-05-20T03:36:00,true,3,,16,,RUE,GAY LUSSAC,31300,TOULOUSE,,,31555,,,,,,,,,,,,,,,,,,,2017-01-02,A,,,,,81.10Z,NAFRev2,N
035213685,00015,03521368500015,O,1995-12-25,NN,,,2019-06-24T13:04:41,true,3,,2,,BD,D ARCOLE,31000,TOULOUSE,,,31555,,,,,,,,,,,,,,,,,,,2018-08-08,A,,,,,81.10Z,NAFRev2,N
035213701,00010,03521370100010,O,1995-12-25,NN,,,2019-06-24T13:04:41,true,3,,16,,GR,SAINT MICHEL,31400,TOULOUSE,,,31555,,,,,,,,,,,,,,,,,,,2019-02-28,A,,,,,81.10Z,NAFRev2,N
035213727,00015,03521372700015,O,,NN,,,,true,1,,25,,RTE,D ESPAGNE,31100,TOULOUSE,,,31555,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,70.3C,NAF1993,N
035213750,00017,03521375000017,O,1995-12-25,NN,,,2015-01-19T20:21:27,true,4,,14,,RUE,DU GENERAL JEAN COMPANS,31500,TOULOUSE,,,31555,,,,,,,,,,,,,,,,,,,2012-12-31,A,,,,,81.10Z,NAFRev2,N
035213768,00019,03521376800019,O,1995-12-25,,,,2008-01-04T17:55:56,true,2,,48,,BD,MONPLAISIR,31400,TOULOUSE,,,31555,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
035213792,00019,03521379200019,O,1995-12-25,NN,,,2010-04-18T03:01:14,true,4,,3,,AV,JEAN RIEUX,31500,TOULOUSE,,,31555,,,,,,,,,,,,,,,,,,,2008-06-30,A,,,,,81.10Z,NAFRev2,N
035213818,00012,03521381800012,O,1995-12-25,NN,,,2018-09-29T12:00:35,true,3,,5,,AV,JEAN RIEUX,31500,TOULOUSE,,,31555,,,,,,,,,,,,,,,,,,,2017-03-31,A,,,,,81.10Z,NAFRev2,N
035213826,00015,03521382600015,O,1995-12-25,NN,,,2008-01-04T17:55:56,true,2,,5,,RUE,LEJEUNE,31000,TOULOUSE,,,31555,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
035213834,00019,03521383400019,O,1995-12-25,01,2019,,2021-10-27T08:00:53,true,2,,5,,RUE,DE LA POMME,31000,TOULOUSE,,,31555,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
035213859,00016,03521385900016,O,1995-12-25,NN,,,2008-01-04T17:55:56,true,2,,88,,AV,DES ETATS UNIS,31200,TOULOUSE,,,31555,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
035213875,00012,03521387500012,O,1995-12-25,,,,2008-01-04T17:55:56,true,2,,7,,IMP,DE LA TOUR,31200,TOULOUSE,,,31555,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
035213883,00016,03521388300016,O,1995-12-25,NN,,,2008-01-04T17:55:56,true,2,,87,,AV,DE MURET,31300,TOULOUSE,,,31555,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
035213909,00019,03521390900019,O,1995-12-25,NN,,,2008-01-04T17:55:56,true,2,,12,,BD,DE STRASBOURG,31000,TOULOUSE,,,31555,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
035213917,00012,03521391700012,O,1995-12-25,01,2019,,2021-10-27T08:00:53,true,2,,,,RUE,BONNAT,31400,TOULOUSE,,,31555,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
035213941,00012,03521394100012,O,1995-12-25,NN,,,2008-01-04T17:55:56,true,3,,5,,AV,D'OCCITANIE,31520,RAMONVILLE-SAINT-AGNE,,,31446,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
035213966,00019,03521396600019,O,1995-12-25,02,2019,,2021-10-27T08:00:53,true,2,,30,,RUE,DE L'UKRAINE,31100,TOULOUSE,,,31555,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
035213974,00013,03521397400013,O,1995-12-25,01,2019,,2021-10-27T08:00:53,true,2,ET 147,145,,AV,DES MINIMES,31200,TOULOUSE,,,31555,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
035214022,00010,03521402200010,O,1995-12-25,01,2019,,2021-10-27T08:00:53,true,2,,5,,CHE,DE PELLEPORT,31500,TOULOUSE,,,31555,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
035214055,00010,03521405500010,O,1995-12-25,01,2019,,2021-10-27T08:00:53,true,2,,29,,ALL,MAURICE SARRAUT,31300,TOULOUSE,,,31555,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
035214063,00014,03521406300014,O,1995-12-25,NN,,,2019-11-14T14:00:30,true,3,,69,,AV,MARECHAL FOCH,31110,BAGNERES-DE-LUCHON,,,31042,,,,,,,,,,,,,,,,,,,2008-12-31,A,,,,,81.10Z,NAFRev2,N
035214071,00017,03521407100017,O,1995-12-25,NN,,,2018-10-22T19:00:11,true,2,,22,,RUE,DES POTIERS,31000,TOULOUSE,,,31555,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
035214097,00012,03521409700012,O,1995-12-25,,,,2008-01-04T17:55:56,true,2,,23,,AV,DE LARRIEU,31100,TOULOUSE,,,31555,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
035214154,00011,03521415400011,O,1995-12-25,NN,,,2008-01-04T17:55:56,true,2,,5,,RUE,GAY LUSSAC,31300,TOULOUSE,,,31555,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
035214162,00014,03521416200014,O,1995-12-25,NN,,,2018-09-29T12:00:35,true,3,,17,,RUE,DE METZ,31000,TOULOUSE,,,31555,,,,,,,,,,,,,,,,,,,2016-10-07,A,,,,,81.10Z,NAFRev2,N
035214196,00012,03521419600012,O,1995-12-25,01,2019,,2021-10-27T08:00:53,true,2,,38,,RUE,DU DOCTEUR J ARLAUD,31500,TOULOUSE,,,31555,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
035214212,00017,03521421200017,O,1995-12-25,NN,,,2008-04-26T08:05:16,true,3,,125,,AV,DE FRONTON,31200,TOULOUSE,,,31555,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
035214220,00010,03521422000010,O,1995-12-25,NN,,,2016-12-21T08:34:04,true,3,,12,,RUE,DE TIVOLI,31000,TOULOUSE,,,31555,,,,,,,,,,,,,,,,,,,2012-12-31,A,,,,,81.10Z,NAFRev2,N
035214261,00014,03521426100014,O,1995-12-25,NN,,,2011-04-23T04:01:27,true,3,8 10 12 ET,14,,RUE,JEAN MARTIN CHARCOT,31400,TOULOUSE,,,31555,,,,,,,,,,,,,,,,,,,2009-03-31,A,,,,,81.10Z,NAFRev2,N
035214337,00012,03521433700012,O,,NN,,,,true,1,,57,,RTE,D ESPAGNE,31100,TOULOUSE,,,31555,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,70.3C,NAF1993,N
035214345,00015,03521434500015,O,1995-12-25,NN,,,2008-01-04T17:55:56,true,2,,4,,ALL,DU TREZEGAT,31780,CASTELGINEST,,,31116,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
035214352,00011,03521435200011,O,1995-12-25,01,2019,,2021-10-27T08:00:53,true,2,,,,RUE,RENEE ASPE,31000,TOULOUSE,,,31555,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
035214410,00017,03521441000017,O,1995-12-25,NN,,,2010-05-12T10:05:49,true,3,,7,,RUE,DE REMUSAT,31000,TOULOUSE,,,31555,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
035214428,00019,03521442800019,O,1995-12-25,NN,,,2008-01-04T17:55:56,true,2,,76,,RUE,DE LA COLOMBETTE,31000,TOULOUSE,,,31555,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
035214436,00012,03521443600012,O,1995-12-25,01,2018,,2020-08-25T10:10:34,true,2,,12,,BD,MONPLAISIR,31400,TOULOUSE,,,31555,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
035214493,00013,03521449300013,O,1995-12-25,01,2019,,2021-10-27T08:00:53,true,2,,2,,RUE,D AUSTERLITZ,31000,TOULOUSE,,,31555,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
035214501,00013,03521450100013,O,,NN,,,,true,1,,6,,QUAI,SAINT PIERRE,31000,TOULOUSE,,,31555,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,70.3C,NAF1993,N
035214535,00011,03521453500011,O,,NN,,,,true,1,,344,,RTE,DE SEYSSES,31100,TOULOUSE,,,31555,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,70.3C,NAF1993,N
035214543,00015,03521454300015,O,1995-12-25,01,2019,,2021-10-27T08:00:53,true,4,,15,,BD,MONPLAISIR,31400,TOULOUSE,,,31555,,,,,,,,,,,,,,,,,,,2018-05-01,A,,,,,81.10Z,NAFRev2,O
035214568,00012,03521456800012,O,1995-12-25,NN,,,2008-01-04T17:55:56,true,2,,63,,RUE,DE LA POMME,31000,TOULOUSE,,,31555,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
035214576,00015,03521457600015,O,,NN,,,2019-11-14T14:00:31,true,1,,,,,LA BAYSSADE,31320,VIEILLE-TOULOUSE,,,31575,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,70.3C,NAF1993,O
035214584,00019,03521458400019,O,1995-12-25,NN,,,2009-06-27T03:07:27,true,3,,2,,RUE,GEORGES BERNANOS,31100,TOULOUSE,,,31555,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
035214600,00013,03521460000013,O,1995-12-25,01,2019,,2021-10-27T08:00:53,true,2,,,,AV,SALVADOR ALLENDE,31320,CASTANET-TOLOSAN,,,31113,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
035214634,00012,03521463400012,O,1995-12-25,01,2019,,2021-10-27T08:00:53,true,2,,27,,RUE,DE LA DIGUE,31300,TOULOUSE,,,31555,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
035214642,00015,03521464200015,O,1995-12-25,NN,,,2016-04-26T01:04:33,true,3,,13,,RUE,DU GENERAL BARES,31400,TOULOUSE,,,31555,,,,,,,,,,,,,,,,,,,2014-12-31,A,,,,,81.10Z,NAFRev2,N
035214675,00015,03521467500015,O,1995-12-25,01,2019,,2021-10-27T08:00:53,true,2,,,,PL,OCCITANE,31000,TOULOUSE,,,31555,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
035214717,00015,03521471700015,O,1995-12-25,01,2019,,2021-10-27T08:00:53,true,2,,40,,AV,ETIENNE BILLIERES,31300,TOULOUSE,,,31555,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
035214857,00019,03521485700019,O,1995-12-25,01,2019,,2021-10-27T08:00:53,true,2,,19,,CHE,DES MARAICHERS,31400,TOULOUSE,,,31555,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
035214881,00019,03521488100019,O,1995-12-25,01,2019,,2021-10-27T08:00:53,true,2,,37,B,AV,HONORE SERRES,31000,TOULOUSE,,,31555,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
035214899,00011,03521489900011,O,1995-12-25,01,2019,,2021-10-27T08:00:53,true,2,,5,,RUE,ESPINASSE,31000,TOULOUSE,,,31555,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
035214907,00012,03521490700012,O,1995-12-25,NN,,,2008-01-04T17:55:56,true,2,,14,,ALL,FREDERIC MISTRAL,31400,TOULOUSE,,,31555,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
035214915,00015,03521491500015,O,1995-12-25,NN,,,2008-01-04T17:55:56,true,2,,,,PL,OLIVIER,31300,TOULOUSE,,,31555,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
035214923,00019,03521492300019,O,1995-12-25,NN,,,2018-09-29T12:00:35,true,4,,13,,RUE,NINAU,31000,TOULOUSE,,,31555,,,,,,,,,,,,,,,,,,,2017-05-12,A,,,,,81.10Z,NAFRev2,N
035214931,00012,03521493100012,O,1995-12-25,NN,,,2019-11-14T14:00:30,true,2,,16,,ALL,D ETIGNY,31110,BAGNERES-DE-LUCHON,,,31042,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
035214949,00014,03521494900014,O,1995-12-25,NN,,,2019-11-14T14:00:30,true,1,,,,ALL,D ETIGNY,31110,BAGNERES-DE-LUCHON,,,31042,,,,,,,,,,,,,,,,,,,2002-11-27,F,,,,,70.3C,NAF1993,N
035214956,00019,03521495600019,O,1995-12-25,NN,,,2008-01-04T17:55:56,true,3,,11,,RUE,ETIENNE BACQUIE,31100,TOULOUSE,,,31555,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
035214964,00013,03521496400013,O,1995-12-25,NN,,,2016-04-26T01:04:34,true,3,,40,,RUE,DE REMUSAT,31000,TOULOUSE,,,31555,,,,,,,,,,,,,,,,,,,2015-12-31,A,,,,,81.10Z,NAFRev2,N
035214972,00016,03521497200016,O,1995-12-25,NN,,,2015-05-14T03:03:34,true,3,,3,,RUE,DU MIDI,31400,TOULOUSE,,,31555,,,,,,,,,,,,,,,,,,,2013-04-16,A,,,,,81.10Z,NAFRev2,N
035214998,00011,03521499800011,O,1995-12-25,NN,,,2018-09-29T12:00:35,true,3,,13,,RUE,ANTOINE DEVILLE,31000,TOULOUSE,,,31555,,,,,,,,,,,,,,,,,,,2016-12-31,A,,,,,81.10Z,NAFRev2,N
035215029,00014,03521502900014,O,1995-12-25,01,2019,,2021-10-27T08:00:53,true,2,,1,,RUE,COLBERT,31400,TOULOUSE,,,31555,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
035215045,00010,03521504500010,O,1995-12-25,NN,,,2016-04-26T01:04:34,true,3,MR PUIG EDMOND,19,,RUE,SAINT BERNARD,31000,TOULOUSE,,,31555,,,,,,,,,,,,,,,,,,,2014-07-31,A,,,,,81.10Z,NAFRev2,N
035215052,00016,03521505200016,O,1995-12-25,01,2019,,2021-10-27T08:00:53,true,2,,69,,RUE,LOUIS VITET,31400,TOULOUSE,,,31555,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
035215060,00019,03521506000019,O,1995-12-25,01,2018,,2020-08-25T10:10:34,true,4,,,,IMP,JEAN DELFOUR,31400,TOULOUSE,,,31555,,,,,,,,,,,,,,,,,,,2014-11-01,A,,,,,81.10Z,NAFRev2,O
035215078,00011,03521507800011,O,1995-12-25,01,2019,,2021-10-27T08:00:53,true,2,,8,,RUE,JOACHIM DU BELLAY,31100,TOULOUSE,,,31555,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
035215086,00014,03521508600014,O,1995-12-25,,,,2008-01-04T17:55:56,true,2,,,,BD,BONREPOS,31000,TOULOUSE,,,31555,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
035215110,00012,03521511000012,O,1995-12-25,01,2019,,2021-10-27T08:00:53,true,2,,77,,CHE,DE LA SALADE PONSAN,31400,TOULOUSE,,,31555,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
035215144,00011,03521514400011,O,1995-12-25,NN,,,2008-01-04T17:55:56,true,2,,3,,RUE,LAPEYROUSE,31000,TOULOUSE,,,31555,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
035215151,00016,03521515100016,O,,NN,,,,true,1,,2,,AV,FRIZAC,31400,TOULOUSE,,,31555,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,70.3C,NAF1993,N
035215185,00014,03521518500014,O,1995-12-25,NN,,,2008-01-04T17:55:56,true,3,MR VANDEKERKHOVE F,2,,PL,DE L AIGOUAL,31770,COLOMIERS,,,31149,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
035215201,00019,03521520100019,O,1990-09-01,,,,2008-01-04T17:55:56,true,4,,11,,RUE,DES LOIS,31000,TOULOUSE,,,31555,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,68.20B,NAFRev2,N
035215250,00016,03521525000016,O,1995-12-25,,,,2008-01-04T17:55:56,true,3,,79,,RUE,DE LA FAOURETTE,31100,TOULOUSE,,,31555,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
