297701237,00010,29770123700010,O,1983-08-10,NN,,,2019-11-14T14:00:59,true,3,MAIRIE,12,,,GRANDE RUE,77480,VILLENAUXE-LA-PETITE,,,77507,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,42.99Z,NAFRev2,N
297701245,00013,29770124500013,O,1983-08-10,NN,,,2019-11-14T14:00:59,true,3,,,,,,77480,MOUSSEAUX-LES-BRAY,,,77321,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,42.99Z,NAFRev2,N
297701252,00019,29770125200019,O,1983-08-10,NN,,,2008-01-04T19:07:58,true,3,,,,RUE,MAIRIE,77480,BABY,,,77015,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,42.99Z,NAFRev2,N
297701260,00012,29770126000012,O,1983-08-10,NN,,,2017-05-04T01:42:25,true,3,,,,,,77760,LARCHANT,,,77244,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,42.99Z,NAFRev2,N
297701278,00014,29770127800014,O,1983-08-10,NN,,,2012-04-05T03:48:46,true,5,,,,,MAIRIE,77760,RUMONT,,,77395,,,,,,,,,,,,,,,,,,,2011-07-04,F,,,,,42.99Z,NAFRev2,O
297701286,00017,29770128600017,O,1983-08-10,NN,,,,true,3,,,,,,77123,LE VAUDOUE,,,77485,,,,,,,,,,,,,,,,,,,1996-12-25,F,,,,,70.1C,NAF1993,N
297701294,00011,29770129400011,O,1983-08-10,NN,,,2008-08-07T09:50:53,true,3,,1,,RUE,MAIRIE,77760,URY,,,77477,,,,,,,,,,,,,,,,,,,1996-12-25,F,,,,,70.1C,NAF1993,N
297701302,00012,29770130200012,O,1983-08-10,NN,,,2019-11-14T14:00:59,true,3,,,,,,77123,NOISY-SUR-ECOLE,,,77339,,,,,,,,,,,,,,,,,,,1991-01-24,F,,,,,90.12,NAP,N
297701310,00015,29770131000015,O,1983-08-10,NN,,,2019-11-14T14:00:58,true,4,,,,,MAIRIE,77760,LA CHAPELLE-LA-REINE,,,77088,,,,,,,,,,,,,,,,,,,2011-11-03,F,,,,,42.99Z,NAFRev2,N
297701328,00017,29770132800017,O,1983-08-10,,,,2019-11-14T14:00:59,true,3,,19,,AV,DU MARECHAL LECLERC,77460,SOUPPES-SUR-LOING,,,77458,,,,,,,,,,,,,,,,,,,1996-12-25,F,,,,,70.1C,NAF1993,N
297701336,00010,29770133600010,O,1983-08-10,NN,,,2008-01-04T19:07:58,true,3,,,,,MAIRIE,77620,BRANSLES,,,77050,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,42.99Z,NAFRev2,N
297701344,00014,29770134400014,O,1983-08-10,NN,,,2019-11-14T14:00:59,true,3,,,,,,77920,SAMOIS-SUR-SEINE,,,77441,,,,,,,,,,,,,,,,,,,1996-12-25,F,,,,,70.1C,NAF1993,N
297701351,00019,29770135100019,O,1983-08-10,NN,,,2019-11-14T14:00:59,true,4,,,,,,77870,VULAINES-SUR-SEINE,,,77533,,,,,,,,,,,,,,,,,,,1994-12-25,F,,,,,70.1C,NAF1993,N
297701369,00011,29770136900011,O,1983-08-10,,,,2018-04-10T09:21:08,true,3,,10,,RUE,DE MONTEREAU,77148,SALINS,,,77439,,,,,,,,,,,,,,,,,,,2017-12-25,A,,,,,42.99Z,NAFRev2,N
297701377,00014,29770137700014,O,,NN,,,2006-11-25T09:11:06,true,1,,,,,,77940,DIANT,,,77158,,,,,,,,,,,,,,,,,,,1989-03-03,F,,,,,90.12,NAP,N
297701385,00017,29770138500017,O,1900-01-01,,,,2019-11-14T14:00:59,true,4,,,,,GRANDE RUE,77130,LA GRANDE-PAROISSE,,,77210,,,,,,,,,,,,,,,,,,,2017-12-25,A,,,,,42.99Z,NAFRev2,N
297701393,00011,29770139300011,O,1983-08-10,,,,,true,3,,7,,,GRAND RUE,77940,VOULX,,,77531,,,,,,,,,,,,,,,,,,,1996-12-25,F,,,,,70.1C,NAF1993,N
297701401,00012,29770140100012,O,1983-08-10,NN,,,2008-01-04T19:07:58,true,4,,,,,,77710,REMAUVILLE,,,77387,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,42.99Z,NAFRev2,O
297701419,00014,29770141900014,O,1983-08-10,NN,,,2018-09-29T12:09:00,true,3,,,,,,77620,EGREVILLE,,,77168,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,42.99Z,NAFRev2,N
297701427,00017,29770142700017,O,1983-08-10,NN,,,2019-11-14T14:00:59,true,3,,27,,RUE,EMILE BRU,77710,LORREZ-LE-BOCAGE-PREAUX,,,77261,,,,,,,,,,,,,,,,,,,1996-12-25,F,,,,,70.1C,NAF1993,N
297701435,00010,29770143500010,O,1983-08-10,NN,,,2008-01-04T19:07:58,true,3,,9,,RUE,DE L'EGLISE,77250,VILLECERF,,,77501,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,42.99Z,NAFRev2,N
297701443,00014,29770144300014,O,1983-08-10,NN,,,2020-09-10T16:01:27,true,4,,,,,,77670,VERNOU-LA-CELLE-SUR-SEINE,,,77494,,,,,,,,,,,,,,,,,,,2020-07-20,F,,,,,42.99Z,NAFRev2,N
297701450,00019,29770145000019,O,1983-08-10,NN,,,2015-01-19T20:21:39,true,3,,,,,,77250,MORET-LOING-ET-ORVANNE,,,77316,,,,,,,,,,,,,,,,,,,1996-12-25,F,,,,,70.1C,NAF1993,N
297701468,00011,29770146800011,O,1978-01-01,NN,,,2012-02-07T15:31:06,true,5,,,,,,77250,VILLEMER,,,77506,,,,,,,,,,,,,,,,,,,2011-12-15,F,,,,,42.99Z,NAFRev2,N
297701476,00014,29770147600014,O,1983-08-10,NN,,,2020-09-10T16:08:57,true,4,,,,,MAIRIE,77670,VERNOU-LA-CELLE-SUR-SEINE,,,77494,,,,,,,,,,,,,,,,,,,2020-07-20,F,,,,,42.99Z,NAFRev2,N
297701484,00018,29770148400018,O,1983-08-10,NN,,,2008-01-04T19:07:58,true,3,,,,,MAIRIE,77140,DARVAULT,,,77156,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,42.99Z,NAFRev2,N
297701492,00011,29770149200011,O,,NN,,,2019-11-14T14:00:59,true,1,,,,,,77140,MONTCOURT-FROMONVILLE,,,77302,,,,,,,,,,,,,,,,,,,1989-12-25,F,,,,,90.12,NAP,N
297701500,00011,29770150000011,O,,NN,,,2019-11-14T14:00:59,true,1,,,,,,77880,GREZ-SUR-LOING,,,77216,,,,,,,,,,,,,,,,,,,,F,,,,,90.12,NAP,N
297701518,00013,29770151800013,O,1983-08-10,NN,,,2019-11-14T14:00:59,true,3,,,,,,77710,NANTEAU-SUR-LUNAIN,,,77329,,,,,,,,,,,,,,,,,,,1996-12-25,F,,,,,70.1C,NAF1993,N
297701526,00016,29770152600016,O,1983-08-10,NN,,,,true,3,,,,,,77140,NONVILLE,,,77340,,,,,,,,,,,,,,,,,,,1996-12-25,F,,,,,70.1C,NAF1993,N
