068709765,00017,06870976500017,O,1968-01-01,NN,,,,true,3,,53,,RUE,FRANCIS DAVSO,13001,MARSEILLE 1,,,13201,,,,,,,,,,,,,,,,,,,2000-07-06,F,,,,,70.2C,NAF1993,N
068709799,00032,06870979900032,O,1984-01-01,NN,,,2008-11-07T00:16:15,true,4,,45,,RUE,MONTAIGNE,13012,MARSEILLE 12,,,13212,,,,,,,,,,,,,,,,,,,2005-07-21,F,,,,,52.2C,NAFRev1,O
068709807,00017,06870980700017,O,,,,,2021-03-31T16:33:02,true,1,,,,BD,J. SAADE Q. DE LA JOLIETTE,13002,MARSEILLE 2,,,13202,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.01,NAP,N
068709856,00014,06870985600014,O,,NN,,,,true,1,,,,AV,DE VERDUN,13260,CASSIS,,,13022,,,,,,,,,,,,,,,,,,,,F,,,,,55.60,NAP,N
068709898,00016,06870989800016,O,,NN,,,,true,1,,10,,,CAMP RIPERT,13009,MARSEILLE 9,,,13209,,,,,,,,,,,,,,,,,,,,F,,,,,62.11,NAP,N
068709955,00014,06870995500014,O,,NN,,,,true,1,,19,,QUAI,DES BAUX,13260,CASSIS,,,13022,,,,,,,,,,,,,,,,,,,1991-09-30,F,,,,,67.01,NAP,N
068709971,00011,06870997100011,O,,,,,,true,1,,42,,RUE,DAUMIER,13008,MARSEILLE 8,,,13208,,,,,,,,,,,,,,,,,,,2000-06-30,F,,,,,52.2A,NAF1993,N
068710037,00018,06871003700018,O,,,,,,true,1,,,,RUE,DES RECOLETTES,13001,MARSEILLE 1,,,13201,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.11,NAP,N
068710102,00010,06871010200010,O,1900-01-01,,,,2006-12-15T00:14:48,false,4,,72,,AV,DES CAILLOLS,13012,MARSEILLE 12,,,13212,,,,,,,,,,,,,,,,,,,1992-12-25,F,,,,,52.3A,NAF1993,N
068710102,00028,06871010200028,O,1992-01-09,NN,,,,false,3,LE COLLET DES COMTES,43,,ALL,DE CRETE,13011,MARSEILLE 11,,,13211,,,,,,,,,,,,,,,,,,,1993-01-01,F,,,,,70.2A,NAF1993,N
068710102,00036,06871010200036,O,1993-01-01,NN,,,2017-04-11T10:38:43,true,3,,72,,AV,DES CAILLOLS,13012,MARSEILLE 12,,,13212,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,68.20B,NAFRev2,N
068710151,00017,06871015100017,O,,,,,,true,1,,,,AV,SAINT JUST,13004,MARSEILLE 4,,,13204,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N
068710185,00023,06871018500023,O,,NN,,,,true,1,,76,,AV,AUGUSTE GAUDON,13015,MARSEILLE 15,,,13215,,,,,,,,,,,,,,,,,,,2002-10-25,F,,,,,15.8C,NAF1993,N
068710201,00010,06871020100010,O,,,,,,true,1,,,,QUAI,DU PORT,13002,MARSEILLE 2,,,13202,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N
068710219,00012,06871021900012,O,,NN,,,,true,1,,13,,RUE,DES DOMINICAINES,13001,MARSEILLE 1,,,13201,,,,,,,,,,,,,,,,,,,1994-07-28,F,,,,,70.2C,NAF1993,N
068710243,00012,06871024300012,O,,,,,2019-04-03T08:05:52,true,1,,,,RUE,D'ENDOUME,13007,MARSEILLE 7,,,13207,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.11,NAP,N
068710268,00027,06871026800027,O,,NN,,,,true,1,,20,,RUE,AVIATEUR LEBRIX,13009,MARSEILLE 9,,,13209,,,,,,,,,,,,,,,,,,,,F,,,,,62.43,NAP,N
068710276,00020,06871027600020,O,,,,,,true,1,,73,,RUE,SAINTE,13007,MARSEILLE 7,,,13207,,,,,,,,,,,,,,,,,,,1989-11-14,F,,,,,15.8C,NAF1993,N
068710284,00016,06871028400016,O,,,,,,true,1,,7,,BD,NOTRE DAME,13006,MARSEILLE 6,,,13206,,,,,,,,,,,,,,,,,,,1989-12-31,F,,,,,64.43,NAP,N
068710300,00010,06871030000010,O,,,,,,true,1,,,,RUE,DE CRIMEE,13003,MARSEILLE 3,,,13203,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N
068710318,00012,06871031800012,O,,,,,,true,1,,,,AV,GABRIEL ROQUELAURE,13011,MARSEILLE 11,,,13211,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,69.12,NAP,N
068710326,00015,06871032600015,O,,NN,,,,true,1,,110,,AV,DE LA CAPELETTE,13010,MARSEILLE 10,,,13210,,,,,,,,,,,,,,,,,,,1991-07-11,F,,,,,64.23,NAP,N
068710359,00016,06871035900016,O,,NN,,,,true,1,,123,,AV,DE MAZARGUES,13008,MARSEILLE 8,,,13208,,,,,,,,,,,,,,,,,,,1988-09-30,F,,,,,52.4R,NAF1993,N
068710375,00012,06871037500012,O,1968-01-01,NN,,,,true,1,,58,,RUE,DES POILUS,13600,LA CIOTAT,,,13028,,,,,,,,,,,,,,,,,,,2000-12-31,F,,,,,52.4L,NAF1993,N
068710409,00035,06871040900035,O,1986-01-15,NN,,3012ZZ,2016-04-13T08:31:15,true,5,,,,,ANSE DU PHARO,13007,MARSEILLE 7,,,13207,,,,,,,,,,,,,,,,,,,2015-12-31,A,,,,,23.41Z,NAFRev2,N
068710417,00012,06871041700012,O,,NN,,,,true,1,,253,,AV,DE MAZARGUES,13008,MARSEILLE 8,,,13208,,,,,,,,,,,,,,,,,,,1990-09-17,F,,,,,81.21,NAP,N
068710474,00013,06871047400013,O,,,,,,true,1,,26,,RUE,DES FORGES PROLONGEES,13010,MARSEILLE 10,,,13210,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.98,NAP,N
068710581,00023,06871058100023,O,1992-01-01,NN,,,,true,1,,20,,,LE TROU DU LOUP,13127,VITROLLES,,,13117,,,,,,,,,,,,,,,,,,,2000-08-31,F,,,,,60.2L,NAF1993,O
068710599,00017,06871059900017,O,,,,,,true,1,,,,RUE,GILLIBERT,13005,MARSEILLE 5,,,13205,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,78.02,NAP,N
068710680,00015,06871068000015,O,,,,,,true,1,,,,CHE,DES CRESSAUDS,13400,AUBAGNE,,,13005,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.46,NAP,N
068710698,00025,06871069800025,O,,,,,,true,1,,,,,MOLINI,20166,ALBITRECCIA,,,2A008,,,,,,,,,,,,,,,,,,,1997-06-01,F,,,,,52.6D,NAF1993,N
068710706,00018,06871070600018,O,,,,,,true,1,,,,AV,DES LILAS QRT ST LOUIS,13015,MARSEILLE 15,,,13215,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,81.21,NAP,N
068710789,00022,06871078900022,O,,NN,,,,true,1,,,,RES,PARC DES VIEUX CYPRES,13013,MARSEILLE 13,,,13213,,,,,,,,,,,,,,,,,,,,F,,,,,62.41,NAP,N
068710821,00015,06871082100015,O,,,,,,true,1,,,,BD,RICOUX,13014,MARSEILLE 14,,,13214,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,87.01,NAP,N
068710854,00016,06871085400016,O,,NN,,,,true,1,,18,,AV,EMILE ZOLA,13850,GREASQUE,,,13046,,,,,,,,,,,,,,,,,,,1992-03-30,F,,,,,52.4E,NAF1993,N
068710862,00019,06871086200019,O,,NN,,,,true,1,,7,,AV,DU PRADO,13006,MARSEILLE 6,,,13206,,,,,,,,,,,,,,,,,,,1987-12-25,F,,,,,62.42,NAP,N
068710896,00025,06871089600025,O,,NN,,,,true,1,,3,,RUE,ROGER SCHIAFFINI,13003,MARSEILLE 3,,,13203,,,,,,,,,,,,,,,,,,,1989-12-31,F,,,,,65.02,NAP,N
068710912,00020,06871091200020,O,,NN,,,,true,1,,94,,RUE,LE CHATELIER,13015,MARSEILLE 15,,,13215,,,,,,,,,,,,,,,,,,,1987-01-17,F,,,,,67.04,NAP,N
068710938,00017,06871093800017,O,,NN,,,,true,1,,21,,RUE,DES DOMINICAINES,13001,MARSEILLE 1,,,13201,,,,,,,,,,,,,,,,,,,,F,,,,,81.11,NAP,N
068711084,00035,06871108400035,O,,NN,,,,true,1,,2,,RUE,HAXO,13001,MARSEILLE 1,,,13201,,,,,,,,,,,,,,,,,,,1995-08-31,F,,,,,70.2C,NAF1993,N
068711092,00012,06871109200012,O,,,,,,true,1,,,,RUE,DU ROUET,13008,MARSEILLE 8,,,13208,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.25,NAP,N
068711159,00019,06871115900019,O,,,,,,true,1,,,,RUE,THUBANEAU,13001,MARSEILLE 1,,,13201,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N
068711167,00012,06871116700012,O,,,,,,true,1,,,,TRA,DU MAROC,13012,MARSEILLE 12,,,13212,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N
068711183,00019,06871118300019,O,,,,,,true,1,,,,PL,GABRIEL PERI,13001,MARSEILLE 1,,,13201,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.11,NAP,N
068711191,00038,06871119100038,O,1983-12-27,NN,,,2012-11-23T05:40:25,true,5,,170,,BD,NATIONAL,13003,MARSEILLE 3,,,13203,,,,,,,,,,,,,,,,,,,2008-01-01,F,,,,,68.20B,NAFRev2,N
068711209,00012,06871120900012,O,,,,,,true,1,,,,RUE,PARADIS,13001,MARSEILLE 1,,,13201,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.44,NAP,N
068711266,00012,06871126600012,O,,NN,,,,true,1,,117,,AV,CLOT BEY,13008,MARSEILLE 8,,,13208,,,,,,,,,,,,,,,,,,,,F,,,,,79.05,NAP,N
068711274,00040,06871127400040,O,1988-10-06,NN,,,2019-11-14T14:00:19,true,4,,,,RUE,DU BOCAGE,13380,PLAN-DE-CUQUES,,,13075,,,,,,,,,,,,,,,,,,,2003-09-30,F,,,,,15.8F,NAFRev1,N
068711340,00049,06871134000049,O,,NN,,,2019-11-14T14:00:19,true,1,,,,,LA PLAINE DU CAIRE,13830,ROQUEFORT-LA-BEDOULE,,,13085,,,,,,,,,,,,,,,,,,,1996-01-31,F,,,,,36.1G,NAF1993,O
068711399,00011,06871139900011,O,,NN,,,,true,1,,15,,RUE,SAINTE,13001,MARSEILLE 1,,,13201,,,,,,,,,,,,,,,,,,,1994-04-30,F,,,,,52.2C,NAF1993,N
068711415,00015,06871141500015,O,,,,,,true,1,,,,RUE,SAINTE,13001,MARSEILLE 1,,,13201,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N
068711423,00027,06871142300027,O,,NN,,,,true,1,,8,,RES,ANJOU,13400,AUBAGNE,,,13005,,,,,,,,,,,,,,,,,,,1991-09-30,F,,,,,62.43,NAP,N
068711456,00019,06871145600019,O,,NN,,,,true,1,,546,,BD,MIREILLE LAUZE,13011,MARSEILLE 11,,,13211,,,,,,,,,,,,,,,,,,,,F,,,,,65.01,NAP,N
068711464,00013,06871146400013,O,,,,,,true,1,,4,,PL,MIRABEAU,13260,CASSIS,,,13022,,,,,,,,,,,,,,,,,,,1992-02-10,F,,,,,55.3A,NAF1993,N
068711472,00016,06871147200016,O,,NN,,,,true,1,,88,,RUE,DU BERCEAU,13005,MARSEILLE 5,,,13205,,,,,,,,,,,,,,,,,,,1996-12-31,F,,,,,52.5Z,NAF1993,O
068711498,00011,06871149800011,O,,,,,,true,1,,,,RUE,SAINT SAVOURNIN,13001,MARSEILLE 1,,,13201,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N
068711613,00015,06871161300015,O,,NN,,,,true,1,,18,,BD,LECCIA,13003,MARSEILLE 3,,,13203,,,,,,,,,,,,,,,,,,,1992-09-30,F,,,,,70.2C,NAF1993,N
068711662,00020,06871166200020,O,,NN,,,,true,1,,25,,RUE,EDMOND ROSTAND,13006,MARSEILLE 6,,,13206,,,,,,,,,,,,,,,,,,,1974-11-28,F,,,,,77.08,NAP,N
068711704,00012,06871170400012,O,,,,,,true,1,,7,,RUE,F ET R GUIDICELLI,13007,MARSEILLE 7,,,13207,,,,,,,,,,,,,,,,,,,,F,,,,,62.44,NAP,N
068711753,00019,06871175300019,O,,,,,2019-11-14T14:00:19,true,1,,,,RTE,NATIONALE 8,13821,LA PENNE-SUR-HUVEAUNE,,,13070,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.44,NAP,N
068711787,00017,06871178700017,O,1968-01-01,NN,,,2015-04-17T05:25:03,true,4,,68,,AV,DE ST ANTOINE,13015,MARSEILLE 15,,,13215,,,,,,,,,,,,,,,,,,,2010-07-03,F,,,,,47.30Z,NAFRev2,N
068711795,00010,06871179500010,O,1984-02-01,NN,,,2015-04-17T05:25:06,true,4,,68,,AV,DE ST ANTOINE,13015,MARSEILLE 15,,,13215,,,,,,,,,,,,,,,,,,,2014-11-30,F,,,,,47.30Z,NAFRev2,N
068711811,00015,06871181100015,O,,NN,,,,true,1,,51,,RUE,VILLAS PARADIS,13006,MARSEILLE 6,,,13206,,,,,,,,,,,,,,,,,,,1988-03-07,F,,,,,62.44,NAP,N
068711852,00019,06871185200019,O,,,,,,true,1,,3,,PL,MARSEILLAISE,13001,MARSEILLE 1,,,13201,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.08,NAP,N
068711886,00017,06871188600017,O,,,,,2019-11-14T14:00:19,true,1,,,,AV,CLAUDE DEBUSSY,13470,CARNOUX-EN-PROVENCE,,,13119,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N
068711936,00010,06871193600010,O,,,,,,true,1,,,,LD,DES CHANAUDS,13190,ALLAUCH,,,13002,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N
068711944,00014,06871194400014,O,,,,,,true,1,,,,IMP,BOBILIER,13007,MARSEILLE 7,,,13207,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,18.08,NAP,N
068711969,00029,06871196900029,O,1996-04-01,NN,,,2019-04-01T17:56:59,true,5,,2,,RUE,LOUIS ASTRUC,13005,MARSEILLE 5,,,13205,,,,,,,,,,,,,,,,,,,2018-07-01,A,,,,,68.20A,NAFRev2,N
068711977,00014,06871197700014,O,,,,,,true,1,,,,,LE CHARREL,13400,AUBAGNE,,,13005,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.42,NAP,N
068711985,00017,06871198500017,O,,,,,,true,1,,119,,AV,DE ST LOUIS,13015,MARSEILLE 15,,,13215,,,,,,,,,,,,,,,,,,,1994-06-30,F,,,,,52.4V,NAF1993,N
068712066,00049,06871206600049,O,1985-09-01,NN,,,2019-10-21T11:32:23,false,7,,36,,RUE,DES DOMINICAINES,13001,MARSEILLE 1,,,13201,,,,,,,,,,,,,,,,,,,2019-10-21,F,,,,,55.10Z,NAFRev2,N
068712066,00056,06871206600056,O,1989-06-01,NN,,,2019-10-23T03:38:15,true,5,,69,,ALL,LEON GAMBETTA,13001,MARSEILLE 1,,,13201,,,,,,,,,,,,,,,,,,,2019-10-21,F,,,,,68.20B,NAFRev2,N
068712066,00064,06871206600064,O,1985-09-10,,,,2017-02-15T13:18:21,false,1,,36,,RUE,DES DOMINICAINES,13001,MARSEILLE 1,,,13201,,,,,,,,,,,,,,,,,,,1985-09-10,F,,,,,55.10Z,NAFRev2,N
068712082,00020,06871208200020,O,,,,,,true,1,,42,,RUE,GRIGNAN,13001,MARSEILLE 1,,,13201,,,,,,,,,,,,,,,,,,,1993-02-12,F,,,,,70.3A,NAF1993,N
068712108,00023,06871210800023,O,,NN,,,,true,1,,24,,AV,DAVID DELLEPIANE,13007,MARSEILLE 7,,,13207,,,,,,,,,,,,,,,,,,,1987-06-11,F,,,,,87.06,NAP,N
068712132,00015,06871213200015,O,,NN,,,,true,1,,1,,RUE,REINE ELISABETH,13001,MARSEILLE 1,,,13201,,,,,,,,,,,,,,,,,,,,F,,,,,81.21,NAP,N
068712165,00015,06871216500015,O,,,,,,true,1,,,,AV,SAINT JEROME,13013,MARSEILLE 13,,,13213,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.14,NAP,N
068712199,00014,06871219900014,O,,,,,,true,1,,,,AV,DES LIGNIERES,13400,AUBAGNE,,,13005,,,,,,,,,,,,,,,,,,,1987-06-11,F,,,,,64.46,NAP,N
068712215,00018,06871221500018,O,,,,,,true,1,,26,,RUE,DES FORGES PROLONGEES,13010,MARSEILLE 10,,,13210,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N
068712256,00012,06871225600012,O,,NN,,,,true,1,,,,ALL,DE LA ROUGUIERE,13011,MARSEILLE 11,,,13211,,,,,,,,,,,,,,,,,,,,F,,,,,64.11,NAP,N
068712264,00016,06871226400016,O,,,,,,true,1,,,,LD,ENCO DE BOTTE,13190,ALLAUCH,,,13002,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.98,NAP,N
068712280,00046,06871228000046,O,,NN,,,,true,1,,54,,RUE,PIERRE ALBRAND,13002,MARSEILLE 2,,,13202,,,,,,,,,,,,,,,,,,,1994-03-30,F,,,,,18.2C,NAF1993,N
068712314,00019,06871231400019,O,,,,,,true,1,,,,AV,CLOT BEY,13008,MARSEILLE 8,,,13208,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N
068712322,00012,06871232200012,O,,,,,,true,1,,,,BD,ISIDORE DAGNAN,13004,MARSEILLE 4,,,13204,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,81.11,NAP,N
068712355,00012,06871235500012,O,,,,,,true,1,,83,,RUE,CLOVIS HUGUE,13003,MARSEILLE 3,,,13203,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.11,NAP,N
068712363,00024,06871236300024,O,,,,,,true,1,,,,RES,MON MOULIN,13015,MARSEILLE 15,,,13215,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.46,NAP,N
068712397,00014,06871239700014,O,,,,,,true,1,,,,RUE,DE LODI,13006,MARSEILLE 6,,,13206,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N
068712454,00013,06871245400013,O,,,,,,true,1,,,,AV,DE TOULON,13006,MARSEILLE 6,,,13206,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.46,NAP,N
068712488,00011,06871248800011,O,1987-12-22,NN,,,2008-01-04T18:09:08,true,3,LIEU DIT LA CLOTILDE,,,CHE,DE STE MARTHE AU MERLAN,13014,MARSEILLE 14,,,13214,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,68.20B,NAFRev2,N
068712496,00022,06871249600022,O,,NN,,,,true,1,,50,,RUE,DRAGON,13006,MARSEILLE 6,,,13206,,,,,,,,,,,,,,,,,,,,F,,,,,47.04,NAP,N
068712538,00013,06871253800013,O,,,,,,true,1,,22,,BD,D ATHENES,13001,MARSEILLE 1,,,13201,,,,,,,,,,,,,,,,,,,1996-06-07,F,,,,,55.4B,NAF1993,N
068712546,00016,06871254600016,O,,NN,,,,true,1,,22,,BD,D ATHENES,13001,MARSEILLE 1,,,13201,,,,,,,,,,,,,,,,,,,1991-11-30,F,,,,,67.04,NAP,N
068712579,00025,06871257900025,O,1996-10-01,NN,,,,true,1,,,,,MAS SUN,13490,JOUQUES,,,13048,,,,,,,,,,,,,,,,,,,2000-01-01,F,,,,,45.3A,NAF1993,N
068712595,00013,06871259500013,O,,NN,,,,true,1,,45,,RUE,PAUL CODACCIONI,13007,MARSEILLE 7,,,13207,,,,,,,,,,,,,,,,,,,1992-01-31,F,,,,,55.4B,NAF1993,N
068712637,00013,06871263700013,O,,,,,,true,1,,,,RUE,DE LA CARRIERE,13014,MARSEILLE 14,,,13214,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,64.12,NAP,N
068712645,00016,06871264500016,O,1968-01-01,NN,,,2011-12-13T12:27:24,true,4,,260,,BD,PAUL CLAUDEL,13010,MARSEILLE 10,,,13210,,,,,,,,,,,,,,,,,,,2011-05-10,F,,,,,68.20B,NAFRev2,N
068712652,00012,06871265200012,O,,NN,,,,true,1,,7,,AV,CAMILLE PELLETAN,13002,MARSEILLE 2,,,13202,,,,,,,,,,,,,,,,,,,1982-12-31,F,,,,,38.50,NAP,N
068712660,00015,06871266000015,O,1900-01-01,,,,,true,4,,13,,RUE,DU PLAN FOURMIGUIER,13007,MARSEILLE 7,,,13207,,,,,,,,,,,,,,,,,,,1991-12-25,F,,,,,81.21,NAP,N
068712678,00025,06871267800025,O,,,,,,true,1,,190,,BD,DE PARIS,13003,MARSEILLE 3,,,13203,,,,,,,,,,,,,,,,,,,1988-03-25,F,,,,,67.01,NAP,N
068712694,00014,06871269400014,O,1968-01-01,NN,,,2008-01-04T18:09:08,true,3,,14,B,AV,NORMA,13012,MARSEILLE 12,,,13212,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,47.89Z,NAFRev2,N
068712702,00015,06871270200015,O,,NN,,,,true,1,,,,,LES PALUDS,13400,AUBAGNE,,,13005,,,,,,,,,,,,,,,,,,,,F,,,,,46.01,NAP,N
068712728,00028,06871272800028,O,,NN,,,,true,1,,17,,BD,JEAN BAPTISTE ASTIER,13004,MARSEILLE 4,,,13204,,,,,,,,,,,,,,,,,,,,F,,,,,81.21,NAP,N
068712785,00028,06871278500028,O,,,,,,true,1,,1,,RUE,RASTEGUE,13400,AUBAGNE,,,13005,,,,,,,,,,,,,,,,,,,1997-02-01,F,,,,,52.4C,NAF1993,N
068712793,00014,06871279300014,O,1968-01-01,NN,,,,true,4,ROUTE NATIONALE,,,,LA BOURINE,13720,LA BOUILLADISSE,,,13016,,,,,,,,,,,,,,,,,,,2002-12-11,F,,,,,51.5F,NAF1993,O
068712819,00017,06871281900017,O,,NN,,,,true,1,,242,,AV,DE MAZARGUES,13008,MARSEILLE 8,,,13208,,,,,,,,,,,,,,,,,,,1985-08-12,F,,,,,81.21,NAP,N
068712876,00017,06871287600017,O,,,,,,true,1,,,,RUE,LUCIENNE TOURREL,13400,AUBAGNE,,,13005,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.46,NAP,N
068712934,00014,06871293400014,O,,,,,,true,1,,,,BD,BLANCARDE,13004,MARSEILLE 4,,,13204,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.46,NAP,N
068712991,00022,06871299100022,O,,NN,,,,true,1,,,,RTE,DE LA SABLIERE,13011,MARSEILLE 11,,,13211,,,,,,,,,,,,,,,,,,,1995-12-31,F,,,,,85.1K,NAF1993,O
068713031,00018,06871303100018,O,,NN,,,2019-11-14T14:00:19,true,1,,77,,AV,FREDERIC CHEVILLON,13380,PLAN-DE-CUQUES,,,13075,,,,,,,,,,,,,,,,,,,,F,,,,,64.49,NAP,N
068713056,00023,06871305600023,O,,NN,,,,true,1,,35,,AV,DE ST ANTOINE,13015,MARSEILLE 15,,,13215,,,,,,,,,,,,,,,,,,,1987-03-17,F,,,,,87.06,NAP,N
068713072,00012,06871307200012,O,,NN,,,,true,1,,38,,RUE,SAINT FERREOL,13001,MARSEILLE 1,,,13201,,,,,,,,,,,,,,,,,,,,F,,,,,77.10,NAP,N
068713155,00015,06871315500015,O,,,,,,true,1,,1,,BD,DES AMIS,13008,MARSEILLE 8,,,13208,,,,,,,,,,,,,,,,,,,1988-06-30,F,,,,,69.23,NAP,N
068713163,00019,06871316300019,O,,NN,,,2019-11-14T14:00:19,true,1,,1,,AV,FREDERIC CHEVILLON,13380,PLAN-DE-CUQUES,,,13075,,,,,,,,,,,,,,,,,,,1991-08-20,F,,,,,62.43,NAP,N
068713171,00012,06871317100012,O,,NN,,,,true,1,,72,,RUE,EMILE ZOLA,13009,MARSEILLE 9,,,13209,,,,,,,,,,,,,,,,,,,,F,,,,,62.11,NAP,N
068713189,00014,06871318900014,O,,,,,,true,1,,,,BD,MONTRICHER,13001,MARSEILLE 1,,,13201,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N
068713221,00015,06871322100015,O,1988-09-21,,,,,true,4,,42,,AV,DE FUVEAU,13013,MARSEILLE 13,,,13213,,,,,,,,,,,,,,,,,,,1992-12-25,F,,,,,87.04,NAP,N
068713254,00016,06871325400016,O,,NN,,,,true,1,,43,,RUE,SAINT FERREOL,13001,MARSEILLE 1,,,13201,,,,,,,,,,,,,,,,,,,,F,,,,,64.11,NAP,N
068713262,00019,06871326200019,O,1968-01-01,NN,,,,true,1,,,,PL,EDMOND AUDRAN,13004,MARSEILLE 4,,,13204,,,,,,,,,,,,,,,,,,,1999-12-31,F,,,,,52.2E,NAF1993,N
068713288,00014,06871328800014,O,,,,,,true,1,,,,RUE,DE LA PALUD,13001,MARSEILLE 1,,,13201,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.01,NAP,N
068713304,00019,06871330400019,O,1968-01-01,NN,,,,true,4,,5,,RUE,MOLIERE,13001,MARSEILLE 1,,,13201,,,,,,,,,,,,,,,,,,,1998-05-28,F,,,,,55.3A,NAF1993,O
068713353,00016,06871335300016,O,,,,,,true,1,,,,AV,FRANKLIN ROOSEVELT,13600,LA CIOTAT,,,13028,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.08,NAP,N
