043867951,00014,04386795100014,O,1995-12-25,01,2019,,2021-10-27T08:02:58,true,2,IN EN LAYE REP PAR,70,,RTE,DE VERSAILLES,78160,MARLY-LE-ROI,,,78372,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
043867969,00016,04386796900016,O,1995-12-25,NN,,,2008-01-04T18:05:41,true,2,,9,,PL,DREUX,78430,LOUVECIENNES,,,78350,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
043867985,00012,04386798500012,O,1995-12-25,NN,,,2012-05-05T00:13:59,true,2,78 LE PECQ,6,,IMP,DE SOUBISES,95450,VIGNY,,,95658,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
043868009,00010,04386800900010,O,1995-12-25,01,2019,,2021-10-27T08:02:58,true,2,,9,,AV,DE SAINT GERMAIN,78600,MAISONS-LAFFITTE,,,78358,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
043868009,00028,04386800900028,O,2004-01-01,NN,,,2019-11-14T14:00:59,false,3,,43,,AV,LE KAIN,78600,MAISONS-LAFFITTE,,,78358,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,68.32A,NAFRev2,N
043868041,00013,04386804100013,O,1995-12-25,01,2019,,2021-10-27T08:02:58,true,2,SOGER SURFACE IMMOBILIER,1,,RUE,GEORGES BIZET,78960,VOISINS-LE-BRETONNEUX,,,78688,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
043868058,00017,04386805800017,O,1995-12-25,01,2019,,2021-10-27T08:02:58,true,2,,4,,AV,PIERRE GRENIER,92100,BOULOGNE-BILLANCOURT,,,92012,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
043868066,00010,04386806600010,O,1997-12-25,,,,2019-11-14T14:01:05,true,2,,70,,RTE,DE LA REINE,92100,BOULOGNE-BILLANCOURT,,,92012,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
043868074,00014,04386807400014,O,1995-12-25,01,2019,,2021-10-27T08:02:58,true,2,78 VERSAILLES REP P,16,B,RUE,DE LA CHANCELLERIE,78000,VERSAILLES,,,78646,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
043868090,00010,04386809000010,O,1995-12-25,01,2019,,2021-10-27T08:02:58,true,2,R 78 TRAPPES REP PAR,3,,RUE,THIERS,78110,LE VESINET,,,78650,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
043868116,00013,04386811600013,O,1995-12-25,00,2019,,2021-10-27T08:02:58,true,2,,7,,AV,DU CAP SIRY,78170,LA CELLE-SAINT-CLOUD,,,78126,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
043868140,00013,04386814000013,O,,,,,2019-11-14T14:01:05,true,1,,204,,RPT,DU PONT DE SEVRES,92100,BOULOGNE-BILLANCOURT,,,92012,,,,,,,,,,,,,,,,,,,1997-12-25,F,,,,,70.3C,NAF1993,N
043868157,00017,04386815700017,O,1995-12-25,NN,,,2019-11-14T14:01:00,true,2,,37,,RUE,DE POLOGNE,78100,SAINT-GERMAIN-EN-LAYE,,,78551,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
043868207,00010,04386820700010,O,,,,,2019-11-14T14:01:05,true,1,,93,,RUE,JEAN JAURES,92270,BOIS-COLOMBES,,,92009,,,,,,,,,,,,,,,,,,,1997-12-25,F,,,,,70.3C,NAF1993,N
043868231,00010,04386823100010,O,1995-12-25,NN,,,2008-01-04T18:05:41,true,2,,52,,RUE,DES PRES AUX BOIS,78220,VIROFLAY,,,78686,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
043868249,00012,04386824900012,O,1995-12-25,NN,,,2019-11-14T14:00:59,true,3,NS LAFFITTE REP PAR,2,,AV,EGLE,78600,MAISONS-LAFFITTE,,,78358,,,,,,,,,,,,,,,,,,,2012-01-01,A,,,,,81.10Z,NAFRev2,N
043868256,00017,04386825600017,O,1995-12-25,NN,,,2008-01-04T18:05:41,true,2,E LA STATION 78 TRIE,2,,AV,MAURICE BERTEAUX,78300,POISSY,,,78498,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
043868272,00014,04386827200014,O,1995-12-25,,,,2008-01-04T18:05:41,true,2,MARIE FRANCOISE,200,B,AV,JEAN JAURES,92140,CLAMART,,,92023,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
043868280,00017,04386828000017,O,1995-12-25,NN,,,2019-11-14T14:01:05,true,2,REP PAR,104,,BD,DU MARECHAL JOFFRE,92340,BOURG-LA-REINE,,,92014,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
043868306,00010,04386830600010,O,1995-12-25,NN,,,2019-11-14T14:01:05,true,2,& 61,59,,RUE,CHARLES DUFLOS,92270,BOIS-COLOMBES,,,92009,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
043868314,00014,04386831400014,O,1997-12-25,NN,,,2019-11-14T14:01:05,true,2,,30,,RUE,ESCUDIER,92100,BOULOGNE-BILLANCOURT,,,92012,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
