019795160,00019,01979516000019,O,1995-12-25,,,,2019-11-14T14:00:15,true,2,,16,,AV,MARECHAL FOCH,06230,VILLEFRANCHE-SUR-MER,,,06159,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
019795178,00011,01979517800011,O,1995-12-25,NN,,,2008-01-04T17:55:13,true,3,,,,AV,JEAN CRESP,06400,CANNES,,,06029,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
019795293,00018,01979529300018,O,1995-12-25,,,,2008-01-04T17:55:13,true,2,,20,,RUE,THAON DE REVEL,06300,NICE,,,06088,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
019795400,00019,01979540000019,O,1995-12-25,NN,,,2018-09-29T12:00:26,true,2,,,,RUE,DOC EMILE ROUX,06110,LE CANNET,,,06030,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
019795418,00011,01979541800011,O,1995-12-25,01,2019,,2021-10-27T08:00:41,true,2,,,,AV,MARECHAL FOCH,06190,ROQUEBRUNE-CAP-MARTIN,,,06104,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
019795467,00018,01979546700018,O,1995-12-25,NN,,,2008-01-04T17:55:13,true,3,107 LYAUTEY,59,,BD,PASTEUR,06000,NICE,,,06088,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
019795491,00018,01979549100018,O,1995-12-25,NN,,,2008-01-04T17:55:13,true,2,,13,,AV,DES ANGLAIS,06400,CANNES,,,06029,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
019795566,00017,01979556600017,O,1995-12-25,01,2019,,2021-10-27T08:00:41,true,2,,232,,BD,DE LA MADELEINE,06000,NICE,,,06088,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
019795574,00011,01979557400011,O,1995-12-25,NN,,,2019-06-24T13:04:31,true,3,,,,,VALBERG,06470,GUILLAUMES,,,06071,,,,,,,,,,,,,,,,,,,2017-12-31,A,,,,,81.10Z,NAFRev2,N
019795582,00014,01979558200014,O,1995-12-25,NN,,,2008-04-26T08:04:49,true,2,,10,,AV,GAY,06000,NICE,,,06088,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
019795590,00017,01979559000017,O,1995-12-25,NN,,,2008-01-04T17:55:13,true,2,,7,,RUE,MOLIERE,06100,NICE,,,06088,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
019795723,00014,01979572300014,O,1995-12-25,NN,,,2008-04-26T08:04:49,true,4,,121,,BD,DE CESSOLE,06100,NICE,,,06088,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
019795855,00014,01979585500014,O,1995-12-25,NN,,,2008-01-04T17:55:13,true,2,,16,,BD,DE MAGNAN,06200,NICE,,,06088,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
019795947,00019,01979594700019,O,1995-12-25,01,2019,,2021-10-27T08:00:41,true,4,,63,,CHE,DU VINAIGRIER,06300,NICE,,,06088,,,,,,,,,,,,,,,,,,,2021-09-01,A,,,,,81.10Z,NAFRev2,O
019795954,00015,01979595400015,O,1995-12-25,NN,,,2019-11-14T14:00:15,true,2,LORESTINE,,,BD,GAL DE GAULLE,06230,SAINT-JEAN-CAP-FERRAT,,,06121,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
019796044,00014,01979604400014,O,1995-12-25,NN,,,2008-01-04T17:55:13,true,3,,2,,RUE,LASCARIS,06300,NICE,,,06088,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
019796135,00010,01979613500010,O,1995-12-25,NN,,,2008-01-04T17:55:13,true,2,,7,,RUE,HALEVY,06000,NICE,,,06088,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
019796192,00011,01979619200011,O,1995-12-25,01,2019,,2021-10-27T08:00:41,true,2,G,,,CHE,DE RABIAC ESTAGNOL,06600,ANTIBES,,,06004,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
019796200,00012,01979620000012,O,1995-12-25,01,2019,,2021-10-27T08:00:41,true,2,,,,RUE,HENRI PASCHKE,06400,CANNES,,,06029,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
019796218,00014,01979621800014,O,1995-12-25,01,2019,,2021-10-27T08:00:41,true,2,ONT JOLI,50,,AV,MONT JOLI,06110,LE CANNET,,,06030,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
