075840587,00010,07584058700010,O,,,,,,true,1,,,,RUE,BELLE RADE,59240,DUNKERQUE,,,59183,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.11,NAP,N
075840678,00017,07584067800017,O,,,,,,true,1,,,,RUE,J B TRYSTRAN,59430,SAINT POL SUR MER,,,59540,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.04,NAP,N
075840744,00033,07584074400033,O,1996-08-01,NN,,,,true,1,,21,,RUE,DOCTEUR LOUIS LEMAIRE,59140,DUNKERQUE,,,59183,,,,,,,,,,,,,,,,,,,2002-05-31,F,,,,,70.2C,NAF1993,N
075840835,00013,07584083500013,O,,,,,,true,1,,,,RUE,FELIX COQUELLE,59240,DUNKERQUE,,,59183,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.04,NAP,N
075840843,00017,07584084300017,O,,,,,2019-11-14T14:00:47,true,1,,,,,LA BISTADE,59630,SAINT-PIERRE-BROUCK,,,59539,,,,,,,,,,,,,,,,,,,,F,,,,,69.12,NAP,N
075840967,00014,07584096700014,O,,NN,,,2019-04-12T16:00:08,true,1,,199,,RTE,DE FORT MARDYCK,59640,DUNKERQUE,,,59183,,,,,,,,,,,,,,,,,,,1992-06-03,F,,,,,52.4R,NAF1993,N
075841015,00011,07584101500011,O,,NN,,,,true,1,,33,,RUE,DU GENERAL DE GAULLE,59430,FORT MARDYCK,,,59248,,,,,,,,,,,,,,,,,,,1989-12-31,F,,,,,62.42,NAP,N
075841049,00028,07584104900028,O,1989-01-03,NN,,,,true,4,,11,,RUE,DES CHAUDRONNIERS,59140,DUNKERQUE,,,59183,,,,,,,,,,,,,,,,,,,1992-12-25,F,,,,,52.4C,NAF1993,N
075841072,00012,07584107200012,O,,NN,,,,true,1,,,,,,59820,SAINT GEORGES SUR L'AA,,,59532,,,,,,,,,,,,,,,,,,,1994-12-31,F,,,,,28.7P,NAF1993,N
075841098,00017,07584109800017,O,,,,,,true,1,,,,RUE,CARNOT,59820,GRAVELINES,,,59273,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,62.43,NAP,N
075841122,00015,07584112200015,O,,,,,,true,1,,,,AV,ADOLPHE GEERAERT,59240,DUNKERQUE,,,59183,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.98,NAP,N
075841171,00012,07584117100012,O,,,,,,true,1,,92,,RUE,FELIX COQUELLE,59240,DUNKERQUE,,,59183,,,,,,,,,,,,,,,,,,,1987-07-01,F,,,,,38.40,NAP,N
075841213,00012,07584121300012,O,,NN,,,,true,1,,17,,RUE,DE CASSEL,59470,WORMHOUT,,,59663,,,,,,,,,,,,,,,,,,,1984-05-18,F,,,,,55.71,NAP,N
075841247,00010,07584124700010,O,,NN,,,,true,1,,123,,RUE,DE REXPOEDE,59380,WARHEM,,,59641,,,,,,,,,,,,,,,,,,,1993-04-01,F,,,,,70.2C,NAF1993,N
