301074613,00011,30107461300011,O,,,,,,true,1,,,,,QUELENNEC,29700,PLUGUFFAN,,,29216,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,77.10,NAP,N
301074621,00048,30107462100048,O,2003-02-19,,,,,true,3,,12,,RUE,NOTRE DAME DES VICTOIRES,75002,PARIS 2,,,75102,,,,,,,,,,,,,,,,,,,2003-12-25,F,,,,,45.2V,NAFRev1,N
301074639,00016,30107463900016,O,1974-01-01,NN,,,,true,1,,,,CRS,DU GENERAL LECLERC,33210,LANGON,,,33227,,,,,,,,,,,,,,,,,,,1999-10-31,F,,,,,52.4L,NAF1993,O
301074647,00019,30107464700019,O,1900-01-01,NN,,,2008-11-07T00:17:09,false,4,,17,,BD,MALESHERBES,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,1999-01-01,F,,,,,70.3C,NAF1993,O
301074647,00027,30107464700027,O,1991-12-01,,,,,false,3,,23,,RUE,DU MAL FOCH,78000,VERSAILLES,,,78646,,,,,,,,,,,,,,,,,,,1994-11-30,F,,,,,70.3A,NAF1993,N
301074647,00035,30107464700035,O,1999-01-01,NN,,,2015-05-14T03:57:41,false,5,,31,,RUE,BOISSY D'ANGLAS,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2014-09-01,F,,,,,68.32A,NAFRev2,O
301074647,00043,30107464700043,O,2004-07-01,02,2019,,2021-10-27T08:13:53,false,2,,11,,BD,MALESHERBES,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,68.32A,NAFRev2,O
301074647,00050,30107464700050,O,2012-12-26,02,2019,,2021-10-27T08:13:53,false,1,,3,,AV,DUQUESNE,75007,PARIS 7,,,75107,,,,,,,,,,,,,,,,,,,2012-12-26,A,,,,,68.31Z,NAFRev2,O
301074647,00068,30107464700068,O,2014-09-01,03,2019,,2021-10-27T08:13:53,true,1,,6,,RUE,MONTALIVET,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2014-09-01,A,,,,,68.32A,NAFRev2,O
301074647,00076,30107464700076,O,2015-04-01,01,2019,,2021-10-27T08:13:53,false,1,,56,,RUE,DE TURENNE,75003,PARIS 3,,,75103,,,,,,,,,,,,,,,,,,,2015-04-01,A,,,,,41.10C,NAFRev2,O
301074662,00018,30107466200018,O,1900-01-01,NN,,,,true,4,,,,,CTRE COM DES 4 PAVILLONS,33310,LORMONT,,,33249,,,,,,,,,,,,,,,,,,,1997-08-24,F,,,,,52.3E,NAF1993,O
301074662,00026,30107466200026,O,1980-09-30,NN,,,,false,4,,,,AV,ANDRE REINSON,33300,BORDEAUX,,,33063,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,52.3E,NAF1993,O
301074688,00021,30107468800021,O,1982-01-01,NN,,,2010-04-18T03:21:11,true,5,,19,,RUE,MARECHAL LECLERC,29860,PLABENNEC,,,29160,,,,,,,,,,,,,,,,,,,2008-01-31,F,,,,,75.00Z,NAFRev2,O
301074696,00016,30107469600016,O,,,,,,true,1,,,,RUE,DU CAP GEORGES BARISSET,83200,TOULON,,,83137,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,59.13,NAP,N
301074704,00018,30107470400018,O,,,,,,true,1,,,,PL,DE LA MAIRIE,29180,LOCRONAN,,,29134,,,,,,,,,,,,,,,,,,,1990-12-31,F,,,,,57.01,NAP,N
301074738,00024,30107473800024,O,,,,,,true,1,,,,,KEROMAN,56100,LORIENT,,,56121,,,,,,,,,,,,,,,,,,,1988-11-18,F,,,,,57.07,NAP,N
301074761,00034,30107476100034,O,,NN,,,,true,1,,52,,RUE,DE GLASGOW,29200,BREST,,,29019,,,,,,,,,,,,,,,,,,,1993-09-30,F,,,,,85.1K,NAF1993,O
301074779,00010,30107477900010,O,1900-01-01,,,,2019-11-14T14:00:34,true,4,,,,,,33930,VENDAYS-MONTALIVET,,,33540,,,,,,,,,,,,,,,,,,,1993-12-25,F,,,,,92.6C,NAF1993,N
301074795,00016,30107479500016,O,,NN,,,,true,1,,,,,CENTRE COMMERCIAL MISTRAL 7,84140,AVIGNON,,,84007,,,,,,,,,,,,,,,,,,,,F,,,,,64.24,NAP,N
301074829,00021,30107482900021,O,1900-01-01,NN,,,2008-11-07T00:17:09,true,4,,,,LD,LA PEROUSE,25870,GENEUILLE,,,25265,,,,,,,,,,,,,,,,,,,1997-11-03,F,,,,,28.6D,NAF1993,O
301074829,00039,30107482900039,O,1983-04-01,NN,,,,false,4,,24,A,RUE,LAPRET,25000,BESANCON,,,25056,,,,,,,,,,,,,,,,,,,1997-11-03,F,,,,,28.6D,NAF1993,O
301074837,00024,30107483700024,O,1991-05-01,NN,,,2008-01-04T19:13:13,true,3,,,,LD,LES SEIGNES,25650,GILLEY,,,25271,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,68.20B,NAFRev2,N
301074852,00015,30107485200015,O,,NN,,,,true,1,,,,AV,EDOUARD DROZ,25000,BESANCON,,,25056,,,,,,,,,,,,,,,,,,,,F,,,,,59.05,NAP,N
301074910,00011,30107491000011,O,,,,,,true,1,,,,PL,DU PORZ MOELOU,22110,ROSTRENEN,,,22266,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,57.09,NAP,N
301074928,00013,30107492800013,O,1994-10-26,12,2019,,2021-10-27T08:13:53,true,6,BP 114,,,,ZONE DE CONDITIONNEMENT,22500,PAIMPOL,,BP 114C,22162,,,,,,,,,,,,,,,,,,,2020-06-30,F,,,,,82.92Z,NAFRev2,O
301074936,00099,30107493600099,O,1989-11-20,NN,,,,true,1,,,,RUE,LOUIS DE BROGLIE,22300,LANNION,,,22113,,,,,,,,,,,,,,,,,,,1995-11-29,F,,,,,74.8F,NAF1993,O
301074993,00025,30107499300025,O,,,,,,true,1,,,,IMP,EDME REGNIER,21000,DIJON,,,21231,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,55.71,NAP,N
301075024,00028,30107502400028,O,,NN,,,,true,1,,20,,RUE,DE L EGALITE,21000,DIJON,,,21231,,,,,,,,,,,,,,,,,,,,F,,,,,79.06,NAP,N
301075057,00010,30107505700010,O,1974-01-01,01,2019,,2021-10-27T08:13:53,true,4,LA BERGERIE,,,RTE,DE MONTICELLO,20220,L'ILE ROUSSE,,,2B134,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,55.10Z,NAFRev2,O
301075065,00013,30107506500013,O,1900-01-01,11,2019,,2021-10-27T08:13:53,true,6,GHISONACCIA,,,LD,BRUSCHETTO,20240,GHISONACCIA,,,2B123,,,,,,,,,,,,,,,,,,,2016-04-16,A,,,,,55.30Z,NAFRev2,O
301075073,00017,30107507300017,O,,,,,,true,1,,105,,,GRANDE RUE,80220,GAMACHES,,,80373,,,,,,,,,,,,,,,,,,,,F,,,,,64.46,NAP,N
301075081,00010,30107508100010,O,,,,,,true,1,,,,RUE,DE LA PLAINE,75020,PARIS 20,,,75120,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,77.13,NAP,N
301075099,00046,30107509900046,O,,NN,,,,true,1,,79,,AV,MARCEAU,75116,PARIS 16,,,75116,,,,,,,,,,,,,,,,,,,1994-06-30,F,,,,,74.1G,NAF1993,O
301075115,00016,30107511500016,O,,,,,,true,1,,,,PL,DOMINIQUE VINCETTI,20200,BASTIA,,,2B033,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,,,N
301075123,00010,30107512300010,O,1900-01-01,03,2019,,2021-10-27T13:48:13,true,4,BASTIA,6,,BD,PAOLI,20200,BASTIA,,,2B033,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,69.10Z,NAFRev2,O
301075123,00028,30107512300028,O,2021-01-01,,,,2021-10-27T13:48:13,false,1,DIAMANT II,8,,PL,DE GAULLE,20000,AJACCIO,,,2A004,,,,,,,,,,,,,,,,,,,2021-01-01,A,,,,,69.10Z,NAFRev2,N
301075131,00021,30107513100021,O,1900-01-01,NN,,,2008-11-07T00:17:10,false,4,,,,RTE,N 193 SORTIE SUD,20600,FURIANI,,,2B120,,,,,,,,,,,,,,,,,,,1999-05-01,F,,,,,51.6L,NAF1993,O
301075131,00039,30107513100039,O,1999-05-01,NN,,,2008-11-07T00:17:10,false,5,,,,LD,ARBUCETTA,20620,BIGUGLIA,,,2B037,,,,,,,,,,,,,,,,,,,2003-12-25,F,,,,,51.8N,NAFRev1,O
301075131,00047,30107513100047,O,2003-04-10,NN,,,2008-11-07T00:17:10,false,3,RN 193,,,LD,ERBAJOLO,20600,BASTIA,,,2B033,,,,,,,,,,,,,,,,,,,2005-02-07,F,,,,,51.8N,NAFRev1,O
301075131,00054,30107513100054,O,2005-02-07,NN,,,2019-06-24T13:14:51,true,3,,,,,VALROSE,20290,BORGO,,,2B042,,,,,,,,,,,,,,,,,,,2018-01-01,A,,,,,68.20B,NAFRev2,N
301075164,00014,30107516400014,O,2008-01-16,02,2019,,2021-10-27T08:13:53,true,4,,15,,CRS,GENERAL LECLERC,20000,AJACCIO,,,2A004,,,,,,,,,,,,,,,,,,,2008-01-16,A,,,,,55.10Z,NAFRev2,O
301075198,00038,30107519800038,O,1990-07-17,21,2019,,2021-10-27T08:13:53,true,4,LIEU DIT PREVILLE,680,,RTE,DE LA BUISSONNE,84210,PERNES-LES-FONTAINES,,,84088,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,47.11D,NAFRev2,O
301075214,00025,30107521400025,O,1900-01-01,11,2019,,2021-10-27T08:13:53,true,4,RES PAULINE BONAPARTE,,,RUE,NICOLAS PERALDI,20090,AJACCIO,,,2A004,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,43.21A,NAFRev2,O
301075222,00010,30107522200010,O,,NN,,,,true,1,,,,,LE MAURY,19160,LIGINIAC,,,19113,,,,,,,,,,,,,,,,,,,1986-09-25,F,,,,,77.04,NAP,N
301075248,00031,30107524800031,O,,NN,,,2019-11-14T14:00:22,true,1,,38,,BD,GENERAL KOENIG,19100,BRIVE-LA-GAILLARDE,,,19031,,,,,,,,,,,,,,,,,,,1987-12-31,F,,,,,51.12,NAP,N
301075313,00017,30107531300017,O,,NN,,,,true,1,,56,,RUE,ALAIN BOUCHART,35000,RENNES,,,35238,,,,,,,,,,,,,,,,,,,1995-06-30,F,,,,,45.4J,NAF1993,N
301075339,00012,30107533900012,O,1900-01-01,,,,2018-11-22T14:23:08,false,5,BP 173,6,,AV,LA FAYETTE,17300,ROCHEFORT,,BP 173,17299,17308,ROCHEFORT CEDEX,,,,,,,,,,,,,,,,,2012-01-01,F,,,,,94.99Z,NAFRev2,N
301075339,00020,30107533900020,O,1900-01-01,21,2019,,2021-10-27T08:13:53,false,6,,11,,RUE,DE L'ORMEAU DE PIED,17100,SAINTES,,,17415,,,,,,,,,,,,,,,,,,,2012-03-12,A,BTP CFA DE LA CHARENTE MARITIME,,,,85.32Z,NAFRev2,O
301075339,00038,30107533900038,O,2012-01-01,,,,2013-03-20T13:08:54,false,4,PALAIS DES CONGRES,,,AV,CHARLES DE GAULLE,17300,ROCHEFORT,,,17299,,,,,,,,,,,,,,,,,,,2013-02-03,F,,,,,85.32Z,NAFRev2,O
301075339,00046,30107533900046,O,2012-01-01,21,2019,,2021-10-27T08:13:53,false,1,,3,,RUE,DE CHANTEJEAU,86280,SAINT-BENOIT,,,86214,,,,,,,,,,,,,,,,,,,2012-01-01,A,BTP CFA DE LA VIENNE,,,,85.32Z,NAFRev2,O
301075339,00053,30107533900053,O,2013-01-01,03,2019,,2021-10-27T08:13:53,true,2,,5,,RUE,DE CHANTEJEAU,86280,SAINT-BENOIT,,,86214,,,,,,,,,,,,,,,,,,,2014-02-16,A,,,,,85.32Z,NAFRev2,O
301075339,00061,30107533900061,O,2017-01-01,,,,2019-11-14T14:00:20,false,1,,,,ALL,DU CHEF LUC,16260,CHASSENEUIL-SUR-BONNIEURE,,,16085,,,,,,,,,,,,,,,,,,,2017-01-01,A,BTP CFA CHARENTE,,,BTP CFA CHARENTE,85.32Z,NAFRev2,O
301075362,00014,30107536200014,O,,,,,,true,1,,3,,AV,1 ZONE INDUSTRIELLE,13127,VITROLLES,,,13117,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,60.10,NAP,N
301075370,00066,30107537000066,O,1991-01-01,,,,2019-11-14T14:00:19,false,4,BAT A2 ZI D AIX,,,RES,ESPACE WAGNER,13290,AIX-EN-PROVENCE,,BP 75000,13001,13792,AIX EN PROVENCE CEDEX 3,,,,,,,,,,,,,,,,,1993-11-01,F,TETRABA,,,,74.2C,NAF1993,N
301075370,00074,30107537000074,O,1993-11-01,,,,2019-11-14T14:00:19,true,3,POLE ACTIVITES A,,,,LE MERCURE ZI DES MILLES,13290,AIX-EN-PROVENCE,,,13001,13851,AIX EN PROVENCE CEDEX 3,,,,,,,,,,,,,,,,,1998-10-22,F,,,,,74.2C,NAF1993,N
301075388,00019,30107538800019,O,,,,,,true,1,,68,,RUE,DE CAUMARTIN,75009,PARIS 9,,,75109,,,,,,,,,,,,,,,,,,,1990-08-20,F,,,,,64.11,NAP,N
301075396,00020,30107539600020,O,1982-11-02,NN,,,,true,1,,25,,,OSAKA,,,,,,,,99217,JAPON,,,,,,,,,,,,,,,1998-03-01,F,,,,,74.8K,NAF1993,N
301075420,00010,30107542000010,O,1900-01-01,,,,2008-01-04T19:13:13,true,4,,83,,TRA,PARANGON,13008,MARSEILLE 8,,,13208,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,94.99Z,NAFRev2,N
301075446,00015,30107544600015,O,,NN,,,,true,1,,44,,RUE,SAINTE,13001,MARSEILLE 1,,,13201,,,,,,,,,,,,,,,,,,,,F,,,,,79.06,NAP,N
301075461,00014,30107546100014,O,,,,,,true,1,,1,,RUE,MAURICE BOURDET,13001,MARSEILLE 1,,,13201,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.01,NAP,N
301075479,00024,30107547900024,O,1990-12-01,NN,,,,true,4,EUROPARC BAT E,18,,RUE,JACQUES REATTU,13009,MARSEILLE 9,,,13209,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,55.3A,NAF1993,N
301075479,00032,30107547900032,O,1974-04-20,,,,,false,3,,34,,BD,RABATAU,13008,MARSEILLE 8,,,13208,,,,,,,,,,,,,,,,,,,1995-07-31,F,RESTAURANT DE LA FOIRE PARC CHANOT,,,,55.3A,NAF1993,N
301075495,00012,30107549500012,O,,,,,,true,1,,12,,RUE,PARADIS,13001,MARSEILLE 1,,,13201,,,,,,,,,,,,,,,,,,,1990-03-20,F,,,,,47.01,NAP,N
301075503,00013,30107550300013,O,,,,,,true,1,,,,RUE,THUBANEAU,13001,MARSEILLE 1,,,13201,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,,,N
301075511,00016,30107551100016,O,,NN,,,,true,1,,11,,RUE,DECAZES,13007,MARSEILLE 7,,,13207,,,,,,,,,,,,,,,,,,,,F,,,,,38.40,NAP,N
301075545,00030,30107554500030,O,1981-05-01,NN,,,2013-05-18T02:24:32,false,4,,74,,BD,PERIER,13008,MARSEILLE 8,,,13208,,,,,,,,,,,,,,,,,,,2011-07-18,F,,,,,94.12Z,NAFRev2,O
301075545,00048,30107554500048,O,2011-07-18,NN,,,2021-02-23T10:35:51,true,2,,25,,AV,HENRI PONCET,13090,AIX-EN-PROVENCE,,,13001,,,,,,,,,,,,,,,,,,,2018-09-30,A,,,,,94.12Z,NAFRev2,N
301075552,00010,30107555200010,O,,,,,,true,1,,,,RUE,HENRI FIOCCA,13001,MARSEILLE 1,,,13201,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,81.11,NAP,N
301075578,00015,30107557800015,O,1900-01-01,NN,,,2010-12-28T05:56:02,true,4,,11,,MAR,DES CAPUCINS,13001,MARSEILLE 1,,,13201,,,,,,1,,RUE,PAPERE,13001,MARSEILLE 1,,,13201,,,,,2010-11-30,F,,,,,68.20B,NAFRev2,N
301075586,00018,30107558600018,O,1900-01-01,,,,,false,4,,2,,RUE,BEAUVAU,13001,MARSEILLE 1,,,13201,,,,,,,,,,,,,,,,,,,1993-12-30,F,,,,,91.3E,NAF1993,N
301075586,00026,30107558600026,O,1900-01-01,NN,,,2008-01-04T19:13:13,true,3,,26,,AV,DE VALDONNE,13013,MARSEILLE 13,,,13213,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,94.99Z,NAFRev2,N
301075594,00020,30107559400020,O,1900-01-01,NN,,,2019-11-14T14:01:05,false,4,,30,,AV,CHARLES DE GAULLE,92200,NEUILLY-SUR-SEINE,,,92051,,,,,,,,,,,,,,,,,,,1994-12-25,F,CINEPAR SA,,,,65.2E,NAF1993,O
301075594,00038,30107559400038,O,1994-06-01,NN,,,,false,3,,7,,PL,DU PALAIS BOURBON,75007,PARIS 7,,,75107,,,,,,,,,,,,,,,,,,,1994-12-25,F,,,,,65.2E,NAF1993,O
301075594,00046,30107559400046,O,1994-12-01,01,2019,,2021-10-27T08:13:53,false,4,,30,,AV,CHARLES DE GAULLE,92200,NEUILLY-SUR-SEINE,,,92051,,,,,,,,,,,,,,,,,,,2021-09-29,F,,,,,64.30Z,NAFRev2,O
301075594,00053,30107559400053,O,2021-09-29,,,,2021-10-13T13:27:13,true,1,,5,,PL,DU PALAIS BOURBON,75007,PARIS 7,,,75107,,,,,,,,,,,,,,,,,,,2021-09-29,A,,,,CINEPAR,64.30Z,NAFRev2,N
301075602,00054,30107560200054,O,,NN,,,,true,1,,75,,RUE,DU PERE CORENTIN,75014,PARIS 14,,,75114,,,,,,,,,,,,,,,,,,,1992-08-26,F,,,,,90.0C,NAF1993,O
301075610,00024,30107561000024,O,,NN,,,2019-11-14T14:01:02,true,1,,122,,CHE,DE DANIEL,83500,LA SEYNE-SUR-MER,,,83126,,,,,,,,,,,,,,,,,,,,F,,,,,55.73,NAP,N
301075628,00026,30107562800026,O,1988-12-31,NN,,,2008-11-07T00:17:10,true,4,AV AUGUSTE CHABAUD,,,RTE,D AVIGNON,13150,TARASCON,,,13108,,,,,,,,,,,,,,,,,,,2002-09-27,F,,,,,50.2Z,NAF1993,O
301075636,00011,30107563600011,O,,NN,,,,true,1,,50,,SQ,DARLINGTON,80000,AMIENS,,,80021,,,,,,,,,,,,,,,,,,,,F,,,,,59.11,NAP,N
301075669,00012,30107566900012,O,1900-01-01,NN,,,2008-12-06T05:01:21,true,5,,11,,PL,COMMANDANT L DAUDRE,80200,PERONNE,,,80620,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,47.59A,NAFRev2,N
301075669,00020,30107566900020,O,1981-01-01,,,,2008-01-04T19:13:13,false,4,,6,,BD,DES ANGLAIS,80200,PERONNE,,,80620,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,31.09B,NAFRev2,N
301075677,00015,30107567700015,O,,NN,,,,true,1,,215,,RTE,NLE 559 MARSEILLE A MENTO,83200,TOULON,,,83137,,,,,,,,,,,,,,,,,,,1981-04-01,F,,,,,86.10,NAP,N
301075685,00018,30107568500018,O,1994-06-30,,,,2019-11-14T14:00:19,true,2,ZA HAUTE BEDOULE LOT 35 B,,,CHE,DE LA BEDOULE,13240,SEPTEMES-LES-VALLONS,,,13106,,,,,,,,,,,,,,,,,,,1994-12-25,F,,,,,80.2C,NAF1993,N
301075701,00013,30107570100013,O,,NN,,,,true,1,,,,,MAS DE L'ANGLORE,13560,SENAS,,,13105,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.41,NAP,N
301075727,00018,30107572700018,O,,,,,,true,1,,,,RUE,DENIS BONNET,84200,CARPENTRAS,,,84031,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,77.01,NAP,N
301075735,00011,30107573500011,O,1974-01-01,NN,,,2017-05-04T01:44:59,false,5,,19,,RUE,MALAVAL,13002,MARSEILLE 2,,,13202,,,,,,,,,,,,,,,,,,,2015-06-01,F,,,,,71.12B,NAFRev2,O
301075735,00029,30107573500029,O,2015-06-01,11,2019,,2021-10-27T08:13:53,true,1,PARC DES AYGALADES BAT 3B,35,,BD,DU CAPITAINE GEZE,13014,MARSEILLE 14,,,13214,,,,,,,,,,,,,,,,,,,2015-06-01,A,,,,,71.12B,NAFRev2,O
301075735,00037,30107573500037,O,2021-01-01,,,,2021-01-15T09:01:14,false,1,,27,,RUE,MAURICE FLANDIN,69003,LYON 3EME,,,69383,,,,,,,,,,,,,,,,,,,2021-01-01,A,,,,,71.12B,NAFRev2,O
301075750,00010,30107575000010,O,1974-01-01,NN,,,2019-08-07T09:29:10,true,5,,128,,AV,DE LA REPUBLIQUE,83000,TOULON,,,83137,,,,,,,,,,,,,,,,,,,2018-04-17,F,,,,,56.30Z,NAFRev2,O
301075768,00012,30107576800012,O,1900-01-01,NN,,,2020-07-17T15:32:38,true,7,,44,,RUE,PILOTE PIERRE REBOUL,83000,TOULON,,,83137,,,,,,,,,,,,,,,,,,,2019-12-31,F,,,,,66.19A,NAFRev2,N
301075784,00019,30107578400019,O,1974-01-01,NN,,,2006-12-19T10:30:01,true,4,,,,RUE,DE LA RUELLETTE,80160,BOSQUEL,,,80114,,,,,,,,,,,,,,,,,,,2000-03-15,F,,,,,60.2L,NAF1993,O
301075800,00013,30107580000013,O,,,,,,true,1,,,,,ARNAVAUX,13003,MARSEILLE 3,,,13203,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,,,N
301075826,00026,30107582600026,O,,,,,2019-11-14T14:00:19,true,1,,,,ALL,DE CRAPONNE,13300,SALON-DE-PROVENCE,,,13103,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,77.10,NAP,N
301075859,00019,30107585900019,O,,,,,,true,1,,,,RTE,NATIONALE 562,83440,CALLIAN,,,83029,,,,,,,,,,,,,,,,,,,1990-08-10,F,,,,,65.02,NAP,N
301075867,00020,30107586700020,O,1900-01-01,01,2019,9601BR,2021-10-27T08:13:53,false,6,LES CANOURGUES,,,BD,ROBERT SCHUMANN,13300,SALON-DE-PROVENCE,,,13103,,,,,,,,,,,,,,,,,,,2020-12-31,F,,,,,96.01B,NAFRev2,N
301075867,00038,30107586700038,O,2001-06-01,NN,,9601BR,2020-11-16T13:36:44,false,4,Z.A LES PALUDS N.13,,,,,13430,EYGUIERES,,,13035,,,,,,,,,,,,,,,,,,,2008-01-01,F,,,,,96.01B,NAFRev2,N
301075867,00046,30107586700046,O,2006-01-01,00,2019,9601BR,2021-10-27T08:13:53,true,4,,253,,PL,DU GAL DE GAULLE,13300,SALON-DE-PROVENCE,,,13103,,,,,,,,,,,,,,,,,,,2019-05-14,A,PLUS NET,,,,96.01B,NAFRev2,O
301075875,00031,30107587500031,O,1990-08-01,NN,,,2014-07-08T00:11:03,false,4,,31,,BD,DE MAGALLON,13015,MARSEILLE 15,,BP 59,13215,13908,MARSEILLE CEDEX 20,,,,,,,,,,,,,,,,,2010-06-12,F,,,,,43.33Z,NAFRev2,N
301075875,00049,30107587500049,O,2010-06-12,00,2019,,2021-10-27T08:13:53,true,4,SAINT JOSEPH,23,,BD,ROLAND DORGELES,13014,MARSEILLE 14,,,13214,,,,,,,,,,,,,,,,,,,2019-11-15,F,,,,,70.22Z,NAFRev2,O
301075883,00019,30107588300019,O,,,,,,true,1,,29,,RUE,DU GENERAL FOY,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,,F,,,,,77.09,NAP,N
301075925,00018,30107592500018,O,1900-01-01,NN,,,2010-11-08T13:53:20,true,3,GYMNASE FACULTE MEDECINE,27,,BD,JEAN MOULIN,13005,MARSEILLE 5,,,13205,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,93.12Z,NAFRev2,N
301075933,00038,30107593300038,O,1983-10-17,NN,,,,false,4,,11,,BD,NATIONAL,13001,MARSEILLE 1,,,13201,,,,,,,,,,,,,,,,,,,1996-12-25,F,,,,,85.3K,NAF1993,O
301075933,00046,30107593300046,O,1996-12-06,00,2018,,2020-08-25T10:21:52,true,5,,2,,RUE,HENRI BARBUSSE,13001,MARSEILLE 1,,,13201,,,,,,,,,,,,,,,,,,,2017-12-31,A,,,,,88.99B,NAFRev2,N
301075941,00015,30107594100015,O,1900-01-01,NN,,,2008-01-04T19:13:13,true,3,,33,,RUE,BRETEUIL,13006,MARSEILLE 6,,,13206,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,94.11Z,NAFRev2,N
301075974,00024,30107597400024,O,1900-01-01,,,,,false,3,,,,AV,FREDERIC MISTRAL,84200,CARPENTRAS,,,84031,,,,,,,,,,,,,,,,,,,1992-12-25,F,,,,,52.4U,NAF1993,N
301075974,00032,30107597400032,O,1900-01-01,NN,,,,true,4,,47,,AV,PIERRE SEMARD,84200,CARPENTRAS,,,84031,,,,,,,,,,,,,,,,,,,2003-04-04,F,,,,,52.4P,NAFRev1,O
301075982,00019,30107598200019,O,,,,,,true,1,,,,RTE,DE CACHAREL,13460,SAINTES-MARIES-DE-LA-MER,,,13096,,,,,,,,,,,,,,,,,,,1994-12-08,F,,,,,55.1A,NAF1993,N
301075990,00038,30107599000038,O,1988-01-01,,,,2008-01-04T19:13:13,true,4,,31,,BD,BUREL,13014,MARSEILLE 14,,,13214,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,85.59A,NAFRev2,N
301076014,00010,30107601400010,O,,NN,,,2006-11-25T09:12:37,true,1,,15,,RUE,SAINT JACQUES,13006,MARSEILLE 6,,,13206,,,,,,,,,,,,,,,,,,,,F,,,,,84.07,NAP,N
