039067012,00011,03906701200011,O,1995-12-25,NN,,,2008-01-04T17:59:29,true,2,N 75012 PARIS,41,,RUE,POUSSIN,75016,PARIS 16,,,75116,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
039067020,00014,03906702000014,O,1995-12-25,NN,,,2008-08-21T04:53:46,true,3,RIS REP PAR,13,,AV,DE LA MOTTE PICQUET,75007,PARIS 7,,,75107,,,,,,,,,,,,,,,,,,,2008-06-30,A,,,,,81.10Z,NAFRev2,N
039067038,00016,03906703800016,O,1997-12-25,01,2019,,2021-10-27T08:01:54,true,2,,4,,AV,DES TILLEULS,75016,PARIS 16,,,75116,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
039067046,00019,03906704600019,O,1995-12-25,01,2018,,2020-08-25T10:11:28,true,2,,44,,RUE,BERZELIUS,75017,PARIS 17,,,75117,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
039067053,00015,03906705300015,O,1995-12-25,01,2019,,2021-10-27T08:01:54,true,2,,45,,RUE,DES APENNINS,75017,PARIS 17,,,75117,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
039067061,00018,03906706100018,O,1995-12-25,NN,,,2010-02-28T18:09:49,true,4,,72,,RUE,BOURSAULT,75017,PARIS 17,,,75117,,,,,,,,,,,,,,,,,,,2010-02-28,A,,,,,81.10Z,NAFRev2,O
039067079,00010,03906707900010,O,1995-12-25,NN,,,2010-02-28T18:09:49,true,4,,64,,RUE,SAUFFROY,75017,PARIS 17,,,75117,,,,,,,,,,,,,,,,,,,2010-02-28,A,,,,,81.10Z,NAFRev2,O
039067095,00016,03906709500016,O,1995-12-25,NN,,,2010-04-18T03:02:50,true,3,,27,B,RUE,DE LA JONQUIERE,75017,PARIS 17,,,75117,,,,,,,,,,,,,,,,,,,2008-12-31,A,,,,,81.10Z,NAFRev2,N
039067111,00011,03906711100011,O,1995-12-25,01,2019,,2021-10-27T08:01:54,true,2,,103,,RUE,DES MOINES,75017,PARIS 17,,,75117,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
039067129,00013,03906712900013,O,1995-12-25,NN,,,2015-05-14T03:04:47,true,2,,110,,AV,DE SAINT OUEN,75018,PARIS 18,,,75118,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
