275801348,00010,27580134800010,O,,NN,,,,true,1,,,,,MAIRIE,58130,POISEUX,,,58212,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,90.0A,NAF1993,N
275801355,00015,27580135500015,O,,NN,,,,true,1,,,,,MAIRIE,58300,CHAMPVERT,,,58055,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
275801363,00019,27580136300019,O,,NN,,,2019-11-14T14:00:46,true,1,,,,,MAIRIE,58130,MONTIGNY-AUX-AMOGNES,,,58176,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,90.0A,NAF1993,N
275801371,00012,27580137100012,O,,NN,,,2019-11-14T14:00:47,true,1,,,,,MAIRIE,58270,VILLE-LANGY,,,58311,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,90.0A,NAF1993,N
275801389,00014,27580138900014,O,,NN,,,2019-11-14T14:00:46,true,1,,,,,MAIRIE,58400,MESVES-SUR-LOIRE,,,58164,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
275801397,00017,27580139700017,O,,NN,,,2019-11-14T14:00:46,true,1,,,,,MAIRIE,58400,MESVES-SUR-LOIRE,,,58164,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,90.0A,NAF1993,N
275801405,00018,27580140500018,O,,,,,2019-11-14T14:00:46,true,1,,,,,MAIRIE,58450,NEUVY-SUR-LOIRE,,,58193,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,90.0A,NAF1993,N
275801413,00012,27580141300012,O,,,,,2019-11-14T14:00:47,true,1,,,,AV,LOUIS FOUCHERE,58640,VARENNES-VAUZELLES,,,58303,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
275801421,00015,27580142100015,O,,,,,2019-11-14T14:00:46,true,1,,,,,MAIRIE,58190,METZ-LE-COMTE,,,58165,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
275801439,00017,27580143900017,O,,,,,2019-11-14T14:00:46,true,1,,,,,MAIRIE,58190,LA MAISON-DIEU,,,58154,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
275801447,00010,27580144700010,O,,,,,,true,1,,,,,MAIRIE,58190,VIGNOL,,,58308,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
275801454,00016,27580145400016,O,,,,,,true,1,,,,,MAIRIE,58190,VIGNOL,,,58308,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,90.0A,NAF1993,N
275801462,00019,27580146200019,O,,,,,2019-11-14T14:00:46,true,1,,,,,MAIRIE,58190,MONCEAUX-LE-COMTE,,,58170,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,90.0A,NAF1993,N
275801470,00012,27580147000012,O,,,,,,true,1,,,,,MAIRIE,58190,TANNAY,,,58286,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,90.0A,NAF1993,N
275801488,00014,27580148800014,O,,,,,,true,1,,,,,MAIRIE,58110,ROUY,,,58223,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,90.0A,NAF1993,N
275801496,00017,27580149600017,O,,,,,,true,1,,,,,MAIRIE,58110,MONTAPAS,,,58171,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,90.0A,NAF1993,N
275801504,00018,27580150400018,O,,,,,2019-11-14T14:00:47,true,1,,,,,MAIRIE,58140,SAINT-MARTIN-DU-PUY,,,58255,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
275801512,00011,27580151200011,O,,,,,2019-11-14T14:00:47,true,1,,,,,MAIRIE,58140,SAINT-ANDRE-EN-MORVAN,,,58229,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
275801520,00014,27580152000014,O,,,,,2019-11-14T14:00:46,true,1,,,,,MAIRIE,58140,POUQUES-LORMES,,,58216,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
275801538,00016,27580153800016,O,,,,,,true,1,,,,,MAIRIE,58140,MARIGNY L'EGLISE,,,58157,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
275801546,00019,27580154600019,O,,,,,,true,1,,,,,MAIRIE,58140,GACOGNE,,,58120,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
275801553,00015,27580155300015,O,,,,,2019-11-14T14:00:46,true,1,,,,,MAIRIE,58230,DUN-LES-PLACES,,,58106,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
275801561,00018,27580156100018,O,,,,,,true,1,,,,,MAIRIE,58140,CHALAUX,,,58049,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
275801579,00010,27580157900010,O,,,,,,true,1,,,,,MAIRIE,58140,BRASSY,,,58037,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
275801587,00013,27580158700013,O,,,,,,true,1,,,,,MAIRIE,58190,BAZOCHES,,,58023,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
275801595,00016,27580159500016,O,,,,,,true,1,,,,,MAIRIE,58140,LORMES,,,58145,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,90.0A,NAF1993,N
275801603,00018,27580160300018,O,,,,,,true,1,,,,,MAIRIE,58140,LORMES,,,58145,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
275801611,00011,27580161100011,O,,,,,,true,1,,54,,RUE,GAMBETTA,58600,FOURCHAMBAULT,,,58117,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,90.0A,NAF1993,N
275801629,00013,27580162900013,O,,,,,,true,1,,,,,MAIRIE,58600,GARCHIZY,,,58121,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,90.0A,NAF1993,N
275801637,00016,27580163700016,O,,,,,2019-11-14T14:00:47,true,1,,,,,MAIRIE,58160,SAUVIGNY-LES-BOIS,,,58273,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,90.0A,NAF1993,N
275801645,00019,27580164500019,O,,,,,2019-11-14T14:00:47,true,1,,,,,LE BOUCHOT,58000,SAINT-ELOI,,,58238,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,90.0A,NAF1993,N
275801652,00015,27580165200015,O,,,,,,true,1,,,,,MAIRIE,58160,CHEVENON,,,58072,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,90.0A,NAF1993,N
275801660,00018,27580166000018,O,,,,,2019-11-14T14:00:47,true,1,,,,,MAIRIE,58260,TROIS-VEVRES,,,58297,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,90.0A,NAF1993,N
275801678,00010,27580167800010,O,,,,,2019-11-14T14:00:47,true,1,,,,,MAIRIE,58300,SOUGY-SUR-LOIRE,,,58280,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,90.0A,NAF1993,N
275801694,00017,27580169400017,O,,,,,2019-11-14T14:00:47,true,1,,,,,MAIRIE,58160,SAINT-OUEN-SUR-LOIRE,,,58258,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,90.0A,NAF1993,N
275801702,00018,27580170200018,O,,,,,2019-11-14T14:00:46,true,1,,,,,MAIRIE,58160,DRUY-PARIGNY,,,58105,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,90.0A,NAF1993,N
275801710,00011,27580171000011,O,,,,,,true,1,,,,,MAIRIE,58160,BEARD,,,58025,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,90.0A,NAF1993,N
275801728,00013,27580172800013,O,,,,,,true,1,,,,,MAIRIE,58260,THIANGES,,,58291,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
275801736,00016,27580173600016,O,,,,,,true,1,,,,PL,DE LA VICTOIRE,58260,LA MACHINE,,,58151,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
275801744,00010,27580174400010,O,,,,,,true,1,,,,,MAIRIE,58170,MILLAY,,,58168,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,90.0A,NAF1993,N
275801751,00015,27580175100015,O,,,,,,true,1,,,,,MAIRIE,58170,CHIDDES,,,58074,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
275801769,00017,27580176900017,O,,NN,,,,true,1,,,,,MAIRIE,58240,LIVRY,,,58144,,,,,,,,,,,,,,,,,,,1996-12-25,F,,,,,41.0Z,NAF1993,N
275801777,00010,27580177700010,O,,,,,,true,1,,,,,MAIRIE,58240,LIVRY,,,58144,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,90.0A,NAF1993,N
275801785,00013,27580178500013,O,,,,,2019-11-14T14:00:47,true,1,,,,,MAIRIE,58490,SAINT-PARIZE-LE-CHATEL,,,58260,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,90.0A,NAF1993,N
275801801,00018,27580180100018,O,,,,,2019-11-14T14:00:46,true,1,,,,,MAIRIE,58320,POUGUES-LES-EAUX,,,58214,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
275801819,00010,27580181900010,O,,NN,,,,true,1,,,,,,58110,BICHES,,,58030,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,90.0A,NAF1993,N
275801827,00013,27580182700013,O,,,,,,true,1,,,,,MAIRIE,58210,MENOU,,,58163,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
275801835,00016,27580183500016,O,,,,,,true,1,,,,,MAIRIE,58400,CHAULGNES,,,58067,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,90.0A,NAF1993,N
275801843,00010,27580184300010,O,,NN,,,2019-11-14T14:00:46,true,1,,,,,,58660,COULANGES-LES-NEVERS,,,58088,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,90.0A,NAF1993,N
275801850,00015,27580185000015,O,,NN,,,,true,1,,,,PL,DU 19 AOUT,58500,CLAMECY,,,58079,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,90.0A,NAF1993,N
275801868,00017,27580186800017,O,,NN,,,2019-11-14T14:00:46,true,1,,,,,,58230,OUROUX-EN-MORVAN,,,58205,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
275801876,00010,27580187600010,O,,,,,,true,1,,,,,MAIRIE,58460,CORVOL L'ORGUEILLEUX,,,58085,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,90.0A,NAF1993,N
275801884,00014,27580188400014,O,,NN,,,,true,1,,,,,,58180,MARZY,,,58160,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
275801892,00017,27580189200017,O,,NN,,,,true,1,,,,,,58180,MARZY,,,58160,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,90.0A,NAF1993,N
275801900,00018,27580190000018,O,,NN,,,,true,1,,,,PL,DU 19 AOUT,58500,CLAMECY,,,58079,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
275801918,00010,27580191800010,O,,NN,,,2019-11-14T14:00:46,true,1,,,,,,58230,OUROUX-EN-MORVAN,,,58205,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,90.0A,NAF1993,N
275801926,00013,27580192600013,O,,,,,,true,1,,,,,MAIRIE,58800,CERVON,,,58047,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,90.0A,NAF1993,N
275801934,00017,27580193400017,O,,NN,,,2019-11-14T14:00:46,true,1,,,,,,58470,SAINCAIZE-MEAUCE,,,58225,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,90.0A,NAF1993,N
275801959,00014,27580195900014,O,,NN,,,,true,1,,,,,,58390,DORNES,,,58104,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,90.0A,NAF1993,N
275801967,00017,27580196700017,O,,NN,,,,true,1,,,,,,58700,PREMERY,,,58218,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
275801975,00010,27580197500010,O,,NN,,,2019-11-14T14:00:46,true,1,,,,,,58380,LUCENAY-LES-AIX,,,58146,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,90.0A,NAF1993,N
275801983,00014,27580198300014,O,,NN,,,2019-11-14T14:00:46,true,1,,,,,,58410,ENTRAINS-SUR-NOHAIN,,,58109,,,,,,,,,,,,,,,,,,,1996-01-01,F,,,,,41.0Z,NAF1993,N
275801991,00017,27580199100017,O,,NN,,,,true,1,,,,,,58220,DONZY,,,58102,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,90.0A,NAF1993,N
275802007,00011,27580200700011,O,,NN,,,2019-11-14T14:00:46,true,1,,,,,MAIRIE,58120,CHATEAU-CHINON (VILLE),,,58062,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,90.0A,NAF1993,N
275802015,00014,27580201500014,O,,NN,,,,true,1,,,,,,58700,PREMERY,,,58218,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,90.0A,NAF1993,N
275802023,00018,27580202300018,O,,NN,,,,true,1,,,,,MAIRIE,58270,SAINT BENIN D'AZY,,,58232,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,90.0A,NAF1993,N
275802031,00011,27580203100011,O,,NN,,,,true,1,,,,,MAIRIE,58160,LA FERMETE,,,58112,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,90.0A,NAF1993,N
275802064,00012,27580206400012,O,,NN,,,,true,1,,,,,,58290,LIMANTON,,,58142,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,90.0A,NAF1993,N
275802072,00015,27580207200015,O,,NN,,,2019-11-14T14:00:46,true,1,,,,,MAIRIE,58110,CHATILLON-EN-BAZOIS,,,58065,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,90.0A,NAF1993,N
275802080,00018,27580208000018,O,,NN,,,,true,1,,,,,MAIRIE,58230,PLANCHEZ,,,58210,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,90.0A,NAF1993,N
275802114,00015,27580211400015,O,,NN,,,2019-11-14T14:00:46,true,1,,,,,,58290,MOULINS-ENGILBERT,,,58182,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,90.0A,NAF1993,N
275802122,00018,27580212200018,O,,NN,,,2019-11-14T14:00:46,true,1,,,,,MAIRIE,58110,CHATILLON-EN-BAZOIS,,,58065,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,90.0A,NAF1993,N
275802130,00011,27580213000011,O,,NN,,,,true,1,,,,,MAIRIE,58230,PLANCHEZ,,,58210,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
275802163,00012,27580216300012,O,,,,,2019-11-14T14:00:47,true,1,,,,,,58240,SAINT-PIERRE-LE-MOUTIER,,,58264,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
275802171,00015,27580217100015,O,,NN,,,2019-11-14T14:00:46,true,1,,,,,MAIRIE,58110,CHATILLON-EN-BAZOIS,,,58065,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
275802189,00017,27580218900017,O,,NN,,,2019-11-14T14:00:46,true,1,,,,,MAIRIE,58230,MOUX-EN-MORVAN,,,58185,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,90.0A,NAF1993,N
275802213,00015,27580221300015,O,,,,,2019-11-14T14:00:47,true,1,,,,,,58240,SAINT-PIERRE-LE-MOUTIER,,,58264,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,90.0A,NAF1993,N
275802221,00018,27580222100018,O,,NN,,,,true,1,,,,,MAIRIE,58120,CORANCY,,,58082,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
275802239,00010,27580223900010,O,,NN,,,2019-11-14T14:00:46,true,1,,,,,MAIRIE,58230,MOUX-EN-MORVAN,,,58185,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
275802262,00012,27580226200012,O,,,,,2019-11-14T14:00:46,true,1,,,,,,58240,CHANTENAY-SAINT-IMBERT,,,58057,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,90.0A,NAF1993,N
275802270,00015,27580227000015,O,,NN,,,2019-11-14T14:00:47,true,1,,,,,MAIRIE,58120,SAINT-LEGER-DE-FOUGERET,,,58249,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
275802288,00017,27580228800017,O,,NN,,,,true,1,,,,,MAIRIE,58230,MONTSAUCHE-LES-SETTONS,,,58180,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,90.0A,NAF1993,N
275802312,00015,27580231200015,O,,,,,2019-11-14T14:00:46,true,1,,,,,MAIRIE,58800,MARIGNY-SUR-YONNE,,,58159,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,90.0A,NAF1993,N
275802320,00018,27580232000018,O,,NN,,,,true,1,,,,,MAIRIE,58400,LA MARCHE,,,58155,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
275802338,00010,27580233800010,O,,NN,,,,true,1,,,,,MAIRIE,58230,MONTSAUCHE-LES-SETTONS,,,58180,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
275802361,00012,27580236100012,O,,,,,,true,1,,,,,MAIRIE,58310,BITRY,,,58033,,,,,,,,,,,,,,,,,,,1996-02-06,F,,,,,90.0B,NAF1993,N
275802379,00014,27580237900014,O,,NN,,,2019-11-14T14:00:47,true,1,,,,,MAIRIE,58200,SAINT-PERE,,,58261,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,90.0A,NAF1993,N
275802387,00017,27580238700017,O,,NN,,,,true,1,,,,,MAIRIE,58300,COSSAYE,,,58087,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,90.0A,NAF1993,N
275802429,00017,27580242900017,O,,NN,,,2019-11-14T14:00:46,true,1,,,,,MAIRIE,58230,GIEN-SUR-CURE,,,58125,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
275802437,00010,27580243700010,O,,NN,,,2019-11-14T14:00:46,true,1,,,,,MAIRIE,58440,LA CELLE-SUR-LOIRE,,,58044,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,90.0A,NAF1993,N
275802478,00014,27580247800014,O,,NN,,,2019-11-14T14:00:46,true,1,,,,,MAIRIE,58230,ALLIGNY-EN-MORVAN,,,58003,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
275802486,00017,27580248600017,O,,NN,,,2019-11-14T14:00:46,true,1,,,,,MAIRIE,58200,ALLIGNY-COSNE,,,58002,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,90.0A,NAF1993,N
275802528,00016,27580252800016,O,,NN,,,2019-11-14T14:00:47,true,1,,,,,MAIRIE,58230,SAINT-BRISSON,,,58235,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
275802577,00013,27580257700013,O,,NN,,,2019-11-14T14:00:47,true,1,,,,,MAIRIE,58310,SAINT-AMAND-EN-PUISAYE,,,58227,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,90.0A,NAF1993,N
275802627,00016,27580262700016,O,,NN,,,,true,1,,,,,MAIRIE,58230,GOULOUX,,,58129,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
275802676,00013,27580267600013,O,,NN,,,2019-11-14T14:00:47,true,1,,,,,MAIRIE,58360,SAINT-HONORE-LES-BAINS,,,58246,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
275900017,00011,27590001700011,O,,,,,2019-02-20T11:42:47,true,1,,27,,BD,VAUBAN,59800,LILLE,,,59350,,,,,,,,,,,,,,,,,,,1989-12-11,F,,,,,81.11,NAP,N
275900025,00022,27590002500022,O,1991-04-02,NN,,,2019-02-20T11:42:47,true,4,,1,,RUE,EDOUARD HERRIOT,59000,LILLE,,BP 429,59350,59021,LILLE CEDEX,,,,,,,,,,,,,,,,,1997-06-09,F,,,,,70.2A,NAF1993,O
275900033,00018,27590003300018,O,,NN,,,,true,1,,63,,,GRANDE RUE,59100,ROUBAIX,,,59512,,,,,,,,,,,,,,,,,,,1994-03-14,F,,,,,70.2A,NAF1993,O
275900041,00011,27590004100011,O,1983-03-01,NN,,,,false,4,,30,,RUE,DES CARLIERS,59200,TOURCOING,,BP 576,59599,59208,TOURCOING CEDEX,,,,,,,,,,,,,,,,,2001-05-01,F,,,,,70.2A,NAF1993,O
275900041,00029,27590004100029,O,2001-05-01,NN,,,2008-09-26T15:47:13,true,5,,29,,AV,ROGER SALENGRO,59200,TOURCOING,,,59599,,,,,,,,,,,,,,,,,,,2008-01-01,F,,,,,68.20A,NAFRev2,N
275900058,00015,27590005800015,O,1983-03-01,NN,,,,false,4,,2,,RUE,FRANCOIS RABELAIS,59540,CAUDRY,,,59139,,,,,,,,,,,,,,,,,,,1997-12-31,F,,,,,70.2A,NAF1993,O
275900058,00023,27590005800023,O,1997-01-01,NN,,,2006-10-26T23:46:08,true,4,,8,,RUE,AUGUSTE MARLIOT,59540,CAUDRY,,,59139,,,,,,,,,,,,,,,,,,,2004-12-25,F,,,,,70.2A,NAFRev1,O
275900066,00018,27590006600018,O,1983-03-01,NN,,,2010-04-18T03:19:17,false,4,H TEL DE VILLE,,,PL,DE VERDUN,59610,FOURMIES,,BP 49,59249,59611,FOURMIES CEDEX,,,,,,,,,,,,,,,,,2008-04-08,F,,,,,68.20A,NAFRev2,O
275900066,00026,27590006600026,O,2008-04-08,11,2019,,2021-10-27T08:13:29,true,1,,35,,RUE,BOURET,59610,FOURMIES,,,59249,,,,,,,,,,,,,,,,,,,2008-04-08,A,,,,,68.20A,NAFRev2,O
275900074,00012,27590007400012,O,,,,,,true,1,,26,,RUE,DE BEAUMONT,59300,VALENCIENNES,,,59606,,,,,,,,,,,,,,,,,,,1988-12-13,F,,,,,81.11,NAP,N
275900082,00015,27590008200015,O,,,,,,true,1,,,,PL,DU GENERAL DE GAULLE,59190,HAZEBROUCK,,,59295,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
275900090,00018,27590009000018,O,,,,,2019-11-14T14:00:47,true,1,,,,RUE,MARCELIN BERTHELOT,59157,BEAUVOIS-EN-CAMBRESIS,,,59063,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,40.1Z,NAF1993,N
275900108,00018,27590010800018,O,,,,,2019-11-14T14:00:47,true,1,,,,RUE,LEON GAMBETTA,59157,FONTAINE-AU-PIRE,,,59243,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,40.1Z,NAF1993,N
275900116,00011,27590011600011,O,,NN,,,2019-11-14T14:00:47,true,1,,,,PL,DU GENERAL DE GAULLE,59360,LE CATEAU-CAMBRESIS,,,59136,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,74.8K,NAF1993,N
275900124,00015,27590012400015,O,,,,,,true,1,,,,PL,D ARMES,59300,VALENCIENNES,,,59606,,,,,,,,,,,,,,,,,,,1996-12-25,F,,,,,74.8K,NAF1993,N
275900140,00011,27590014000011,O,,,,,,true,1,,21,,RUE,DES URSULINES,59200,TOURCOING,,,59599,,,,,,,,,,,,,,,,,,,1991-12-31,F,,,,,06.01,NAP,N
275900157,00015,27590015700015,O,,,,,2019-11-14T14:00:47,true,1,,,,PL,DU GENERAL DE GAULLE,59360,LE CATEAU-CAMBRESIS,,,59136,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,92.2C,NAF1993,N
275900165,00018,27590016500018,O,,NN,,,2019-11-14T14:00:47,true,1,,146,,RUE,JEAN JAURES,59880,SAINT-SAULVE,,,59544,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,60.2A,NAF1993,N
275900173,00012,27590017300012,O,,,,,2019-11-14T14:00:47,true,1,,75,,RUE,JEAN JAURES,59494,PETITE-FORET,,,59459,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,92.3D,NAF1993,N
275900181,00015,27590018100015,O,,NN,,,2019-11-14T14:00:47,true,1,,,,,PARC DEPART VAL JOLY,59132,EPPE-SAUVAGE,,,59198,,,,,,,,,,,,,,,,,,,1994-04-11,F,,,,,55.3B,NAF1993,N
276000031,00019,27600003100019,O,1983-03-01,,,,,true,4,,17,,RUE,ALBERT THOMAS,60100,CREIL,,BP 00105,60175,60106,CREIL CEDEX 1,,,,,,,,,,,,,,,,,1992-12-25,F,,,,,70.2A,NAF1993,N
276000049,00011,27600004900011,O,,,,,,true,1,,,,,,60110,AMBLAINVILLE,,,60010,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,90.0A,NAF1993,N
276000056,00016,27600005600016,O,,,,,,true,1,,,,,,60110,AMBLAINVILLE,,,60010,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,41.0Z,NAF1993,N
276000064,00010,27600006400010,O,,,,,,true,1,,,,,,60570,ANDEVILLE,,,60012,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,90.0A,NAF1993,N
