039343322,00010,03934332200010,O,1995-12-25,NN,,,2009-06-27T03:10:23,true,3,,5,,RUE,NEUVE NOTRE DAME,78000,VERSAILLES,,,78646,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
039343348,00015,03934334800015,O,1995-12-25,,,,2019-11-14T14:00:59,true,2,78 VERSAILLES REP P,31,,RTE,DE MANTES,78124,MAREIL-SUR-MAULDRE,,,78368,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
039343363,00014,03934336300014,O,1995-12-25,NN,,,2019-11-14T14:00:59,true,2,78 VERSAILLES REP P,31,,RTE,DE MANTES,78124,MAREIL-SUR-MAULDRE,,,78368,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
039343405,00013,03934340500013,O,1995-12-25,NN,,,2008-01-04T18:02:50,true,3,I,13,B,RUE,CHALIGNY,75012,PARIS 12,,,75112,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
039343421,00010,03934342100010,O,1995-12-25,NN,,,2008-01-04T18:02:50,true,3,,14,,RUE,DU MARECHAL GALLIENI,78000,VERSAILLES,,,78646,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
039343439,00012,03934343900012,O,1995-12-25,NN,,,2009-06-27T03:10:23,true,3,,10,,AV,AUBERT,94300,VINCENNES,,,94080,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
039343447,00015,03934344700015,O,1995-12-25,01,2019,,2021-10-27T08:02:41,true,2,,33,B,RUE,CHAMP LAGARDE,78000,VERSAILLES,,,78646,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
039343454,00011,03934345400011,O,1995-12-25,NN,,,2008-01-04T18:02:50,true,2,ES REP PAR,11,,RUE,DU GENERAL LECLERC,78000,VERSAILLES,,,78646,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
039343462,00014,03934346200014,O,1995-12-25,01,2019,,2021-10-27T08:02:41,true,2,,2,,RUE,MAL DE LATTRE DE TASSIGNY,78000,VERSAILLES,,,78646,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
039343488,00019,03934348800019,O,1995-12-25,NN,,,2009-06-27T03:10:23,true,3,,7,,RUE,ROGER MORINET,94800,VILLEJUIF,,,94076,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
039343504,00013,03934350400013,O,1995-12-25,NN,,,2008-01-04T18:02:50,true,2,NNES REP PAR,10,,AV,INGRES,75016,PARIS 16,,,75116,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
039343512,00016,03934351200016,O,1900-01-01,01,2019,,2021-10-27T08:02:41,true,4,,12,,RUE,ARTHUR AUGER,92120,MONTROUGE,,,92049,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
039343561,00013,03934356100013,O,1995-12-25,NN,,,2018-09-29T12:01:14,true,2,95 PONTOISE REP PAR,4,B,PL,NOTRE DAME,95300,PONTOISE,,,95500,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
039343587,00018,03934358700018,O,1985-02-26,NN,,,2008-01-04T18:02:50,true,3,E BELVEDERE 93 LE RA,12,,ALL,NOTRE DAME DES ANGES,93340,LE RAINCY,,,93062,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
039343611,00016,03934361100016,O,1995-12-25,01,2019,,2021-10-27T08:02:41,true,2,,28,,BD,D INKERMANN,92200,NEUILLY-SUR-SEINE,,,92051,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
039343637,00011,03934363700011,O,1995-12-25,NN,,,2013-05-18T02:04:00,true,2,CHEZ FONCIA GIS,2,,PL,DU GEN DE GAULLE,95500,GONESSE,,,95277,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
039343645,00014,03934364500014,O,,,,,2019-11-14T14:01:05,true,1,,13,,RUE,EMILE CONNOY,93200,SAINT-DENIS,,,93066,,,,,,,,,,,,,,,,,,,1997-12-25,F,,,,,70.3C,NAF1993,N
039343660,00013,03934366000013,O,1995-12-25,01,2019,,2021-10-27T08:02:41,true,2,,16,,RUE,DE CHARTRES,92200,NEUILLY-SUR-SEINE,,,92051,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
039343678,00015,03934367800015,O,1995-12-25,NN,,,2019-11-14T14:01:05,true,2,Y LE SEC,7,,BD,DE LA REPUBLIQUE,93130,NOISY-LE-SEC,,,93053,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
039343686,00018,03934368600018,O,1995-12-25,NN,,,2008-01-04T18:02:50,true,2,,90,B,AV,DE LA RESISTANCE,93340,LE RAINCY,,,93062,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
039343702,00013,03934370200013,O,1984-04-01,NN,,,2019-11-14T14:01:05,true,4,,105,,RUE,VICTOR HUGO,94200,IVRY-SUR-SEINE,,,94041,,,,,,,,,,,,,,,,,,,2009-12-31,A,,,,,68.20A,NAFRev2,N
039343736,00011,03934373600011,O,1995-12-25,NN,,,2019-11-14T14:01:05,true,2,,225,,AV,DU PRESIDENT WILSON,93200,SAINT-DENIS,,,93066,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
039343751,00010,03934375100010,O,1995-12-25,NN,,,2019-11-14T14:01:05,true,3,ANCAISE 93 NOISY LE,7,,BD,DE LA REPUBLIQUE,93130,NOISY-LE-SEC,,,93053,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
039343801,00013,03934380100013,O,1995-12-25,NN,,,2008-04-26T08:08:45,true,3,4 LE PERREUX REP PAR,154,,BD,HAUSSMANN,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
039343835,00011,03934383500011,O,1995-12-25,01,2019,,2021-10-27T08:02:41,true,2,RESIDENCE LE JARDIN,66,,RUE,JEAN JAURES,92170,VANVES,,,92075,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
039343843,00015,03934384300015,O,1995-12-25,01,2019,,2021-10-27T08:02:41,true,2,,4,,RUE,DE FONTENAY,78000,VERSAILLES,,,78646,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
039343850,00010,03934385000010,O,1995-12-25,01,2019,,2021-10-27T08:02:41,true,2,,53,,RUE,LOUISE AGLAE CRETTE,94400,VITRY-SUR-SEINE,,,94081,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
039343868,00012,03934386800012,O,1995-12-25,NN,,,2008-01-04T18:02:50,true,3,,76,,AV,DE LA REPUBLIQUE,94300,VINCENNES,,,94080,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
039343884,00019,03934388400019,O,1995-12-25,NN,,,2010-04-18T03:03:55,true,3,,19,,AV,JEAN JAURES,92330,SCEAUX,,,92071,,,,,,,,,,,,,,,,,,,2008-09-30,A,,,,,81.10Z,NAFRev2,N
039343900,00013,03934390000013,O,,,,,,true,1,,93,,AV,DE LA REPUBLIQUE,92120,MONTROUGE,,,92049,,,,,,,,,,,,,,,,,,,1997-12-25,F,,,,,70.3C,NAF1993,N
039343967,00012,03934396700012,O,1995-12-25,NN,,,2019-11-14T14:01:05,true,3,OIS REP PAR,12,,RUE,EMILE BONNET,95320,SAINT-LEU-LA-FORET,,,95563,,,,,,,,,,,,,,,,,,,2012-12-31,A,,,,,81.10Z,NAFRev2,N
039343975,00015,03934397500015,O,1997-12-25,,,,2019-11-14T14:01:05,true,2,,158,,AV,DU BEL AIR,94100,SAINT-MAUR-DES-FOSSES,,,94068,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
039344015,00019,03934401500019,O,1995-12-25,01,2019,,2021-10-27T08:02:41,true,2,,4,,RUE,DES EPINETTES,94410,SAINT-MAURICE,,,94069,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
039344031,00016,03934403100016,O,1995-12-25,NN,,,2008-01-04T18:02:50,true,2,BLE REP PAR,7,,ALL,VICTOR HUGO,93340,LE RAINCY,,,93062,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
039344064,00017,03934406400017,O,1995-12-25,NN,,,2017-05-04T01:04:40,true,3,,34,,RUE,DE PICPUS,75012,PARIS 12,,,75112,,,,,,,,,,,,,,,,,,,2016-02-15,A,,,,,81.10Z,NAFRev2,N
039344072,00010,03934407200010,O,1995-12-25,NN,,,2008-01-04T18:02:50,true,3,,32,,RUE,DES IRIS,92160,ANTONY,,,92002,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
039344080,00013,03934408000013,O,1995-12-25,NN,,,2019-06-24T13:06:06,true,5,,4,,RUE,DU SUD,92140,CLAMART,,,92023,,,,,,,,,,,,,,,,,,,2018-02-28,A,,,,,81.10Z,NAFRev2,N
039344098,00015,03934409800015,O,1995-12-25,NN,,,2012-05-05T00:12:37,true,3,FER GESTION,41,,RUE,DU COLISEE,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2010-06-30,A,,,,,81.10Z,NAFRev2,N
039344114,00010,03934411400010,O,,,,,2019-11-14T14:01:05,true,1,,116,,AV,DU ROULE,92200,NEUILLY-SUR-SEINE,,,92051,,,,,,,,,,,,,,,,,,,1997-12-25,F,,,,,70.3C,NAF1993,N
039344122,00013,03934412200013,O,1995-12-25,NN,,,2019-11-14T14:00:59,true,2,PARKING 6,,,ALL,DES EPINES,78180,MONTIGNY-LE-BRETONNEUX,,,78423,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
039344130,00016,03934413000016,O,1995-12-25,NN,,,2019-11-14T14:00:59,true,3,PARKING 5,,,ALL,DES EPINES,78180,MONTIGNY-LE-BRETONNEUX,,,78423,,,,,,,,,,,,,,,,,,,2017-09-30,A,,,,,81.10Z,NAFRev2,N
039344148,00018,03934414800018,O,,,,,,true,1,,22,,RUE,ETIENNE MARCEL,93500,PANTIN,,,93055,,,,,,,,,,,,,,,,,,,1997-12-25,F,,,,,70.3C,NAF1993,N
039344171,00010,03934417100010,O,1995-12-25,01,2019,,2021-10-27T08:02:41,true,2,,12,,,VLA EMILE BERGERAT,92200,NEUILLY-SUR-SEINE,,,92051,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
039344189,00012,03934418900012,O,1995-12-25,NN,,,2010-04-18T03:03:55,true,3,2 MEUDON REP PAR,3,B,RUE,JEAN BRUNET,92190,MEUDON,,,92048,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
039344213,00010,03934421300010,O,1997-12-25,,,,2008-01-04T18:02:51,true,2,,5,,RUE,DE LA CHATAIGNERAIE,95160,MONTMORENCY,,,95428,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
039344221,00013,03934422100013,O,1995-12-25,01,2019,,2021-10-27T08:02:41,true,2,,11,,RUE,DES SABLES,78220,VIROFLAY,,,78686,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
039344247,00018,03934424700018,O,1995-12-25,NN,,,2008-01-04T18:02:51,true,2,MR GLADINES CH,54,,RUE,DE STRASBOURG,94300,VINCENNES,,,94080,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
039344270,00010,03934427000010,O,1997-12-25,NN,,,2008-01-04T18:02:51,true,2,,14,,RUE,CAMP,93230,ROMAINVILLE,,,93063,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
039344296,00015,03934429600015,O,1997-12-25,,,,2019-11-14T14:01:05,true,2,,34,,RUE,DE PARIS,95350,SAINT-BRICE-SOUS-FORET,,,95539,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
039344312,00010,03934431200010,O,1997-12-25,,,,2019-11-14T14:01:05,true,2,,2,,,MOULIN DE VALNAZE,91150,MORIGNY-CHAMPIGNY,,,91433,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
039344320,00013,03934432000013,O,1995-12-25,01,2019,,2021-10-27T08:02:41,true,2,,5,B,RUE,PARMENTIER,92200,NEUILLY-SUR-SEINE,,,92051,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
039344379,00019,03934437900019,O,1995-12-25,NN,,,2010-04-18T03:03:55,true,3,,16,,RUE,GABRIEL PERI,92120,MONTROUGE,,,92049,,,,,,,,,,,,,,,,,,,2008-09-30,A,,,,,81.10Z,NAFRev2,N
039344411,00010,03934441100010,O,1995-12-25,NN,,,2019-11-14T14:01:05,true,2,2 A 4,2,,RUE,BRISE ECHALAS,93200,SAINT-DENIS,,,93066,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
039344429,00012,03934442900012,O,1995-12-25,01,2019,,2021-10-27T08:02:41,true,2,MARNE,5,,AV,GAMBETTA,94100,SAINT-MAUR-DES-FOSSES,,,94068,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
039344445,00018,03934444500018,O,1995-12-25,NN,,,2012-05-05T00:12:37,true,2,,52,,RUE,SEBASTIEN MERCIER,75015,PARIS 15,,,75115,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
039344486,00012,03934448600012,O,1997-12-25,NN,,,2015-08-18T16:55:55,true,4,,290,,BD,DE VAUGIRARD,75015,PARIS 15,,,75115,,,,,,,,,,,,,,,,,,,2013-01-24,F,,,,,81.10Z,NAFRev2,O
039344502,00016,03934450200016,O,1995-12-25,NN,,,2019-11-14T14:01:05,true,2,ENT SUR MARNE REP PA,21,,RUE,PAUL BERT,94130,NOGENT-SUR-MARNE,,,94052,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
039344510,00019,03934451000019,O,1995-12-25,01,2019,,2021-10-27T08:02:41,true,3,255 A 259,255,,RUE,DE STALINGRAD,93000,BOBIGNY,,,93008,,,,,,,,,,,,,,,,,,,2020-12-31,A,,,,,81.10Z,NAFRev2,N
039344528,00011,03934452800011,O,1995-12-25,NN,,,2012-05-05T00:12:37,true,2,BOIS COLOMBES REP P,5,,RUE,CACHEUX,92400,COURBEVOIE,,,92026,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
039344569,00015,03934456900015,O,1995-12-25,NN,,,2008-04-26T08:08:45,true,2,D 93 BONDY REP PAR,112,,BD,ARAGO,75014,PARIS 14,,,75114,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
039344577,00018,03934457700018,O,,,,,2019-11-14T14:01:05,true,1,,23,,RUE,MARCEAU DELORME,92270,BOIS-COLOMBES,,,92009,,,,,,,,,,,,,,,,,,,1997-12-25,F,,,,,70.3C,NAF1993,N
039344619,00018,03934461900018,O,1995-12-25,NN,,,2019-11-14T14:01:05,true,4,,72,,RUE,DU 11 NOVEMBRE 1918,94700,MAISONS-ALFORT,,,94046,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
039344635,00014,03934463500014,O,1995-12-25,NN,,,2019-11-14T14:01:05,true,2,2 BOIS COLOMBES REP,31,,RUE,ARMAND LEPINE,92270,BOIS-COLOMBES,,,92009,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
039344643,00018,03934464300018,O,1995-12-25,01,2019,,2021-10-27T08:02:41,true,2,,10,,RUE,GOBERT,75011,PARIS 11,,,75111,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
039344676,00018,03934467600018,O,1995-12-25,NN,,,2008-01-04T18:02:51,true,3,MME VALOIS ODILE,,,,LES CLOS,78830,BONNELLES,,,78087,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
039344692,00015,03934469200015,O,1995-12-25,NN,,,2012-05-05T00:12:37,true,3,,37,,BD,DE BELLEVILLE,75011,PARIS 11,,,75111,,,,,,,,,,,,,,,,,,,2010-09-13,F,,,,,81.10Z,NAFRev2,O
039344700,00016,03934470000016,O,,,,,2019-11-14T14:01:05,true,1,,11,,RUE,DE LA MARNE,94430,CHENNEVIERES-SUR-MARNE,,,94019,,,,,,,,,,,,,,,,,,,1997-12-25,F,,,,,70.3C,NAF1993,N
039344726,00011,03934472600011,O,1995-12-25,NN,,,2008-01-04T18:02:51,true,3,TONY REP PAR LA SARL,97,,RUE,SAINT LAZARE,75009,PARIS 9,,,75109,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
039344742,00018,03934474200018,O,1997-12-25,,,,,true,1,,47,,RUE,DU MOUTIER,93300,AUBERVILLIERS,,,93001,,,,,,,,,,,,,,,,,,,1997-12-25,F,,,,,70.3C,NAF1993,N
039344767,00015,03934476700015,O,1995-12-25,NN,,,2019-11-14T14:01:05,true,3,,1,B,BD,JEAN JAURES,92100,BOULOGNE-BILLANCOURT,,,92012,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
039344791,00015,03934479100015,O,1995-12-25,01,2019,,2021-10-27T08:02:41,true,2,,31,,RTE,DE LA REINE,92100,BOULOGNE-BILLANCOURT,,,92012,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
039344825,00011,03934482500011,O,1995-12-25,NN,,,2013-05-18T02:04:00,true,2,,134,,RUE,HENRI BARBUSSE,93300,AUBERVILLIERS,,,93001,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
039344833,00015,03934483300015,O,1995-12-25,00,2019,,2021-10-27T08:02:41,true,2,,50,,RUE,DU MOUTIER,93300,AUBERVILLIERS,,,93001,,,,,,,,,,,,,,,,,,,2006-01-01,A,,,,,81.10Z,NAFRev2,O
039344833,00023,03934483300023,O,2006-01-01,NN,,,2012-05-05T00:12:37,false,3,,50,,RUE,DU MOUTIER,93300,AUBERVILLIERS,,,93001,,,,,,,,,,,,,,,,,,,2010-02-07,F,,,,,68.32A,NAFRev2,O
039344858,00012,03934485800012,O,1995-12-25,NN,,,2015-05-14T03:05:28,true,2,TEUIL REP PAR SA CAR,35,,AV,DE PARIS,95600,EAUBONNE,,,95203,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
039344866,00015,03934486600015,O,1995-12-25,NN,,,2019-11-14T14:01:05,true,2,RES REP PAR SARL MAR,106,,RUE,JULES GUESDE,92300,LEVALLOIS-PERRET,,,92044,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
039344882,00012,03934488200012,O,1995-12-25,NN,,,2011-04-23T04:04:32,true,4,UFFON  92 ANTONY REP,35,,RUE,HOUDAN,92330,SCEAUX,,,92071,,,,,,,,,,,,,,,,,,,2009-12-31,A,,,,,81.10Z,NAFRev2,N
039344890,00015,03934489000015,O,1995-12-25,01,2019,,2021-10-27T08:02:41,true,4,,73,,RUE,LOUIS BLANC,94140,ALFORTVILLE,,,94002,,,,,,,,,,,,,,,,,,,2012-03-04,A,,,,,81.10Z,NAFRev2,O
039344908,00015,03934490800015,O,1997-12-25,,,,2019-11-14T14:00:52,true,2,,7,,AV,DU GRAND LARGE,66140,CANET-EN-ROUSSILLON,,,66037,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
039344916,00018,03934491600018,O,1995-12-25,NN,,,2009-08-16T08:08:19,true,3,94 ARCUEIL REP PAR,52,,AV,DE LA REPUBLIQUE,92120,MONTROUGE,,,92049,,,,,,,,,,,,,,,,,,,2009-08-16,A,,,,,81.10Z,NAFRev2,O
039344932,00015,03934493200015,O,1995-12-25,NN,,,2013-05-14T09:54:22,true,4,,34,,RUE,CAUCHY,94110,ARCUEIL,,,94003,,,,,,,,,,,,,,,,,,,2008-01-01,F,,,,,68.32A,NAFRev2,N
039344981,00012,03934498100012,O,1995-12-25,NN,,,2019-11-14T14:01:05,true,2,92 REP PAR,6,,RUE,DU TINTORET,92600,ASNIERES-SUR-SEINE,,,92004,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
039344999,00014,03934499900014,O,1995-12-25,NN,,,2019-11-14T14:01:05,true,2,RES SUR SEINE REP PA,6,,RUE,DU TINTORET,92600,ASNIERES-SUR-SEINE,,,92004,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
039345012,00015,03934501200015,O,1995-12-25,01,2019,,2021-10-27T08:02:41,true,2,PIGNY SUR MARNE,56,,AV,CAFFIN,94210,SAINT-MAUR-DES-FOSSES,,,94068,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
039345038,00010,03934503800010,O,1995-12-25,NN,,,2008-01-04T18:02:51,true,2,93 MONTREUIL,52,,RUE,DE LONDRES,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
039345053,00019,03934505300019,O,1997-12-25,01,2019,,2021-10-27T08:02:41,true,2,,150,,RUE,LOUISE AGLAE CRETTE,94400,VITRY-SUR-SEINE,,,94081,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
