072704729,00028,07270472900028,O,,,,,,true,1,,,,RUE,DES BERGERS,13006,MARSEILLE 6,,,13206,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.01,NAP,N
072704737,00013,07270473700013,O,,,,,,true,1,,,,BD,DES DAMES,13002,MARSEILLE 2,,,13202,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.43,NAP,N
072704752,00053,07270475200053,O,,NN,,,2019-11-14T14:00:19,true,1,,4,,ALL,DE LA PIGEONNIERE,13620,CARRY-LE-ROUET,,,13021,,,,,,,,,,,,,,,,,,,1989-12-25,F,,,,,64.12,NAP,N
072704760,00031,07270476000031,O,1988-03-01,NN,,,2006-10-26T23:37:30,true,3,,647,,AV,DU GEN DE GAULLE,13190,ALLAUCH,,,13002,,,,,,,,,,,,,,,,,,,2005-02-28,F,,,,,60.2P,NAFRev1,N
072704802,00015,07270480200015,O,,,,,,true,1,,,,AV,VINCENT ANDREU,13011,MARSEILLE 11,,,13211,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.11,NAP,N
072704810,00034,07270481000034,O,,NN,,,,true,1,,2,,BD,DES PRIMEVERES,13400,AUBAGNE,,,13005,,,,,,,,,,,,,,,,,,,1992-12-07,F,,,,,52.6E,NAF1993,N
072704828,00010,07270482800010,O,,,,,,true,1,,,,QUAI,RIVE NEUVE,13001,MARSEILLE 1,,,13201,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,81.21,NAP,N
072704836,00013,07270483600013,O,,NN,,,,true,1,,72,,BD,DE PARIS,13003,MARSEILLE 3,,,13203,,,,,,,,,,,,,,,,,,,2001-11-30,F,,,,,67.04,NAP,N
072704844,00017,07270484400017,O,,NN,,,,true,1,,5,,,GRAND RUE,13012,MARSEILLE 12,,,13212,,,,,,,,,,,,,,,,,,,1990-10-30,F,,,,,67.04,NAP,N
072704851,00012,07270485100012,O,,,,,,true,1,,,,RUE,BELLE DE MAI,13003,MARSEILLE 3,,,13203,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.46,NAP,N
072704901,00015,07270490100015,O,,NN,,,,true,1,,,,QUAI,DE L HUVEAUNE,13390,AURIOL,,,13007,,,,,,,,,,,,,,,,,,,1991-12-12,F,,,,,81.21,NAP,N
072704984,00011,07270498400011,O,,,,,,true,1,,,,RUE,GILLIBERT,13005,MARSEILLE 5,,,13205,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.04,NAP,N
072705007,00036,07270500700036,O,1994-01-01,,,,,true,1,,,,IMP,PIGALA,13015,MARSEILLE 15,,,13215,,,,,,,,,,,,,,,,,,,2000-11-16,F,,,,,45.3E,NAF1993,N
072705031,00036,07270503100036,O,,,,,,true,1,,,,RUE,DE LODI,13006,MARSEILLE 6,,,13206,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,62.43,NAP,N
072705064,00011,07270506400011,O,,,,,,true,1,,188,,RUE,DE LYON,13015,MARSEILLE 15,,,13215,,,,,,,,,,,,,,,,,,,1995-12-31,F,,,,,52.4V,NAF1993,N
072705098,00019,07270509800019,O,,NN,,,,true,1,,49,,RUE,EMILE DUPLOYE,13007,MARSEILLE 7,,,13207,,,,,,,,,,,,,,,,,,,,F,,,,,60.11,NAP,N
072705106,00010,07270510600010,O,1972-01-01,NN,,,2008-11-07T00:16:20,true,4,,193,,RUE,PARADIS,13006,MARSEILLE 6,,,13206,,,,,,,,,,,,,,,,,,,2003-11-10,F,,,,,52.2C,NAFRev1,N
072705114,00022,07270511400022,O,1988-01-04,NN,,,,true,1,,70,,RUE,CALLELONGUE,13008,MARSEILLE 8,,,13208,,,,,,,,,,,,,,,,,,,2000-06-26,F,,,,,60.2E,NAF1993,N
072705122,00017,07270512200017,O,,NN,,,,true,1,,43,,RUE,SAINT FERREOL,13001,MARSEILLE 1,,,13201,,,,,,,,,,,,,,,,,,,1988-08-29,F,,,,,64.44,NAP,N
072705155,00017,07270515500017,O,,,,,,true,1,,,,LOT,L ABEILLE,13600,LA CIOTAT,,,13028,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,69.11,NAP,N
072705163,00011,07270516300011,O,,NN,,,,true,1,,3,,RUE,FRANCOIS DONZEL,13600,LA CIOTAT,,,13028,,,,,,,,,,,,,,,,,,,,F,,,,,87.01,NAP,N
072705213,00014,07270521300014,O,,NN,,,,true,1,,30,,RUE,THUBANEAU,13001,MARSEILLE 1,,,13201,,,,,,,,,,,,,,,,,,,1993-09-30,F,,,,,55.3A,NAF1993,N
072705221,00017,07270522100017,O,,,,,,true,1,,,,CHE,DE CHATEAU GOMBERT,13013,MARSEILLE 13,,,13213,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,,,N
072705270,00014,07270527000014,O,,,,,,true,1,,,,AV,FREDERIC MISTRAL,13600,LA CIOTAT,,,13028,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,38.40,NAP,N
072705288,00016,07270528800016,O,,,,,,true,1,,,,CHE,MADRAGUE VILLE,13015,MARSEILLE 15,,,13215,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,67.04,NAP,N
072705304,00011,07270530400011,O,,,,,,true,1,,,,RUE,RAYMONDINO,13003,MARSEILLE 3,,,13203,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,69.12,NAP,N
072705320,00017,07270532000017,O,,,,,,true,1,,,,RUE,SAINT PIERRE,13005,MARSEILLE 5,,,13205,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.11,NAP,N
072705346,00012,07270534600012,O,,,,,,true,1,,1,,RUE,DE L EGLISE,13420,GEMENOS,,,13042,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.11,NAP,N
072705353,00018,07270535300018,O,1900-01-01,NN,,,,true,3,,108,,AV,DE LA CAPELETTE,13010,MARSEILLE 10,,,13210,,,,,,,,,,,,,,,,,,,1993-06-30,F,,,,,55.4B,NAF1993,N
072705429,00016,07270542900016,O,,,,,,true,1,,,,RUE,ESPERANDIEU,13004,MARSEILLE 4,,,13204,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.11,NAP,N
072705437,00019,07270543700019,O,,NN,,,,true,1,,4,,CRS,BELSUNCE,13001,MARSEILLE 1,,,13201,,,,,,,,,,,,,,,,,,,,F,,,,,64.43,NAP,N
072705478,00021,07270547800021,O,,,,,,true,1,,,,,VC RPE D'ACCES,13002,MARSEILLE 2,,,13202,,,,,,,,,,,,,,,,,,,1990-12-31,F,,,,,62.41,NAP,N
072705486,00016,07270548600016,O,,NN,,,,true,1,,,,,LE MOULIN DE REDON,13390,AURIOL,,,13007,,,,,,,,,,,,,,,,,,,1991-12-31,F,,,,,01.80,NAP,N
072705494,00010,07270549400010,O,,NN,,,,true,1,,,,,LE MOULIN DE REDON,13390,AURIOL,,,13007,,,,,,,,,,,,,,,,,,,1991-12-31,F,,,,,01.80,NAP,N
072705536,00018,07270553600018,O,,NN,,,,true,1,,2,,RUE,DU VILLAGE,13011,MARSEILLE 11,,,13211,,,,,,,,,,,,,,,,,,,1989-05-31,F,,,,,62.11,NAP,N
072705544,00012,07270554400012,O,,NN,,,,true,1,,4,,CHE,32 DE CHANTE PERDRIX,13010,MARSEILLE 10,,,13210,,,,,,,,,,,,,,,,,,,,F,,,,,46.01,NAP,N
072705551,00025,07270555100025,O,,NN,,,,true,1,,29,,RUE,DU ROUET,13006,MARSEILLE 6,,,13206,,,,,,,,,,,,,,,,,,,1991-12-20,F,,,,,64.46,NAP,N
072705569,00019,07270556900019,O,,,,,,true,1,,79,,RUE,DE LA REPUBLIQUE,13400,AUBAGNE,,,13005,,,,,,,,,,,,,,,,,,,1986-01-01,F,,,,,80.04,NAP,N
072705577,00012,07270557700012,O,,NN,,,,true,1,,8,,RUE,DES HONNEURS,13002,MARSEILLE 2,,,13202,,,,,,,,,,,,,,,,,,,1997-08-04,F,,,,,62.41,NAP,N
072705593,00019,07270559300019,O,,,,,,true,1,,62,,BD,DE LA LIBERATION,13004,MARSEILLE 4,,,13204,,,,,,,,,,,,,,,,,,,,F,,,,,52.4Z,NAFRev1,N
072705601,00010,07270560100010,O,,NN,,,,true,1,,,,,LES FABRETTES,13015,MARSEILLE 15,,,13215,,,,,,,,,,,,,,,,,,,1999-02-24,F,,,,,81.21,NAP,N
072705619,00020,07270561900020,O,,NN,,,,true,1,,150,,COR,DU PDT JOHN F KENNEDY,13007,MARSEILLE 7,,,13207,,,,,,,,,,,,,,,,,,,1987-06-19,F,,,,,44.21,NAP,N
072705635,00026,07270563500026,O,,,,,,true,1,,,,BD,FERDINAND DE LESSEPS,13014,MARSEILLE 14,,,13214,,,,,,,,,,,,,,,,,,,1991-09-03,F,,,,,69.11,NAP,N
072705643,00012,07270564300012,O,,,,,,true,1,,,,IMP,HENRI,13015,MARSEILLE 15,,,13215,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,,,N
072705650,00041,07270565000041,O,1991-05-30,NN,,,,true,1,,1,,BD,JEAN EUGENE CABASSUD,13010,MARSEILLE 10,,,13210,,,,,,,,,,,,,,,,,,,2000-03-01,F,,,,,52.5Z,NAF1993,N
072705668,00019,07270566800019,O,,,,,,true,1,,,,RUE,SAINTE,13001,MARSEILLE 1,,,13201,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.09,NAP,N
072705684,00032,07270568400032,O,1995-04-01,NN,,,2006-11-25T09:05:54,true,1,,196,,AV,DE TOULON,13010,MARSEILLE 10,,,13210,,,,,,,,,,,,,,,,,,,2002-04-15,F,,,,,74.1J,NAF1993,N
072705700,00028,07270570000028,O,,NN,,,,true,1,,,,MTE,DES DURBECS,13013,MARSEILLE 13,,,13213,,,,,,,,,,,,,,,,,,,,F,,,,,66.04,NAP,N
072705734,00019,07270573400019,O,,NN,,,,true,1,,3,,BD,GARIBALDI,13001,MARSEILLE 1,,,13201,,,,,,,,,,,,,,,,,,,1990-12-13,F,,,,,67.04,NAP,N
072705742,00012,07270574200012,O,,NN,,,,true,1,,357,,AV,DU PRADO,13008,MARSEILLE 8,,,13208,,,,,,,,,,,,,,,,,,,1992-05-21,F,,,,,55.1D,NAF1993,N
072705767,00027,07270576700027,O,1900-01-01,NN,,,2021-02-23T10:28:04,false,3,,8,,RUE,DES CATALANS,13007,MARSEILLE 7,,,13207,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,68.20B,NAFRev2,N
072705767,00035,07270576700035,O,2007-07-20,NN,,,2021-02-23T10:28:04,true,3,PORTE D'ORANGE,29,,BD,DU NORD,84200,CARPENTRAS,,,84031,,,,,,,,,,,,,,,,,,,2008-03-17,A,BAR HENRI CHEZ LOULOU,,,,56.30Z,NAFRev2,O
072705775,00012,07270577500012,O,,,,,,true,1,,,,BD,ROMAIN ROLLAND,13009,MARSEILLE 9,,,13209,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,87.03,NAP,N
072705783,00032,07270578300032,O,,NN,,,,true,1,,,,IMP,DES BRAYES,13260,CASSIS,,,13022,,,,,,,,,,,,,,,,,,,1995-10-25,F,,,,,52.6E,NAF1993,N
072705791,00019,07270579100019,O,,,,,,true,1,,,,RUE,EMILE DORIA,13016,MARSEILLE 16,,,13216,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.11,NAP,N
072705809,00027,07270580900027,O,2002-07-15,NN,,,2013-07-17T09:10:41,false,2,,23,,AV,DU DOCTEUR HECKEL,13011,MARSEILLE 11,,,13211,,,,,,,,,,,,,,,,,,,2002-12-25,F,,,,,74.1J,NAF1993,N
072705809,00035,07270580900035,O,2013-07-01,,,,2017-08-22T03:42:09,true,2,,,,LOT,ACTIPOLE DE LA PARETTE II,13012,MARSEILLE 12,,,13212,,,,,,,,,,,,,,,,,,,2013-12-22,F,,,,S.A.R.L. AVIOR,70.10Z,NAFRev2,
072705809,00043,07270580900043,O,2013-11-04,,,,2015-02-11T14:34:29,false,2,,87,,BD,JEANNE D ARC,13005,MARSEILLE 5,,,13205,,,,,,,,,,,,,,,,,,,2013-12-22,F,,,,,49.32Z,NAFRev2,N
072705817,00012,07270581700012,O,,NN,,,2021-03-31T16:36:08,true,1,,4,,BD,J. SAADE Q. DE LA TOURETTE,13002,MARSEILLE 2,,,13202,,,,,,,,,,,,,,,,,,,,F,,,,,67.01,NAP,N
072705825,00023,07270582500023,O,1981-11-18,NN,,,2011-12-29T09:32:23,false,4,,102,,AV,JEAN JAURES,13700,MARIGNANE,,,13054,,,,,,,,,,,,,,,,,,,2008-01-01,F,,,,,47.51Z,NAFRev2,N
072705825,00031,07270582500031,O,2012-01-02,,,,2021-07-09T19:45:32,true,2,,1,,CHE,MARIUS MILON,13190,ALLAUCH,,,13002,,,,,,,,,,,,,,,,,,,2020-12-31,F,,,,,47.99A,NAFRev2,N
072705866,00019,07270586600019,O,,NN,,,,true,1,,85,,BD,DES FAUVETTES,13012,MARSEILLE 12,,,13212,,,,,,,,,,,,,,,,,,,1988-05-13,F,,,,,64.12,NAP,N
072705908,00027,07270590800027,O,1984-01-01,NN,,,2019-11-14T14:00:19,true,4,,100,,RTE,NATIONALE LA GAVOTTE,13170,LES PENNES-MIRABEAU,,,13071,,,,,,,,,,,,,,,,,,,1996-12-25,F,,,,,70.2C,NAF1993,N
072705924,00016,07270592400016,O,,NN,,,2019-11-14T14:00:19,true,1,,,,CHE,RIBOUX,13780,CUGES-LES-PINS,,,13030,,,,,,,,,,,,,,,,,,,,F,,,,,67.01,NAP,N
072705940,00012,07270594000012,O,1972-01-01,NN,,,2010-10-13T15:30:18,true,4,,67,,RUE,GRIGNAN,13006,MARSEILLE 6,,,13206,,,,,,,,,,,,,,,,,,,2008-01-01,F,,,,,56.10A,NAFRev2,N
072705957,00016,07270595700016,O,1972-01-01,NN,,,2014-08-25T16:12:55,true,4,,67,,RUE,GRIGNAN,13006,MARSEILLE 6,,,13206,,,,,,,,,,,,,,,,,,,2008-01-01,F,,,,,70.10Z,NAFRev2,N
072705981,00016,07270598100016,O,1972-01-01,NN,,,2008-01-04T18:09:58,true,3,,2,,BD,SAKAKINI,13004,MARSEILLE 4,,,13204,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,68.20B,NAFRev2,N
072705999,00018,07270599900018,O,,,,,,true,1,,,,AV,DU PRADO,13006,MARSEILLE 6,,,13206,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,59.10,NAP,N
072706005,00013,07270600500013,O,,,,,,true,1,,,,RUE,HAXO,13001,MARSEILLE 1,,,13201,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,87.03,NAP,N
072706039,00020,07270603900020,O,,,,,,true,1,,5,,BD,LOUIS PASTEUR,13011,MARSEILLE 11,,,13211,,,,,,,,,,,,,,,,,,,1987-01-01,F,,,,,55.3A,NAF1993,N
072706062,00014,07270606200014,O,,,,,,true,1,,11,,AV,DE MAZARGUES,13008,MARSEILLE 8,,,13208,,,,,,,,,,,,,,,,,,,,F,,,,,64.43,NAP,N
072706070,00025,07270607000025,O,1900-01-01,NN,,,2011-04-28T00:10:33,false,3,,,,CHE,DE LA THUILIERE,13400,AUBAGNE,,,13005,,,,,,,,,,,,,,,,,,,1996-11-01,F,,,,,51.1T,NAF1993,N
072706070,00033,07270607000033,O,2001-01-01,NN,,,2014-08-05T05:07:44,true,4,,,,,LA PAGEOTTE,13400,AUBAGNE,,,13005,,,,,,,,,,,,,,,,,,,2014-06-30,F,,,,,47.99B,NAFRev2,N
072706088,00019,07270608800019,O,,NN,,,,true,1,,54,,BD,CHARLES PAUL,13009,MARSEILLE 9,,,13209,,,,,,,,,,,,,,,,,,,,F,,,,,86.06,NAP,N
072706104,00014,07270610400014,O,,,,,,true,1,,,,QUAI,DU PORT,13002,MARSEILLE 2,,,13202,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.04,NAP,N
072706120,00010,07270612000010,O,1972-01-01,NN,,,,true,1,,1,,AV,DE VERDUN,13400,AUBAGNE,,,13005,,,,,,,,,,,,,,,,,,,2000-02-29,F,,,,,15.8C,NAF1993,O
072706138,00012,07270613800012,O,,,,,,true,1,,9,,RUE,DES POILUS,13600,LA CIOTAT,,,13028,,,,,,,,,,,,,,,,,,,1993-12-31,F,,,,,52.4V,NAF1993,N
072706179,00016,07270617900016,O,,,,,,true,1,,72,,RUE,BELLE DE MAI,13003,MARSEILLE 3,,,13203,,,,,,,,,,,,,,,,,,,1988-05-31,F,,,,,64.12,NAP,N
072706187,00019,07270618700019,O,,NN,,,,true,1,,61,,RUE,CLOVIS HUGUES,13003,MARSEILLE 3,,,13203,,,,,,,,,,,,,,,,,,,1992-03-31,F,,,,,52.4C,NAF1993,N
072706211,00017,07270621100017,O,,,,,,true,1,,32,,RUE,THYBANEAU,13001,MARSEILLE 1,,,13201,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.08,NAP,N
072706229,00019,07270622900019,O,,,,,,true,1,,,,RUE,BERLIOZ,13006,MARSEILLE 6,,,13206,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.23,NAP,N
072706237,00020,07270623700020,O,,NN,,,,true,1,,320,,,MARCHE DE SAUMATY,13016,MARSEILLE 16,,,13216,,,,,,,,,,,,,,,,,,,2002-09-03,F,,,,,57.07,NAP,N
072706245,00015,07270624500015,O,,,,,,true,1,,,,BD,LECCIA,13003,MARSEILLE 3,,,13203,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.04,NAP,N
072706252,00011,07270625200011,O,,,,,,true,1,,,,RUE,SAINT PIERRE,13005,MARSEILLE 5,,,13205,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,64.43,NAP,N
072706260,00022,07270626000022,O,,NN,,,2019-11-14T14:00:19,true,1,,66,,RUE,VICTOR HUGO,13780,CUGES-LES-PINS,,,13030,,,,,,,,,,,,,,,,,,,1987-03-31,F,,,,,62.45,NAP,N
072706278,00016,07270627800016,O,,,,,,true,1,,,,CHE,JEAN ROUBIN,13009,MARSEILLE 9,,,13209,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.23,NAP,N
072706286,00019,07270628600019,O,,NN,,,,true,1,,15,,QUAI,RIVE NEUVE,13007,MARSEILLE 7,,,13207,,,,,,,,,,,,,,,,,,,,F,,,,,67.04,NAP,N
072706294,00013,07270629400013,O,,,,,,true,1,,194,,BD,DE SAINTE MARGUERITE,13009,MARSEILLE 9,,,13209,,,,,,,,,,,,,,,,,,,1999-01-31,F,,,,,52.4X,NAF1993,N
